ticker,FFMH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-17,-12.5
2009-09-30,-2.8571
2009-10-05,14.7059
2009-10-06,-6.4103
2009-10-28,0.0
2009-10-30,0.0
2009-11-10,1.3699
2010-01-29,-2.7027
2010-08-03,-16.6667
2010-08-06,0.8333
2010-09-22,-7.438
2011-02-15,1.3391
2011-08-18,-34.8534
2011-11-22,0.0
2011-12-02,-5.5556
2011-12-06,76.4706
2012-03-16,-8.8761
2012-11-16,-17.3864
2013-07-15,-5.9266
2013-09-13,8.75
2013-12-04,-3.4483
2013-12-05,4.7619
2014-01-24,-7.5358
2014-04-22,10.0
2014-07-22,-9.3851
2015-03-13,-8.9964
2015-04-10,0.2857
2015-05-05,-14.5299
2015-05-22,26.6667
2015-06-01,5.2632
2015-06-15,-9.4
2015-06-29,4.8565000000000005
2015-10-29,0.1074
2015-11-09,12.6005
2015-12-08,4.7619
2015-12-09,1.5909
2016-03-15,27.8435
2016-03-16,0.1779
2016-03-18,0.3552
2016-03-28,4.6018
2016-04-04,0.1692
2016-05-20,-0.5068
2016-05-23,-4.9236
2016-06-06,-0.0036
2016-06-07,0.0036
2016-06-08,0.0
2016-06-09,0.0
2016-06-15,-1.75
2016-06-17,-0.0364
2016-06-23,0.0
2016-06-24,-0.0182
2016-07-01,1.3825
2016-07-07,0.0
2016-07-11,1.8182
2016-08-12,-1.7856999999999998
2016-08-19,1.7818
2016-08-26,0.0357
2016-08-30,-1.7856999999999998
2016-09-01,-0.9091
2016-09-07,2.7523
2016-09-16,-1.6071
2016-10-13,1.4254
2016-10-25,0.0
2016-11-11,0.7207
2016-12-13,1.0733
2016-12-20,0.0
2016-12-21,0.885
2016-12-22,0.8772
2016-12-30,0.3151
2017-01-13,0.0
2017-01-26,2.9668
2017-02-02,0.0
2017-03-03,1.6949
2017-03-07,6.6667
2017-03-17,0.0
2017-03-22,6.25
2017-03-24,-8.8235
2017-04-04,7.1081
2017-04-18,0.0
2017-04-26,3.0303
2017-06-07,1.4706000000000001
2017-07-05,4.9257
2017-07-12,0.0028
2017-07-18,-4.0304
2017-07-27,5.644
2017-08-03,0.0
2017-08-10,1.3699
2017-09-06,-3.9189
2017-09-12,4.0788
2017-09-27,0.0
2017-10-05,-2.8533
2017-10-20,-0.2797
2017-10-23,-3.0856
2017-10-25,0.5789
2017-10-26,0.6475
2017-10-27,0.0715
2017-10-30,-0.7143
2017-11-06,-0.5755
2017-11-09,-0.1447
2017-11-10,0.2899
2017-11-13,0.0
2017-11-16,0.289
2017-11-29,0.0
2017-11-30,0.634
2017-12-04,0.0859
2017-12-18,0.1431
2018-01-25,12.0687
2018-02-20,2.5644
2018-03-02,0.0
2018-03-05,0.0
2018-03-07,0.0
2018-03-23,0.0
2018-04-25,4.2714
2018-04-30,0.0
2018-05-07,0.3614
2018-05-11,0.0
2018-07-17,1.4475
2018-08-09,1.308
2018-09-12,0.4695
2018-09-25,6.5421
2018-10-03,-5.0661
2018-10-04,3.2483
2018-10-09,0.0
2018-10-12,0.4494
2018-10-17,-3.132
2018-10-22,-0.1155
2018-10-23,0.578
2018-11-06,-1.4483
2018-12-06,0.9331
2018-12-11,-0.0462
2018-12-14,-0.578
2018-12-20,-2.3256
2018-12-27,-3.4524
2019-01-04,0.6445
2019-01-07,0.0493
2019-01-11,0.0
2019-01-16,3.3973
2019-01-29,0.2857
2019-01-30,0.9022
2019-02-01,0.0
2019-02-04,0.0
2019-02-06,3.5294
2019-02-11,2.0455
2019-02-22,-1.5590000000000002
2019-02-28,0.6787
2019-03-01,0.1124
2019-03-12,0.1571
2019-03-22,0.3362
2019-04-02,-0.1346
2019-04-03,0.0449
2019-04-26,0.1123
2019-05-14,0.1122
2019-05-23,0.0
2019-06-03,-0.6721
2019-06-28,0.5864
2019-07-10,0.0676
2019-07-16,0.0
2019-08-07,0.0002
2019-08-14,-0.0002
2019-08-16,-0.3378
2019-08-19,-0.4068
2019-08-26,0.0
2019-09-05,-0.1588
2019-09-06,-1.5909
2019-09-09,0.4619
2019-09-10,-0.5747
2019-09-11,-0.3006
2019-09-17,-1.1596
2019-09-18,-0.8681
2019-09-20,-0.4734
2019-09-23,0.0
2019-10-03,-0.5258
2019-10-09,0.0
2019-10-11,0.0
2019-10-16,0.0
2019-10-29,-0.0481
2019-10-31,0.0
2019-11-06,-0.2404
2019-11-07,-0.3614
2019-11-18,0.0484
2019-11-20,0.0
2019-11-27,-0.1209
2019-11-29,0.242
2019-12-02,-0.2412
2019-12-04,-0.0002
2019-12-17,0.3388
2019-12-19,0.1447
2019-12-24,0.0
2019-12-26,0.0723
2019-12-27,-0.0481
2019-12-31,1.6457000000000002
2020-01-17,-0.9286
2020-01-28,0.5768
2020-01-31,-0.5735
2020-02-06,-0.5768
2020-02-07,-0.145
2020-02-11,0.6778
2020-02-14,-1.0579
2020-02-20,-0.0729
2020-02-24,-0.2918
2020-03-10,-2.3171
2020-03-20,-6.392
2020-03-24,2.6941
2020-04-27,-13.8156
2020-04-28,6.0606
2020-05-12,5.7143
2020-06-15,-16.8919
2020-06-25,0.813
2020-07-01,0.6496
2020-07-10,-4.808
2020-07-14,3.3898
2020-07-16,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,-1.6393
2020-07-23,0.0
2020-07-24,1.1667
2020-07-27,-1.1532
2020-07-28,-6.6667
2020-07-29,7.1071
2020-07-31,-3.3011
