ticker,LSFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,2.7778
2000-01-06,-2.7027
2000-01-19,4.1667
2000-02-22,-8.8472
2000-02-28,5.8824
2000-03-15,0.0
2000-03-27,-5.5556
2000-03-28,5.8824
2000-04-04,-11.1111
2000-04-05,0.0
2000-04-11,0.0
2000-04-14,-23.4375
2000-04-19,14.2857
2000-04-20,-3.5714
2000-04-24,3.7037
2000-04-25,7.1429
2000-05-24,7.3826
2000-07-10,-6.25
2000-07-13,0.0
2000-07-14,6.6667
2000-07-25,-3.125
2000-08-03,3.2258
2000-08-24,1.5625
2000-08-29,1.5385
2000-08-30,3.6364
2000-08-31,2.9412000000000003
2000-09-21,-5.7143
2000-10-03,0.0
2000-10-06,9.0909
2000-10-10,-8.3333
2000-10-11,3.0303
2000-10-13,2.9412000000000003
2000-10-20,-5.7143
2000-10-24,6.0606
2000-10-26,-11.4286
2000-11-08,0.0
2000-11-09,0.0
2000-11-10,1.6129
2000-11-15,-1.5873
2000-11-17,0.0
2000-11-28,3.2258
2000-12-08,0.6289
2000-12-19,7.8125
2000-12-20,-14.4928
2000-12-28,0.0
2000-12-29,1.6949
2001-01-09,11.6667
2001-01-10,-1.4925
2001-01-11,0.0
2001-01-31,9.0909
2001-02-05,0.0
2001-02-06,5.5556
2001-02-09,0.0
2001-03-13,5.8201
2001-03-14,1.25
2001-03-29,8.642
2001-05-16,0.0
2001-05-29,-2.2727
2001-05-30,2.3256
2001-06-18,-1.3699
2001-06-19,0.0
2001-06-20,1.8519
2001-06-22,2.2727
2001-07-05,-4.4444
2001-07-11,-1.3953
2001-07-12,3.7736
2001-07-13,-5.0
2001-07-17,7.6555
2001-07-25,6.6667
2001-08-02,-4.1667
2001-08-03,0.0
2001-08-13,13.0435
2001-08-15,15.3846
2001-08-17,-10.0
2001-08-21,6.6667
2001-09-25,-20.5575
2001-10-02,-3.5088
2001-10-04,0.0
2001-10-10,9.0909
2001-10-25,6.6667
2001-10-29,3.5156
2001-11-20,1.8868
2001-11-28,11.5242
2001-12-03,-5.6667
2002-01-09,-4.5936
2002-01-11,3.7037
2002-01-14,3.5714
2002-01-17,0.0
2002-02-06,-3.4483
2002-02-11,0.7143
2002-03-05,-2.1352
2002-03-06,1.8182
2002-03-07,0.7143
2002-03-13,-0.7092
2002-03-19,5.3571
2002-03-25,1.6949
2002-03-27,-1.6667
2002-03-28,-3.3898
2002-04-15,1.0526
2002-04-25,5.8333
