ticker,GMBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-12,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-10-01,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,-7.3333
2010-10-14,7.9137
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-29,0.0
2010-11-05,0.0
2010-11-08,3.3333
2010-11-11,-0.6452
2010-11-15,0.0
2010-11-18,0.0
2010-11-30,-2.5974
2010-12-06,2.6667
2010-12-07,-2.5974
2010-12-09,6.6667
2010-12-10,-3.125
2010-12-15,3.2258
2010-12-16,-3.125
2010-12-23,3.2258
2010-12-28,2.5
2010-12-31,0.6098
2011-01-03,0.0
2011-01-05,0.6061
2011-01-10,1.2048
2011-01-13,1.1905000000000001
2011-01-18,0.0
2011-01-20,-17.647100000000002
2011-01-24,21.4286
2011-01-26,0.0
2011-01-27,0.0
2011-01-31,2.9412000000000003
2011-02-01,-8.5714
2011-02-03,0.0
2011-02-04,0.0
2011-02-08,6.25
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,2.9412000000000003
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,-2.8571
2011-03-11,2.9412000000000003
2011-03-14,0.0
2011-03-16,0.0
2011-03-18,0.0
2011-03-22,2.8571
2011-03-24,0.0
2011-03-25,0.0
2011-03-31,0.0
2011-04-01,-2.7778
2011-04-04,-14.2857
2011-04-06,0.0
2011-04-15,-63.3333
2011-05-02,-63.6364
2011-05-10,150.0
2011-05-12,-60.0
2011-05-19,0.0
2011-05-23,-25.0
2011-05-24,-20.0
2011-06-13,25.0
2011-06-17,-20.0
2011-06-20,16.6667
2011-06-21,-21.4286
2011-07-12,27.2727
2011-07-15,-35.7143
2011-08-10,0.0
2011-10-13,-44.4444
2011-12-15,200.0
2011-12-23,-53.3333
2012-04-18,0.0
2012-04-19,28.5714
2012-04-26,-44.4444
2012-05-04,0.0
2012-05-24,0.0
2012-06-01,-20.0
2012-09-11,0.0
2013-02-06,-95.0
2013-02-14,2400.0
2013-02-20,100.0
2013-02-22,140.0
2013-02-25,4.1667
2013-02-26,40.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-05,-25.7143
2013-03-07,0.0
2013-03-25,-23.0769
2013-04-22,-50.0
2013-04-25,150.0
