ticker,LAGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-10,0.0
2000-06-30,0.0
2000-07-21,9900.0
2000-12-04,-99.0
2000-12-13,0.0
2002-11-22,0.0
2004-09-27,-87.5
2004-10-05,0.0
2004-10-11,0.0
2004-10-12,0.0
2004-10-26,0.0
2004-10-28,0.0
2004-10-29,300.0
2004-11-03,-75.0
2004-11-15,0.0
2004-11-30,0.0
2004-12-09,300.0
2004-12-10,0.0
2004-12-20,-75.0
2004-12-28,0.0
2004-12-30,300.0
2005-01-10,-75.0
2005-01-20,0.0
2005-01-24,300.0
2005-01-25,0.0
2005-02-01,-75.0
2005-02-03,0.0
2005-03-01,0.0
2005-03-14,0.0
2005-04-04,0.0
2005-04-06,0.0
2005-04-11,7900.0
2005-07-26,0.0
2006-04-27,900.0
2006-10-17,-99.875
2006-11-29,0.0
2007-08-29,79900.0
2007-09-17,-99.875
2007-12-17,50.0
2008-11-03,-33.3333
2008-12-26,0.0
2008-12-31,0.0
2009-01-30,50.0
2009-02-12,0.0
2009-02-27,0.0
2009-04-02,0.0
2009-04-16,0.0
2009-05-04,0.0
2009-06-01,0.0
2009-06-08,0.0
2009-06-09,0.0
2009-06-12,0.0
2009-07-08,0.0
2009-07-16,0.0
2009-07-27,0.0
2009-08-14,0.0
2009-10-22,0.0
2010-02-18,0.0
2010-03-29,0.0
2010-08-26,0.0
2010-09-17,0.0
2010-09-29,0.0
2010-10-08,0.0
2010-10-14,0.0
2010-11-02,0.0
2010-11-18,5233.3333
2010-11-23,800.0
2010-11-29,-88.8889
2010-11-30,0.0
2010-12-01,0.0
2010-12-06,0.0
2010-12-14,0.0
2010-12-15,0.0
2010-12-17,0.0
2010-12-21,0.0
2010-12-29,30.0
2010-12-30,-23.0769
2011-01-11,0.0
2011-01-14,50.0
2011-01-25,-93.3333
2011-01-26,0.0
2011-02-01,0.0
2011-02-15,0.0
2011-02-24,0.0
2011-03-02,0.0
2011-03-08,0.0
2011-04-07,0.0
2011-04-21,0.0
2011-04-28,0.0
2011-06-21,12.5
2011-07-11,-11.1111
2011-07-12,0.0
2011-08-25,0.0
2011-09-12,0.0
2011-09-15,0.0
2011-09-21,0.0
2011-11-15,0.0
2011-12-02,0.0
2011-12-05,0.0
2011-12-08,0.0
2011-12-09,0.0
2011-12-14,0.0
2011-12-22,0.0
2011-12-29,0.0
2012-01-04,0.0
2012-03-05,0.0
2012-03-06,0.0
2012-04-05,0.0
2012-04-23,0.0
2012-05-03,0.0
2012-05-04,0.0
2012-08-20,0.0
2012-09-20,0.0
2013-07-01,-87.5
2015-12-10,0.0
2016-01-28,0.0
2016-10-27,0.0
2017-10-12,-99.2
2018-01-25,900.0
2018-02-13,-90.0
2018-03-12,0.0
2018-07-23,0.0
2018-11-21,900.0
2018-12-10,-90.0
2018-12-12,0.0
2018-12-13,900.0
2019-02-12,-90.0
2019-05-16,900.0
2019-05-17,-90.0
2019-06-17,0.0
2019-09-17,9900.0
2019-09-19,-99.0
2019-11-08,9900.0
2019-11-15,-90.0
2020-01-07,900.0
2020-02-04,-90.0
2020-02-24,9900.0003
2020-03-17,0.0
2020-04-06,400.0
2020-05-20,-99.98
2020-07-29,9900.0
