ticker,BPMP US Equity
2018-03-21,0.1075
2018-03-22,-3.1149
2018-03-23,-3.8803
2018-03-26,-0.346
2018-03-27,2.0255
2018-03-28,2.6659
2018-03-29,-1.4365
2018-04-02,-1.065
2018-04-03,0.6799
2018-04-04,-2.5886
2018-04-05,0.0
2018-04-06,-1.9642
2018-04-09,1.4143
2018-04-10,2.1499
2018-04-11,0.3982
2018-04-12,-1.0198
2018-04-13,-1.0303
2018-04-16,5.1475
2018-04-17,0.385
2018-04-18,0.9315
2018-04-19,-0.5972
2018-04-20,-0.0546
2018-04-23,-1.0383
2018-04-24,-0.0552
2018-04-25,0.1105
2018-04-26,1.4349
2018-04-27,1.1425
2018-04-30,3.4831
2018-05-01,2.1086
2018-05-02,-1.8069
2018-05-03,-0.1577
2018-05-04,0.7899
2018-05-07,2.9257999999999997
2018-05-08,1.8782
2018-05-09,-0.1495
2018-05-10,2.495
2018-05-11,0.0
2018-05-14,-1.704
2018-05-15,-0.4458
2018-05-16,2.8358
2018-05-17,3.3866
2018-05-18,0.1404
2018-05-21,1.6822
2018-05-22,-1.3327
2018-05-23,-0.7918
2018-05-24,-3.3333
2018-05-25,0.7285
2018-05-29,1.8322
2018-05-30,0.0947
2018-05-31,1.088
2018-06-01,1.357
2018-06-04,0.5078
2018-06-05,0.5972
2018-06-06,-0.4566
2018-06-07,3.2569
2018-06-08,-4.3536
2018-06-11,2.3688000000000002
2018-06-12,-1.9056
2018-06-13,-0.8326
2018-06-14,1.4925
2018-06-15,-1.3787
2018-06-18,-1.3048
2018-06-19,-0.9915
2018-06-20,0.4769
2018-06-21,-0.1898
2018-06-22,-0.0951
2018-06-25,-1.9515
2018-06-26,4.3689
2018-06-27,-3.5349
2018-06-28,0.8197
2018-06-29,0.3826
2018-07-02,0.5241
2018-07-03,1.0427
2018-07-05,0.9381
2018-07-06,-1.0223
2018-07-09,0.3286
2018-07-10,-1.1231
2018-07-11,-2.7449
2018-07-12,1.8978000000000002
2018-07-13,0.0955
2018-07-16,0.1908
2018-07-17,-1.2381
2018-07-18,1.5911
2018-07-19,2.5154
2018-07-20,-0.3704
2018-07-23,1.0688
2018-07-24,-0.6437
2018-07-25,1.342
2018-07-26,-0.4566
2018-07-27,-6.1468
2018-07-30,1.9062000000000001
2018-07-31,0.7794
2018-08-01,0.8679
2018-08-02,0.1434
2018-08-03,-1.0501
2018-08-06,1.206
2018-08-07,-0.715
2018-08-08,0.0
2018-08-09,1.6322999999999999
2018-08-10,1.4643
2018-08-13,-1.7691
2018-08-14,0.6635
2018-08-15,-2.1657
2018-08-16,-0.5775
2018-08-17,-0.1452
2018-08-20,1.0179
2018-08-21,-1.1996
2018-08-22,0.0486
2018-08-23,-1.068
2018-08-24,0.0
2018-08-27,-2.0608
2018-08-28,-2.0541
2018-08-29,-0.2558
2018-08-30,1.8974
2018-08-31,-0.7046
2018-09-04,1.1151
2018-09-05,-0.3008
2018-09-06,-0.4525
2018-09-07,-2.0707
2018-09-10,1.3409
2018-09-11,-1.2214
2018-09-12,-1.288
2018-09-13,-0.5741
2018-09-14,-0.6824
2018-09-17,-1.1628
2018-09-18,-0.2674
2018-09-19,0.0
2018-09-20,1.8767
2018-09-21,-1.5789
2018-09-24,-2.6203
2018-09-25,0.4393
2018-09-26,2.023
2018-09-27,-0.1608
2018-09-28,0.9125
2018-10-01,2.8723
2018-10-02,0.3619
2018-10-03,-0.3091
2018-10-04,-0.1034
2018-10-05,-0.0517
2018-10-08,-0.8282
2018-10-09,0.1044
2018-10-10,-3.7018
2018-10-11,-3.6275
2018-10-12,-0.0562
2018-10-15,4.9466
2018-10-16,2.3032
2018-10-17,-2.5654
2018-10-18,0.1075
2018-10-19,-0.1074
2018-10-22,0.5373
2018-10-23,1.0155
2018-10-24,-1.3228
2018-10-25,1.1796
2018-10-26,-2.9677
2018-10-29,0.4915
2018-10-30,0.0
2018-10-31,0.769
2018-11-01,0.3288
2018-11-02,-1.8023
2018-11-05,-5.3949
2018-11-06,-0.7643
2018-11-07,0.1777
2018-11-08,4.1987
2018-11-09,-2.3837
2018-11-12,-2.2093
2018-11-13,0.0
2018-11-14,2.1403
2018-11-15,-0.2328
2018-11-16,-4.7258
2018-11-19,0.2449
2018-11-20,-2.1991
2018-11-21,4.747
2018-11-23,-2.743
2018-11-26,0.7357
2018-11-27,-0.0609
2018-11-28,1.5834000000000001
2018-11-29,0.06
2018-11-30,1.0785
2018-12-03,0.7706
2018-12-04,-0.4706
2018-12-06,0.6501
2018-12-07,-0.3523
2018-12-10,-1.2375
2018-12-11,0.4177
2018-12-12,-0.4753
2018-12-13,-0.7164
2018-12-14,1.0824
2018-12-17,-7.4955
2018-12-18,2.6367000000000003
2018-12-19,-0.1253
2018-12-20,-2.3839
2018-12-21,-4.6915
2018-12-24,0.2023
2018-12-26,5.7873
2018-12-27,-5.1527
2018-12-28,-2.7498
2018-12-31,7.1724
2019-01-02,3.0888
2019-01-03,-0.437
2019-01-04,5.2038
2019-01-07,-1.5495
2019-01-08,2.9661
2019-01-09,2.1752
2019-01-10,-3.3372
2019-01-11,-1.369
2019-01-14,-0.6639
2019-01-15,2.0656
2019-01-16,-0.1786
2019-01-17,0.1193
2019-01-18,0.3574
2019-01-22,-1.6024
2019-01-23,-1.8094000000000001
2019-01-24,-0.1229
2019-01-25,0.5535
2019-01-28,-0.7951
2019-01-29,0.8631
2019-01-30,1.7818
2019-01-31,-3.9144
2019-02-01,2.2279
2019-02-04,0.5604
2019-02-05,3.2198
2019-02-06,-1.4997
2019-02-07,-3.8977
2019-02-08,-0.7605
2019-02-11,-0.5109
2019-02-12,3.0167
2019-02-13,0.8723
2019-02-14,1.6677
2019-02-15,-1.8834
2019-02-19,4.644
2019-02-20,0.0
2019-02-21,-1.5385
2019-02-22,-1.5625
2019-02-25,1.7094
2019-02-26,-0.12
2019-02-27,0.0601
2019-02-28,-1.5615999999999999
2019-03-01,-5.7352
2019-03-04,0.5825
2019-03-05,-0.5792
2019-03-06,0.0647
2019-03-07,0.2587
2019-03-08,-5.2903
2019-03-11,2.8609999999999998
2019-03-12,-0.9934
2019-03-13,-0.6689
2019-03-14,0.1347
2019-03-15,-1.4795
2019-03-18,1.6381999999999999
2019-03-19,0.7388
2019-03-20,-1.0667
2019-03-21,0.0
2019-03-22,-2.4259
2019-03-25,0.6906
2019-03-26,-0.2058
2019-03-27,-1.0997
2019-03-28,-0.7644
2019-03-29,1.3305
2019-04-01,-0.4147
2019-04-02,0.1388
2019-04-03,-0.5544
2019-04-04,3.3449
2019-04-05,1.8881000000000001
2019-04-08,2.1178
2019-04-09,-1.8795
2019-04-10,0.1982
2019-04-11,0.5274
2019-04-12,0.7213
2019-04-15,-0.7161
2019-04-16,-1.1148
2019-04-17,-0.1989
2019-04-18,0.7309
2019-04-22,0.3958
2019-04-23,0.0
2019-04-24,-3.3509
2019-04-25,-1.2237
2019-04-26,-0.0688
2019-04-29,2.8237
2019-04-30,-1.0543
2019-05-01,-1.6598000000000002
2019-05-02,-1.0549
2019-05-03,0.0
2019-05-06,-0.8529
2019-05-07,-0.2151
2019-05-08,0.9339
2019-05-09,1.4235
2019-05-10,0.5614
2019-05-13,0.7676
2019-05-14,1.1773
2019-05-15,1.1636
2019-05-16,2.8417
2019-05-17,-1.7763
2019-05-20,0.8038
2019-05-21,0.0664
2019-05-22,1.7264
2019-05-23,-1.6971
2019-05-24,2.324
2019-05-28,-3.5042
2019-05-29,-3.9677
2019-05-30,-0.07
2019-05-31,2.1724
2019-06-03,-1.7147000000000001
2019-06-04,1.3957
2019-06-05,-1.3765
2019-06-06,1.8144
2019-06-07,1.7135
2019-06-10,0.2695
2019-06-11,2.4866
2019-06-12,-0.1967
2019-06-13,1.1827
2019-06-14,-1.6234
2019-06-17,-0.5281
2019-06-18,-0.1327
2019-06-19,0.7973
2019-06-20,1.2525
2019-06-21,0.2604
2019-06-24,0.0
2019-06-25,-1.039
2019-06-26,0.3281
2019-06-27,-0.5232
2019-06-28,1.7751000000000001
2019-07-01,-1.8734
2019-07-02,-0.2633
2019-07-03,0.9241
2019-07-05,2.4853
2019-07-08,1.2125
2019-07-09,0.3783
2019-07-10,1.4447
2019-07-11,-1.3622
2019-07-12,0.9416
2019-07-15,0.3109
2019-07-16,0.0
2019-07-17,0.31
2019-07-18,-1.7305000000000001
2019-07-19,-0.3145
2019-07-22,1.6404
2019-07-23,1.8001
2019-07-24,-2.1341
2019-07-25,0.8723
2019-07-26,0.6177
2019-07-29,0.2455
2019-07-30,-0.5897
2019-07-31,0.6914
2019-08-01,-2.4345
2019-08-02,-0.6398
2019-08-05,-3.6059
2019-08-06,-1.6032
2019-08-07,-0.4752
2019-08-08,1.9782
2019-08-09,-0.5351
2019-08-12,0.6725
2019-08-13,-2.6052
2019-08-14,-3.0178
2019-08-15,1.2023
2019-08-16,2.5856
2019-08-19,1.2943
2019-08-20,-0.6725
2019-08-21,-1.5572
2019-08-22,0.2751
2019-08-23,-1.6461000000000001
2019-08-26,0.2092
2019-08-27,-0.9047
2019-08-28,1.8258
2019-08-29,2.6897
2019-08-30,-0.2015
2019-09-03,-0.0673
2019-09-04,-0.0673
2019-09-05,-1.6173
2019-09-06,-0.6849
2019-09-09,0.7586
2019-09-10,-1.1636
2019-09-11,0.3463
2019-09-12,-1.1732
2019-09-13,0.3492
2019-09-16,-0.0696
2019-09-17,3.1337
2019-09-18,1.3504
2019-09-19,1.5989
2019-09-20,-0.3934
2019-09-23,0.1317
2019-09-24,-2.1039
2019-09-25,-1.7461
2019-09-26,-0.2051
2019-09-27,0.0
2019-09-30,0.0
2019-10-01,-1.1644
2019-10-02,1.3860000000000001
2019-10-03,-0.9569
2019-10-04,0.3451
2019-10-07,-0.9629
2019-10-08,2.8472
2019-10-09,-2.0257
2019-10-10,0.8959
2019-10-11,0.1366
2019-10-14,-1.2278
2019-10-15,0.4834
2019-10-16,-1.0309
2019-10-17,-0.7639
2019-10-18,1.4696
2019-10-21,0.8276
2019-10-22,0.342
2019-10-23,-1.0907
2019-10-24,1.3094000000000001
2019-10-25,1.2245
2019-10-28,0.8737
2019-10-29,-0.1332
2019-10-30,2.2382
2019-10-31,-1.6011
2019-11-01,-0.6102
2019-11-04,0.3411
2019-11-05,-1.4956
2019-11-06,0.069
2019-11-07,-0.4828
2019-11-08,-0.1386
2019-11-11,-1.0409
2019-11-12,1.0519
2019-11-13,3.4004
2019-11-14,0.6711
2019-11-15,1.8
2019-11-18,-1.7027
2019-11-19,-0.8661
2019-11-20,-0.0672
2019-11-21,1.6139999999999999
2019-11-22,0.1324
2019-11-25,2.7098
2019-11-26,-1.6731
2019-11-27,-3.0759
2019-11-29,-1.418
2019-12-02,-2.1918
2019-12-03,3.0112
2019-12-04,0.3399
2019-12-05,-1.6938
2019-12-06,1.3094000000000001
2019-12-09,3.8095
2019-12-10,-4.5216
2019-12-11,0.6177
2019-12-12,-0.955
2019-12-13,1.584
2019-12-16,0.4746
2019-12-17,-0.4723
2019-12-18,3.1864
2019-12-19,0.7884
2019-12-20,-0.5867
2019-12-23,1.5082
2019-12-24,0.7106
2019-12-26,1.9885000000000002
2019-12-27,-1.3208
2019-12-30,0.4461
2019-12-31,-0.9518
2020-01-02,2.05
2020-01-03,1.8205
2020-01-06,-0.1233
2020-01-07,1.6049
2020-01-08,-0.0608
2020-01-09,-0.304
2020-01-10,0.6098
2020-01-13,1.0303
2020-01-14,1.0798
2020-01-15,-0.9496
2020-01-16,1.438
2020-01-17,-0.3544
2020-01-21,-2.9638
2020-01-22,-2.5046
2020-01-23,-2.6942
2020-01-24,-1.5453999999999999
2020-01-27,-1.2426
2020-01-28,0.9934
2020-01-29,-1.0
2020-01-30,-0.8136
2020-01-31,-1.3671
2020-02-03,-0.2772
2020-02-04,0.5559
2020-02-05,0.7602
2020-02-06,-1.3032
2020-02-07,-1.1118999999999999
2020-02-10,-1.8974
2020-02-11,0.6447
2020-02-12,1.637
2020-02-13,-0.5602
2020-02-14,-0.1408
2020-02-18,0.3526
2020-02-19,-0.5622
2020-02-20,1.8375
2020-02-21,-1.5267
2020-02-24,-1.1276
2020-02-25,-3.0649
2020-02-26,-6.9118
2020-02-27,0.7109
2020-02-28,4.4706
2020-03-02,-1.952
2020-03-03,-1.4548
2020-03-04,-2.1756
2020-03-05,-1.112
2020-03-06,-12.2892
2020-03-09,-25.3663
2020-03-10,14.6012
2020-03-11,-4.3897
2020-03-12,-10.526299999999999
2020-03-13,16.2703
2020-03-16,-11.0872
2020-03-17,-4.4794
2020-03-18,-12.6743
2020-03-19,8.1277
2020-03-20,11.5436
2020-03-23,-5.2948
2020-03-24,2.9225
2020-03-25,10.1235
2020-03-26,1.1211
2020-03-27,-4.878
2020-03-30,-3.8462
2020-03-31,12.8485
2020-04-01,-3.7594
2020-04-02,6.25
2020-04-03,-7.1429
2020-04-06,1.81
2020-04-07,2.2222
2020-04-08,-0.5435
2020-04-09,2.1858
2020-04-13,3.2086
2020-04-14,3.3161
2020-04-15,-5.9178
2020-04-16,9.1684
2020-04-17,7.3242
2020-04-20,-1.1829
2020-04-21,-2.4862
2020-04-22,2.5496
2020-04-23,4.6041
2020-04-24,0.7042
2020-04-27,2.3601
2020-04-28,2.1349
2020-04-29,6.5008
2020-04-30,-7.6675
2020-05-01,-3.8462
2020-05-04,6.3636
2020-05-05,-3.6752000000000002
2020-05-06,-1.1535
2020-05-07,-2.4237
2020-05-08,9.0156
2020-05-11,-4.2194
2020-05-12,0.6167
2020-05-13,-2.9772
2020-05-14,-1.2635
2020-05-15,5.3016
2020-05-18,2.0833
2020-05-19,3.6565
2020-05-20,-0.3281
2020-05-21,-0.4938
2020-05-22,2.2333
2020-05-26,2.9935
2020-05-27,-0.707
2020-05-28,1.5823
2020-05-29,-2.5701
2020-06-01,1.9984
2020-06-02,0.2351
2020-06-03,1.8765
2020-06-04,0.307
2020-06-05,0.9946
2020-06-08,-1.8182
2020-06-09,-5.4784
2020-06-10,-0.2449
2020-06-11,-6.6285
2020-06-12,0.8764
2020-06-15,3.9096
2020-06-16,-0.8361
2020-06-17,0.7589
2020-06-18,2.6778
2020-06-19,-1.63
2020-06-22,-1.4913
2020-06-23,0.6728
2020-06-24,-2.005
2020-06-25,-1.6198000000000001
2020-06-26,-2.1664
2020-06-29,1.6829
2020-06-30,-0.0871
2020-07-01,1.7437
2020-07-02,-1.9708999999999999
2020-07-06,-4.1084
2020-07-07,1.5497
2020-07-08,-3.0521
2020-07-09,-3.5185
2020-07-10,0.5758
2020-07-13,-1.813
2020-07-14,1.8465
2020-07-15,7.2519
2020-07-16,0.4448
2020-07-17,-3.4544
2020-07-20,-0.0917
2020-07-21,3.6731
2020-07-22,-1.1515
2020-07-23,-1.0753
2020-07-24,-1.4493
2020-07-27,2.4816
2020-07-28,1.6143
2020-07-29,1.0371
2020-07-30,-1.1712
2020-07-31,-0.6381
