ticker,AIH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-28,-6.7797
2019-10-29,-1.4973
2019-10-30,-4.4517
2019-10-31,-2.2727
2019-11-01,-2.6744
2019-11-04,-0.3584
2019-11-05,-0.1199
2019-11-06,-1.3205
2019-11-07,1.0949
2019-11-08,0.8424
2019-11-11,0.1193
2019-11-12,-2.7414
2019-11-13,0.6127
2019-11-14,-7.43
2019-11-15,-8.5526
2019-11-18,2.1583
2019-11-19,0.5634
2019-11-20,-10.5042
2019-11-21,0.1565
2019-11-22,0.1563
2019-11-25,3.4321
2019-11-26,2.5641
2019-11-27,1.0294
2019-11-29,0.0
2019-12-02,-4.2213
2019-12-03,0.152
2019-12-04,2.481
2019-12-05,-1.0883
2019-12-06,2.0404
2019-12-09,-1.1194
2019-12-10,-1.1869
2019-12-11,0.0676
2019-12-12,-2.7683999999999997
2019-12-13,-0.7716
2019-12-16,-1.3997
2019-12-17,-1.1041
2019-12-18,7.9745
2019-12-19,-3.5451
2019-12-20,0.6126
2019-12-23,-2.7321
2019-12-24,-3.1375
2019-12-26,0.9693
2019-12-27,2.4
2019-12-30,-1.875
2019-12-31,2.2293
2020-01-02,1.0903
2020-01-03,5.208
2020-01-06,-3.7786
2020-01-07,0.6088
2020-01-08,-2.2693
2020-01-09,-0.4644
2020-01-10,0.311
2020-01-13,1.8605
2020-01-14,7.4581
2020-01-15,6.5156
2020-01-16,7.4468
2020-01-17,0.6188
2020-01-21,-4.92
2020-01-22,-0.1294
2020-01-23,-1.1658
2020-01-24,0.2621
2020-01-27,-5.8824
2020-01-28,3.1944
2020-01-29,1.6151
2020-01-30,0.9272
2020-01-31,-4.1995000000000005
2020-02-03,-2.0548
2020-02-04,3.2168
2020-02-05,3.1165
2020-02-06,2.1025
2020-02-07,0.7722
2020-02-10,2.0434
2020-02-11,0.1252
2020-02-12,-0.5
2020-02-13,1.3819
2020-02-14,-4.3941
2020-02-18,-1.6253
2020-02-19,1.4493
2020-02-20,1.5584
2020-02-21,-1.9143
2020-02-24,-1.8291
2020-02-25,-2.5232
2020-02-26,1.4986
2020-02-27,0.6711
2020-02-28,0.9333
2020-03-02,7.2655
2020-03-03,1.8473000000000002
2020-03-04,14.6312
2020-03-05,8.4388
2020-03-06,-2.6265
2020-03-09,-4.995
2020-03-10,2.5237
2020-03-11,-1.7436
2020-03-12,-0.5219
2020-03-13,0.6296
2020-03-16,0.9385
2020-03-17,-4.3388
2020-03-18,-3.9957000000000003
2020-03-19,-2.9246
2020-03-20,0.2317
2020-03-23,-6.9364
2020-03-24,3.4783
2020-03-25,0.0
2020-03-26,7.443
2020-03-27,-1.0056
2020-03-30,-5.7562
2020-03-31,8.6228
2020-04-01,-0.2205
2020-04-02,-4.4199
2020-04-03,-0.2312
2020-04-06,-3.0127
2020-04-07,-1.9116
2020-04-08,3.8977
2020-04-09,6.9168
2020-04-13,1.7544
2020-04-14,0.9698
2020-04-15,-4.4824
2020-04-16,-1.8994
2020-04-17,-0.4556
2020-04-20,3.8902
2020-04-21,-1.7621
2020-04-22,-0.7848
2020-04-23,-2.7119
2020-04-24,-0.1161
2020-04-27,-1.2791000000000001
2020-04-28,1.0601
2020-04-29,-2.6807
2020-04-30,6.2275
2020-05-01,1.1274
2020-05-04,-6.5775
2020-05-05,0.4773
2020-05-06,0.1188
2020-05-07,4.745
2020-05-08,1.812
2020-05-11,-4.7831
2020-05-12,0.0
2020-05-13,-2.9206
2020-05-14,-2.8881
2020-05-15,-0.8674
2020-05-18,2.5
2020-05-19,-0.3659
2020-05-20,-1.6524
2020-05-21,2.178
2020-05-22,-1.7052
2020-05-26,-0.3717
2020-05-27,-3.1095
2020-05-28,1.7972000000000001
2020-05-29,-0.1261
2020-06-01,-2.399
2020-06-02,-1.8111000000000002
2020-06-03,-2.7668
2020-06-04,-1.4905
2020-06-05,-1.9257
2020-06-08,3.2258
2020-06-09,-2.5815
2020-06-10,-2.9289
2020-06-11,-5.6034
2020-06-12,-1.9787
2020-06-15,-3.2609
2020-06-16,1.9262000000000001
2020-06-17,0.1575
2020-06-18,-1.4151
2020-06-19,4.9442
2020-06-22,-3.1915
2020-06-23,-4.2386
2020-06-24,-0.8197
2020-06-25,2.9752
2020-06-26,-1.9262000000000001
2020-06-29,-0.1637
2020-06-30,1.3115
2020-07-01,-1.6181
2020-07-02,1.9737
2020-07-06,-4.1935
2020-07-07,-7.2391
2020-07-08,-7.441
2020-07-09,0.3922
2020-07-10,7.0313
2020-07-13,7.4818
2020-07-14,-2.8862
2020-07-15,1.9231
2020-07-16,-7.7187
2020-07-17,3.7175000000000002
2020-07-20,-7.8853
2020-07-21,-1.1673
2020-07-22,0.1969
2020-07-23,-0.7859
2020-07-24,-6.5347
2020-07-27,-4.661
2020-07-28,-0.6667
2020-07-29,8.5011
2020-07-30,7.1134
2020-07-31,-10.6833
