ticker,FBVA US Equity
2016-03-11,-0.1815
2016-03-16,0.9091
2016-03-21,0.0
2016-03-22,0.4505
2016-03-23,0.0
2016-03-24,0.0
2016-03-28,7.1749
2016-03-29,7.113
2016-03-30,-9.7656
2016-03-31,0.0
2016-04-01,12.1739
2016-04-04,0.0
2016-04-06,-0.7752
2016-04-07,0.7813
2016-04-08,-0.7752
2016-04-11,1.5625
2016-04-13,-1.1538
2016-04-19,1.0117
2016-04-20,0.0
2016-04-21,-0.2311
2016-04-22,0.2317
2016-04-25,0.0
2016-04-26,0.0
2016-04-28,-0.2311
2016-04-29,0.2317
2016-05-03,0.0
2016-05-10,0.077
2016-05-13,-0.3079
2016-05-16,-3.4749
2016-05-18,3.2
2016-05-19,-1.938
2016-05-20,1.9763
2016-05-25,-3.1008
2016-05-26,-1.2
2016-05-27,4.0486
2016-06-06,0.0
2016-06-08,-2.7237
2016-06-09,1.2
2016-06-16,-1.1858
2016-06-17,2.4
2016-06-22,-1.5625
2016-06-23,1.5873
2016-06-24,0.0
2016-06-27,0.0
2016-06-29,0.9375
2016-06-30,0.0
2016-07-01,0.0
2016-07-05,-0.3891
2016-07-06,-2.3438
2016-07-07,0.0
2016-07-08,2.0
2016-07-12,-2.7451
2016-07-13,3.629
2016-07-14,0.0
2016-07-15,-0.3891
2016-07-18,-0.3906
2016-07-19,0.7843
2016-07-20,0.3891
2016-07-21,-0.7752
2016-07-22,1.5625
2016-07-26,0.0
2016-07-27,-0.7692
2016-07-28,0.7752
2016-07-29,0.0
2016-08-01,0.0
2016-08-02,-1.1538
2016-08-03,-0.7004
2016-08-04,-0.7837
2016-08-05,0.316
2016-08-08,0.5512
2016-08-09,0.3915
2016-08-10,1.248
2016-08-11,2.0801
2016-08-12,-3.0189
2016-08-15,-0.3113
2016-08-16,0.3903
2016-08-17,-0.4666
2016-08-18,3.125
2016-08-19,-3.7121
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,6.1369
2016-08-26,-1.7791000000000001
2016-08-29,5.6604
2016-08-30,2.8571
2016-08-31,-1.0417
2016-09-01,-7.0175
2016-09-02,7.5472
2016-09-07,-11.5789
2016-09-09,3.1746
2016-09-14,-2.0
2016-09-15,1.9623
2016-09-16,0.077
2016-09-21,0.0
2016-09-23,1.1538
2016-09-26,0.0
2016-09-27,1.9011
2016-09-28,0.0
2016-09-29,2.0896
2016-10-05,6.6176
2016-10-06,0.0
2016-10-18,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,1.3793
2016-10-27,15.6463
2016-11-08,-14.7059
2016-11-09,6.8966
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,1.6129
2016-11-15,9.5238
2016-11-21,-2.8986
2016-11-22,-10.4478
2016-11-23,11.6667
2016-11-25,0.0
2016-11-28,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-06,3.8806000000000003
2016-12-07,0.0
2016-12-08,0.5747
2016-12-13,2.8571
2016-12-16,-5.5556
2016-12-19,5.8824
2016-12-21,2.7778
2016-12-23,0.0
2016-12-27,-0.2703
2016-12-28,2.981
2016-12-29,-2.6316
2017-01-03,0.5435
2017-01-05,0.0
2017-01-10,0.0
2017-01-12,0.0
2017-01-18,2.7027
2017-01-20,1.7894999999999999
2017-01-26,-1.241
2017-02-02,0.0
2017-02-03,-1.8325
2017-02-07,4.0
2017-02-08,-0.5128
2017-02-09,1.5464
2017-02-10,-1.0152
2017-02-13,0.0
2017-02-14,-0.2564
2017-02-16,-3.3419
2017-02-17,2.9255
2017-02-22,0.7752
2017-02-23,2.0513
2017-02-24,-0.5025
2017-02-28,-0.2525
2017-03-01,-0.7595
2017-03-09,-5.6122
2017-03-10,-2.7027
2017-03-13,2.7778
2017-03-14,1.0811
2017-03-16,6.9519
2017-04-04,-2.0101
2017-04-05,0.0
2017-04-10,2.5641
2017-04-11,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-24,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-12,7.5
2017-05-15,-2.3256
2017-05-16,4.7143
2017-05-18,-11.3233
2017-05-22,-6.9231
2017-05-25,-1.3774
2017-05-26,0.5587
2017-05-31,0.0
2017-06-01,-0.5556
2017-06-05,2.2346
2017-06-13,0.0
2017-06-14,2.459
2017-06-15,0.0
2017-06-16,0.0
2017-06-20,2.4
2017-06-21,1.5625
2017-06-22,0.0
2017-06-26,0.0
2017-06-30,0.5155
2017-07-10,-4.359
2017-07-11,0.0
2017-07-21,0.0
2017-07-25,-4.0751
2017-07-31,-2.18
2017-08-07,0.0
2017-08-08,1.4285999999999999
2017-08-14,-3.9436999999999998
2017-08-15,-0.2933
2017-08-16,0.2941
2017-08-21,-2.6393
2017-08-22,2.4096
2017-08-23,0.0
2017-08-30,0.2941
2017-09-06,1.173
2017-09-15,-1.4493
2017-09-21,1.1764999999999999
2017-09-22,1.7442
2017-09-28,1.4285999999999999
2017-10-06,-0.8499
2017-10-13,0.0
2017-10-27,-1.4285999999999999
2017-10-31,1.4493
2017-11-02,1.1429
2017-11-03,1.6383999999999999
2017-11-06,0.0
2017-11-07,0.0556
2017-11-10,0.0
2017-11-15,0.5556
2017-11-20,1.9337
2017-11-22,0.271
2017-11-24,5.4054
2017-11-30,7.6923
2017-12-01,-7.1429
2017-12-04,-2.5641
2017-12-12,7.8947
2017-12-13,2.439
2017-12-14,0.0
2017-12-19,4.7143
2018-01-09,-14.5729
2018-01-10,0.2674
2018-01-18,-1.3333
2018-01-29,0.0
2018-02-14,2.6486
2018-02-15,0.0527
2018-02-16,0.0
2018-02-27,-4.6842
2018-03-05,4.9144
2018-03-12,0.0
2018-03-13,-2.6316
2018-03-16,2.7027
2018-04-09,5.8201
2018-04-11,0.0
2018-04-16,0.0
2018-04-18,-2.5
2018-04-19,2.5641
2018-04-23,0.0
2018-04-24,0.0
2018-04-27,0.0
2018-04-30,-1.55
2018-05-01,-0.965
2018-05-08,2.5641
2018-05-10,0.0
2018-05-11,0.0
2018-05-17,2.5
2018-05-24,-2.439
2018-05-25,1.25
2018-05-31,0.7407
2018-06-04,0.4902
2018-06-05,0.0
2018-07-05,-4.3902
2018-07-09,2.5641
2018-07-17,0.0
2018-07-24,2.5
2018-07-25,-2.439
2018-07-26,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-14,-1.25
2018-08-16,-3.2911
2018-08-17,1.0471
2018-08-22,1.0363
2018-08-23,-0.4615
2018-08-24,-0.8243
2018-08-27,0.0
2018-08-31,-1.2987
2018-09-04,0.9474
2018-09-05,-3.5454
2018-09-06,0.0
2018-09-11,-0.5405
2018-09-12,-2.1739
2018-09-14,0.5556
2018-09-17,-0.5525
2018-09-28,-1.1111
2018-10-01,0.0
2018-10-02,0.8427
2018-10-03,0.0
2018-10-04,0.3343
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-11,0.0
2018-10-12,-1.8994
2018-10-15,1.082
2018-10-17,0.0
2018-10-18,0.0
2018-10-19,0.0
2018-10-24,-1.4085
2018-10-26,-2.9143
2018-10-30,-1.4126
2018-11-01,-8.9552
2018-11-06,2.9508
2018-11-07,1.9108
2018-11-08,1.5625
2018-11-09,7.6923
2018-11-12,-2.8571
2018-11-13,1.4706000000000001
2018-11-15,-3.1884
2018-11-16,3.2934
2018-11-19,0.0
2018-11-20,-2.8986
2018-11-21,0.0
2018-11-23,2.9851
2018-11-27,-1.4493
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,-2.9412000000000003
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,-1.2121
2018-12-12,1.227
2018-12-20,0.0
2018-12-24,2.7273
2018-12-26,-2.6549
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-02,3.0303
2019-01-04,0.6513
2019-01-08,-2.9412000000000003
2019-01-09,-0.3636
2019-01-10,0.365
2019-01-11,-0.6061
2019-01-14,0.6098
2019-01-15,-0.6061
2019-01-16,0.6098
2019-01-31,0.303
2019-02-01,-0.3625
2019-02-04,0.0606
2019-02-05,-0.0606
2019-02-07,0.0606
2019-02-12,0.0
2019-02-13,-1.2121
2019-02-14,0.0
2019-02-15,4.2945
2019-02-20,-1.1764999999999999
2019-02-21,3.8689999999999998
2019-02-25,0.0
2019-02-26,-0.8596
2019-03-05,4.0462
2019-03-07,0.0
2019-03-11,-3.3333
2019-03-12,0.0
2019-03-14,10.3448
2019-03-15,-3.6458
2019-03-25,-2.7027
2019-03-27,0.0
2019-03-29,0.0
2019-04-02,0.6149
2019-04-03,0.0
2019-04-04,-0.6111
2019-04-10,0.0
2019-04-12,0.0
2019-04-25,0.6149
2019-04-26,2.7778
2019-05-03,-2.7027
2019-05-07,-2.7778
2019-05-08,0.0
2019-05-13,1.0286
2019-05-16,-1.3009
2019-05-17,3.1519
2019-05-28,-2.3889
2019-05-30,0.0
2019-06-07,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-14,-0.5692
2019-06-17,3.0338
2019-06-27,-1.6667
2019-06-28,1.7513999999999998
2019-07-01,-2.1788
2019-07-02,0.2284
2019-07-05,2.5641
2019-07-09,-2.6111
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,1.255
2019-07-18,-1.2394
2019-07-23,2.1107
2019-07-24,-2.6816
2019-07-25,3.3295
2019-07-26,2.7778
2019-07-30,0.0
2019-07-31,-2.7027
2019-08-01,0.0
2019-08-02,0.0
2019-08-07,0.0
2019-08-13,-2.7222
2019-08-16,1.0851
2019-08-19,-1.1299
2019-08-20,0.0
2019-08-30,-0.5714
2019-09-04,0.0
2019-09-09,0.5747
2019-09-11,-0.3429
2019-09-12,-1.9495
2019-09-17,1.9298
2019-09-18,-1.7785
2019-09-19,0.0
2019-09-20,3.3294
2019-09-24,0.1696
2019-09-27,0.0
2019-10-11,0.6818
2019-10-18,0.1129
2019-10-23,-2.9876
2019-10-24,0.0
2019-10-29,0.0
2019-10-31,0.0
2019-11-01,1.6851
2019-11-08,0.8571
2019-11-11,0.0
2019-11-19,0.0
2019-11-20,-0.5666
2019-11-21,0.0
2019-12-03,0.0
2019-12-04,0.2849
2019-12-05,0.4545
2019-12-19,1.2443
2019-12-23,-4.1899
2019-12-24,0.0
2019-12-26,0.5831
2019-12-27,1.1594
2019-12-30,-0.5731
2019-12-31,0.0576
2020-01-02,0.6381
2020-01-03,-0.2161
2020-01-06,-1.2274
2020-01-07,0.0585
2020-01-09,0.0
2020-01-10,0.8182
2020-01-28,0.2899
2020-01-29,0.289
2020-01-30,0.8646
2020-01-31,-0.8571
2020-02-03,-1.2674
2020-02-05,-0.0006
2020-02-06,0.7005
2020-02-11,0.2899
2020-02-13,0.578
2020-02-19,1.4368
2020-02-21,0.0
2020-02-25,-3.0595
2020-02-26,2.1625
2020-02-27,-2.746
2020-03-11,-5.8824
2020-03-16,3.125
2020-03-18,-15.7576
2020-03-19,-1.0791
2020-03-26,1.8182
2020-04-09,-2.8098
2020-04-13,-0.6672
2020-04-16,-1.1194
2020-04-17,1.1320999999999999
2020-04-20,-2.9851
2020-04-21,-0.9231
2020-04-22,0.9317
2020-04-24,-0.9231
2020-04-28,0.9317
2020-04-29,0.0
2020-04-30,7.6923
2020-05-01,-5.3571
2020-05-04,1.8868
2020-05-07,-0.0741
2020-05-08,-2.4463
2020-05-11,1.0638
2020-05-12,-0.7519
2020-05-13,0.3788
2020-05-14,-1.5093999999999999
2020-05-15,0.0
2020-05-18,-0.0766
2020-05-19,-0.3067
2020-05-21,0.0
2020-05-22,-0.3077
2020-05-26,0.3086
2020-05-27,-1.8462
2020-05-28,-0.0784
2020-05-29,0.0
2020-06-02,-3.7647
2020-06-04,1.8745
2020-06-05,1.6
2020-06-09,6.2992
2020-06-10,-1.8519
2020-06-11,-0.0755
2020-06-12,-1.8881999999999999
2020-06-15,-1.8476
2020-06-16,-0.3922
2020-06-18,1.1811
2020-06-19,0.0
2020-06-23,0.0
2020-06-24,0.9339
2020-06-26,-2.0817
2020-06-29,1.5748
2020-07-01,0.4695
2020-07-02,0.4673
2020-07-13,-0.4845
2020-07-15,0.2532
2020-07-21,-0.3108
2020-07-22,-0.3118
2020-07-24,-0.3127
2020-07-28,-0.3922
2020-07-29,0.0
2020-07-30,-2.5197000000000003
2020-07-31,2.4233000000000002
