ticker,ALSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-15,1.7391
2012-03-16,4.9145
2012-03-19,1.222
2012-03-20,-0.2012
2012-03-21,-2.2177
2012-03-22,-3.2165
2012-03-23,0.213
2012-03-26,2.0408
2012-03-27,0.0
2012-03-28,0.0
2012-03-29,-0.2917
2012-03-30,-0.2089
2012-04-02,2.9732
2012-04-03,1.7487
2012-04-04,-3.6371
2012-04-05,0.4562
2012-04-09,-3.6334
2012-04-10,-3.599
2012-04-11,-2.8889
2012-04-12,1.1899
2012-04-13,1.0855
2012-04-16,1.9239000000000002
2012-04-17,0.2195
2012-04-18,0.1752
2012-04-19,-3.6729000000000003
2012-04-20,-3.7222
2012-04-23,3.2532
2012-04-24,-4.5205
2012-04-25,-0.3348
2012-04-26,-1.6315
2012-04-27,4.3415
2012-04-30,-2.2908
2012-05-01,0.9569
2012-05-02,-1.0427
2012-05-03,-4.023
2012-05-04,-2.6946
2012-05-07,-0.359
2012-05-08,-0.2059
2012-05-09,0.5157
2012-05-10,2.5141
2012-05-11,0.1001
2012-05-14,-3.7
2012-05-15,-0.3115
2012-05-16,-1.4062999999999999
2012-05-17,-3.7096
2012-05-18,0.4403
2012-05-21,1.3699
2012-05-22,1.4595
2012-05-23,0.1598
2012-05-24,-2.7128
2012-05-25,-2.9524
2012-05-29,5.5211
2012-05-30,-0.4271
2012-05-31,-0.9651
2012-06-01,-1.1911
2012-06-04,1.7534
2012-06-05,0.5924
2012-06-06,3.6938
2012-06-07,-0.1033
2012-06-08,-1.8088
2012-06-11,-4.0526
2012-06-12,-0.6583
2012-06-13,1.5461
2012-06-14,0.5438
2012-06-15,1.7847
2012-06-18,-2.1785
2012-06-19,4.2368
2012-06-20,-2.7619
2012-06-21,-2.1972
2012-06-22,-4.2192
2012-06-25,-5.6636
2012-06-26,0.6671
2012-06-27,1.7469999999999999
2012-06-28,0.6513
2012-06-29,3.2941
2012-07-02,0.1139
2012-07-03,5.5176
2012-07-05,0.7008
2012-07-06,-1.5525
2012-07-09,0.0544
2012-07-10,-4.1848
2012-07-11,-2.7226
2012-07-12,-5.481
2012-07-13,0.8637
2012-07-16,0.3058
2012-07-17,2.1341
2012-07-18,0.8955
2012-07-19,-0.1183
2012-07-20,2.7843999999999998
2012-07-23,2.0749
2012-07-24,-4.6866
2012-07-25,0.4147
2012-07-26,5.3097
2012-07-27,1.3445
2012-07-30,1.6583999999999999
2012-07-31,2.2838
2012-08-01,-5.21
2012-08-02,-2.1312
