ticker,ETKR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-23,13.3333
2000-03-02,-11.7647
2000-03-13,-8.3333
2000-03-16,0.0
2000-03-23,9.0909
2000-03-30,0.0
2000-05-12,-4.1667
2000-05-24,0.0
2000-05-31,-17.3913
2000-06-13,5.2632
2000-06-21,-30.0
2000-06-27,-70.8571
2000-06-28,0.0
2000-07-13,184.3137
2000-08-02,-68.9655
2000-08-03,122.2222
2000-08-07,25.0
2000-08-23,-20.0
2000-08-28,45.0
2000-09-11,-31.0345
2000-09-13,37.5
2000-09-14,52.7273
2000-10-23,42.8571
2001-03-30,-45.0
2001-05-04,9.0909
2001-05-07,-44.4444
2001-05-10,-25.0
2001-05-15,-33.3333
2001-05-23,-30.0
2001-06-19,57.1429
2001-06-25,0.0
2001-06-26,-18.1818
2001-06-27,-11.1111
2001-07-11,0.0
2001-07-12,-12.5
2001-07-13,0.0
2001-07-23,0.0
2001-08-17,0.0
2002-08-20,-85.7143
2002-12-17,-80.0
2003-07-21,0.0
2004-03-31,2400.0
2004-04-22,-80.0
2004-05-03,0.0
2004-05-10,400.0
2005-04-14,-80.0
2006-02-13,200.0
2006-02-14,66.6667
2006-02-21,20.0
2006-03-02,-33.3333
2006-03-03,50.0
2006-03-06,33.3333
2006-03-07,10.0
2006-03-08,2.2727
2006-03-09,-11.1111
2006-03-10,-12.5
2006-03-13,5.7143
2006-03-14,-18.9189
2006-03-15,6.6667
2006-03-16,18.75
2006-03-17,-10.526299999999999
2006-03-20,-2.9412000000000003
2006-03-21,-18.1818
2006-03-22,-11.1111
2006-03-23,22.9167
2006-03-24,-5.0847
2006-03-27,0.0
2006-03-28,25.0
2006-03-29,-5.7143
2006-03-30,0.0
2006-03-31,0.0
2006-04-03,-3.0303
2006-04-04,-6.25
2006-04-05,0.0
2006-04-06,0.0
2006-04-07,6.6667
2006-04-10,21.875
2006-04-11,12.8205
2006-04-12,0.0
2006-04-13,-20.4545
2006-04-17,-8.5714
2006-04-18,-7.8125
2006-04-19,-6.7797
2006-04-20,5.4545
2006-04-21,-17.2414
2006-04-24,-2.0833
2006-04-25,0.0
2006-04-26,-25.5319
2006-04-27,8.5714
2006-04-28,-21.0526
2006-05-01,6.6667
2006-05-02,0.0
2006-05-03,18.0469
2006-05-04,5.8901
2006-05-05,-15.0
2006-05-08,7.6471
2006-05-09,-1.6393
2006-05-10,0.0
2006-05-11,5.5556
2006-05-12,-15.7895
2006-05-15,-6.25
2006-05-16,-40.0
