ticker,AVLR US Equity
2018-10-31,2.759
2018-11-01,1.9391
2018-11-02,0.0878
2018-11-05,-4.7368
2018-11-06,-1.903
2018-11-07,-0.6571
2018-11-08,0.0945
2018-11-09,-2.4544
2018-11-12,-0.0323
2018-11-13,0.6776
2018-11-14,-2.8526
2018-11-15,5.2128
2018-11-16,0.3763
2018-11-19,-6.7479
2018-11-20,-0.7035
2018-11-21,4.7908
2018-11-23,0.5795
2018-11-26,0.9603
2018-11-27,-2.5999
2018-11-28,2.8971
2018-11-29,0.9491
2018-11-30,0.2507
2018-12-03,-0.4376
2018-12-04,-3.9874
2018-12-06,-1.8967
2018-12-07,-0.6
2018-12-10,-1.9115
2018-12-11,2.0513
2018-12-12,-0.3685
2018-12-13,3.497
2018-12-14,4.4509
2018-12-17,-4.5100999999999996
2018-12-18,1.0749
2018-12-19,1.8369
2018-12-20,-2.2785
2018-12-21,-3.8212
2018-12-24,-2.4242
2018-12-26,4.8999
2018-12-27,0.0329
2018-12-28,2.3676
2018-12-31,0.0642
2019-01-02,3.6917999999999997
2019-01-03,-2.6316
2019-01-04,2.8935
2019-01-07,7.4475
2019-01-08,6.126
2019-01-09,1.7073
2019-01-10,-1.6254
2019-01-11,4.74
2019-01-14,-1.6292
2019-01-15,0.9727
2019-01-16,4.0875
2019-01-17,0.8004
2019-01-18,4.6402
2019-01-22,-4.9324
2019-01-23,-0.9728
2019-01-24,1.0076
2019-01-25,1.7456
2019-01-28,-2.549
2019-01-29,-2.8421
2019-01-30,2.7958
2019-01-31,0.4029
2019-02-01,1.831
2019-02-04,5.197
2019-02-05,-1.756
2019-02-06,0.5481
2019-02-07,-0.9955
2019-02-08,2.3701
2019-02-11,-1.754
2019-02-12,4.2133
2019-02-13,16.5144
2019-02-14,-0.9606
2019-02-15,-1.0887
2019-02-19,-2.0612
2019-02-20,-0.1226
2019-02-21,2.9664
2019-02-22,1.8081
2019-02-25,-0.9953
2019-02-26,1.5178
2019-02-27,1.7864
2019-02-28,-0.4006
2019-03-01,-0.1149
2019-03-04,-1.2081
2019-03-05,1.087
2019-03-06,-0.7296
2019-03-07,1.1605
2019-03-08,-0.0956
2019-03-11,2.067
2019-03-12,1.1438
2019-03-13,1.5944
2019-03-14,-0.2372
2019-03-15,-1.317
2019-03-18,1.0195
2019-03-19,1.9817
2019-03-20,0.3598
2019-03-21,1.2729
2019-03-22,-3.505
2019-03-25,-0.5137
2019-03-26,3.1532
2019-03-27,-1.6804000000000001
2019-03-28,2.2364
2019-03-29,-0.7825
2019-04-01,1.3443
2019-04-02,0.5483
2019-04-03,-0.4046
2019-04-04,-2.8259
2019-04-05,1.5449000000000002
2019-04-08,-0.5907
2019-04-09,-0.126
2019-04-10,0.6851
2019-04-11,-0.0895
2019-04-12,2.2939
2019-04-15,-2.0322
2019-04-16,-0.3577
2019-04-17,-1.1844999999999999
2019-04-18,-0.4722
2019-04-22,0.5474
2019-04-23,2.6679
2019-04-24,0.2121
2019-04-25,-1.8875
2019-04-26,4.1352
2019-04-29,1.692
2019-04-30,-0.0509
2019-05-01,-1.3929
2019-05-02,-0.7924
2019-05-03,2.8651
2019-05-06,0.287
2019-05-07,0.2693
2019-05-08,23.3843
2019-05-09,-0.7211
2019-05-10,-1.3704
2019-05-13,-5.8774
2019-05-14,2.4505
2019-05-15,-0.2017
2019-05-16,4.1727
2019-05-17,-1.2474
2019-05-20,-5.2491
2019-05-21,1.4368
2019-05-22,1.8399999999999999
2019-05-23,-1.9358
2019-05-24,1.2867
2019-05-28,3.3925
2019-05-29,-0.014
2019-05-30,-0.1396
2019-05-31,-5.4118
2019-06-03,-3.2229
2019-06-04,0.3666
2019-06-05,5.7686
2019-06-06,4.6913
2019-06-07,-0.9347
2019-06-10,-1.2904
2019-06-11,-5.1167
2019-06-12,-0.6667
2019-06-13,0.9396
2019-06-14,-0.266
2019-06-17,2.8889
2019-06-18,2.2462
2019-06-19,2.3377
2019-06-20,2.6834
2019-06-21,-2.1174
2019-06-24,-3.5597
2019-06-25,-2.598
2019-06-26,-0.1603
2019-06-27,3.6642
2019-06-28,1.6758
2019-07-01,4.6676
2019-07-02,3.3744
2019-07-03,1.7153
2019-07-05,0.1258
2019-07-08,0.4274
2019-07-09,1.164
2019-07-10,1.0268
2019-07-11,2.6696
2019-07-12,-0.8111
2019-07-15,0.2044
2019-07-16,-1.5840999999999998
2019-07-17,3.9873
2019-07-18,0.5511
2019-07-19,-2.2391
2019-07-22,-1.5388
2019-07-23,-0.6421
2019-07-24,1.1828
2019-07-25,2.1812
2019-07-26,1.9224
2019-07-29,-4.374
2019-07-30,0.6292
2019-07-31,-2.0202
2019-08-01,0.7855
2019-08-02,-1.7292
2019-08-05,-3.9653
2019-08-06,2.3613
2019-08-07,1.4496
2019-08-08,11.2078
2019-08-09,-0.2346
2019-08-12,-5.4989
2019-08-13,1.5998999999999999
2019-08-14,-1.633
2019-08-15,0.0593
2019-08-16,1.114
2019-08-19,-0.293
2019-08-20,-1.2812999999999999
2019-08-21,2.4053
2019-08-22,1.0581
2019-08-23,-0.9665
2019-08-26,0.5228
2019-08-27,-1.0402
2019-08-28,-1.1329
2019-08-29,0.2835
2019-08-30,-0.6479
2019-09-03,-3.225
2019-09-04,0.196
2019-09-05,2.0298
2019-09-06,-2.8044000000000002
2019-09-09,-7.7682
2019-09-10,-4.5053
2019-09-11,2.5339
2019-09-12,3.1813
2019-09-13,-4.2742
2019-09-16,0.6359
2019-09-17,3.1319
2019-09-18,1.6782
2019-09-19,3.6023
2019-09-20,-0.0253
2019-09-23,-1.2394
2019-09-24,-5.5961
2019-09-25,0.312
2019-09-26,-1.7715
2019-09-27,-6.4978
2019-09-30,-0.9276
2019-10-01,-1.0254
2019-10-02,0.1201
2019-10-03,4.6791
2019-10-04,0.5301
2019-10-07,0.5843
2019-10-08,-0.4534
2019-10-09,3.9852
2019-10-10,-2.2721
2019-10-11,3.2773
2019-10-14,0.3119
2019-10-15,0.3515
2019-10-16,-8.2312
2019-10-17,-0.5725
2019-10-18,-2.0375
2019-10-21,0.6631
2019-10-22,-3.4287
2019-10-23,1.6279
2019-10-24,9.077
2019-10-25,1.986
2019-10-28,2.1393
2019-10-29,-0.4968
2019-10-30,0.5667
2019-10-31,-4.7363
2019-11-01,2.3662
2019-11-04,-1.8298999999999999
2019-11-05,-1.8921000000000001
2019-11-06,3.2857
2019-11-07,-4.9101
2019-11-08,3.2873
2019-11-11,-2.4504
2019-11-12,2.7573
2019-11-13,0.8289
2019-11-14,0.4737
2019-11-15,0.3467
2019-11-18,5.5417
2019-11-19,3.1164
2019-11-20,0.1905
2019-11-21,-1.2167
2019-11-22,-2.0015
2019-11-25,2.121
2019-11-26,2.5
2019-11-27,-0.8755
2019-11-29,-1.5394
2019-12-02,-4.588
2019-12-03,1.37
2019-12-04,-0.318
2019-12-05,0.7045
2019-12-06,-0.2244
2019-12-09,-3.638
2019-12-10,-1.1532
2019-12-11,0.1389
2019-12-12,-0.7628
2019-12-13,1.6352
2019-12-16,2.049
2019-12-17,-2.183
2019-12-18,-1.2949
2019-12-19,2.1633
2019-12-20,1.4617
2019-12-23,-2.1408
2019-12-24,3.3709
2019-12-26,-1.1447
2019-12-27,-1.7368999999999999
2019-12-30,-0.781
2019-12-31,1.1601
2020-01-02,6.5529
2020-01-03,1.0378
2020-01-06,1.5344
2020-01-07,3.0473
2020-01-08,-0.4484
2020-01-09,2.8366
2020-01-10,-1.03
2020-01-13,2.1531000000000002
2020-01-14,-0.2576
2020-01-15,1.5614
2020-01-16,-0.7282
2020-01-17,-1.4322
2020-01-21,0.2126
2020-01-22,-0.6837
2020-01-23,-1.2226
2020-01-24,-1.0334
2020-01-27,-0.5464
2020-01-28,1.7458
2020-01-29,1.7519
2020-01-30,3.1604
2020-01-31,-2.6749
2020-02-03,2.4548
2020-02-04,6.351
2020-02-05,-4.6028
2020-02-06,0.1582
2020-02-07,1.3425
2020-02-10,2.2042
2020-02-11,-1.0456
2020-02-12,2.0143
2020-02-13,-1.5429
2020-02-14,1.337
2020-02-18,-0.5732
2020-02-19,-1.9143
2020-02-20,-1.1865
2020-02-21,-1.5711
2020-02-24,-3.2607
2020-02-25,-1.0018
2020-02-26,3.1071
2020-02-27,-4.2027
2020-02-28,2.1454
2020-03-02,0.2832
2020-03-03,-4.8241
2020-03-04,4.0054
2020-03-05,-4.3029
2020-03-06,-4.2355
2020-03-09,-7.2114
2020-03-10,8.946
2020-03-11,-6.1458
2020-03-12,-8.0383
2020-03-13,8.4733
2020-03-16,-9.223
2020-03-17,2.1286
2020-03-18,-13.9837
2020-03-19,-0.5156
2020-03-20,7.0997
2020-03-23,7.5161
2020-03-24,11.2061
2020-03-25,0.8499
2020-03-26,5.0829
2020-03-27,1.1838
2020-03-30,1.0693
2020-03-31,-7.1446
2020-04-01,-11.1796
2020-04-02,-1.0414
2020-04-03,-2.9587
2020-04-06,11.5826
2020-04-07,-0.2535
2020-04-08,6.6083
2020-04-09,-2.3576
2020-04-13,2.4688
2020-04-14,3.7728
2020-04-15,1.5308000000000002
2020-04-16,-1.9475
2020-04-17,8.0984
2020-04-20,1.138
2020-04-21,-4.5007
2020-04-22,0.4173
2020-04-23,0.6478
2020-04-24,3.3515
2020-04-27,3.1136
2020-04-28,-0.6609
2020-04-29,2.1794000000000002
2020-04-30,0.3256
2020-05-01,-1.2868
2020-05-04,0.4647
2020-05-05,1.9519
2020-05-06,3.0434
2020-05-07,9.2901
2020-05-08,-5.228
2020-05-11,6.3355
2020-05-12,-4.8074
2020-05-13,1.7107
2020-05-14,-1.6819
2020-05-15,5.4907
2020-05-18,-1.7285
2020-05-19,4.1107
2020-05-20,-1.4711
2020-05-21,-1.2908
2020-05-22,4.4403
2020-05-26,-4.6907
2020-05-27,-7.7647
2020-05-28,5.5272
2020-05-29,7.8364
2020-06-01,2.2698
2020-06-02,0.8037
2020-06-03,-1.1054
2020-06-04,-7.0362
2020-06-05,-2.3357
2020-06-08,0.4642
2020-06-09,1.3458999999999999
2020-06-10,1.3578000000000001
2020-06-11,-2.5618
2020-06-12,6.3221
2020-06-15,6.9844
2020-06-16,2.9907
2020-06-17,2.4328
2020-06-18,3.7046
2020-06-19,0.3548
2020-06-22,1.7035
2020-06-23,1.0745
2020-06-24,2.5014
2020-06-25,4.9264
2020-06-26,-2.5074
2020-06-29,-0.41
2020-06-30,-0.3743
2020-07-01,4.5908999999999995
2020-07-02,-2.1121
2020-07-06,-2.1797
2020-07-07,2.3258
2020-07-08,3.578
2020-07-09,-0.6371
2020-07-10,-2.7285
2020-07-13,-7.0602
2020-07-14,1.0638
2020-07-15,-1.9181
2020-07-16,-1.1766
2020-07-17,0.8527
2020-07-20,4.1557
2020-07-21,-3.3772
2020-07-22,0.2616
2020-07-23,-2.1265
2020-07-24,0.0969
2020-07-27,1.8235999999999999
2020-07-28,-1.4581
2020-07-29,4.6964
2020-07-30,1.083
2020-07-31,2.1657
