ticker,FPMI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-05-17,22.7273
2011-05-18,18.5185
2011-05-19,0.0
2011-05-23,0.0
2011-05-24,12.5
2011-05-26,-27.7778
2011-06-02,7.6923
2011-06-03,-3.5714
2011-06-06,3.7037
2011-06-08,3.5714
2011-06-09,-2.7586
2011-06-10,0.7092
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,-1.4085
2011-06-23,0.0
2011-06-24,10.7143
2011-06-27,4.5161
2011-07-01,-7.4074
2011-07-06,0.0
2011-07-13,10.6667
2011-07-20,-9.6386
2011-07-22,6.0
2011-07-27,0.0
2011-07-29,25.7862
2011-08-01,-10.0
2011-08-02,-22.2222
2011-08-31,42.8571
2011-09-09,-25.0
2011-09-19,16.6667
2011-09-27,-14.2857
2011-09-30,25.3333
2011-11-03,-20.2128
2011-11-14,-30.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,-1.9048
2011-11-18,-2.9126
2011-11-21,-5.0
2011-11-22,0.0
2011-11-23,6.3158
2011-11-25,0.0
2011-11-28,-4.9505
2011-11-29,4.1667
2011-11-30,5.0
2011-12-01,0.0
2011-12-02,2.8571
2011-12-05,-2.7778
2011-12-06,-1.9048
2011-12-07,0.0
2011-12-08,-2.9126
2011-12-09,-3.0
2011-12-12,-10.8247
2011-12-13,5.2023
2011-12-14,-1.0989
2011-12-15,0.0
2011-12-16,-11.1111
2011-12-20,0.0
2011-12-21,0.0
2011-12-22,-2.5
2011-12-23,1.2821
2011-12-27,3.7975
2011-12-28,-1.2195
2011-12-29,-1.2346
2011-12-30,-12.5
2012-01-04,21.4286
2012-01-09,-5.8824
2012-01-13,6.25
2012-01-17,-2.9412000000000003
2012-01-18,0.6061
2012-01-19,4.8193
2012-01-20,-4.4828
2012-01-23,3.4898
2012-01-24,3.4884
2012-01-25,1.1236
2012-01-26,-6.6667
2012-01-27,1.1905000000000001
2012-01-30,-9.4118
2012-01-31,9.0909
2012-02-01,-4.7619
2012-02-02,5.0
2012-02-03,-1.1905000000000001
2012-02-06,-2.4096
2012-02-07,-2.4691
2012-02-08,1.2658
2012-02-09,-1.25
2012-02-10,18.9873
2012-02-13,-5.3191
2012-02-14,-7.8652
2012-02-17,12.1951
2012-02-21,2.1739
2012-02-22,0.0
2012-02-23,-4.2553
2012-02-24,-10.0
2012-02-27,8.642
2012-02-29,-3.4091
2012-03-01,0.0
2012-03-06,-4.7059
2012-03-08,4.9383
2012-03-09,-4.7059
2012-03-12,4.9383
