ticker,HNRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,80.9524
2000-02-07,-11.5789
2000-02-08,0.0
2000-02-28,-25.5952
2000-03-13,52.0
2000-03-28,0.0
2000-03-30,15.7895
2000-04-03,27.2727
2000-04-04,0.0
2000-04-06,0.0
2000-05-02,-7.1429
2000-05-04,7.6923
2000-05-10,7.1429
2000-05-22,20.0
2000-05-26,11.1111
2000-05-31,50.0
2000-06-08,-20.0
2000-07-03,-12.5
2000-07-06,0.0
2000-07-17,-9.5238
2000-07-31,0.0
2000-08-01,21.0526
2000-08-03,0.0
2000-09-08,0.0
2000-09-11,4.3478
2000-09-19,-8.3333
2000-11-20,-9.0909
2000-11-30,-17.5
2000-12-27,0.0
2001-01-04,-15.1515
2001-01-11,28.5714
2001-01-12,2.7778
2001-03-05,2.7027
2001-03-29,26.3158
2001-03-30,39.5833
2001-04-04,1.4925
2001-04-23,0.0
2001-04-27,17.647100000000002
2001-05-22,0.0
2001-07-30,-15.0
2001-08-08,0.0
2001-09-19,0.0
2001-11-15,-5.8824
2001-12-04,-9.5
2001-12-10,-30.9392
2001-12-14,-20.0
2001-12-17,-12.5
2002-01-18,-14.2857
2002-03-13,3.3333
2002-03-21,12.9032
2002-03-28,2.8571
2002-04-01,22.2222
2002-04-02,4.5455
2002-04-04,0.0
2002-04-05,8.6957
2002-04-10,-32.0
2002-04-17,2.9412000000000003
2002-04-22,42.8571
2002-04-29,-32.0
2002-06-12,-20.5882
2002-07-18,-7.4074
2002-09-26,-16.0
2002-10-10,90.4762
2002-10-23,-45.0
2002-10-25,218.1818
2002-10-28,-68.5714
2002-11-19,-18.1818
2002-12-04,0.0
2002-12-27,-22.2222
2003-01-07,50.0
2003-01-28,-33.3333
2003-02-07,44.2857
2003-05-27,23.7624
2003-06-06,-19.2
2003-06-11,23.7624
2003-08-19,-17.6
2003-10-27,-32.0388
2003-12-11,50.0
2003-12-15,-14.2857
2003-12-18,2.2222
2003-12-24,35.8696
2003-12-30,60.0
2003-12-31,-40.0
2004-01-02,-4.1667
2004-01-07,30.4348
2004-01-09,0.0
2004-03-17,-23.3333
2004-03-18,8.6957
2004-03-22,8.0
2004-03-23,0.0
2004-03-25,3.7037
2004-03-26,7.1429
2004-03-29,0.0
2004-04-01,-10.0
2004-04-06,14.8148
2004-04-14,29.0323
2004-04-15,50.0
2004-04-16,33.0
2004-04-19,6.5163
2004-04-21,-5.8824
2004-05-14,-12.5
2004-05-21,0.0
2004-05-26,0.0
