ticker,OCBM US Equity
2009-04-14,0.0
2009-04-15,-25.9259
2009-04-16,-10.0
2009-04-20,38.8889
2009-04-21,-4.0
2009-04-22,-27.0833
2009-04-23,14.2857
2009-04-24,-12.5
2009-04-27,0.0
2009-04-28,14.2857
2009-04-29,-15.0
2009-05-01,-5.8824
2009-05-04,25.0
2009-05-05,0.0
2009-05-06,-20.0
2009-05-07,0.0
2009-05-08,-37.5
2009-05-11,30.0
2009-05-12,46.1538
2009-05-13,0.0
2009-05-14,5.2632
2009-05-15,-30.0
2009-05-18,42.8571
2009-05-19,0.0
2009-05-22,-15.0
2009-05-26,17.647100000000002
2009-05-27,-10.0
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,11.1111
2009-06-03,-10.0
2009-06-04,22.2222
2009-06-05,-22.7273
2009-06-08,29.4118
2009-06-09,0.0
2009-06-10,-9.0909
2009-06-11,20.0
2009-06-12,8.3333
2009-06-15,-23.0769
2009-06-18,0.0
2009-06-22,10.0
2009-06-23,0.0
2009-06-24,1.9886
2009-06-29,42.6184
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-06,9.375
2009-07-07,-8.5714
2009-07-09,-15.625
2009-07-10,0.0
2009-07-13,-18.5185
2009-07-16,1.9886
2009-07-17,-42.0613
2009-07-22,0.0
2009-07-23,0.0
2009-07-31,0.0
2009-08-04,130.7692
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,-56.6667
2009-08-10,0.0
2009-08-12,7.6923
2009-08-13,0.0
2009-08-14,0.0
2009-08-21,0.0
2009-08-24,0.0
2009-08-25,7.1429
2009-08-26,100.0
2009-08-27,-46.6667
2009-09-01,25.0
2009-09-02,0.0
2009-09-04,0.0
2009-09-08,-20.0
2009-09-17,25.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,-20.0
2009-09-25,-6.25
2009-09-28,0.0
2009-09-29,0.0
2009-10-01,0.0
2009-10-06,0.0
2009-10-09,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,-6.6667
2009-10-16,7.1429
2009-10-20,0.0
2009-10-22,0.0
2009-10-27,-33.3333
2009-10-29,0.0
2009-10-30,10.0
2009-11-02,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-23,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-07,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-16,0.0
2009-12-17,-36.3636
2009-12-18,-28.5714
2009-12-21,-38.0
2009-12-22,61.2903
2009-12-23,-20.0
2009-12-28,0.0
2009-12-29,25.0
2009-12-30,-40.0
2009-12-31,-16.6667
2010-01-05,0.0
2010-01-07,-30.0
2010-01-08,0.0
2010-01-11,14.2857
2010-01-12,-12.5
2010-01-13,-14.2857
2010-01-14,-20.0
2010-01-20,8.3333
2010-01-21,53.8462
2010-01-22,0.0
2010-01-25,0.0
2010-01-26,50.0
2010-01-27,0.0
2010-01-28,0.0
2010-02-05,-33.3333
2010-02-12,50.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-26,33.3333
2010-03-03,75.0
2010-03-15,-42.8571
2010-03-17,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-25,0.0
2010-04-08,0.0
2010-04-09,75.0
2010-04-12,-42.8571
2010-04-13,75.0
2010-04-26,-41.4286
2010-04-29,0.0
2010-05-21,0.0
2010-05-25,-24.3902
2010-06-08,-16.129
2010-06-18,0.0
2010-06-21,92.3077
2010-06-24,-48.0
2010-06-28,0.0
2010-07-23,0.0
2010-08-02,-3.8462
2010-08-09,0.0
2010-08-10,0.0
2010-08-26,0.0
2010-09-02,0.0
2010-09-15,0.0
2010-09-23,0.0
2010-09-24,-20.0
2010-09-27,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-19,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-11-04,125.0
2010-11-08,-55.5556
2010-11-09,100.0
2010-11-10,-25.0
2010-11-11,46.6667
2010-11-15,-31.8182
2010-11-16,0.0
2010-12-03,0.0
2010-12-06,0.0
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,0.0
2010-12-16,0.0
2010-12-21,0.0
2010-12-27,0.0
2011-01-03,0.0
2011-01-06,0.0
2011-01-18,-33.3333
2011-01-21,0.0
2011-01-24,-25.0
2011-01-27,33.3333
2011-02-09,-25.0
2011-02-23,0.0
2011-02-24,0.0
2011-03-30,0.0
2011-04-01,0.0
2011-04-14,0.0
2011-04-19,-13.3333
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,-23.0769
2011-05-03,1.875
2011-05-04,-1.8405
2011-05-12,-20.0
2011-05-13,0.0
2011-05-18,0.0
2011-05-24,0.0
2011-05-27,0.0
2011-06-06,0.0
2011-06-20,25.0
2011-06-21,50.0
2011-06-22,33.3333
2011-06-24,-55.0
2011-07-13,0.0
2011-08-17,0.0
2011-08-22,0.0
2011-08-24,0.0
2011-08-29,0.0
2011-09-13,0.0
2011-10-20,0.0
2011-10-26,0.0
2011-11-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,0.0
2011-12-29,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-09,0.0
2012-01-24,0.0
2012-02-01,0.0
2012-02-23,0.0
2012-03-01,-44.4444
2012-03-02,0.0
2012-04-09,-40.0
2012-05-02,0.0
2012-05-15,0.0
2012-05-23,0.0
2012-05-29,0.0
2012-07-11,0.0
2012-07-17,0.0
2012-07-20,0.0
2012-08-27,0.0
2012-09-13,0.0
2012-10-03,0.0
2012-10-10,0.0
2012-10-16,0.0
2012-12-21,-66.6667
2012-12-27,0.0
2013-01-23,0.0
2013-02-13,0.0
2013-04-16,0.0
2013-04-19,-18.75
2013-07-11,23.0769
2013-07-15,737.5
2013-07-16,497.0149
2013-07-17,-84.0
2013-08-27,0.0
2013-09-03,-12.5
2013-11-05,-52.6786
2013-11-08,0.0
2013-11-25,201.8868
2013-12-02,0.0
2013-12-04,-66.875
2013-12-05,50.9434
2013-12-06,-32.5
2013-12-11,0.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-30,0.0
2014-01-09,18.5185
2014-01-15,178.125
2014-01-17,-10.1124
2014-01-29,-20.0
2014-02-25,0.0
2014-03-17,0.0
2014-03-19,0.0
2014-04-23,0.0
2014-05-05,0.0
2014-05-28,25.0
2014-06-05,160.0
2014-06-10,-15.3846
2014-06-19,-54.5455
2014-07-14,176.5957
2014-07-29,-7.6923
2014-07-30,0.0
2014-09-04,0.0021
2014-11-05,-16.6684
2014-11-06,-10.0
2014-11-10,-11.1111
2015-01-26,-6.25
2015-02-23,20.0
2015-04-24,-16.6667
2015-09-04,-81.3333
2015-09-09,-2.8571
2015-09-10,-19.1176
2015-09-25,145.4545
2015-09-30,-59.2593
2015-11-04,0.0
2015-11-20,145.4545
2016-10-31,-11.1111
2016-11-01,0.0
2016-11-07,-16.6667
2016-11-08,-15.0
2016-11-09,17.647100000000002
2016-11-25,-50.0
2016-11-29,20.0
2016-11-30,8.3333
2016-12-02,-21.5385
2016-12-08,86.2745
2016-12-12,-36.8421
2016-12-22,-50.0
2016-12-23,-50.0
2016-12-27,220.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,-7.9167
2017-01-20,-27.6018
2017-01-26,37.5
2017-02-06,2.2727
2017-02-16,-61.5278
2017-02-17,3.9711
2017-02-21,36.1111
2017-02-22,-4.0816
2017-02-23,-14.8936
2017-02-24,10.0
2017-02-27,-22.7841
2017-02-28,0.0736
2017-03-02,17.647100000000002
2017-03-06,0.0
2017-03-07,0.0
2017-03-09,-10.0
2017-03-27,-16.6667
2017-03-28,-18.6667
2017-03-29,-9.8361
2017-03-31,0.0
2017-04-07,1.8182
2017-05-03,30.5246
2017-05-04,36.8106
2017-05-05,-4.4063
2017-05-08,4.6093
2017-05-09,-40.0
2017-06-06,8.3333
2017-06-07,30.7692
2017-08-03,-34.7059
2017-09-25,53.1532
2017-10-11,-29.4118
2017-10-24,25.0
2017-11-09,-20.0
2017-11-13,22.5
2017-11-22,-14.966
2017-12-07,-20.0
2017-12-15,10.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-26,0.0
2018-01-08,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-23,0.0
2018-01-25,0.0
2018-02-01,-54.5455
2018-02-08,60.0
2018-02-16,37.5
2018-02-20,-9.0909
2018-03-09,20.0
2018-03-12,0.0
2018-03-20,-57.5
2018-04-19,49.0196
2018-05-10,-73.5526
2018-05-23,143.7811
2018-05-25,1.8367
2018-06-05,-0.9018
2018-07-05,0.0
2018-08-10,0.0
2018-08-13,-58.4429
2018-08-24,142.8224
2018-10-10,-59.7194
2018-10-16,0.0
2018-11-08,89.0547
2019-01-04,-13.1579
2019-03-13,-36.3636
2019-05-14,57.1429
2019-05-20,6.0606
2019-05-21,0.0
2019-05-28,100.0
2019-05-29,14.2857
2019-05-30,50.0
2019-05-31,25.0
2019-06-03,40.0
2019-06-04,28.5714
2019-06-05,0.0
2019-06-07,11.1111
2019-06-10,220.0
2019-06-14,-16.6667
2019-06-24,-74.7625
2019-06-26,116.6914
2019-07-01,2.8571
2019-07-11,-44.4444
2019-07-16,-29.96
2019-07-18,0.0
2019-07-22,0.0
2019-08-02,-14.3347
2019-08-12,0.0
2019-08-19,66.6667
2019-08-22,-12.0
2019-10-30,-31.8182
2019-11-08,33.3333
2019-11-25,0.0
2019-12-03,0.0
2019-12-06,-47.9725
2019-12-11,32.43
2020-02-07,-28.8099
2020-02-12,1.9367999999999999
2020-03-03,-1.9
2020-03-18,0.0
2020-04-20,419.8777
2020-04-21,-41.3725
2020-04-29,-67.1572
2020-05-08,103.666
2020-05-11,-45.0
2020-05-15,81.8182
2020-05-19,49.0
2020-05-20,0.0
2020-05-21,-32.8859
2020-06-03,48.0
2020-06-09,1.3514
2020-06-15,-57.5
2020-06-18,31.4118
2020-06-30,49.2092
2020-07-20,-32.0
