ticker,OCBM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-03,10.8911
2008-11-04,-26.7857
2008-11-05,7.3171
2008-11-06,4.5455
2008-11-07,9.7826
2008-11-10,-0.9901
2008-11-11,-10.0
2008-11-12,-5.5556
2008-11-13,0.0
2008-11-14,-5.8824
2008-11-17,28.75
2008-11-18,-17.4757
2008-11-19,-40.0
2008-11-20,37.2549
2008-11-21,-1.4285999999999999
2008-11-24,8.6957
2008-11-25,-32.0
2008-11-26,27.451
2008-11-28,23.0769
2008-12-01,0.0
2008-12-02,-25.0
2008-12-04,33.3333
2008-12-05,6.25
2008-12-08,-64.7059
2008-12-10,0.0
2008-12-12,0.0
2008-12-15,166.6667
2008-12-16,-62.5
2008-12-17,0.0
2008-12-19,3.3333
2008-12-22,0.0
2008-12-23,158.0645
2008-12-26,-61.25
2008-12-29,3.2258
2008-12-30,0.0
2008-12-31,0.0
2009-01-02,0.0
2009-01-05,87.5
2009-01-06,6.6667
2009-01-07,0.0
2009-01-08,-10.9375
2009-01-09,5.2632
2009-01-12,-3.3333
2009-01-13,-44.7414
2009-01-14,40.4056
2009-01-15,0.0
2009-01-16,-11.1111
2009-01-20,0.0
2009-01-21,12.5
2009-01-22,-20.0
2009-01-23,25.0
2009-01-26,0.0
2009-01-27,-11.1111
2009-01-28,-5.0
2009-01-29,2.6316
2009-02-02,-10.2564
2009-02-03,-20.0
2009-02-04,0.0
2009-02-05,17.8571
2009-02-06,6.0606
2009-02-09,25.7143
2009-02-10,-36.3636
2009-02-11,50.0
2009-02-12,0.0
2009-02-13,-2.3810000000000002
2009-02-17,4.878
2009-02-18,-34.8837
2009-02-19,0.0
2009-02-20,7.1429
2009-02-23,33.3333
2009-02-25,0.0
2009-02-26,-15.0
2009-02-27,2.9412000000000003
2009-03-02,20.0
2009-03-03,-11.9048
2009-03-04,-18.9189
2009-03-05,6.6667
2009-03-06,0.0
2009-03-09,34.375
2009-03-10,-18.6047
2009-03-11,0.0
2009-03-12,-54.2857
2009-03-13,6.25
2009-03-16,76.4706
2009-03-17,-33.3333
2009-03-18,5.0
2009-03-19,23.8095
2009-03-20,15.3846
2009-03-23,0.0
2009-03-24,0.0
2009-03-25,-33.3333
2009-03-26,70.0
2009-03-27,-41.1765
2009-03-30,0.0
2009-03-31,0.0
2009-04-01,0.0
2009-04-02,-15.0
2009-04-03,17.647100000000002
2009-04-06,25.0
2009-04-07,0.0
2009-04-08,0.0
2009-04-09,8.0
2009-04-13,0.0
