ticker,NTGR US Equity
2003-12-18,2.6864
2003-12-19,-1.308
2003-12-22,4.7051
2003-12-23,0.0
2003-12-24,-1.0127
2003-12-26,-0.2558
2003-12-29,0.7692
2003-12-30,1.7812000000000001
2003-12-31,-0.0625
2004-01-02,-4.9406
2004-01-05,1.4474
2004-01-06,-2.6589
2004-01-07,8.461
2004-01-08,0.1843
2004-01-09,-1.1649
2004-01-12,8.5608
2004-01-13,0.7486
2004-01-14,-3.2329
2004-01-15,1.4009
2004-01-16,11.8497
2004-01-20,3.3592
2004-01-21,-5.35
2004-01-22,-4.2789
2004-01-23,0.8278
2004-01-26,2.5178000000000003
2004-01-27,-6.4175
2004-01-28,-1.0155
2004-01-29,1.0375
2004-01-30,-3.7079
2004-02-02,-1.4218
2004-02-03,3.125
2004-02-04,-3.4965
2004-02-05,1.1473
2004-02-06,1.2537
2004-02-09,-2.5354
2004-02-10,1.0284
2004-02-11,5.0299
2004-02-12,1.4253
2004-02-13,1.2929
2004-02-17,-1.4983
2004-02-18,-4.9014
2004-02-19,-5.9242
2004-02-20,1.3854
2004-02-23,-2.795
2004-02-24,-3.8339
2004-02-25,-2.5249
2004-02-26,0.818
2004-02-27,1.7579
2004-03-01,0.9967
2004-03-02,-0.4605
2004-03-03,0.5288
2004-03-04,-1.8409
2004-03-05,-0.8707
2004-03-08,-4.7297
2004-03-09,2.4823
2004-03-10,0.0
2004-03-11,1.9377
2004-03-12,1.4257
2004-03-15,-2.6104000000000003
2004-03-16,-2.7491
2004-03-17,2.7561999999999998
2004-03-18,-0.4814
2004-03-19,-0.8293
2004-03-22,-4.5296
2004-03-23,-0.146
2004-03-24,1.0234
2004-03-25,0.3618
2004-03-26,0.721
2004-03-29,-4.9392
2004-03-30,2.6355
2004-03-31,0.9538
2004-04-01,-0.5087
2004-04-02,0.3652
2004-04-05,4.5123999999999995
2004-04-06,-1.3928
2004-04-07,5.2966
2004-04-08,-3.1522
2004-04-12,0.9695
2004-04-13,-1.166
2004-04-14,-0.7634
2004-04-15,-3.7762000000000002
2004-04-16,-4.7965
2004-04-19,2.5191
2004-04-20,-2.3083
2004-04-21,-0.9146
2004-04-22,1.6154
2004-04-23,0.0757
2004-04-26,-0.0756
2004-04-27,-2.4981
2004-04-28,-4.1149000000000004
2004-04-29,-5.2632
2004-04-30,-7.265
2004-05-03,7.6498
2004-05-04,1.4555
2004-05-05,3.8819
2004-05-06,-4.5491
2004-05-07,-1.2766
2004-05-10,-5.431
2004-05-11,7.2015
2004-05-12,-1.3605
2004-05-13,-2.4138
2004-05-14,-4.0636
2004-05-17,-4.5120000000000005
2004-05-18,-1.0608
2004-05-19,5.4581
2004-05-20,6.2847
2004-05-21,2.6957
2004-05-24,2.4555
2004-05-25,-0.4132
2004-05-26,0.166
2004-05-27,1.3256000000000001
2004-05-28,-0.7359
2004-06-01,1.7298
2004-06-02,-1.7814
2004-06-03,0.1649
2004-06-04,5.679
2004-06-07,1.6355
2004-06-08,0.5364
2004-06-09,-3.125
2004-06-10,2.7537000000000003
2004-06-14,-1.4548
2004-06-15,1.3986
2004-06-16,-2.2989
2004-06-17,-1.098
2004-06-18,-1.6653
2004-06-21,-5.4839
2004-06-22,3.8396
2004-06-23,-0.6574
2004-06-24,2.6468
2004-06-25,-2.4173999999999998
2004-06-28,-3.7159
2004-06-29,-1.7153
2004-06-30,-6.1955
2004-07-01,-3.6279
2004-07-02,-1.0618
2004-07-06,-3.4146
2004-07-07,-2.8283
2004-07-08,-3.0146
2004-07-09,4.9303
2004-07-12,4.6987
2004-07-13,-2.439
2004-07-14,-1.0
2004-07-15,-0.101
2004-07-16,-2.9323
2004-07-19,0.5208
2004-07-20,2.9016
2004-07-21,-2.5176
2004-07-22,-2.376
2004-07-23,-2.0106
2004-07-26,-3.4557
2004-07-27,3.5794
2004-07-28,-2.9158
2004-07-29,1.2236
2004-07-30,25.7143
2004-08-02,0.0874
2004-08-03,-0.6114
2004-08-04,-1.4938
2004-08-05,-4.1035
2004-08-06,-5.2093
2004-08-09,-0.1963
2004-08-10,-0.4916
2004-08-11,-3.4585
2004-08-12,0.2047
2004-08-13,-0.6129
2004-08-16,1.9527
2004-08-17,6.4516
2004-08-18,3.5038
2004-08-19,0.0
2004-08-20,8.5087
2004-08-23,0.7589
2004-08-24,3.5983
2004-08-25,3.231
2004-08-26,0.313
2004-08-27,0.624
2004-08-30,-3.0233
2004-08-31,3.5172
2004-09-01,3.4749
2004-09-02,-0.7463
2004-09-03,-5.188
2004-09-07,3.0135
2004-09-08,-3.2333
2004-09-09,2.3866
2004-09-10,1.0101
2004-09-13,4.8462
2004-09-14,1.8342
2004-09-15,-3.3141
2004-09-16,-2.31
2004-09-17,0.9916
2004-09-20,-0.6042
2004-09-21,-1.6717
2004-09-22,-3.1685
2004-09-23,-1.6760000000000002
2004-09-24,-5.1136
2004-09-27,-4.7904
2004-09-28,3.9533
2004-09-29,1.7286000000000001
2004-09-30,3.8233
2004-10-01,1.6367
2004-10-04,1.6103
2004-10-05,-1.4263
2004-10-06,8.6013
2004-10-07,-2.8868
2004-10-08,-0.5335
2004-10-11,2.069
2004-10-12,0.1502
2004-10-13,1.7241
2004-10-14,-2.8003
2004-10-15,-1.5163
2004-10-18,2.5404
2004-10-19,-2.9279
2004-10-20,5.1817
2004-10-21,2.9412000000000003
2004-10-22,-2.4286
2004-10-25,2.1962
2004-10-26,-4.9427
2004-10-27,4.2954
2004-10-28,6.5751
2004-10-29,-7.5931999999999995
2004-11-01,-3.3749000000000002
2004-11-02,1.5945
2004-11-03,3.438
2004-11-04,2.7457000000000003
2004-11-05,-2.1097
2004-11-08,-0.5029
2004-11-09,0.5776
2004-11-10,-3.0151
2004-11-11,0.2961
2004-11-12,4.3542
2004-11-15,7.6379
2004-11-16,4.9934
2004-11-17,0.9387
2004-11-18,-2.3559
2004-11-19,-0.8254
2004-11-22,2.7529
2004-11-23,2.0561
2004-11-24,0.9768
2004-11-26,-1.5114999999999998
2004-11-29,-0.2455
2004-11-30,0.9231
2004-12-01,1.2195
2004-12-02,-1.8675000000000002
2004-12-03,7.4893
2004-12-06,1.9989
2004-12-07,-3.4154999999999998
2004-12-08,-1.4493
2004-12-09,-2.7647
2004-12-10,3.6903
2004-12-13,-0.5251
2004-12-14,5.9824
2004-12-15,2.3796
2004-12-16,-2.7027
2004-12-17,-1.3889
2004-12-20,-4.0563
2004-12-21,-0.8808
2004-12-22,1.1256
2004-12-23,-0.8787
2004-12-27,-1.7730000000000001
2004-12-28,0.1203
2004-12-29,-0.1202
2004-12-30,7.3406
2004-12-31,1.7936999999999999
2005-01-03,-7.9846
2005-01-04,-2.4536
2005-01-05,0.5521
2005-01-06,-2.6236
2005-01-07,3.3835
2005-01-10,1.6364
2005-01-11,-3.1008
2005-01-12,2.4615
2005-01-13,-3.5435
2005-01-14,0.0
2005-01-18,1.4321
2005-01-19,-5.8932
2005-01-20,1.1742
2005-01-21,-1.4828999999999999
2005-01-24,-2.356
2005-01-25,1.2735
2005-01-26,1.5884
2005-01-27,-0.7818
2005-01-28,-1.6415
2005-01-31,0.4005
2005-02-01,2.5930999999999997
2005-02-02,3.1756
2005-02-03,-1.3191
2005-02-04,1.3367
2005-02-07,2.701
2005-02-08,0.0612
2005-02-09,-1.6503999999999999
2005-02-10,-1.2429999999999999
2005-02-11,1.888
2005-02-14,0.0618
2005-02-15,1.6975
2005-02-16,0.5766
2005-02-17,0.1811
2005-02-18,-14.759
2005-02-22,-3.6042
2005-02-23,-0.2933
2005-02-24,0.2206
2005-02-25,1.3940000000000001
2005-02-28,-0.8683
2005-03-01,1.9708
2005-03-02,-0.4295
2005-03-03,1.8692
2005-03-04,4.2343
2005-03-07,-0.5416
2005-03-08,-0.0681
2005-03-09,3.7466
2005-03-10,-0.9849
2005-03-11,1.7905
2005-03-14,2.4104
2005-03-15,-2.2901
2005-03-16,-1.9531
2005-03-17,1.4607999999999999
2005-03-18,-1.9634
2005-03-21,-2.737
2005-03-22,1.0295
2005-03-23,-4.4158
2005-03-24,1.4215
2005-03-28,0.0
2005-03-29,-2.6629
2005-03-30,4.8236
2005-03-31,3.6401
2005-04-01,0.7952
2005-04-04,3.4845
2005-04-05,-0.2541
2005-04-06,-1.8471
2005-04-07,-1.3628
2005-04-08,-1.6447
2005-04-11,1.0033
2005-04-12,1.6556
2005-04-13,0.9772
2005-04-14,0.9677
2005-04-15,-4.0895
2005-04-18,-1.7988
2005-04-19,3.9349
2005-04-20,-3.329
2005-04-21,2.9034
2005-04-22,-5.3806
2005-04-25,1.5257
2005-04-26,-0.6148
2005-04-27,-0.1375
2005-04-28,-10.8052
2005-04-29,24.4599
2005-05-02,3.7818
2005-05-03,-2.6284
2005-05-04,4.4785
2005-05-05,1.4093
2005-05-06,0.6369
2005-05-09,0.6904
2005-05-10,1.8857
2005-05-11,-3.4773
2005-05-12,0.9878
2005-05-13,1.7261
2005-05-16,4.129
2005-05-17,0.1086
2005-05-18,2.93
2005-05-19,-1.107
2005-05-20,-2.8785
2005-05-23,2.9089
2005-05-24,-0.2667
2005-05-25,-2.5667999999999997
2005-05-26,3.1284
2005-05-27,0.6919
2005-05-31,3.9641
2005-06-01,0.0
2005-06-02,-0.0508
2005-06-03,-1.4751
2005-06-06,-1.2389999999999999
2005-06-07,-0.4705
2005-06-08,-0.9454
2005-06-09,1.3256000000000001
2005-06-10,0.8896
2005-06-13,0.1037
2005-06-14,-0.2591
2005-06-15,-1.5584
2005-06-16,0.9499
2005-06-17,0.8364
2005-06-20,-0.2074
2005-06-21,3.2208
2005-06-22,0.1007
2005-06-23,-2.1116
2005-06-24,-1.5922
2005-06-27,-2.2443
2005-06-28,0.7475
2005-06-29,-0.9539
2005-06-30,-0.4815
2005-07-01,1.2366
2005-07-05,1.9118
2005-07-06,-0.2606
2005-07-07,0.3657
2005-07-08,2.2384
2005-07-11,0.7637
2005-07-12,4.5983
2005-07-13,6.1353
2005-07-14,0.4096
2005-07-15,-1.4053
2005-07-18,-3.0805
2005-07-19,0.9013
2005-07-20,4.0433
2005-07-21,-4.4284
2005-07-22,-0.7092
2005-07-25,-1.0
2005-07-26,-3.1746
2005-07-27,0.3477
2005-07-28,8.3168
2005-07-29,-5.3473
2005-08-01,-0.7243
2005-08-02,6.0317
2005-08-03,-1.9729999999999999
2005-08-04,-3.0416
2005-08-05,2.9923
2005-08-08,-1.5933000000000002
2005-08-09,1.5238
2005-08-10,4.5028
2005-08-11,2.5135
2005-08-12,-2.3205
2005-08-15,1.6136
2005-08-16,-1.4557
2005-08-17,-0.4029
2005-08-18,0.4944
2005-08-19,1.2522
2005-08-22,-0.0442
2005-08-23,-1.9001000000000001
2005-08-24,-0.9009
2005-08-25,-0.3182
2005-08-26,-2.4168
2005-08-29,0.6075
2005-08-30,-0.5109
2005-08-31,3.5014
2005-09-01,-2.12
2005-09-02,0.0
2005-09-06,0.2765
2005-09-07,0.046
2005-09-08,0.1378
2005-09-09,3.945
2005-09-12,6.3548
2005-09-13,0.5394
2005-09-14,-2.5587999999999997
2005-09-15,1.1436
2005-09-16,2.5963000000000003
2005-09-19,-2.7347
2005-09-20,1.2589000000000001
2005-09-21,-0.8703
2005-09-22,-0.209
2005-09-23,1.8852
2005-09-26,-0.0822
2005-09-27,-0.1235
2005-09-28,3.8319
2005-09-29,-0.7937
2005-09-30,-3.76
2005-10-03,-1.1222
2005-10-04,-2.9004
2005-10-05,-4.6753
2005-10-06,-3.5422000000000002
2005-10-07,2.307
2005-10-10,-1.7027
2005-10-11,-3.6517
2005-10-12,-2.2352
2005-10-13,4.4732
2005-10-14,2.1408
2005-10-17,-3.3069
2005-10-18,-1.5413999999999999
2005-10-19,3.2779
2005-10-20,-0.4263
2005-10-21,0.999
2005-10-24,2.732
2005-10-25,0.4585
2005-10-26,-4.2452
2005-10-27,-11.4866
2005-10-28,3.8234
2005-10-31,1.4003999999999999
2005-11-01,0.9207
2005-11-02,4.3082
2005-11-03,3.9359
2005-11-04,-0.935
2005-11-07,-0.6607
2005-11-08,-1.5202
2005-11-09,-3.7627
2005-11-10,-1.5539
2005-11-11,2.3422
2005-11-14,-2.7861000000000002
2005-11-15,-3.6336
2005-11-16,-4.3016
2005-11-17,4.9945
2005-11-18,2.907
2005-11-21,1.849
2005-11-22,0.0
2005-11-23,0.8573
2005-11-25,2.1
2005-11-28,-3.477
2005-11-29,-2.5875
2005-11-30,0.5208
2005-12-01,0.5699
2005-12-02,3.8125
2005-12-05,0.1489
2005-12-06,-1.6353
2005-12-07,-7.3048
2005-12-08,0.8152
2005-12-09,1.4555
2005-12-12,3.1881
2005-12-13,0.6694
2005-12-14,2.1995
2005-12-15,0.0501
2005-12-16,-0.2501
2005-12-19,-3.7613
2005-12-20,0.5732
2005-12-21,0.7254
2005-12-22,1.9546999999999999
2005-12-23,1.4127
2005-12-27,-3.1841
2005-12-28,-0.1028
2005-12-29,-0.1029
2005-12-30,-0.8754
2006-01-03,0.3117
2006-01-04,-0.6214
2006-01-05,-4.3252
2006-01-06,-1.9607999999999999
2006-01-09,0.5
2006-01-10,1.1056
2006-01-11,-0.164
2006-01-12,1.3143
2006-01-13,-0.4865
2006-01-17,-2.1184
2006-01-18,-2.6637
2006-01-19,-0.2281
2006-01-20,-0.2286
2006-01-23,2.0619
2006-01-24,-0.7856
2006-01-25,1.3575
2006-01-26,-3.2366
2006-01-27,0.4614
2006-01-30,0.4592
2006-01-31,3.5429
2006-02-01,-0.2208
2006-02-02,-0.1659
2006-02-03,-0.4986
2006-02-06,-0.167
2006-02-07,-1.7288999999999999
2006-02-08,-1.8729
2006-02-09,-1.9085999999999999
2006-02-10,-0.1179
2006-02-13,-0.6494
2006-02-14,1.8418999999999999
2006-02-15,3.0338
2006-02-16,1.9253
2006-02-17,0.4444
2006-02-21,-1.8252000000000002
2006-02-22,-2.5915
2006-02-23,-1.6194
2006-02-24,1.7637
2006-02-27,-1.9642
2006-02-28,1.1196
2006-03-01,1.3986
2006-03-02,3.1609
2006-03-03,1.7827
2006-03-06,1.6968
2006-03-07,-3.1216
2006-03-08,-0.5
2006-03-09,-2.4567
2006-03-10,2.5186
2006-03-13,-0.5025
2006-03-14,1.7957
2006-03-15,0.1103
2006-03-16,-0.8811
2006-03-17,0.8333
2006-03-20,5.124
2006-03-21,-0.8386
2006-03-22,-0.9514
2006-03-23,-0.4803
2006-03-24,1.9839
2006-03-27,0.2103
2006-03-28,-1.5739999999999998
2006-03-29,3.145
2006-03-30,-1.8088
2006-03-31,0.0526
2006-04-03,2.5776
2006-04-04,0.2564
2006-04-05,-1.5345
2006-04-06,0.3117
2006-04-07,1.9161000000000001
2006-04-10,-0.9146
2006-04-11,-2.5128
2006-04-12,-0.1052
2006-04-13,-0.1053
2006-04-17,-2.5303
2006-04-18,1.7847
2006-04-19,-0.3188
2006-04-20,1.226
2006-04-21,-2.317
2006-04-24,1.0782
2006-04-25,3.52
2006-04-26,2.0093
2006-04-27,12.3737
2006-04-28,0.8989
2006-05-01,-3.9644
2006-05-02,3.2931
2006-05-03,-0.1796
2006-05-04,6.3878
2006-05-05,4.2706
2006-05-08,0.7299
2006-05-09,-3.4219
2006-05-10,-3.4181
2006-05-11,-2.3738
2006-05-12,0.0442
2006-05-15,0.928
2006-05-16,2.014
2006-05-17,1.2876
2006-05-18,-0.0424
2006-05-19,0.5087
2006-05-22,-3.0367
2006-05-23,-1.3484
2006-05-24,-2.6896
2006-05-25,2.4920999999999998
2006-05-26,0.221
2006-05-30,-3.573
2006-05-31,7.0906
2006-06-01,5.126
2006-06-02,0.8939
2006-06-05,-3.0608
2006-06-06,-3.1159
2006-06-07,-0.9434
2006-06-08,-0.7792
2006-06-09,1.178
2006-06-12,-5.3903
2006-06-13,1.5041
2006-06-14,-0.0898
2006-06-15,5.7079
2006-06-16,-0.0425
2006-06-19,-2.8924
2006-06-20,-0.657
2006-06-21,4.9383
2006-06-22,1.5966
2006-06-23,0.2481
2006-06-26,-0.7426
2006-06-27,-1.6625
2006-06-28,-11.2426
2006-06-29,2.5238
2006-06-30,0.5574
2006-07-03,-2.9099
2006-07-05,-2.4737999999999998
2006-07-06,0.3415
2006-07-07,0.0
2006-07-10,-2.8196
2006-07-11,1.8009
2006-07-12,-3.5381
2006-07-13,-2.1905
2006-07-14,-1.4583
2006-07-17,-0.2643
2006-07-18,1.7488000000000001
2006-07-19,0.7813
2006-07-20,-1.8088
2006-07-21,-1.8420999999999998
2006-07-24,2.4129
2006-07-25,-0.7853
2006-07-26,-2.6385
2006-07-27,-0.9214
2006-07-28,2.5711
2006-07-31,3.2
2006-08-01,-0.9819
2006-08-02,0.1566
2006-08-03,2.9703
2006-08-04,-0.8097
2006-08-07,0.7653
2006-08-08,0.2025
2006-08-09,-2.5265
2006-08-10,1.0368
2006-08-11,-2.668
2006-08-14,-1.3706
2006-08-15,1.55
2006-08-16,2.1053
2006-08-17,1.5979
2006-08-18,0.5074
2006-08-21,0.0
2006-08-22,1.0601
2006-08-23,-0.999
2006-08-24,-2.6236
2006-08-25,-0.5181
2006-08-28,-1.875
2006-08-29,2.9724
2006-08-30,0.9794
2006-08-31,0.4084
2006-09-01,-2.7453
2006-09-05,0.0
2006-09-06,-3.2933
2006-09-07,-1.5676
2006-09-08,-0.6041
2006-09-11,0.3867
2006-09-12,2.0362999999999998
2006-09-13,9.0076
2006-09-14,-1.4349
2006-09-15,0.3012
2006-09-18,1.4014
2006-09-19,0.691
2006-09-20,4.0196
2006-09-21,-1.3666
2006-09-22,-0.1911
2006-09-25,1.3881999999999999
2006-09-26,0.3305
2006-09-27,0.1412
2006-09-28,-2.5376
2006-09-29,-0.7232
2006-10-02,-0.2428
2006-10-03,-0.925
2006-10-04,1.6216
2006-10-05,1.5474
2006-10-06,0.1429
2006-10-09,-1.5692
2006-10-10,0.9179
2006-10-11,5.3135
2006-10-12,2.4545
2006-10-13,1.5084
2006-10-16,1.6171
2006-10-17,-0.2581
2006-10-18,-2.4148
2006-10-19,-0.3535
2006-10-20,-0.7095
2006-10-23,-0.134
2006-10-24,-1.6099999999999999
2006-10-25,1.7273
2006-10-26,5.63
2006-10-27,16.2437
2006-10-30,-1.492
2006-10-31,-0.9974
2006-11-01,-2.0522
2006-11-02,-0.4571
2006-11-03,-0.0765
2006-11-06,3.064
2006-11-07,-0.2601
2006-11-08,0.2608
2006-11-09,-1.6722000000000001
2006-11-10,1.096
2006-11-13,-0.1869
2006-11-14,0.5618
2006-11-15,1.6015000000000001
2006-11-16,-0.9897
2006-11-17,-5.7386
2006-11-20,3.0244
2006-11-21,0.0762
2006-11-22,0.0
2006-11-24,0.381
2006-11-27,-4.5541
2006-11-28,1.9881
2006-11-29,1.1306
2006-11-30,0.2313
2006-12-01,-1.1923
2006-12-04,-0.4671
2006-12-05,0.4693
2006-12-06,1.9074
2006-12-07,0.0
2006-12-08,0.9931
2006-12-11,3.5552
2006-12-12,-3.3236
2006-12-13,-0.3022
2006-12-14,1.5915
2006-12-15,0.4476
2006-12-18,-1.114
2006-12-19,0.9388
2006-12-20,0.0
2006-12-21,-1.5625
2006-12-22,-1.1338
2006-12-26,2.026
2006-12-27,0.6744
2006-12-28,-0.4838
2006-12-29,-1.8325
2007-01-03,2.1714
2007-01-04,6.9351
2007-01-05,-0.7322
2007-01-08,3.9691
2007-01-09,0.1351
2007-01-10,0.1012
2007-01-11,-0.2359
2007-01-12,-1.25
2007-01-16,5.9186
2007-01-17,-3.8114
2007-01-18,-5.9772
2007-01-19,0.25
2007-01-22,-1.3538000000000001
2007-01-23,-0.0722
2007-01-24,2.6021
2007-01-25,-1.3033000000000001
2007-01-26,-0.3212
2007-01-29,-1.647
2007-01-30,-0.7645
2007-01-31,-5.5393
2007-02-01,-0.1942
2007-02-02,4.4358
2007-02-05,-1.8629
2007-02-06,0.2658
2007-02-07,2.9534000000000002
2007-02-08,-0.1103
2007-02-09,-1.5832000000000002
2007-02-12,-0.0748
2007-02-13,-3.8562
2007-02-14,1.2461
2007-02-15,3.2308
2007-02-16,5.5142
2007-02-20,2.4718
2007-02-21,-2.0675
2007-02-22,1.0556
2007-02-23,-0.8705
2007-02-26,-0.5971
2007-02-27,-3.8869
2007-02-28,-0.625
2007-03-01,-3.4776
2007-03-02,-1.9931
2007-03-05,0.6257
2007-03-06,3.3035
2007-03-07,1.9564
2007-03-08,-1.9557
2007-03-09,-0.1129
2007-03-12,4.6345
2007-03-13,-3.8891
2007-03-14,1.8734
2007-03-15,1.2137
2007-03-16,0.6904
2007-03-19,0.2887
2007-03-20,-0.3239
2007-03-21,1.0108
2007-03-22,0.0357
2007-03-23,0.6074
2007-03-26,-0.6037
2007-03-27,-1.0361
2007-03-28,-1.2635
2007-03-29,0.5119
2007-03-30,3.7832
2007-04-02,0.9464
2007-04-03,1.3194
2007-04-04,-0.9596
2007-04-05,2.3875
2007-04-09,-0.9463
2007-04-10,1.9447
2007-04-11,-1.2383
2007-04-12,1.6266
2007-04-13,0.8336
2007-04-16,1.3889
2007-04-17,-0.8154
2007-04-18,-1.1181
2007-04-19,-1.164
2007-04-20,1.144
2007-04-23,-1.3307
2007-04-24,0.5057
2007-04-25,1.1406
2007-04-26,4.5439
2007-04-27,11.4848
2007-04-30,-4.354
2007-05-01,2.4695
2007-05-02,0.842
2007-05-03,0.6335
2007-05-04,1.9742
2007-05-07,-1.1504
2007-05-08,0.0284
2007-05-09,-0.7946
2007-05-10,-3.3181
2007-05-11,3.4615
2007-05-14,0.0572
2007-05-15,-3.5439
2007-05-16,4.3852
2007-05-17,-3.4062
2007-05-18,1.146
2007-05-21,1.4526
2007-05-22,2.8350999999999997
2007-05-23,-1.4202
2007-05-24,-2.3446
2007-05-25,0.6364
2007-05-29,3.0181
2007-05-30,0.3069
2007-05-31,3.783
2007-06-01,-0.8309
2007-06-04,1.4054
2007-06-05,0.2132
2007-06-06,-1.7021
2007-06-07,-4.0855
2007-06-08,2.9619
2007-06-11,-1.2055
2007-06-12,-1.1093
2007-06-13,1.0656
2007-06-14,1.4151
2007-06-15,3.2832
2007-06-18,-1.5894
2007-06-19,1.9112
2007-06-20,-2.5357
2007-06-21,1.2466
2007-06-22,-1.6595
2007-06-25,-0.8165
2007-06-26,-2.2777
2007-06-27,-0.8986
2007-06-28,1.4168
2007-06-29,1.2852999999999999
2007-07-02,1.2138
2007-07-03,1.1175
2007-07-05,0.7278
2007-07-06,-1.2577
2007-07-09,3.7127
2007-07-10,-0.1045
2007-07-11,1.491
2007-07-12,-0.9536
2007-07-13,1.7694999999999999
2007-07-16,1.0483
2007-07-17,2.581
2007-07-18,-0.4193
2007-07-19,0.8422
2007-07-20,-0.0983
2007-07-23,-1.1556
2007-07-24,-3.1841
2007-07-25,-0.7194
2007-07-26,-2.1222
2007-07-27,-23.6122
2007-07-30,-2.8033
2007-07-31,-1.4957
2007-08-01,-0.47
2007-08-02,2.5427
2007-08-03,-3.8257
2007-08-06,0.884
2007-08-07,3.651
2007-08-08,7.2913
2007-08-09,3.9396
2007-08-10,-1.9583
2007-08-13,-3.866
2007-08-14,-3.8539
2007-08-15,1.2548
2007-08-16,0.7229
2007-08-17,2.4265
2007-08-20,-0.9009
2007-08-21,0.2694
2007-08-22,0.5373
2007-08-23,-0.7348
2007-08-24,1.245
2007-08-27,-1.7614
2007-08-28,-4.5332
2007-08-29,3.4727
2007-08-30,-2.6027
2007-08-31,-1.3361
2007-09-04,-0.0713
2007-09-05,-0.214
2007-09-06,-2.8592
2007-09-07,-4.0839
2007-09-10,2.9919000000000002
2007-09-11,3.054
2007-09-12,-0.9396
2007-09-13,4.8887
2007-09-14,-0.3826
2007-09-17,-2.8631
2007-09-18,1.0784
2007-09-19,0.7824
2007-09-20,-0.247
2007-09-21,0.9904
2007-09-24,-0.7706
2007-09-25,1.7649
2007-09-26,4.4051
2007-09-27,4.4186
2007-09-28,-3.2135
2007-10-01,1.2821
2007-10-02,-2.1746
2007-10-03,1.294
2007-10-04,-1.0809
2007-10-05,5.4963
2007-10-08,0.2201
2007-10-09,-0.5011
2007-10-10,4.3437
2007-10-11,-2.6848
2007-10-12,1.9219
2007-10-15,-1.4599
2007-10-16,-3.5494
2007-10-17,2.176
2007-10-18,0.8769
2007-10-19,-6.5197
2007-10-22,0.3321
2007-10-23,4.1377
2007-10-24,-0.5086
2007-10-25,0.607
2007-10-26,6.8593
2007-10-29,4.1605
2007-10-30,-0.7133
2007-10-31,1.5516999999999999
2007-11-01,-4.2445
2007-11-02,0.9161
2007-11-05,-2.5769
2007-11-06,1.6832
2007-11-07,-2.7786
2007-11-08,-4.2262
2007-11-09,-2.8254
2007-11-12,2.2542
2007-11-13,5.7508
2007-11-14,-1.3595
2007-11-15,-1.6539000000000001
2007-11-16,1.6505999999999998
2007-11-19,-2.8799
2007-11-20,-1.5457
2007-11-21,-2.8517
2007-11-23,1.4182000000000001
2007-11-26,-1.6585
2007-11-27,3.1085
2007-11-28,6.6068
2007-11-29,0.9326
2007-11-30,1.0134
2007-12-03,-1.7114
2007-12-04,-2.0114
2007-12-05,0.1838
2007-12-06,3.8838
2007-12-07,1.1775
2007-12-10,1.3675
2007-12-11,-3.1286
2007-12-12,0.8889
2007-12-13,-0.1762
