ticker,BTBT US Equity
2018-08-09,3.3742
2018-08-10,-0.0483
2018-08-13,-5.4504
2018-08-14,1.4879
2018-08-15,-2.1649
2018-08-16,4.4286
2018-08-17,-6.2927
2018-08-20,0.0
2018-08-21,3.3562
2018-08-22,-0.4237
2018-08-23,-0.7092
2018-08-24,-3.9986
2018-08-27,0.8929
2018-08-28,0.295
2018-08-29,-1.7647
2018-08-30,4.6392
2018-08-31,10.1589
2018-09-04,1.4285999999999999
2018-09-05,-2.1767
2018-09-06,4.7107
2018-09-07,-4.9988
2018-09-10,5.1316
2018-09-11,-5.2566
2018-09-12,2.5086
2018-09-13,-0.9562
2018-09-14,-0.8548
2018-09-17,7.7428
2018-09-18,-6.7808
2018-09-19,-1.2191
2018-09-20,0.4934
2018-09-21,3.5894
2018-09-24,2.9225
2018-09-25,-4.321
2018-09-26,0.7484
2018-09-27,1.8186
2018-09-28,0.6289
2018-10-01,6.0
2018-10-02,-4.9528
2018-10-03,-4.7146
2018-10-04,-1.0417
2018-10-05,15.1316
2018-10-08,-13.9429
2018-10-09,-2.9215999999999998
2018-10-10,0.5472
2018-10-11,-11.0204
2018-10-12,6.5748999999999995
2018-10-15,8.3214
2018-10-16,3.4436999999999998
2018-10-17,2.4328
2018-10-18,-16.25
2018-10-19,-2.6866
2018-10-22,7.362
2018-10-23,0.0
2018-10-25,0.0
2018-10-26,-8.5714
2018-10-29,12.8125
2018-10-30,-12.3269
2018-10-31,8.6888
2018-11-01,-3.0523
2018-11-02,7.4963
2018-11-05,-6.417
2018-11-06,-5.3637
2018-11-07,-7.2441
2018-11-08,4.8727
2018-11-09,6.1389
2018-11-12,-0.0946
2018-11-13,-3.5878
2018-11-14,2.6128
2018-11-15,-0.463
2018-11-16,-0.6202
2018-11-19,0.0
2018-11-20,-0.624
2018-11-21,-3.4537
2018-11-26,-0.813
2018-11-28,-1.8033000000000001
2018-12-03,-0.6678
2018-12-06,-6.7227
2018-12-10,-9.9099
2018-12-11,-19.998
2018-12-12,21.2445
2018-12-14,-15.874600000000001
2018-12-17,10.2941
2018-12-19,-0.0333
2018-12-20,-5.5241
2018-12-21,-10.8235
2018-12-26,20.5805
2018-12-27,19.4748
2018-12-28,0.7326
2018-12-31,18.1818
2019-01-02,4.4615
2019-01-03,3.0928
2019-01-04,7.1414
2019-01-07,6.6681
2019-01-08,5.75
2019-01-09,0.4728
2019-01-10,2.8235
2019-01-11,1.6018
2019-01-14,3.2658
2019-01-15,-3.8167999999999997
2019-01-16,2.0408
2019-01-17,-15.1111
2019-01-18,-4.4503
2019-01-22,9.5548
2019-01-23,3.5324
2019-01-24,-5.5556
2019-01-25,12.2864
2019-01-28,1.3564
2019-01-29,-1.7966
2019-01-30,0.3432
2019-01-31,-2.0525
2019-02-01,3.0268
2019-02-04,1.3559
2019-02-05,1.4493
2019-02-06,1.6473
2019-02-07,0.5416
2019-02-11,-0.1086
2019-02-12,2.1529
2019-02-13,2.7398
2019-02-14,12.0011
2019-02-15,-0.0925
2019-02-19,5.4079
2019-02-20,0.1739
2019-02-21,-0.0859
2019-02-22,7.5578
2019-02-25,6.8151
2019-02-26,0.8802
2019-02-27,-8.5457
2019-02-28,-1.6402
2019-03-01,-10.0826
2019-03-04,5.6533999999999995
2019-03-05,1.5702
2019-03-06,0.1727
2019-03-07,1.6467
2019-03-08,0.0848
2019-03-11,-3.3898
2019-03-12,-7.3684
2019-03-13,4.3551
2019-03-14,3.9029
2019-03-15,-14.4105
2019-03-18,5.0
2019-03-19,1.069
2019-03-20,-6.25
2019-03-21,5.3118
2019-03-22,-9.5239
2019-03-25,-0.8622
2019-03-26,0.4343
2019-03-27,-11.4596
2019-03-28,6.961
2019-03-29,-15.2968
2019-04-01,-2.2911
2019-04-02,-2.3462
2019-04-03,-6.7798
2019-04-04,-1.2106
2019-04-05,21.1656
2019-04-08,14.1772
2019-04-09,0.4435
2019-04-10,-0.4415
2019-04-11,5.2106
2019-04-12,-9.3783
2019-04-15,0.0
2019-04-16,-3.4884
2019-04-17,1.2048
2019-04-18,8.6905
2019-04-22,-13.6911
2019-04-23,4.1878
2019-04-24,-6.6991
2019-04-25,3.1319
2019-04-26,-24.3028
2019-04-29,5.3512
2019-04-30,6.6667
2019-05-01,6.0997
2019-05-02,-0.8401
2019-05-03,-10.8911
2019-05-06,1.427
2019-05-07,-5.4758
2019-05-08,8.4437
2019-05-09,-14.5038
2019-05-10,-6.6071
2019-05-13,-4.5889
2019-05-14,2.8036
2019-05-15,-10.5246
2019-05-16,-18.7364
2019-05-17,26.0027
2019-05-20,-7.0214
2019-05-21,-8.4647
2019-05-22,-11.5
2019-05-23,8.4718
2019-05-24,-8.3309
2019-05-28,5.1108
2019-05-29,-2.7001
2019-05-30,-0.8333
2019-05-31,-1.1204
2019-06-03,-6.5156
2019-06-04,0.0
2019-06-05,3.0303
2019-06-06,0.2941
2019-06-07,8.5044
2019-06-10,8.3784
2019-06-11,-2.7431
2019-06-12,0.7692
2019-06-13,1.2723
2019-06-14,-2.2613
2019-06-17,-3.599
2019-06-18,3.2
2019-06-19,-4.3928
2019-06-20,10.2703
2019-06-21,-5.8824
2019-06-24,-3.9063
2019-06-25,-12.7371
2019-06-26,2.1739
2019-06-27,-1.2158
2019-06-28,6.4615
2019-07-01,-5.7803
2019-07-02,-1.227
2019-07-03,0.3106
2019-07-05,0.0
2019-07-08,-3.096
2019-07-09,1.9169
2019-07-10,-1.2539
2019-07-11,-2.2222
2019-07-12,0.0
2019-07-15,-7.4675
2019-07-16,-9.8246
2019-07-17,8.1712
2019-07-18,-7.1942
2019-07-19,4.2636
2019-07-22,-17.4721
2019-07-23,-4.955
2019-07-24,-16.8246
2019-07-25,-11.1111
2019-07-26,-9.6154
2019-07-29,-19.8582
2019-07-30,10.6195
2019-07-31,2.4
2019-08-01,-14.0625
2019-08-02,0.0
2019-08-05,-28.1818
2019-08-06,-15.5316
2019-08-07,-10.535
2019-08-08,0.5025
2019-08-09,5.0
2019-08-12,-10.7403
2019-08-13,81.2262
2019-08-14,-35.3351
2019-08-15,-19.5751
2019-08-16,9.4151
2019-08-19,12.8126
2019-08-20,-9.1104
2019-08-21,7.0636
2019-08-22,0.487
2019-08-23,-11.693
2019-08-26,1.5932
2019-08-27,-0.9932
2019-08-28,-3.2207
2019-08-29,-4.7645
2019-08-30,9.1274
2019-09-03,-9.9038
2019-09-04,0.9711
2019-09-05,-0.6924
2019-09-06,-11.8342
2019-09-09,7.645
2019-09-10,2.0612
2019-09-11,5.4189
2019-09-12,4.3247
2019-09-13,-1.8182
2019-09-16,0.7407
2019-09-17,10.1103
2019-09-18,-6.8447
2019-09-19,-6.8100000000000005
2019-09-20,3.7885
2019-09-23,0.0556
2019-09-24,-3.0
2019-09-25,-9.3165
2019-09-26,5.9789
2019-09-27,-4.1915
2019-09-30,2.4259
2019-10-01,2.2065
2019-10-02,-6.9123
2019-10-03,-4.0426
2019-10-04,3.969
2019-10-07,-3.2416
2019-10-08,3.5927
2019-10-09,-6.383
2019-10-10,-4.4873
2019-10-11,4.936
2019-10-14,3.773
2019-10-15,52.959
2019-10-16,-31.5714
2019-10-17,-6.0543
2019-10-18,2.8889
2019-10-21,1.738
2019-10-22,-2.9821
2019-10-23,4.1411
2019-10-24,1.6966999999999999
2019-10-25,-0.6818
2019-10-28,-2.2259
2019-10-29,-4.0426
2019-10-30,-3.9468
2019-10-31,2.2622
2019-11-01,-6.9752
2019-11-04,-3.0332
2020-03-25,-17.4174
2020-03-26,33.3636
2020-03-27,4.5331
2020-03-30,-8.7056
2020-03-31,30.9524
2020-04-01,-13.0909
2020-04-02,8.682
2020-04-03,1.9634
2020-04-06,30.2624
2020-04-07,36.2319
2020-04-08,-6.383
2020-04-09,0.0568
2020-04-13,-6.8484
2020-04-14,32.8944
2020-04-15,41.2844
2020-04-16,26.6234
2020-04-17,30.7692
2020-04-20,-3.9215999999999998
2020-04-21,-10.2041
2020-04-22,9.0909
2020-04-23,-5.0
2020-04-24,-32.8947
2020-04-27,10.4575
2020-04-28,-6.5089
2020-04-29,0.0
2020-04-30,-6.3291
2020-05-01,-1.3514
2020-05-04,0.0068
2020-05-05,-1.3766
2020-05-06,-4.8611
2020-05-07,5.1095
2020-05-08,5.5556
2020-05-11,-1.3158
2020-05-12,-5.3333
2020-05-13,-15.493
2020-05-14,-5.8333
2020-05-15,-1.2743
2020-05-18,-7.673
2020-05-19,-16.6019
2020-05-20,1.2922
2020-05-21,-9.2058
2020-05-22,1.443
2020-05-26,11.0806
2020-05-27,11.1773
2020-05-28,0.9094
2020-05-29,-4.3757
2020-06-01,3.6126
2020-06-02,10.1566
2020-06-03,4.5872
2020-06-04,21.9298
2020-06-05,15.8273
2020-06-08,0.0
2020-06-09,14.2857
2020-06-10,-9.3315
2020-06-11,-1.0969
2020-06-12,-0.6061
2020-06-15,3.6585
2020-06-16,-2.9412000000000003
2020-06-17,-4.8485
2020-06-18,1.2739
2020-06-19,1.2579
2020-06-22,-3.1056
2020-06-23,-11.538499999999999
2020-06-24,-10.8696
2020-06-25,2.439
2020-06-26,-2.3810000000000002
2020-06-29,4.065
2020-06-30,0.7813
2020-07-01,0.7752
2020-07-02,2.3077
2020-07-06,-1.5038
2020-07-07,-1.5267
2020-07-08,16.2791
2020-07-09,60.3333
2020-07-10,-24.3243
2020-07-13,-4.3956
2020-07-14,1.1494
2020-07-15,13.0682
2020-07-16,-2.0101
2020-07-17,-0.5128
2020-07-20,-3.6082
2020-07-21,6.9519
2020-07-22,-5.5
2020-07-23,1.0582
2020-07-24,0.0
2020-07-27,0.5236
2020-07-28,47.3958
2020-07-29,10.6007
2020-07-30,-5.7508
2020-07-31,4.7458
