ticker,BRP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-24,16.9286
2019-10-25,-1.3439
2019-10-28,-2.7864
2019-10-29,-1.8471
2019-10-30,2.2064
2019-10-31,2.8571
2019-11-01,-0.3704
2019-11-04,-1.6729
2019-11-05,1.1972
2019-11-06,1.4944
2019-11-07,1.5337
2019-11-08,0.1813
2019-11-11,1.0856
2019-11-12,0.4773
2019-11-13,1.0689
2019-11-14,2.9377
2019-11-15,-0.2854
2019-11-18,-2.1179
2019-11-19,-0.9942
2019-11-20,0.4135
2019-11-21,-0.5882
2019-11-22,-0.0592
2019-11-25,0.6513
2019-11-26,0.1176
2019-11-27,1.3514
2019-11-29,-0.1739
2019-12-02,-2.439
2019-12-03,-4.7619
2019-12-04,-7.4375
2019-12-05,-8.0351
2019-12-06,8.5169
2019-12-09,-3.5859
2019-12-10,1.6139999999999999
2019-12-11,0.9669
2019-12-12,-1.026
2019-12-13,-2.2115
2019-12-16,-3.7456
2019-12-17,8.6637
2019-12-18,3.4459
2019-12-19,4.3109
2019-12-20,0.3131
2019-12-23,-3.4332
2019-12-24,0.905
2019-12-26,-0.3844
2019-12-27,0.0643
2019-12-30,1.1568
2019-12-31,1.9695
2020-01-02,1.6822
2020-01-03,2.2059
2020-01-06,-1.4988000000000001
2020-01-07,-1.2173
2020-01-08,-0.5545
2020-01-09,-0.2478
2020-01-10,-0.4348
2020-01-13,1.9339
2020-01-14,-1.1016
2020-01-15,0.3713
2020-01-16,1.7879
2020-01-17,-0.2423
2020-01-21,-0.1214
2020-01-22,0.0608
2020-01-23,-0.7898
2020-01-24,-0.4899
2020-01-27,0.7385
2020-01-28,0.0
2020-01-29,-3.2376
2020-01-30,-1.2626
2020-01-31,-3.5806
2020-02-03,5.1724
2020-02-04,5.1702
2020-02-05,0.5396
2020-02-06,0.9243
2020-02-07,0.384
2020-02-10,-3.2372
2020-02-11,0.1825
2020-02-12,-0.7893
2020-02-13,3.06
2020-02-14,-0.9501
2020-02-18,-1.0192
2020-02-19,2.5439
2020-02-20,2.2445
2020-02-21,0.6355
2020-02-24,-1.7795999999999998
2020-02-25,0.4676
2020-02-26,-0.1163
2020-02-27,-4.4846
2020-02-28,-5.8537
2020-03-02,4.7927
2020-03-03,-0.618
2020-03-04,2.4254
2020-03-05,0.2429
2020-03-06,-1.9382000000000001
2020-03-09,-10.3768
2020-03-10,-1.9297
2020-03-11,-1.4055
2020-03-12,-5.9159
2020-03-13,2.1212
2020-03-16,-17.5074
2020-03-17,4.5863
2020-03-18,3.9553000000000003
2020-03-19,-4.8801
2020-03-20,-2.8696
2020-03-23,-7.0725
2020-03-24,-1.8304
2020-03-25,13.5427
2020-03-26,1.2965
2020-03-27,-3.6689
2020-03-30,-2.2143
2020-03-31,-4.4384
2020-04-01,-12.3223
2020-04-02,1.1892
2020-04-03,-4.7009
2020-04-06,11.5471
2020-04-07,0.201
2020-04-08,5.7172
2020-04-09,3.8899
2020-04-13,-2.3744
2020-04-14,0.1871
2020-04-15,-5.9757
2020-04-16,-1.291
2020-04-17,2.9175
2020-04-20,-6.4516
2020-04-21,-2.4032999999999998
2020-04-22,3.4261
2020-04-23,-1.2422
2020-04-24,1.153
2020-04-27,0.0
2020-04-28,-0.5181
2020-04-29,4.5833
2020-04-30,-0.1992
2020-05-01,3.5928
2020-05-04,-1.2524
2020-05-05,-0.0488
2020-05-06,-2.2938
2020-05-07,2.997
2020-05-08,7.0805
2020-05-11,-4.9818999999999996
2020-05-12,-4.7664
2020-05-13,-8.9089
2020-05-14,11.978
2020-05-15,6.2807
2020-05-18,7.4792
2020-05-19,-2.5773
2020-05-20,2.2928
2020-05-21,3.2759
2020-05-22,-1.8364
2020-05-26,3.9116
2020-05-27,7.1604
2020-05-28,-5.0019
2020-05-29,-0.3215
2020-06-01,1.2097
2020-06-02,5.259
2020-06-03,8.0999
2020-06-04,0.9804
2020-06-05,2.0111
2020-06-08,1.7675
2020-06-09,-0.334
2020-06-10,1.1394
2020-06-11,-2.5182
2020-06-12,0.4759
2020-06-15,-1.2854999999999999
2020-06-16,1.3708
2020-06-17,-0.2705
2020-06-18,4.4068
2020-06-19,3.0519
2020-06-22,-4.2848
2020-06-23,-4.4766
2020-06-24,-5.7891
2020-06-25,20.9949
2020-06-26,10.6409
2020-06-29,-7.6503
2020-06-30,2.1893
2020-07-01,-3.8217
2020-07-02,-0.5418
2020-07-06,3.5714
2020-07-07,-3.5652
2020-07-08,-0.9091
2020-07-09,0.7339
2020-07-10,2.6715
2020-07-13,-0.414
2020-07-14,-0.772
2020-07-15,-1.7953000000000001
2020-07-16,3.2907
2020-07-17,-1.7109
2020-07-20,2.8811999999999998
2020-07-21,4.5508
2020-07-22,-2.1205
2020-07-23,-0.3991
2020-07-24,-2.9765
2020-07-27,-0.059
2020-07-28,-1.889
2020-07-29,0.361
2020-07-30,0.6595
2020-07-31,3.9309
