ticker,HX US Equity
2018-03-29,-1.7376
2018-04-02,1.061
2018-04-03,0.7874
2018-04-04,-1.0417
2018-04-05,-2.8947000000000003
2018-04-06,-1.626
2018-04-09,-0.6428
2018-04-10,1.1091
2018-04-11,0.5484
2018-04-12,0.0
2018-04-13,2.2727
2018-04-16,2.4889
2018-04-17,0.6071
2018-04-18,1.7241
2018-04-19,1.1864
2018-04-20,-2.1776
2018-04-23,-2.9966
2018-04-24,-2.8244
2018-04-25,0.0
2018-04-26,0.0908
2018-04-27,-0.1815
2018-04-30,4.0
2018-05-01,-3.4965
2018-05-02,0.0
2018-05-03,1.5399
2018-05-04,3.479
2018-05-07,0.431
2018-05-08,0.0858
2018-05-09,-0.4288
2018-05-10,1.5504
2018-05-11,0.7634
2018-05-14,-0.2525
2018-05-15,1.1814
2018-05-16,3.2527
2018-05-17,-2.504
2018-05-18,-0.1657
2018-05-21,-0.249
2018-05-22,2.995
2018-05-23,-0.8885
2018-05-24,1.467
2018-05-25,-2.008
2018-05-29,-1.6393
2018-05-30,0.25
2018-05-31,-1.7456
2018-06-01,-2.4535
2018-06-04,4.9436
2018-06-05,-1.4876
2018-06-06,0.6711
2018-06-07,0.0
2018-06-08,2.0833
2018-06-11,-3.1837
2018-06-12,4.0472
2018-06-13,-4.376
2018-06-14,-2.8449
2018-06-15,1.7069999999999999
2018-06-18,-20.8405
2018-06-19,5.1463
2018-06-20,-2.5244999999999997
2018-06-21,-4.9683
2018-06-22,-0.2225
2018-06-25,13.4894
2018-06-26,0.4912
2018-06-27,-3.0303
2018-06-28,3.2258
2018-06-29,-1.7578
2018-07-02,-1.6899
2018-07-03,-1.6178
2018-07-05,-0.7194
2018-07-06,0.1035
2018-07-09,2.6887
2018-07-10,-1.4099
2018-07-11,-3.7283
2018-07-12,2.8117
2018-07-13,-4.128
2018-07-16,1.5070000000000001
2018-07-17,-1.3786
2018-07-18,-0.7527
2018-07-19,-2.7086
2018-07-20,-2.0045
2018-07-23,0.1136
2018-07-24,1.7026
2018-07-25,6.0268
2018-07-26,-0.5263
2018-07-27,-1.4815
2018-07-30,2.0408
2018-07-31,-2.5263
2018-08-01,0.9719
2018-08-02,4.9162
2018-08-03,-2.6624
2018-08-06,-3.8293
2018-08-07,-1.8203
2018-08-08,0.3476
2018-08-09,-3.0023
2018-08-10,-2.1429
2018-08-13,-6.8126999999999995
2018-08-14,-3.1332
2018-08-15,-0.6739
2018-08-16,8.2768
2018-08-17,7.5188
2018-08-20,-4.0793
2018-08-21,-1.2151
2018-08-22,4.92
2018-08-23,-0.9379
2018-08-24,-1.6852
2018-08-27,-1.2952
2018-08-28,3.5366
2018-08-29,1.8846
2018-08-30,-0.578
2018-08-31,-0.6977
2018-09-04,1.5222
2018-09-05,-2.1915
2018-09-06,-1.6509
2018-09-07,0.0
2018-09-10,-4.3165
2018-09-11,-1.2530999999999999
2018-09-12,1.1421000000000001
2018-09-13,-2.2585
2018-09-14,-2.9525
2018-09-17,4.2328
2018-09-18,0.3807
2018-09-19,2.5284
2018-09-20,2.4661
2018-09-21,0.0
2018-09-24,-0.722
2018-09-25,-3.1515
2018-09-26,-2.6283
2018-09-27,0.0
2018-09-28,1.2852999999999999
2018-10-01,0.0
2018-10-02,-0.6345
2018-10-03,1.5326
2018-10-04,1.2579
2018-10-05,-3.1056
2018-10-08,1.7949000000000002
2018-10-09,0.0
2018-10-10,-4.2821
2018-10-11,-2.1053
2018-10-12,0.0
2018-10-15,4.8387
2018-10-16,0.8974
2018-10-17,0.1271
2018-10-18,-2.7919
2018-10-19,1.6971
2018-10-22,-0.8986
2018-10-23,-0.7772
2018-10-24,-0.3916
2018-10-25,3.1455
2018-10-26,0.2541
2018-10-29,-1.5209000000000001
2018-10-30,0.7722
2018-10-31,-1.0217
2018-11-01,2.1935000000000002
2018-11-02,-2.0202
2018-11-05,1.4175
2018-11-06,-1.0165
2018-11-07,-3.7227
2018-11-08,-5.4667
2018-11-09,-3.385
2018-11-12,-4.9635
2018-11-13,-3.2258
2018-11-14,-3.9683
2018-11-15,-11.405
2018-11-16,-4.8507
2018-11-19,3.1373
2018-11-20,3.0418
2018-11-21,-8.6716
2018-11-23,0.0
2018-11-26,-7.4747
2018-11-27,-4.5852
2018-11-28,0.0
2018-11-29,-0.4577
2018-11-30,1.1494
2018-12-03,-27.7273
2018-12-04,-5.6604
2018-12-06,-25.3333
2018-12-07,-15.625
2018-12-10,17.9894
2018-12-11,-10.3139
2018-12-12,3.0
2018-12-13,4.3689
2018-12-14,-9.3023
2018-12-17,0.5128
2018-12-18,0.5102
2018-12-19,1.5228000000000002
2018-12-20,-2.5
2018-12-21,-2.5641
2018-12-24,2.6316
2018-12-26,11.2821
2018-12-27,10.5991
2018-12-28,9.1667
2018-12-31,-4.5802
2019-01-02,-8.0
2019-01-03,2.6087
2019-01-04,6.7797
2019-01-07,7.1429
2019-01-08,12.963
2019-01-09,-2.2951
2019-01-10,-2.6846
2019-01-11,-3.4483
2019-01-14,-5.0
2019-01-15,6.015
2019-01-16,-1.0638
2019-01-17,-2.1505
2019-01-18,7.6923
2019-01-22,-7.8231
2019-01-23,-1.476
2019-01-24,-7.4906
2019-01-25,1.6194
2019-01-28,-2.3904
2019-01-29,2.0408
2019-01-30,4.4
2019-01-31,4.2146
2019-02-01,-2.5735
2019-02-04,0.3774
2019-02-05,4.1353
2019-02-06,2.1661
2019-02-07,-4.2403
2019-02-08,1.476
2019-02-11,4.3636
2019-02-12,-1.0453
2019-02-13,2.4648
2019-02-14,0.6873
2019-02-15,-0.3413
2019-02-19,1.0274
2019-02-20,3.7288
2019-02-21,3.268
2019-02-22,7.9114
2019-02-25,16.4223
2019-02-26,-4.7859
2019-02-27,-4.7619
2019-02-28,2.2222
2019-03-01,5.4348
2019-03-04,-6.9588
2019-03-05,-9.9723
2019-03-06,-3.0769
2019-03-07,-4.7619
2019-03-08,-4.3333
2019-03-11,1.3937
2019-03-12,1.0309
2019-03-13,3.0612
2019-03-14,-7.2607
2019-03-15,-2.1352
2019-03-18,-1.0909
2019-03-19,-3.6765
2019-03-20,-0.7634
2019-03-21,2.3077
2019-03-22,-3.7594
2019-03-25,-3.9062
2019-03-26,8.9431
2019-03-27,8.9552
2019-03-28,1.0274
2019-03-29,13.2203
2019-04-01,0.0
2019-04-02,0.5988
2019-04-03,1.7856999999999998
2019-04-04,4.0936
2019-04-05,2.2472
2019-04-08,-2.4725
2019-04-09,1.6901000000000002
2019-04-10,1.9391
2019-04-11,-2.1739
2019-04-12,0.5556
2019-04-15,-9.116
2019-04-16,-1.8237
2019-04-17,-14.2415
2019-04-18,0.722
2019-04-22,3.2258
2019-04-23,0.6944
2019-04-24,1.3793
2019-04-25,-3.0612
2019-04-26,2.4561
2019-04-29,-0.3425
2019-04-30,-2.0619
2019-05-01,0.3509
2019-05-02,-0.3497
2019-05-03,2.4561
2019-05-06,-3.4247
2019-05-07,2.1277
2019-05-08,1.7361
2019-05-09,-1.0239
2019-05-10,5.8621
2019-05-13,-4.886
2019-05-14,-3.7671
2019-05-15,-0.3559
2019-05-16,0.0
2019-05-17,0.3571
2019-05-20,-2.4911
2019-05-21,-1.4599
2019-05-22,-1.8519
2019-05-23,-1.8868
2019-05-24,2.6923
2019-05-28,2.6217
2019-05-29,0.0
2019-05-30,2.5547
2019-05-31,-5.694
2019-06-03,-4.1509
2019-06-04,-9.8425
2019-06-05,-4.8035
2019-06-06,-5.0459
2019-06-07,1.4493
2019-06-10,3.3333
2019-06-11,1.8433000000000002
2019-06-12,2.7149
2019-06-13,8.37
2019-06-14,-2.0325
2019-06-17,2.4896
2019-06-18,-4.4534
2019-06-19,0.4237
2019-06-20,-5.0633
2019-06-21,0.0
2019-06-24,-0.4444
2019-06-25,-3.125
2019-06-26,4.1475
2019-06-27,2.2124
2019-06-28,3.0303
2019-07-01,2.9412000000000003
2019-07-02,1.6327
2019-07-03,1.6064
2019-07-05,-2.3715
2019-07-08,3.2389
2019-07-09,-0.3922
2019-07-10,-5.1181
2019-07-11,-3.3195
2019-07-12,1.7167
2019-07-15,-1.2658
2019-07-16,3.8462
2019-07-17,-9.0535
2019-07-18,-1.81
2019-07-19,2.765
2019-07-22,1.3453
2019-07-23,-1.1062
2019-07-24,-0.6711
2019-07-25,0.6757
2019-07-26,-1.1186
2019-07-29,1.3575
2019-07-30,-1.3393
2019-07-31,2.2624
2019-08-01,1.7699
2019-08-02,0.4348
2019-08-05,-2.1645
2019-08-06,0.885
2019-08-07,-2.193
2019-08-08,1.3453
2019-08-09,0.0
2019-08-12,0.0
2019-08-13,3.9823
2019-08-14,1.2766
2019-08-15,3.3613
2019-08-16,-1.626
2019-08-19,2.0661
2019-08-20,-4.0486
2019-08-21,2.9536
2019-08-22,-0.4098
2019-08-23,-1.2346
2019-08-26,-4.5833
2019-08-27,-6.1135
2019-08-28,-2.7907
2019-08-29,-0.4785
2019-08-30,-8.6538
2019-09-03,-20.5263
2019-09-04,3.9735
2019-09-05,-0.6369
2019-09-06,-0.641
2019-09-09,0.6452
2019-09-10,4.4872
2019-09-11,-1.8405
2019-09-12,0.625
2019-09-13,4.3478
2019-09-16,4.1667
2019-09-17,-9.7143
2019-09-18,6.3291
2019-09-19,-2.9762
2019-09-20,-1.227
2019-09-23,-0.6211
2019-09-24,-3.125
2019-09-25,2.5806
2019-09-26,-1.2579
2019-09-27,-1.9108
2019-09-30,-0.6494
2019-10-01,-1.9607999999999999
2019-10-02,-1.3333
2019-10-03,2.027
2019-10-04,-2.3179
2019-10-07,0.339
2019-10-08,-2.027
2019-10-09,4.1379
2019-10-10,-3.3113
2019-10-11,0.0
2019-10-14,-1.3699
2019-10-15,1.3889
2019-10-16,-3.0822
2019-10-17,-17.3145
2019-10-18,-4.2735
2019-10-21,-3.5714
2019-10-22,0.0
2019-10-23,0.9259
2019-10-24,1.8349
2019-10-25,-3.6036
2019-10-28,-0.9346
2019-10-29,-0.9434
2019-10-30,0.0
2019-10-31,-5.3714
2019-11-01,-32.6691
2019-11-04,-7.1749
2019-11-05,-4.9758
2019-11-06,-1.2879
2019-11-07,1.2876
2019-11-08,-0.322
2019-11-11,5.5263
2019-11-12,11.1666
2019-11-13,-2.9642
2019-11-14,-2.8904
2019-11-15,6.1221
2019-11-18,-20.1478
2019-11-19,-2.1601
2019-11-20,-4.4527
2019-11-21,-7.1068
2019-11-22,-12.2074
2019-11-25,5.5952
2019-11-26,4.8703
2019-11-27,1.4836
2019-11-29,11.2875
2019-12-02,25.6099
2019-12-03,-1.7429999999999999
2019-12-04,-2.8228
2019-12-05,-3.1587
2019-12-06,0.7868
2019-12-09,0.3415
2019-12-10,-5.6726
2019-12-11,3.6426
2019-12-12,1.9727999999999999
2019-12-13,0.8129
2019-12-16,-0.0161
2019-12-17,-0.1613
2019-12-18,-1.454
2019-12-19,5.082
2019-12-20,4.5242
2019-12-23,37.2985
2019-12-24,0.0109
2019-12-26,1.1957
2019-12-27,4.2535
2019-12-30,0.4392
2019-12-31,-4.0583
2020-01-02,-5.3673
2020-01-03,-3.3669000000000002
2020-01-06,-1.8707
2020-01-07,-1.1081
2020-01-08,-4.9879999999999995
2020-01-09,-2.0308
2020-01-10,-2.8948
2020-01-13,-17.4909
2020-01-14,4.6850000000000005
2020-01-15,0.9414
2020-01-16,-2.1709
2020-01-17,-6.251
2020-01-21,0.0
2020-01-22,3.3506
2020-01-23,2.6042
2020-01-24,-2.601
2020-01-27,-6.3911999999999995
2020-01-28,-0.0172
2020-01-29,4.2421
2020-01-30,-5.6245
2020-01-31,-4.1543
2020-02-03,-3.0724
2020-02-04,-2.0755
2020-02-05,-21.0019
2020-02-06,12.878
2020-02-07,-8.1677
2020-02-10,5.6471
2020-02-11,-4.2316
2020-02-12,4.0465
2020-02-13,-5.789
2020-02-14,10.3203
2020-02-18,-1.0753
2020-02-19,-2.1739
2020-02-20,9.9778
2020-02-21,1.8921000000000001
2020-02-24,-9.1746
2020-02-25,-2.9257999999999997
2020-02-26,0.3983
2020-02-27,-1.4497
2020-02-28,4.3192
2020-03-02,1.8087
2020-03-03,-1.7123
2020-03-04,2.1995
2020-03-05,-4.4108
2020-03-06,-7.9358
2020-03-09,-2.6634
2020-03-10,0.597
2020-03-11,-9.4214
2020-03-12,1.0101
2020-03-13,-3.0811
2020-03-16,-13.5806
2020-03-17,-3.1946
2020-03-18,11.6667
2020-03-19,-10.3045
2020-03-20,19.4089
2020-03-23,1.5329000000000002
2020-03-24,1.8666
2020-03-25,10.159
2020-03-26,6.409
2020-03-27,-16.3218
2020-03-30,4.533
2020-03-31,10.3811
2020-04-01,-4.8333
2020-04-02,-9.5572
2020-04-03,5.0069
2020-04-06,-5.1633
2020-04-07,4.5556
2020-04-08,0.1594
2020-04-09,3.4218
2020-04-13,-0.0513
2020-04-14,-3.6952
2020-04-15,-2.7445
2020-04-16,6.8493
2020-04-17,0.0
2020-04-20,10.5128
2020-04-21,-13.3411
2020-04-22,-0.9371
2020-04-23,0.027
2020-04-24,4.9716000000000005
2020-04-27,-1.7673
2020-04-28,7.4328
2020-04-29,-0.4146
2020-04-30,-5.2168
2020-05-01,-3.1525
2020-05-04,-4.2423
2020-05-05,0.3065
2020-05-06,2.5556
2020-05-07,2.0043
2020-05-08,0.9028
2020-05-11,1.2894999999999999
2020-05-12,-6.0275
2020-05-13,-4.0365
2020-05-14,-4.7537
2020-05-15,1.3612
2020-05-18,3.2528
2020-05-19,-3.1792
2020-05-20,4.4776
2020-05-21,4.7143
2020-05-22,14.6248
2020-05-26,2.9516999999999998
2020-05-27,10.9827
2020-05-28,170.8333
2020-05-29,-13.0769
2020-06-01,-3.5398
2020-06-02,-5.5046
2020-06-03,9.7087
2020-06-04,-8.8496
2020-06-05,-1.9417
2020-06-08,3.9604
2020-06-09,-4.7619
2020-06-10,-8.01
2020-06-11,-25.0136
2020-06-12,6.4946
2020-06-15,-3.3487999999999998
2020-06-16,4.2113
2020-06-17,12.0422
2020-06-18,16.9964
2020-06-19,2.0724
2020-06-22,-6.7778
2020-06-23,-3.2615
2020-06-24,-2.5426
2020-06-25,-2.2526
2020-06-26,-6.2434
2020-06-29,-2.922
2020-06-30,4.3276
2020-07-01,-0.9658
2020-07-02,0.1689
2020-07-06,8.5938
2020-07-07,8.046
2020-07-08,-3.2021
2020-07-09,31.8826
2020-07-10,-17.5
2020-07-13,-9.2222
2020-07-14,-8.9796
2020-07-15,0.978
2020-07-16,0.3269
2020-07-17,1.5446
2020-07-20,0.7784
2020-07-21,0.2429
2020-07-22,2.3279
2020-07-23,-2.5404999999999998
2020-07-24,-3.5268
2020-07-27,-0.9659
2020-07-28,-2.1606
2020-07-29,-2.776
2020-07-30,-1.3628
2020-07-31,-1.3157
