ticker,VVPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-30,-25.0598
2017-01-03,-23.2727
2017-01-04,1.798
2017-01-05,2.4238
2017-01-06,29.3153
2017-01-09,-19.5061
2017-01-10,11.1354
2017-01-11,-1.5716999999999999
2017-01-12,4.99
2017-01-13,-4.5626999999999995
2017-01-18,1.1952
2017-01-19,5.2522
2017-01-20,-2.5587999999999997
2017-01-23,0.9597
2017-01-24,-1.5055
2017-01-25,-0.7878
2017-01-26,-4.2802
2017-01-27,-3.252
2017-01-30,-2.3109
2017-01-31,11.8105
2017-02-01,2.1313
2017-02-02,-2.2316
2017-02-07,-2.7256
2017-02-08,-6.1856
2017-02-10,5.5381
2017-02-13,-2.0
2017-02-15,2.4464
2017-02-16,-3.1848
2017-02-23,-5.3472
2017-02-24,8.9101
2017-02-27,-2.0484
2017-02-28,0.2471
2017-03-01,1.8371
2017-03-02,-3.1912
2017-03-03,3.0412
2017-03-07,-4.4522
2017-03-08,1.5707
2017-03-09,-10.9278
2017-03-10,-0.5556
2017-03-13,10.568
2017-03-14,-5.2632
2017-03-17,3.7333
2017-03-20,-4.0274
2017-03-21,-1.8039
2017-03-23,-0.2088
2017-03-27,-6.6030999999999995
2017-03-28,10.2405
2017-03-30,-0.4425
2017-03-31,0.0
2017-04-04,0.0
2017-04-18,-6.6667
2017-04-19,2.3810000000000002
2017-04-20,-2.3256
2017-04-24,-2.6189999999999998
2017-04-25,9.5355
2017-04-26,-10.7143
2017-04-28,0.075
2017-05-02,-0.0749
2017-05-03,-12.25
2017-05-04,10.5413
2017-05-05,3.0928
2017-05-08,-5.2906
2017-05-09,-1.2769
2017-05-10,-1.0695000000000001
2017-05-11,-2.1622
2017-05-12,6.5280000000000005
2017-05-15,-0.423
2017-05-16,-3.9063
2017-05-17,0.0
2017-05-19,2.981
2017-05-22,-0.5263
2017-05-24,1.8519
2017-05-25,-3.8961
2017-05-31,-5.6757
2017-06-01,-1.1497
2017-06-06,-4.0545
2017-06-07,-0.3021
2017-06-08,-1.8424
2017-06-09,0.9509
2017-06-12,-1.5046
2017-06-13,-0.3353
2017-06-14,2.8037
2017-06-16,0.0
2017-06-19,3.0303
2017-06-20,-0.2706
2017-06-21,-2.6778
2017-06-22,3.9394
2017-06-23,0.5831
2017-06-26,5.2174
2017-06-27,-1.1019
2017-06-28,3.0641
2017-06-29,5.4054
2017-06-30,-2.0513
2017-07-05,3.9267
2017-07-06,-5.5416
2017-07-07,5.3333
2017-07-10,0.0
