ticker,PWON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-12,400.0
2010-11-04,-43.6364
2010-11-22,-38.7097
2010-11-24,5.2632
2010-12-08,15.0
2010-12-15,117.3913
2010-12-16,-10.0
2010-12-17,0.0
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-05,0.0
2011-01-06,4.4444
2011-01-07,0.0
2011-01-10,-6.383
2011-01-11,6.8182
2011-01-12,0.0
2011-01-13,-1.0638
2011-01-14,0.0
2011-01-19,0.0
2011-01-20,-12.9032
2011-01-21,-13.5802
2011-01-24,28.5714
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,-22.2222
2011-01-31,28.5714
2011-02-01,-22.2222
2011-02-02,28.5714
2011-02-03,-31.1111
2011-02-04,58.0645
2011-02-10,-13.2653
2011-02-11,0.0
2011-02-17,0.0
2011-02-18,-2.3529
2011-02-22,-27.7108
2011-02-23,41.6667
2011-02-25,0.0
2011-02-28,-1.1764999999999999
2011-03-02,0.0
2011-03-04,0.0
2011-03-07,-11.9048
2011-03-08,13.5135
2011-03-10,-9.5238
2011-03-11,2.6316
2011-03-14,0.0
2011-03-15,-5.1282
2011-03-18,21.6216
2011-03-21,0.0
2011-03-23,-8.8889
2011-03-24,-9.7561
2011-03-25,32.4324
2011-03-28,-8.1633
2011-03-30,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-11,-2.2222
2011-04-15,-2.2727
2011-04-20,4.6512
2011-04-26,-15.5556
2011-04-28,5.2632
2011-04-29,5.0
2011-05-02,2.3810000000000002
2011-05-03,-30.2326
2011-05-04,6.6667
2011-05-06,6.25
2011-05-12,17.647100000000002
2011-05-13,7.5
2011-05-17,4.6512
2011-05-18,-15.5556
2011-05-19,18.4211
2011-05-20,17.7778
2011-05-23,9.434
2011-05-24,12.069
2011-05-25,15.3846
2011-05-26,0.0
2011-05-27,1.3333
2011-05-31,64.4737
2011-06-01,20.0
2011-06-02,-6.6667
2011-06-03,0.0
2011-06-06,-27.8571
2011-06-07,9.901
2011-06-08,21.6216
2011-06-09,9.6296
2011-06-10,0.0
2011-06-13,-31.7568
2011-06-14,38.6139
2011-06-15,-27.1429
2011-06-16,22.549
2011-06-17,12.0
2011-06-20,42.8571
2011-06-21,0.0
2011-06-22,-7.5
2011-06-23,-4.3243
