ticker,TWOH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-05-19,20.7547
2011-05-20,-18.75
2011-05-23,1.9231
2011-05-24,0.0
2011-05-25,-5.6604
2011-05-26,-18.0
2011-05-27,0.0
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,21.9512
2011-06-07,22.0
2011-06-08,16.3934
2011-06-09,-4.2254
2011-06-10,4.4118
2011-06-13,-0.7042
2011-06-16,-19.1489
2011-06-17,-2.6316
2011-06-20,8.1081
2011-06-22,0.0
2011-06-23,-23.3333
2011-06-24,-10.8696
2011-06-27,41.4634
2011-06-29,-44.8276
2011-07-01,9.375
2011-07-05,0.0
2011-07-06,0.0
2011-07-07,28.5714
2011-07-08,-36.6667
2011-07-11,8.7719
2011-07-12,25.8065
2011-07-14,2.5641
2011-07-15,0.0
2011-07-18,37.5
2011-07-21,-36.3636
2011-07-25,-14.2857
2011-07-26,-16.5
2011-07-27,-20.1597
2011-07-28,-22.5
2011-07-29,-3.2258
2011-08-01,-28.6667
2011-08-02,-5.6075
2011-08-03,-0.9901
2011-08-05,0.0
2011-08-09,20.0
2011-08-11,-25.0
2011-08-12,0.0
2011-08-19,-14.4444
2011-08-29,29.8701
2011-09-20,-10.0
2011-09-21,33.3333
2011-09-27,-16.6667
2011-09-28,5.0
2011-10-10,-4.7619
2011-10-28,30.0
2011-10-31,-23.0769
2011-11-01,0.0
2011-11-02,0.0
2011-11-08,20.0
2011-11-09,-4.1667
2011-11-16,-8.6957
2011-11-18,-4.7619
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.0
2011-11-25,0.0
2011-11-29,0.0
2011-11-30,20.0
2011-12-02,-12.5
2011-12-05,4.7619
2011-12-06,0.0
2011-12-07,9.0909
2011-12-12,8.3333
2011-12-13,5.7692
2011-12-14,10.9091
2011-12-15,1.3115
2011-12-16,3.5599
2011-12-19,3.125
2011-12-20,-45.4545
2011-12-21,-11.1111
2011-12-22,-37.5
2011-12-23,40.0
2011-12-27,0.0
2011-12-28,-28.5714
2011-12-29,-57.375
2011-12-30,3.2258
2012-01-03,81.8182
2012-01-06,-47.5
2012-01-09,-61.9048
2012-01-10,-41.4063
2012-01-11,36.0
2012-01-12,-21.5686
2012-01-17,-30.0
2012-01-18,14.2857
2012-01-19,75.0
2012-01-20,0.0
2012-01-23,-4.4643
2012-01-24,-10.2804
2012-01-25,-16.6667
2012-01-27,-30.0
2012-01-31,0.0
2012-02-01,3.5714
2012-02-02,-6.8966
2012-02-06,-11.1111
