ticker,IGIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-11,-0.1045
2018-04-12,-0.1046
2018-04-13,0.0
2018-04-19,0.3141
2018-04-24,0.0
2018-04-30,0.0
2018-05-07,0.6221
2018-05-09,-0.2033
2018-05-11,-0.4158
2018-05-14,0.1044
2018-05-15,-0.1043
2018-05-18,0.3956
2018-05-21,-0.1861
2018-05-22,-0.1042
2018-05-23,0.1043
2018-05-24,-0.1042
2018-05-31,-0.1043
2018-06-01,0.4175
2018-06-05,0.2079
2018-06-06,0.0
2018-06-07,0.1037
2018-06-12,-0.4145
2018-06-21,-0.1041
2018-06-22,0.0
2018-06-26,0.0
2018-06-28,0.1042
2018-07-03,0.0
2018-07-17,0.4162
2018-07-19,-0.7254
2018-07-26,-0.2088
2018-07-27,0.0
2018-08-01,0.2092
2018-08-06,0.1044
2018-08-07,0.1043
2018-08-13,0.3125
2018-08-15,0.0
2018-08-20,-0.3115
2018-08-21,0.2083
2018-08-22,0.0
2018-08-23,0.3119
2018-08-24,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.2073
2018-08-31,0.8273
2018-09-05,-0.4103
2018-09-06,-0.103
2018-09-07,0.0
2018-09-10,-0.5155
2018-09-12,0.5181
2018-09-14,-0.5155
2018-09-17,-0.1036
2018-09-18,0.0
2018-09-21,0.3112
2018-09-24,0.0
2018-09-25,0.0
2018-10-03,0.3102
2018-10-04,0.0
2018-10-08,0.0
2018-10-09,-0.3093
2018-10-12,-1.758
2018-10-15,1.3684
2018-10-18,0.2077
2018-10-30,0.1036
2018-11-01,-1.1387
2018-11-06,1.0471
2018-11-07,0.0
2018-11-12,0.2073
2018-11-16,1.3444
2018-11-19,-0.4082
2018-11-20,0.1025
2018-11-21,0.3071
2018-11-23,-1.1224
2018-11-27,0.516
2018-11-29,-0.924
2018-11-30,0.7254
2018-12-06,0.6173
2018-12-10,0.2045
2018-12-11,-0.2959
2018-12-12,0.0921
2018-12-13,-0.1022
2018-12-14,0.0
2018-12-17,0.3071
2018-12-18,-0.102
2018-12-21,-0.2053
2018-12-24,0.2057
2018-12-31,0.1021
2019-01-02,0.102
2019-01-03,0.0
2019-01-04,-0.1019
2019-01-07,0.0
2019-01-08,0.2041
2019-01-09,0.3055
2019-01-10,0.0
2019-01-11,0.0
2019-01-15,0.1015
2019-01-16,0.2028
2019-01-18,0.2024
2019-01-22,-0.101
2019-01-24,0.3033
2019-01-25,0.1008
2019-01-29,0.1007
