ticker,IGIC US Equity
2019-01-30,0.2344
2019-01-31,-0.1335
2019-02-04,0.3015
2019-02-06,0.2004
2019-02-07,0.7
2019-02-08,-0.6951
2019-02-11,-0.2
2019-02-14,-0.1002
2019-02-15,0.0
2019-02-19,0.3009
2019-02-21,-0.4
2019-02-22,0.3012
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0991
2019-03-01,0.001
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.2
2019-03-07,-0.0998
2019-03-11,0.0
2019-03-15,0.1998
2019-03-18,0.1994
2019-03-19,0.0995
2019-03-21,-0.1988
2019-03-22,0.1992
2019-03-26,0.0
2019-03-27,0.0994
2019-03-29,0.0993
2019-04-01,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-05,0.0
2019-04-09,-0.0992
2019-04-10,0.0
2019-04-11,0.0993
2019-04-12,-0.0992
2019-04-16,-0.1986
2019-04-18,0.199
2019-04-22,0.0993
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,-0.496
2019-05-01,0.6999
2019-05-06,-0.002
2019-05-07,0.297
2019-05-09,0.1974
2019-05-10,-0.2956
2019-05-28,-0.2964
2019-05-29,0.0991
2019-06-04,0.0
2019-06-07,0.198
2019-06-10,0.0988
2019-06-11,0.1974
2019-06-13,0.5911
2019-06-14,-0.2938
2019-06-17,0.2947
2019-06-19,0.0
2019-06-20,0.0979
2019-06-25,0.7828
2019-06-26,-0.9709
2019-07-02,0.0
2019-07-05,0.098
2019-07-11,0.3918
2019-07-12,-0.2439
2019-07-15,0.0489
2019-07-16,-0.0978
2019-07-17,0.0
2019-07-18,0.2935
2019-07-19,0.3902
2019-07-22,-0.4859
2019-07-23,-0.1953
2019-07-24,-0.0978
2019-07-25,0.1959
2019-07-26,0.0
2019-07-29,-0.1955
2019-07-31,-0.0979
2019-08-01,0.4902
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,-0.1951
2019-08-13,0.6843
2019-08-14,-0.8252
2019-08-15,1.1258
2019-08-16,0.0
2019-08-19,0.0
2019-08-20,0.1936
2019-08-21,-1.1594
2019-08-22,0.9775
2019-08-23,-0.2904
2019-08-26,0.0
2019-08-27,-0.4854
2019-08-28,0.3902
2019-08-29,-0.2915
2019-08-30,0.1852
2019-09-03,0.4962
2019-09-04,-1.0649
2019-09-05,1.0763
2019-09-06,-1.0649
2019-09-09,0.7828
2019-09-10,-0.0971
2019-09-11,0.3887
2019-09-12,-0.2904
2019-09-13,-0.0971
2019-09-17,-0.4859
2019-09-18,0.5859
2019-09-20,0.0
2019-09-24,-0.5825
2019-09-25,0.0
2019-09-26,0.0
2019-10-02,0.0
2019-10-03,0.293
2019-10-04,0.0
2019-10-07,-0.0974
2019-10-08,0.2924
2019-10-09,-0.2915
2019-10-11,1.0721
2019-10-14,-0.0964
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-0.1226
2019-10-22,-0.2638
2019-10-23,0.2907
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0966
2019-10-29,0.0965
2019-10-30,0.0964
2019-10-31,-0.289
2019-11-01,0.1932
2019-11-04,0.1929
2019-11-05,0.0962
2019-11-06,-0.0673
2019-11-07,0.0298
2019-11-08,-0.1549
2019-11-11,-0.0963
2019-11-12,0.2893
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,-0.1442
2019-11-20,0.6259
2019-11-21,-0.5742
2019-11-22,-0.0962
2019-11-25,0.4817
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,-0.5753
2019-12-04,0.2893
2019-12-06,0.2885
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0959
2019-12-12,0.3831
2019-12-13,-0.2863
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.4785
2019-12-19,-0.1905
2019-12-20,0.0954
2019-12-23,0.0
2019-12-24,0.0953
2019-12-26,0.0
2020-01-03,0.4762
2020-01-06,0.0
2020-01-07,0.0948
2020-01-08,0.1894
2020-01-09,0.189
2020-01-10,0.0943
2020-01-13,-0.3299
2020-01-14,0.2364
2020-01-15,0.0
2020-01-16,-0.6604
2020-01-17,0.4748
2020-01-21,-1.2287
2020-01-22,0.2871
2020-01-23,-0.2863
2020-01-24,0.6699
2020-01-27,-0.6654
2020-01-28,0.9569
2020-01-29,0.0
2020-01-30,0.3791
2020-01-31,-0.8499
2020-02-03,-0.9524
2020-02-04,1.7308
2020-02-05,0.189
2020-02-06,-0.283
2020-02-07,-0.6623
2020-02-10,0.9524
2020-02-11,0.0
2020-02-12,-1.4151
2020-02-13,0.1914
2020-02-14,-0.191
2020-02-18,0.0
2020-02-19,0.9569
2020-02-20,-0.7583
2020-02-21,0.2856
2020-02-24,0.2867
2020-02-25,-0.6648
2020-02-26,0.8604
2020-02-27,-0.7583
2020-02-28,-1.1461000000000001
2020-03-02,0.9662
2020-03-03,-0.3828
2020-03-04,-0.0961
2020-03-05,0.0
2020-03-06,-0.0962
2020-03-09,0.0962
2020-03-10,-0.2885
2020-03-11,7.4253
2020-03-12,-28.0969
2020-03-13,10.2372
2020-03-16,-18.7995
2020-03-17,16.0391
2020-03-19,-9.8558
2020-03-20,-10.2667
2020-03-23,2.9718
2020-03-24,1.0101
2020-03-25,-10.0843
2020-03-26,6.9254999999999995
2020-03-27,0.2972
2020-03-30,22.6667
2020-03-31,-3.3816
2020-04-01,-11.25
2020-04-02,3.5211
2020-04-03,-8.1633
2020-04-06,-11.1111
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,-1.8333
2020-04-13,3.4805
2020-04-14,0.082
2020-04-15,-1.6393
2020-04-16,0.0
2020-04-17,10.0
2020-04-20,0.9848
2020-04-21,-9.9775
2020-04-22,1.5
2020-04-23,12.9721
2020-04-24,-0.436
2020-04-27,5.5474
2020-04-28,2.213
2020-04-29,4.8713999999999995
2020-04-30,-14.1935
2020-05-01,3.4586
2020-05-04,-12.7907
2020-05-05,29.0
2020-05-06,-9.5607
2020-05-07,5.7143
2020-05-08,0.0
2020-05-11,-10.675699999999999
2020-05-12,0.1513
2020-05-13,3.9275
2020-05-14,-7.8488
2020-05-15,5.0473
2020-05-18,-7.958
2020-05-19,-0.9788
2020-05-20,-5.2718
2020-05-21,5.2174
2020-05-22,-1.9835
2020-05-26,-0.5059
2020-05-27,-4.2373
2020-05-28,-2.6549
2020-05-29,7.0909
2020-06-01,-2.3769
2020-06-02,-1.913
2020-06-03,5.4965
2020-06-04,-0.8403
2020-06-05,1.0169
2020-06-08,0.3356
2020-06-09,0.0
2020-06-10,6.5217
2020-06-11,5.1805
2020-06-12,3.7313
2020-06-15,-5.4676
2020-06-16,1.6743000000000001
2020-06-17,3.1437
2020-06-18,-0.7257
2020-06-19,2.3392
2020-06-22,-0.2857
2020-06-23,-2.5788
2020-06-24,-1.1764999999999999
2020-06-25,-3.5714
2020-06-26,-3.5494
2020-06-29,3.52
2020-06-30,6.6461
2020-07-01,-3.6231999999999998
2020-07-02,-6.015
2020-07-06,3.2
2020-07-07,-2.3256
2020-07-08,0.7937
2020-07-09,-1.4173
2020-07-10,-0.639
2020-07-13,4.9839
2020-07-14,7.1975
2020-07-15,0.0
2020-07-16,-3.5714
2020-07-17,1.4815
2020-07-20,1.4599
2020-07-21,-1.4388
2020-07-22,-0.7299
2020-07-23,-1.4706000000000001
2020-07-24,-1.0448
2020-07-27,-1.9607999999999999
2020-07-28,3.0769
2020-07-29,-2.8358
2020-07-30,6.6052
2020-07-31,-6.3401
