ticker,OTCM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-17,148.75
2009-09-18,-4.2211
2009-09-21,-21.0526
2009-09-23,-26.6667
2009-09-25,13.6364
2009-10-02,-4.0
2009-10-05,-13.3333
2009-10-07,15.3846
2009-10-09,0.0
2009-10-14,0.0
2009-10-16,-3.5
2009-10-22,-0.6908
2009-10-23,0.0
2009-10-29,-4.3478
2009-10-30,-9.0909
2009-11-04,-10.0
2009-11-05,-5.5556
2009-11-09,17.647100000000002
2009-11-10,-1.0
2009-11-11,-9.0909
2009-11-12,10.0
2009-11-17,0.0
2009-11-18,-3.0303
2009-11-23,-6.0417
2009-11-25,-0.2217
2009-11-27,3.3333
2009-11-30,2.1505
2009-12-01,-5.2632
2009-12-02,5.5556
2009-12-04,0.0
2009-12-07,0.0
2009-12-10,0.0
2009-12-16,-3.1579
2009-12-17,-2.1739
2009-12-22,0.8969
2009-12-23,2.2222
2009-12-28,3.2609
2010-01-04,-3.1579
2010-01-07,15.2174
2010-01-08,3.7736
2010-01-11,0.0
2010-01-13,3.6364
2010-01-19,0.0
2010-01-20,-7.0175
2010-01-21,0.9434
2010-01-26,1.8692
2010-01-27,-4.5872
2010-01-28,-3.8462
2010-02-03,4.0
2010-02-10,-24.5192
2010-02-12,23.5669
2010-02-18,0.0
2010-02-19,2.0619
2010-02-22,0.404
2010-02-23,0.0
2010-03-09,5.6338
2010-03-11,1.9048
2010-03-12,0.0
2010-03-15,2.8037
2010-03-16,-0.9091
2010-03-17,1.8349
2010-03-18,13.3333
2010-03-22,-0.8
2010-03-29,-4.0323
2010-03-30,-1.6806999999999999
2010-04-01,17.9487
2010-04-05,-0.1449
2010-04-06,-2.0319
2010-04-12,-6.5184999999999995
2010-04-13,4.5959
2010-04-19,0.1515
2010-04-21,0.0
2010-04-26,2.118
2010-04-27,-3.5556
2010-04-29,0.0
2010-05-05,3.6866
2010-05-06,-3.5556
2010-05-07,0.0
2010-05-10,0.1536
2010-05-12,3.5276
2010-05-14,-0.1481
2010-05-17,0.1484
2010-05-18,0.0
2010-05-20,-3.5556
2010-05-21,-2.9186
2010-05-24,3.0063
2010-05-25,-3.2258
2010-05-26,3.3333
2010-05-27,-0.1536
2010-06-02,0.0
2010-06-10,-5.3846
2010-06-14,0.0
2010-06-15,0.0
2010-06-18,0.6504
2010-06-21,30.0813
2010-06-22,-18.75
2010-06-28,3.8462
2010-06-30,-8.1481
2010-07-14,8.0645
2010-07-15,-2.9851
2010-07-19,-5.3846
