ticker,INDO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-12-20,-9.8131
2019-12-23,-19.0674
2019-12-24,-17.9257
2019-12-26,15.5991
2019-12-27,2.0257
2019-12-30,-5.9524
2019-12-31,2.8129
2020-01-02,-2.8728
2020-01-03,-0.1408
2020-01-06,1.1283
2020-01-07,12.2734
2020-01-08,-11.8012
2020-01-09,7.0423
2020-01-10,4.6053
2020-01-13,-3.1447
2020-01-14,7.7922
2020-01-15,-1.2048
2020-01-16,1.7073
2020-01-17,-0.4796
2020-01-21,-3.6145
2020-01-22,-3.0
2020-01-23,-0.7732
2020-01-24,1.2987
2020-01-27,-3.7179
2020-01-28,-3.0626
2020-01-29,4.3956
2020-01-30,-7.8947
2020-01-31,-1.4285999999999999
2020-02-03,-0.4348
2020-02-04,-3.8574
2020-02-05,7.4943
2020-02-06,-7.0423
2020-02-07,-1.5152
2020-02-10,-0.2877
2020-02-11,5.6887
2020-02-12,7.1825
2020-02-13,-0.9807
2020-02-14,0.9629
2020-02-18,-4.4959
2020-02-19,1.5692
2020-02-20,-8.7079
2020-02-21,2.1185
2020-02-25,1.9931999999999999
2020-02-26,-5.2806
2020-02-27,-6.4327
2020-02-28,-11.6667
2020-03-02,-0.566
2020-03-03,-7.0209
2020-03-04,8.5714
2020-03-05,-6.0865
2020-03-09,-11.9331
2020-03-10,-22.7273
2020-03-11,-11.7647
2020-03-12,-10.3333
2020-03-13,1.487
2020-03-16,-34.9267
2020-03-17,-12.1193
2020-03-18,-0.7174
2020-03-19,29.0323
2020-03-20,-22.5
2020-03-23,47.3548
2020-03-24,83.4501
2020-03-25,-10.5036
2020-03-26,-5.8642
2020-03-27,3.1133
2020-03-30,-3.0193
2020-03-31,2.0028
2020-04-01,-1.5274999999999999
2020-04-02,-0.1608
2020-04-03,-2.8249
2020-04-06,1.7442
2020-04-07,0.0
2020-04-08,4.1571
2020-04-09,-3.9912
2020-04-14,2.8571
2020-04-15,-2.4944
2020-04-16,0.208
2020-04-17,0.0796
2020-04-20,-0.5767
2020-04-21,0.0
2020-04-22,12.857099999999999
2020-04-23,1.2658
2020-04-24,-3.25
2020-04-27,-1.0336
2020-04-28,0.0
2020-04-29,1.2872
2020-05-01,47.4493
2020-05-04,-16.958
2020-05-05,15.1579
2020-05-06,-17.9031
2020-05-07,1.3227
2020-05-08,-1.1011
2020-05-11,7.3022
2020-05-13,0.029
2020-05-14,-9.3168
2020-05-15,-2.968
2020-05-18,13.3647
2020-05-19,-5.77
2020-05-20,-4.4053
2020-05-21,-4.9539
2020-05-22,5.3333
2020-05-26,-11.3924
2020-05-27,0.0
2020-05-29,0.5195
2020-06-01,-0.2584
2020-06-02,0.0
2020-06-03,0.2565
2020-06-04,6.4627
2020-06-05,23.7864
2020-06-08,16.4706
2020-06-09,-11.7845
2020-06-10,-7.6336
2020-06-11,-9.7107
2020-06-12,3.8902
2020-06-15,5.9471
2020-06-16,6.447
2020-06-17,-4.2011
2020-06-18,28.8481
2020-06-19,-4.4462
2020-06-22,-0.6458
2020-06-23,-4.6667
2020-06-24,-6.1189
2020-06-25,5.7728
2020-06-26,-7.0423
2020-06-29,-6.5739
2020-06-30,-4.3159
2020-07-01,-10.3242
2020-07-02,-3.1351
2020-07-06,2.439
2020-07-07,1.1905000000000001
2020-07-08,3.0588
2020-07-09,-4.1096
2020-07-10,-3.331
2020-07-13,31.0288
2020-07-14,5.4061
2020-07-15,-10.8337
2020-07-16,-4.0
2020-07-17,-0.5208
2020-07-20,-4.0838
2020-07-21,-0.8297
2020-07-22,23.2937
2020-07-23,-11.3375
2020-07-24,-0.7935
2020-07-27,-8.6424
2020-07-28,3.4378
2020-07-29,10.6409
2020-07-30,-5.9417
2020-07-31,-3.0801
