ticker,LYBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-04,66.6667
2002-04-25,48.0
2002-05-16,-32.4324
2002-05-23,48.0
2002-06-04,0.0
2002-06-05,8.1081
2002-06-06,2.5
2002-06-10,9.7561
2002-10-29,-8.7556
2002-11-21,3.5071
2003-03-31,8.2353
2003-06-18,11.9565
2003-06-23,-2.9126
2003-06-24,3.0
2003-06-25,1.9417
2003-08-22,0.0
2003-08-26,0.9524
2003-08-28,3.3019
2003-10-03,-3.1963
2003-10-08,0.0
2003-10-09,0.9434
2003-10-17,4.6729
2003-10-22,-0.8929
2003-12-05,0.9009
2004-01-28,7.1429
2004-02-13,16.6667
2004-03-09,2.8571
2004-04-28,-13.4803
2004-05-10,2.4194
2004-06-04,-3.1496
2004-06-14,0.0
2004-06-17,-0.813
2004-06-23,0.0
2004-07-12,5.5409
2004-07-30,-2.1875
2004-08-26,3.8339
2004-10-18,10.6469
2004-11-05,-6.2937
2004-11-18,7.4627
2004-11-19,0.0
2004-12-27,-2.7778
2004-12-28,0.0
2004-12-29,0.5714
2005-01-11,3.5714
2005-01-12,-3.4483
2005-01-28,3.5714
2005-05-19,1.97
2005-05-23,-0.6803
2005-06-02,-1.3699
2005-06-03,2.7778
2005-06-08,-1.0811
2005-06-09,6.1475
2005-07-08,3.5465
2005-09-02,-2.5
2005-10-05,-0.6964
2005-10-06,1.2987
2005-10-21,-1.9231
2005-11-21,4.5752
2005-11-23,-5.0
2005-12-01,0.0
2005-12-07,-5.1316
2005-12-08,2.6352
2005-12-13,0.0
2005-12-14,-0.6757
2005-12-20,-0.2721
2005-12-21,-0.2729
2005-12-22,-0.4104
2006-01-13,-0.3042
2006-01-19,-0.6935
2006-01-23,0.5587
2006-01-24,0.0
2006-01-25,0.0
2006-02-07,-1.75
2006-02-08,-0.622
2006-02-13,0.0
2006-03-02,4.9787
2006-03-07,-4.4715
2006-03-08,4.9645
2006-04-04,-2.7343
2006-04-07,-2.0979
2006-04-10,0.0
2006-04-21,8.5714
2006-04-24,-12.8947
2006-04-25,12.9909
2006-05-02,-2.4064
2006-05-15,-0.6849
2006-05-16,0.0
2006-05-18,0.0
2006-05-24,-0.6897
2006-06-01,-1.3889
2006-06-02,-1.4085
2006-06-06,-8.5714
2006-06-08,3.125
2006-06-28,0.0
2006-07-14,-3.8167999999999997
2006-07-25,-1.5873
2006-07-26,-2.4194
2006-08-14,1.157
2006-08-15,-8.4967
2006-08-17,6.0714
2006-09-08,1.6835
