ticker,AMTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-28,1.5873
2006-06-29,0.0
2006-06-30,12.5
2006-07-03,0.0
2006-07-05,-2.7778
2006-07-06,-2.8571
2006-07-07,-5.8824
2006-07-10,3.125
2006-07-11,6.0606
2006-07-12,31.4286
2006-07-13,-1.087
2006-07-14,-2.1978
2006-07-17,-14.6067
2006-07-18,5.2632
2006-07-19,0.0
2006-07-20,0.0
2006-07-21,10.0
2006-07-24,0.0
2006-07-25,-3.3636
2006-07-26,0.1881
2006-07-27,2.1127
2006-07-28,-1.1494
2006-07-31,2.3256
2006-08-01,4.1364
2006-08-02,4.7577
2006-08-03,-4.1667
2006-08-04,-4.3478
2006-08-07,-2.2727
2006-08-08,-6.9767
2006-08-09,-10.0
2006-08-10,5.5556
2006-08-11,0.0
2006-08-14,0.0
2006-08-15,-5.2632
2006-08-16,5.5556
2006-08-17,-5.2632
2006-08-18,11.1111
2006-08-21,-5.0
2006-08-22,-2.6316
2006-08-23,-2.7027
2006-08-24,-5.5556
2006-08-25,1.4706000000000001
2006-08-28,-4.3478
2006-08-29,3.0303
2006-08-30,0.0
2006-08-31,17.647100000000002
2006-09-01,-2.5
2006-09-05,-5.1282
2006-09-06,2.7027
2006-09-07,-5.2632
2006-09-11,-4.1667
2006-09-12,1.4493
2006-09-13,-1.4285999999999999
2006-09-14,-2.8986
2006-09-15,2.9851
2006-09-18,-4.3478
2006-09-19,1.5152
2006-09-20,-10.4478
2006-09-21,-3.3333
2006-09-22,6.8966
2006-09-25,-1.6129
2006-09-26,-3.2787
2006-09-27,15.2542
2006-09-28,-5.8824
2006-09-29,1.5625
2006-10-02,-4.6154
2006-10-03,0.0
2006-10-06,-3.2258
2006-10-09,7.6667
2006-10-10,-7.1207
2006-10-11,1.6667
2006-10-12,-1.6393
2006-10-13,3.3333
2006-10-16,0.0
2006-10-17,-3.2258
2006-10-18,0.0
2006-10-19,3.3333
2006-10-20,0.0
2006-10-23,-6.3871
2006-10-24,10.2688
2006-10-25,-1.5625
2006-10-26,1.5873
2006-10-31,-3.125
2006-11-01,0.0
2006-11-02,-6.4516
2006-11-03,3.4483
2006-11-06,0.0
2006-11-07,-2.0
2006-11-08,5.4422
2006-11-09,-3.2258
2006-11-10,-3.1333
2006-11-13,3.9229000000000003
2006-11-14,2.649
2006-11-15,-14.5161
2006-11-16,-7.5472
2006-11-17,14.2857
2006-11-20,-10.7143
2006-11-21,11.92
2006-11-22,0.0
2006-11-27,-8.5061
