ticker,HBCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-03,14.9
2008-10-06,0.087
2008-10-07,-5.0435
2008-10-08,-0.1832
2008-10-09,-5.0459
2008-10-10,-0.9662
2008-10-13,5.9512
2008-10-14,0.3683
2008-10-15,-5.3211
2008-10-16,-0.0969
2008-10-17,1.1649
2008-10-20,0.1908
2008-10-21,0.9569
2008-10-22,-0.9479
2008-10-23,-0.9569
2008-10-24,-1.0628
2008-10-27,0.4883
2008-10-28,-0.6803
2008-10-29,-0.2935
2008-10-30,0.4907
2008-10-31,0.6836
2008-11-03,0.388
2008-11-04,-0.4831
2008-11-05,0.0971
2008-11-06,-1.2609
2008-11-07,1.1788
2008-11-10,0.0
2008-11-11,-0.0012
2008-11-12,-1.9405999999999999
2008-11-13,1.4851
2008-11-14,-1.3756
2008-11-17,1.3948
2008-11-18,-1.0744
2008-11-19,-1.3795
2008-11-20,-0.9
2008-11-21,0.1009
2008-11-24,-0.7056
2008-11-25,-0.5076
2008-11-26,1.0204
2008-11-28,-1.0101
2008-12-01,0.3776
2008-12-02,0.1322
2008-12-03,0.5076
2008-12-04,-1.0114
2008-12-05,0.0013
2008-12-08,0.5102
2008-12-09,-1.8274
2008-12-10,0.3102
2008-12-11,1.9575
2008-12-12,-1.5154
2008-12-15,-0.4107
2008-12-16,0.3093
2008-12-18,0.1028
2008-12-19,-1.7454
2008-12-22,0.418
2008-12-23,-1.1446
2008-12-24,1.3684
2008-12-26,-0.0013
2008-12-29,-0.3102
2008-12-30,1.5625
2008-12-31,0.0
2009-01-02,0.0
2009-01-05,1.0256
2009-01-06,-0.5089
2009-01-07,-0.102
2009-01-08,1.0227
2009-01-09,-1.0124
2009-01-12,-1.9395
2009-01-13,-0.5208
2009-01-14,-0.5236
2009-01-15,2.3158
2009-01-16,-2.0576
2009-01-20,2.0083
2009-01-21,-1.7628
2009-01-22,0.9434
2009-01-23,-2.2949
2009-01-26,0.7546
2009-01-28,0.0
2009-01-29,-0.0013
2009-01-30,-4.8511
2009-02-02,0.1109
2009-02-03,2.7685
2009-02-04,4.4181
2009-02-05,-0.4128
2009-02-06,0.4145
2009-02-10,-2.3736
2009-02-11,0.4228
2009-02-12,1.0526
2009-02-13,3.0208
2009-02-17,-2.6289
2009-02-18,-1.3498999999999999
2009-02-19,0.9474
2009-02-20,1.6684
2009-02-23,-3.5897
2009-02-24,1.0638
2009-02-25,-2.1053
2009-02-26,0.1075
2009-02-27,0.5371
2009-03-02,-0.1068
