ticker,FLIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.4255
2000-01-04,-0.4237
2000-01-05,1.583
2000-01-06,0.8475
2000-01-07,-0.4202
2000-01-10,0.4219
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.2101
2000-01-18,0.4193
2000-01-25,0.2088
2000-01-27,0.0
2000-01-28,0.8333
2000-01-31,0.0
2000-02-01,-0.4132
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,0.8299
2000-02-11,0.2058
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,1.0267
2000-02-23,-0.4065
2000-02-24,0.6122
2000-02-25,0.0
2000-03-01,0.0
2000-03-03,7.9108
2000-03-06,-2.2556
2000-03-10,0.0
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,0.0
2000-03-20,0.0
2000-03-21,1.5385
2000-03-23,0.0
2000-03-24,-0.7576
2000-03-28,-0.7634
2000-03-29,-0.3846
2000-03-31,0.0
2000-04-03,-1.1583
2000-04-04,-1.5625
2000-04-05,-0.7937
2000-04-06,-1.2
2000-04-10,-0.2024
2000-04-12,2.4341
2000-04-13,-1.7822
2000-04-14,-4.0323
2000-04-17,0.8403
2000-04-19,-0.4167
2000-04-20,0.0
2000-04-25,0.6276
2000-04-26,1.4553
2000-04-27,2.0492
2000-05-01,-1.4056
2000-05-02,0.2037
2000-05-04,0.4065
2000-05-09,0.8097
2000-05-10,-0.4016
2000-05-11,0.6048
2000-05-15,-0.4008
2000-05-16,-0.2012
2000-05-18,0.4032
2000-05-19,-0.4016
2000-05-22,1.2097
2000-05-23,-1.1952
2000-05-24,1.0081
2000-05-25,-0.7984
2000-05-26,-0.2012
2000-05-30,0.2016
2000-05-31,1.6097000000000001
2000-06-01,3.7624
2000-06-02,-1.3359
2000-06-05,0.0
2000-06-07,0.0
2000-06-08,4.4487
2000-06-09,-1.1111
2000-06-13,2.2472
2000-06-14,0.3663
2000-06-15,-0.0456
2000-06-27,-0.6846
2000-06-29,-0.3676
2000-07-06,0.2684
2000-07-11,0.8364
2000-07-13,0.0
2000-07-14,0.8295
2000-07-17,-1.6453
2000-07-18,0.7435
2000-07-20,1.6604999999999999
2000-07-24,-0.9074
2000-07-25,1.0989
2000-07-27,-0.9058
2000-07-28,0.1828
2000-07-31,1.4599
2000-08-07,-0.3597
2000-08-08,0.0
2000-08-10,1.444
2000-08-11,0.0
2000-08-28,-1.0676
2000-08-29,0.0
2000-08-31,1.4388
2000-09-01,-1.0638
