ticker,OCCI US Equity
2019-03-01,-0.59
2019-03-04,0.0059
2019-03-05,1.2995999999999999
2019-03-06,-0.8202
2019-03-07,0.7088
2019-03-08,0.6158
2019-03-11,-0.1481
2019-03-12,-0.7566
2019-03-13,0.0
2019-03-14,0.6671
2019-03-15,1.6162999999999998
2019-03-18,-0.115
2019-03-19,-0.5343
2019-03-20,0.7686
2019-03-21,0.1551
2019-03-22,1.2732999999999999
2019-03-25,-0.514
2019-03-26,-0.5741
2019-03-27,1.1555
2019-03-28,-0.4743
2019-03-29,2.4861
2019-04-01,1.2325
2019-04-02,0.9961
2019-04-03,1.0849
2019-04-04,0.2819
2019-04-05,-0.4324
2019-04-08,1.798
2019-04-09,-0.1451
2019-04-10,0.5127
2019-04-11,-2.2317
2019-04-12,0.375
2019-04-15,1.0883
2019-04-16,-0.3214
2019-04-17,0.9807
2019-04-18,-0.1362
2019-04-22,-0.5323
2019-04-23,-0.9189
2019-04-24,-0.3273
2019-04-25,-0.3284
2019-04-26,-0.0192
2019-04-29,0.2669
2019-04-30,-0.3725
2019-05-01,-0.6109
2019-05-02,1.0224
2019-05-03,-0.5246
2019-05-06,-1.4588
2019-05-07,0.6145
2019-05-08,1.2765
2019-05-09,-1.3591
2019-05-10,0.9615
2019-05-13,0.3738
2019-05-14,-0.6192
2019-05-15,0.0
2019-05-16,0.1623
2019-05-17,0.2237
2019-05-20,-0.2199
2019-05-21,0.2204
2019-05-22,2.1292
2019-05-23,-1.2634
2019-05-24,-1.0762
2019-05-28,-1.0011
2019-05-29,0.823
2019-05-30,-2.488
2019-05-31,0.0
2019-06-03,-0.2857
2019-06-04,0.6877
2019-06-05,0.7399
2019-06-06,1.0814
2019-06-07,-0.5109
2019-06-10,0.5618
2019-06-11,1.0559
2019-06-12,0.1553
2019-06-13,0.4416
2019-06-14,0.122
2019-06-17,0.9918
2019-06-18,-0.487
2019-06-19,0.9262
2019-06-20,-0.4762
2019-06-21,-1.1248
2019-06-24,-1.0544
2019-06-25,-0.6848
2019-06-26,-0.6093
2019-06-27,0.9091
2019-06-28,1.0135
2019-07-01,0.5017
2019-07-02,-1.7748
2019-07-03,0.3653
2019-07-05,0.4473
2019-07-08,-2.992
2019-07-09,-0.1155
2019-07-10,1.2618
2019-07-11,1.3226
2019-07-12,0.2817
2019-07-15,-1.4287
2019-07-16,0.1955
2019-07-17,1.1661
2019-07-18,-0.0281
2019-07-19,-3.2058
2019-07-22,-0.0808
2019-07-23,0.4705
2019-07-24,0.1169
2019-07-25,0.4086
2019-07-26,0.4942
2019-07-29,0.0289
2019-07-30,-1.6831
2019-07-31,0.0059
2019-08-01,-1.0065
2019-08-02,-1.271
2019-08-05,0.8125
2019-08-06,-1.0149
2019-08-07,1.0253
2019-08-08,0.2985
2019-08-09,-1.0714
2019-08-12,0.1805
2019-08-13,-0.1802
2019-08-14,-0.722
2019-08-15,0.2394
2019-08-16,0.2443
2019-08-19,0.0006
2019-08-20,-0.1809
2019-08-21,0.0604
2019-08-22,0.9481
2019-08-23,-0.0773
2019-08-26,0.0593
2019-08-27,-0.1952
2019-08-28,0.7442
2019-08-29,-0.943
2019-08-30,-0.1863
2019-09-03,0.4614
2019-09-04,0.0853
2019-09-05,0.0605
2019-09-06,-0.1208
2019-09-09,0.5445
2019-09-10,0.6023
2019-09-11,0.7709
2019-09-12,1.7271
2019-09-13,1.5461
2019-09-16,-0.0287
2019-09-17,0.6799
2019-09-18,-0.9322
2019-09-19,1.6998
2019-09-20,-1.0465
2019-09-23,0.0676
2019-09-24,0.5199
2019-09-25,-0.2299
2019-09-26,-0.057
2019-09-27,-0.5769
2019-09-30,1.6533
2019-10-01,0.6547
2019-10-02,-1.4163999999999999
2019-10-03,0.5172
2019-10-04,0.0372
2019-10-07,0.0852
2019-10-08,0.603
2019-10-09,-0.1413
2019-10-10,-0.6372
2019-10-11,-0.1716
2019-10-14,-0.8596
2019-10-15,0.6358
2019-10-16,-0.1723
2019-10-17,0.1151
2019-10-18,-0.592
2019-10-21,-0.2139
2019-10-22,-0.0295
2019-10-23,-0.5094
2019-10-24,0.0
2019-10-25,-0.2941
2019-10-28,-0.59
2019-10-29,-1.0089
2019-10-30,1.7548
2019-10-31,-0.3405
2019-11-01,-4.1082
2019-11-04,-0.9864
2019-11-05,1.0585
2019-11-06,2.4646
2019-11-07,0.4209
2019-11-08,-0.118
2019-11-11,-1.5006
2019-11-12,1.0956
2019-11-13,-0.0602
2019-11-14,0.753
2019-11-15,0.2691
2019-11-18,0.6559
2019-11-19,-0.2654
2019-11-20,-0.4966
2019-11-21,0.1098
2019-11-22,0.6386
2019-11-25,-0.8739
2019-11-26,0.9251
2019-11-27,-0.0191
2019-11-29,-0.2226
2019-12-02,-0.9165
2019-12-03,-1.0896
2019-12-04,0.7956
2019-12-05,-0.9107
2019-12-06,-2.5735
2019-12-09,0.0
2019-12-10,-0.1887
2019-12-11,0.3781
2019-12-12,0.0628
2019-12-13,0.3137
2019-12-16,1.1882
2019-12-17,-0.6799
2019-12-18,0.4941
2019-12-19,-0.3059
2019-12-20,0.3106
2019-12-23,-0.3715
2019-12-24,-0.4397
2019-12-26,0.1609
2019-12-27,-0.8535
2019-12-30,-1.3342
2019-12-31,-2.0605
2020-01-02,1.2459
2020-01-03,2.7605
2020-01-06,2.8146
2020-01-07,0.3073
2020-01-08,1.1029
2020-01-09,1.5152
2020-01-10,-0.0597
2020-01-13,0.4182
2020-01-14,0.238
2020-01-15,-0.0012
2020-01-16,0.0012
2020-01-17,2.0772
2020-01-21,-0.2907
2020-01-22,1.1078999999999999
2020-01-23,-0.0588
2020-01-24,-1.7471
2020-01-27,-1.1275
2020-01-28,-1.0192
2020-01-29,-0.5455
2020-01-30,0.3023
2020-01-31,-0.1798
2020-02-03,-0.0067
2020-02-04,0.9197
2020-02-05,0.1206
2020-02-06,-0.1205
2020-02-07,-0.6031
2020-02-10,-0.0607
2020-02-11,0.1821
2020-02-12,-0.0176
2020-02-13,-0.3225
2020-02-14,0.6452
2020-02-18,-0.0604
2020-02-19,0.5441
2020-02-20,0.261
2020-02-21,-0.5455
2020-02-24,-1.323
2020-02-25,-0.1414
2020-02-26,-0.444
2020-02-27,-11.3559
2020-02-28,-1.8928
2020-03-02,11.4286
2020-03-03,-1.7949000000000002
2020-03-04,0.5875
2020-03-05,-0.7138
2020-03-06,0.0
2020-03-09,-10.1307
2020-03-10,3.0545
2020-03-11,-4.7283
2020-03-12,-1.4815
2020-03-13,3.2331
2020-03-16,-19.5921
2020-03-17,-8.4239
2020-03-18,-43.6192
2020-03-19,24.1206
2020-03-20,3.8869
2020-03-23,-9.4776
2020-03-24,2.4691
2020-03-25,21.2349
2020-03-26,11.9255
2020-03-27,-0.6659
2020-03-30,-28.4916
2020-03-31,4.2188
2020-04-01,-12.8936
2020-04-02,-1.5491000000000001
2020-04-03,18.8811
2020-04-06,12.0588
2020-04-07,3.6745
2020-04-08,10.5063
2020-04-09,14.3184
2020-04-13,-1.1022
2020-04-14,-5.1672
2020-04-15,-5.0214
2020-04-16,0.2925
2020-04-17,3.0731
2020-04-20,2.2851
2020-04-21,-2.6596
2020-04-22,-0.8372
2020-04-23,0.8978
2020-04-24,-3.9522
2020-04-27,-7.0145
2020-04-28,4.3641
2020-04-29,1.9713
2020-04-30,-0.1757
2020-05-01,-3.0516
2020-05-04,0.0
2020-05-05,-7.7482
2020-05-06,-1.8373
2020-05-07,-0.4679
2020-05-08,-3.2908
2020-05-11,2.7778
2020-05-12,2.8378
2020-05-13,-2.1025
2020-05-14,2.0134
2020-05-15,2.3684
2020-05-18,4.1131
2020-05-19,11.9753
2020-05-20,-0.1103
2020-05-21,-10.596
2020-05-22,-2.716
2020-05-26,-1.6497000000000002
2020-05-27,15.7419
2020-05-28,4.6823
2020-05-29,0.639
2020-06-01,1.5873
2020-06-02,4.375
2020-06-03,4.2914
2020-06-04,-2.2967
2020-06-05,0.5877
2020-06-08,4.0896
2020-06-09,-0.2339
2020-06-10,0.3282
2020-06-11,-4.486
2020-06-12,3.6204
2020-06-15,-3.2106
2020-06-16,-0.185
2020-06-17,-2.1829
2020-06-18,-0.4211
2020-06-19,0.6342
2020-06-22,0.8403
2020-06-23,-0.8333
2020-06-24,-0.2101
2020-06-25,1.0526
2020-06-26,-2.9167
2020-06-29,-7.4033999999999995
2020-06-30,4.5191
2020-07-01,0.3326
2020-07-02,-1.105
2020-07-06,3.4637000000000002
2020-07-07,0.8272
2020-07-08,0.1435
2020-07-09,-0.7487
2020-07-10,0.2155
2020-07-13,-2.5806
2020-07-14,-0.883
2020-07-15,0.8909
2020-07-16,-0.1104
2020-07-17,-0.9945
2020-07-20,-1.7856999999999998
2020-07-21,2.2727
2020-07-22,-0.5556
2020-07-23,0.4469
2020-07-24,-2.5584
2020-07-27,0.3425
2020-07-28,-1.3652
2020-07-29,1.0381
2020-07-30,-2.0605
2020-07-31,-0.1107
