ticker,KMPR US Equity
2000-05-22,0.9728
2000-05-23,-0.1927
2000-05-24,-0.8687
2000-05-25,-0.8763
2000-05-26,0.3929
2000-05-30,0.7828
2000-05-31,-0.3883
2000-06-01,3.8986
2000-06-02,-2.439
2000-06-05,1.25
2000-06-06,-2.754
2000-06-07,0.7813
2000-06-08,-0.5814
2000-06-09,0.0
2000-06-12,0.5848
2000-06-13,-0.3876
2000-06-14,-0.7782
2000-06-15,-0.8333
2000-06-16,-5.4869
2000-06-19,1.6736
2000-06-20,3.0864
2000-06-21,0.1996
2000-06-22,-0.5976
2000-06-23,1.1022
2000-06-26,-0.4955
2000-06-27,-0.996
2000-06-28,0.2012
2000-06-29,-0.2008
2000-06-30,-5.4326
2000-07-03,1.9149
2000-07-05,0.2088
2000-07-06,-0.625
2000-07-07,1.2579
2000-07-10,-0.207
2000-07-11,0.4149
2000-07-12,0.2066
2000-07-13,1.4433
2000-07-14,-1.8293
2000-07-17,0.0
2000-07-18,-0.4141
2000-07-19,-1.8711
2000-07-20,-1.0593
2000-07-21,-2.3555
2000-07-24,-1.3158
2000-07-25,-1.1111
2000-07-26,2.0225
2000-07-27,-1.5419
2000-07-28,4.4743
2000-07-31,-3.212
2000-08-01,-0.885
2000-08-02,0.8929
2000-08-03,4.4248
2000-08-04,-0.6356
2000-08-07,2.3454
2000-08-08,-0.0521
2000-08-09,-1.6154
2000-08-10,-0.6356
2000-08-11,2.3454
2000-08-14,0.4167
2000-08-15,-2.9046
2000-08-16,1.9231
2000-08-17,0.6289
2000-08-18,0.4167
2000-08-21,-2.3109
2000-08-22,0.8602
2000-08-23,0.2132
2000-08-24,2.1277
2000-08-25,-0.2083
2000-08-28,-0.2088
2000-08-29,0.2092
2000-08-30,0.2088
2000-08-31,1.4583
2000-09-01,1.0267
2000-09-05,-2.439
2000-09-06,1.9271
2000-09-07,-1.6863000000000001
2000-09-08,1.0395
2000-09-11,0.3601
2000-09-12,-0.1538
2000-09-13,-1.0267
2000-09-14,1.2448
2000-09-15,-1.4857
2000-09-18,-1.4041000000000001
2000-09-19,2.9536
2000-09-20,0.8197
2000-09-21,0.6098
2000-09-22,1.0101
2000-09-25,0.6
2000-09-26,-0.5964
2000-09-27,0.8
2000-09-28,0.0
2000-09-29,0.5952
2000-10-02,0.9862
2000-10-03,-1.5625
2000-10-04,-1.1905000000000001
2000-10-05,2.8112
2000-10-06,-0.7813
2000-10-09,-1.5748
2000-10-10,-0.8
2000-10-11,-2.0161
2000-10-12,-1.4403000000000001
2000-10-13,3.5491
2000-10-16,0.0
2000-10-17,-2.8226
2000-10-18,1.8672
2000-10-19,1.833
2000-10-20,1.0
2000-10-23,-2.9703
2000-10-24,3.6734999999999998
2000-10-25,-6.2992
2000-10-26,5.2521
2000-10-27,-1.7964
2000-10-30,3.252
2000-10-31,-2.1654
2000-11-01,3.0181
2000-11-02,0.1953
2000-11-03,-3.5088
2000-11-06,0.6061
2000-11-07,-0.4016
2000-11-08,-0.8065
2000-11-09,0.4065
2000-11-10,-1.8218999999999999
2000-11-13,2.9228
2000-11-14,2.4341
2000-11-15,10.099
2000-11-16,-5.7554
2000-11-17,-0.7634
2000-11-20,2.3077
2000-11-21,2.2556
2000-11-22,2.3897
2000-11-24,0.1795
2000-11-27,-1.9713
2000-11-28,2.7422
2000-11-29,1.9127999999999998
2000-11-30,0.3928
2000-12-01,2.087
2000-12-04,0.8518
2000-12-05,-1.0135
2000-12-06,0.1706
2000-12-07,4.77
2000-12-08,1.4634
2000-12-11,0.9615
2000-12-12,-6.0317
2000-12-13,-1.3514
2000-12-14,-1.1985999999999999
2000-12-15,2.4263
2000-12-18,0.6768
2000-12-19,-0.6723
2000-12-20,0.1692
2000-12-21,1.5625
2000-12-22,8.4407
2000-12-26,-2.1471999999999998
2000-12-27,2.8213
2000-12-28,0.0
2000-12-29,-0.9146
2001-01-02,-1.5385
2001-01-03,-0.3125
2001-01-04,-4.5455
2001-01-05,0.1642
2001-01-08,0.6557
2001-01-09,-0.1629
2001-01-10,1.9576
2001-01-11,-2.56
2001-01-12,-0.1642
2001-01-16,-0.1645
2001-01-17,0.659
2001-01-18,-0.491
2001-01-19,-2.3026
2001-01-22,3.1987
2001-01-23,1.7945
2001-01-24,-3.2051
2001-01-25,3.1457
2001-01-26,-2.8891999999999998
2001-01-29,0.8264
2001-01-30,-0.1639
2001-01-31,-1.1494
2001-02-01,-0.9967
2001-02-02,1.0067
2001-02-05,1.495
2001-02-06,-2.2913
2001-02-07,1.8425
2001-02-08,0.4934
2001-02-09,-0.491
2001-02-12,0.3289
2001-02-13,2.2951
2001-02-14,-1.3782
2001-02-15,0.9852
2001-02-16,-1.4634
2001-02-20,-2.6403
2001-02-21,-1.6949
2001-02-22,4.3103
2001-02-23,-2.1488
2001-02-26,1.1824
2001-02-27,-0.6678
2001-02-28,3.5294
2001-03-01,1.2987
2001-03-02,0.4808
2001-03-05,-0.319
2001-03-06,0.16
2001-03-07,-0.4792
2001-03-08,-2.8891999999999998
2001-03-09,-0.5372
2001-03-12,-1.1217
2001-03-13,0.3361
2001-03-14,-2.5126
2001-03-15,-0.1718
2001-03-16,-0.3442
2001-03-19,3.9724
2001-03-20,-5.9801
2001-03-21,-0.7067
2001-03-22,2.1352
2001-03-23,-2.6132
2001-03-26,2.3256
2001-03-27,-1.2238
2001-03-28,-0.531
2001-03-29,1.2456
2001-03-30,2.2847
2001-04-02,-0.6873
2001-04-03,-2.7682
2001-04-04,-1.6014
2001-04-05,5.6058
2001-04-06,-5.1370000000000005
2001-04-09,0.6787
2001-04-10,2.6104000000000003
2001-04-11,0.6989
2001-04-12,0.1388
2001-04-16,-2.9665
2001-04-17,3.1429
2001-04-18,-2.1884
2001-04-19,4.7295
2001-04-20,0.027
2001-04-23,-2.9196999999999997
2001-04-24,1.2253
2001-04-25,-0.055
2001-04-26,-0.6056
2001-04-27,0.7754
2001-04-30,2.0885
2001-05-01,-0.2692
2001-05-02,0.2159
2001-05-03,-2.3701
2001-05-04,7.5034
2001-05-07,-3.0793
2001-05-08,2.171
2001-05-09,-0.0777
2001-05-10,-1.8672
2001-05-11,0.1335
2001-05-14,0.0267
2001-05-15,2.6132999999999997
2001-05-16,-0.5977
2001-05-17,-0.5752
2001-05-18,-1.9458
2001-05-21,5.2561
2001-05-22,-1.4013
2001-05-23,-1.3437000000000001
2001-05-24,-0.0262
2001-05-25,-0.7074
2001-05-29,2.5066
2001-05-30,-2.1879
2001-05-31,2.5
2001-06-01,-1.7972000000000001
2001-06-04,1.1764999999999999
2001-06-05,0.7752
2001-06-06,-0.8974
2001-06-07,0.5175
2001-06-08,-0.3861
2001-06-11,0.7752
2001-06-12,0.4103
2001-06-13,-0.6639
2001-06-14,-2.4422
2001-06-15,-0.3953
2001-06-18,-0.2646
2001-06-19,0.1592
2001-06-20,2.6218
2001-06-21,0.6968
2001-06-22,-0.0513
2001-06-25,-0.2564
2001-06-26,0.3856
2001-06-27,0.5122
2001-06-28,-2.3185000000000002
2001-06-29,0.1565
2001-07-02,-0.2604
2001-07-03,1.3054999999999999
2001-07-05,0.0773
2001-07-06,-0.9786
2001-07-09,0.13
2001-07-10,0.6753
2001-07-11,-1.6254
2001-07-12,-0.4721
2001-07-13,-0.9223
2001-07-16,0.6649
2001-07-17,0.8719
2001-07-18,-0.0786
2001-07-19,-2.4902
2001-07-20,0.2688
2001-07-23,-0.8043
2001-07-24,-1.3514
2001-07-25,1.5068000000000001
2001-07-26,-0.2699
2001-07-27,-0.5413
2001-07-30,1.1973
2001-07-31,0.8336
2001-08-01,-0.2667
2001-08-02,0.0
2001-08-03,0.9091
2001-08-06,-1.2984
2001-08-07,0.0268
2001-08-08,0.4563
2001-08-09,1.2557
2001-08-10,-0.2667
2001-08-13,1.0695000000000001
2001-08-14,0.5291
2001-08-15,0.0
2001-08-16,1.4737
2001-08-17,-2.5674
2001-08-20,1.7567
2001-08-21,2.5373
2001-08-22,-0.2806
2001-08-23,-0.307
2001-08-24,-0.0513
2001-08-27,-1.3864
2001-08-28,-2.6035
2001-08-29,0.989
2001-08-30,-2.1969
2001-08-31,-0.406
2001-09-04,2.9891
2001-09-05,-1.1873
2001-09-06,-2.5366999999999997
2001-09-07,-1.863
2001-09-10,0.7817
2001-09-17,-4.5706
2001-09-18,3.0769
2001-09-19,0.5351
2001-09-20,-1.9607999999999999
2001-09-21,-2.1429
2001-09-24,2.0438
2001-09-25,1.2589000000000001
2001-09-26,-1.8932
2001-09-27,6.826
2001-09-28,3.0466
2001-10-01,-3.2444
2001-10-02,2.0822
2001-10-03,0.5828
2001-10-04,-1.3432
2001-10-05,1.7085
2001-10-08,-2.6247
2001-10-09,2.4798
2001-10-10,0.868
2001-10-11,2.0078
2001-10-12,-0.8691
2001-10-15,1.0057
2001-10-16,1.8637000000000001
2001-10-17,-1.6291
2001-10-18,-2.1656
2001-10-19,-1.9531
2001-10-22,2.7622999999999998
2001-10-23,-2.0419
2001-10-24,-0.1847
2001-10-25,0.8195
2001-10-26,2.4908
2001-10-29,-0.614
2001-10-30,-0.2059
2001-10-31,-0.4385
2001-11-01,5.9585
2001-11-02,0.2445
2001-11-05,0.8537
2001-11-06,1.451
2001-11-07,1.5840999999999998
2001-11-08,0.6266
2001-11-09,-1.0959
2001-11-12,-0.3022
2001-11-13,1.0356
2001-11-14,0.0
2001-11-15,0.525
2001-11-16,-0.201
2001-11-19,-1.6109
2001-11-20,-0.2814
2001-11-21,-1.4879
2001-11-23,1.8229
2001-11-26,0.0767
2001-11-27,-1.0989
2001-11-28,-0.9819
2001-11-29,3.1576
2001-11-30,-1.5937000000000001
2001-12-03,-0.3599
2001-12-04,-0.4128
2001-12-05,-1.8135
2001-12-06,2.7704
2001-12-07,-0.7959
2001-12-10,-0.2588
2001-12-11,-0.2854
2001-12-12,1.4312
2001-12-13,-3.7968
2001-12-14,3.4133
2001-12-17,1.4698
2001-12-18,1.1436
2001-12-19,-2.0101
2001-12-20,0.5128
2001-12-21,1.7602
2001-12-24,-0.6017
2001-12-26,1.3618999999999999
2001-12-27,-1.3436
2001-12-28,0.3279
2001-12-31,-0.6536
2002-01-02,-0.4555
2002-01-03,0.3813
2002-01-04,-0.2786
2002-01-07,-2.1077
2002-01-08,1.1154
2002-01-09,1.5906
2002-01-10,-1.3636
2002-01-11,-0.256
2002-01-14,0.616
2002-01-15,1.7092
2002-01-16,0.0752
2002-01-17,1.7544
2002-01-18,-0.6158
2002-01-22,0.0991
2002-01-23,0.7675
2002-01-24,0.688
2002-01-25,0.5368
2002-01-28,0.1214
2002-01-29,0.2424
2002-01-30,-2.4184
2002-01-31,-0.3717
2002-02-01,-0.7214
2002-02-04,-1.0273
2002-02-05,0.5063
2002-02-06,0.6549
2002-02-07,-1.4014
2002-02-08,2.0051
2002-02-11,-0.2239
2002-02-12,-0.6484
2002-02-13,2.4975
2002-02-14,-0.0495
2002-02-15,-0.3465
2002-02-19,-0.8445
2002-02-20,0.7515
2002-02-21,-1.2929
2002-02-22,1.2594
2002-02-25,-1.1194
2002-02-26,-0.3774
2002-02-27,0.0505
2002-02-28,-0.3534
2002-03-01,-0.9625
2002-03-04,2.8133
2002-03-05,0.9453
2002-03-06,0.8625
2002-03-07,-2.4432
2002-03-08,0.5009
2002-03-11,-0.4236
2002-03-12,-0.5756
2002-03-13,0.4279
2002-03-14,0.0752
2002-03-15,1.4525000000000001
2002-03-18,0.1975
2002-03-19,-0.0985
2002-03-20,-2.2935
2002-03-21,1.262
2002-03-22,1.5453999999999999
2002-03-25,-4.1483
2002-03-26,1.6901000000000002
2002-03-27,2.8708
2002-03-28,-1.5912
2002-04-01,-1.8904999999999998
2002-04-02,1.1663000000000001
2002-04-03,-1.2530999999999999
2002-04-04,1.3452
2002-04-05,1.9033
2002-04-08,0.1475
2002-04-09,0.7607
2002-04-10,1.2908
2002-04-11,-0.9137
2002-04-12,1.6016
2002-04-15,-2.6272
2002-04-16,2.0358
2002-04-17,1.9231
2002-04-18,-2.0047
2002-04-19,0.4573
2002-04-22,-1.7968
2002-04-23,1.3418
2002-04-24,0.4333
2002-04-25,1.1985000000000001
2002-04-26,-1.4685000000000001
2002-04-29,-0.2404
2002-04-30,0.4096
2002-05-01,0.7919
2002-05-02,-0.8095
2002-05-03,-0.9121
2002-05-06,-0.6783
2002-05-07,-1.4634
2002-05-08,-0.4703
2002-05-09,0.0124
2002-05-10,-1.6834
2002-05-13,0.3578
2002-05-14,1.8589
2002-05-15,0.15
2002-05-16,-0.8987
2002-05-17,1.0076
2002-05-20,-1.3716
2002-05-21,-0.6068
2002-05-22,0.2798
2002-05-23,2.5875
2002-05-24,0.3956
2002-05-28,-1.1823
2002-05-29,-0.4237
2002-05-30,-1.1264
2002-05-31,-0.6076
2002-06-03,-2.1905
2002-06-04,-1.5104
2002-06-05,-0.9783
2002-06-06,-2.6702
2002-06-07,2.9355
2002-06-10,0.5064
2002-06-11,-3.7391
2002-06-12,-0.6061
2002-06-13,-2.6885
2002-06-14,0.712
2002-06-17,3.7613
2002-06-18,-0.0273
2002-06-19,-1.2541
2002-06-20,-2.54
2002-06-21,1.8697
2002-06-24,-1.3348
2002-06-25,-1.8883999999999999
2002-06-26,-2.0396
2002-06-27,2.6686
2002-06-28,2.1708
2002-07-01,-1.0344
2002-07-02,-3.3616
2002-07-03,-1.4908000000000001
2002-07-05,2.1958
2002-07-08,0.784
2002-07-09,-1.6134
2002-07-10,-1.6105
2002-07-11,0.2381
2002-07-12,0.9501
2002-07-15,-0.5882
2002-07-16,-1.7751000000000001
2002-07-17,-1.3253
2002-07-18,-3.7851
2002-07-19,3.2678
2002-07-22,-4.086
2002-07-23,-2.4664
2002-07-24,4.2693
2002-07-25,0.189
2002-07-26,1.5404
2002-07-29,6.192
2002-07-30,-0.6706
2002-07-31,1.1741
2002-08-01,-1.1314
2002-08-02,-3.169
2002-08-05,-3.0
2002-08-06,0.7498
2002-08-07,1.1783
2002-08-08,2.4671
2002-08-09,-0.8177
2002-08-12,0.4275
2002-08-13,-3.9222
2002-08-14,4.8101
2002-08-15,-1.0266
2002-08-16,0.122
2002-08-19,0.2742
2002-08-20,-0.0304
2002-08-21,1.3678
2002-08-22,0.4498
2002-08-23,-3.1642
2002-08-26,1.2639
2002-08-27,-1.7046999999999999
2002-08-28,-1.7343
2002-08-29,0.5988
2002-08-30,-0.6892
2002-09-03,-1.5142
2002-09-04,1.3453
2002-09-05,-2.2439999999999998
2002-09-06,0.7436
2002-09-09,1.0911
2002-09-10,-0.4444
2002-09-11,-0.861
2002-09-12,-1.1579
2002-09-13,1.0739
2002-09-16,0.4185
2002-09-17,-0.0962
2002-09-18,0.4814
2002-09-19,-1.3094999999999999
2002-09-20,0.3236
2002-09-23,0.3226
2002-09-24,-0.8039
2002-09-25,0.0
2002-09-26,3.4036
2002-09-27,-2.6019
2002-09-30,-1.1909
2002-10-01,2.0195
2002-10-02,-1.6602999999999999
2002-10-03,-3.4091
2002-10-04,-1.4118
2002-10-07,-1.1592
2002-10-08,0.8969
2002-10-09,-4.2735
2002-10-10,4.2857
2002-10-11,3.0479
2002-10-14,1.1964
2002-10-15,4.2036
2002-10-16,0.3467
2002-10-17,-0.1884
2002-10-18,-0.6923
2002-10-21,1.3942
2002-10-22,-2.1563
2002-10-23,0.7665
2002-10-24,-1.9334
2002-10-25,2.4564
2002-10-28,-2.3659
2002-10-29,-1.1309
2002-10-30,-0.4902
2002-10-31,3.4483
2002-11-01,-0.6349
2002-11-04,-1.0224
2002-11-05,-2.4532
2002-11-06,-0.728
2002-11-07,1.0
2002-11-08,-1.5512000000000001
2002-11-11,-0.7375
2002-11-12,0.9794
2002-11-13,0.5017
2002-11-14,1.1814
2002-11-15,2.9343
2002-11-18,-1.1985999999999999
2002-11-19,-1.541
2002-11-20,1.2321
2002-11-21,0.0658
2002-11-22,-0.789
2002-11-25,0.729
2002-11-26,-1.3487
2002-11-27,2.3675
2002-11-29,0.4886
2002-12-02,0.6483
2002-12-03,-2.0934
2002-12-04,0.9868
2002-12-05,-1.5309
2002-12-06,-1.0916
2002-12-09,-2.5084
2002-12-10,3.259
2002-12-11,-0.0332
2002-12-12,-2.9246
2002-12-13,-1.1982
2002-12-16,1.0049
2002-12-17,-1.2006999999999999
2002-12-18,-0.1736
2002-12-19,-0.2087
2002-12-20,1.0805
2002-12-23,0.1379
2002-12-24,0.8953
2002-12-26,0.8191
2002-12-27,-3.0467
2002-12-30,1.3966
2002-12-31,0.6198
2003-01-02,1.9849
2003-01-03,0.2349
2003-01-06,2.31
2003-01-07,-0.9817
2003-01-08,-2.2141
2003-01-09,0.3717
2003-01-10,0.0
2003-01-13,-1.1448
2003-01-14,0.6812
2003-01-15,-0.6089
2003-01-16,-0.6127
2003-01-17,-2.3288
2003-01-21,-0.1753
2003-01-22,-1.967
2003-01-23,-1.2182
2003-01-24,-1.7772999999999999
2003-01-27,-1.2186
2003-01-28,-0.5981
2003-01-29,-0.4137
2003-01-30,-1.4727999999999999
2003-01-31,-0.345
2003-02-03,-0.9615
2003-02-04,-0.5049
2003-02-05,-0.9758
2003-02-06,0.0394
2003-02-07,-0.7092
2003-02-10,0.1587
2003-02-11,0.5151
2003-02-12,-1.0445
2003-02-13,0.0405
2003-02-14,-0.3239
2003-02-18,1.4622
2003-02-19,-0.1201
2003-02-20,-1.4028
2003-02-21,2.6423
2003-02-24,-1.2277
2003-02-25,0.6415
2003-02-26,-2.7092
2003-02-27,2.3750999999999998
2003-02-28,-0.4
2003-03-03,-0.9237
2003-03-04,-0.4459
2003-03-05,0.0
2003-03-06,-1.6287
2003-03-07,0.9934
2003-03-10,-3.5656
2003-03-11,-2.9324
2003-03-12,-2.4081
2003-03-13,2.288
2003-03-14,0.8333
2003-03-17,2.6968
2003-03-18,-0.72
2003-03-19,1.3652
2003-03-20,0.5471
2003-03-21,2.0929
2003-03-24,-4.346
2003-03-25,1.8003
2003-03-26,-0.6737
2003-03-27,-0.3815
2003-03-28,-0.2128
2003-03-31,-1.194
2003-04-01,1.0358
2003-04-02,1.4097
2003-04-03,0.8003
2003-04-04,-0.0836
2003-04-07,1.5056
2003-04-08,0.9477
2003-04-09,-1.6735
2003-04-10,0.4981
2003-04-11,-1.2805
2003-04-14,2.1757
2003-04-15,-0.2867
2003-04-16,-2.423
2003-04-17,2.399
2003-04-21,0.0822
2003-04-22,3.9013999999999998
2003-04-23,1.2648
2003-04-24,-3.2006
2003-04-25,-1.4516
2003-04-28,2.9051
2003-04-29,-0.994
2003-04-30,-0.7631
2003-05-01,-0.4856
2003-05-02,3.05
2003-05-05,-0.7103
2003-05-06,-0.2385
2003-05-07,0.9163
2003-05-08,-0.9475
2003-05-09,-0.1196
2003-05-12,2.8731
2003-05-13,0.8534
2003-05-14,-0.3846
2003-05-15,-0.6371
2003-05-16,-1.8957000000000002
2003-05-19,-2.657
2003-05-20,1.1993
2003-05-21,0.0
2003-05-22,-1.1851
2003-05-23,1.737
2003-05-27,4.2276
2003-05-28,-0.234
2003-05-29,-0.2346
2003-05-30,2.5862
2003-06-02,1.7570999999999999
2003-06-03,-0.6381
2003-06-04,0.6045
2003-06-05,0.0376
2003-06-06,-1.0886
2003-06-09,-0.9108
2003-06-10,-0.9958
2003-06-11,0.5803
2003-06-12,1.6538
2003-06-13,-0.3784
2003-06-16,2.5446
2003-06-17,-0.1111
2003-06-18,0.7786
2003-06-19,-2.2075
2003-06-20,1.4673
2003-06-23,-1.0753
2003-06-24,1.9115
2003-06-25,0.0736
2003-06-26,0.9188
2003-06-27,-0.2913
2003-06-30,-0.9496
2003-07-01,1.5118
2003-07-02,1.8525
2003-07-03,0.9272
2003-07-07,1.3780999999999999
2003-07-08,1.6033
2003-07-09,0.3774
2003-07-10,-1.2303
2003-07-11,0.346
2003-07-14,2.6897
2003-07-15,0.2015
2003-07-16,-0.4692
2003-07-17,-2.7609
2003-07-18,2.0776
2003-07-21,-1.9674
2003-07-22,2.2145
2003-07-23,-2.4035
2003-07-24,0.8672
2003-07-25,2.4759
2003-07-28,0.7047
2003-07-29,0.1333
2003-07-30,1.8968
2003-07-31,-0.2613
2003-08-01,-1.3752
2003-08-04,-2.6892
2003-08-05,0.9894
2003-08-06,0.5068
2003-08-07,0.4034
2003-08-08,-0.067
2003-08-11,-0.7035
2003-08-12,2.3617
2003-08-13,-1.4832
2003-08-14,1.7063000000000001
2003-08-15,-0.2796
2003-08-18,0.7023
2003-08-19,0.2989
2003-08-20,0.0
2003-08-21,-0.5298
2003-08-22,-1.6644
2003-08-25,-0.1693
2003-08-26,-0.1695
2003-08-27,-0.2378
2003-08-28,0.0
2003-08-29,0.8512
2003-09-02,2.3633
2003-09-03,0.4288
2003-09-04,0.4269
2003-09-05,-1.537
2003-09-08,1.7934
2003-09-09,-0.6852
2003-09-10,-0.8213
2003-09-11,1.1924
2003-09-12,1.3748
2003-09-15,-0.0646
2003-09-16,1.2601
2003-09-17,-0.4467
2003-09-18,1.859
2003-09-19,0.2832
2003-09-22,-1.7258
2003-09-23,-0.0639
2003-09-24,-0.7668
2003-09-25,-1.5453999999999999
2003-09-26,-0.6213
2003-09-29,1.5137
2003-09-30,-1.2642
2003-10-01,1.8713
2003-10-02,1.1602000000000001
2003-10-03,1.5291000000000001
2003-10-06,0.7217
2003-10-07,-0.2181
2003-10-08,-0.6244
2003-10-09,-0.2828
2003-10-10,-0.189
2003-10-13,1.6414
2003-10-14,0.0621
2003-10-15,0.4345
2003-10-16,0.7417
2003-10-17,-0.4601
2003-10-20,-0.9245
2003-10-21,0.6221
2003-10-22,-2.0402
2003-10-23,1.5147
2003-10-24,-0.2176
2003-10-27,1.9315
2003-10-28,1.7726
2003-10-29,0.961
2003-10-30,1.6061999999999999
2003-10-31,8.3138
2003-11-03,-0.2703
2003-11-04,3.4959
2003-11-05,0.3142
2003-11-06,1.2268
2003-11-07,-1.7534999999999998
2003-11-10,-0.8661
2003-11-11,0.3707
2003-11-12,1.952
2003-11-13,0.2329
2003-11-14,-1.7811
2003-11-17,0.8936
2003-11-18,-2.0578
2003-11-19,0.7979
2003-11-20,-1.0158
2003-11-21,-0.3504
2003-11-24,1.4336
2003-11-25,-0.5867
2003-11-26,1.1803
2003-11-28,0.2916
2003-12-01,0.2908
2003-12-02,0.1581
2003-12-03,-1.1053
2003-12-04,0.5588
2003-12-05,-0.4499
2003-12-08,1.0101
2003-12-09,-1.1316
2003-12-10,-0.6388
2003-12-11,-0.0268
2003-12-12,1.0182
2003-12-15,-0.6897
2003-12-16,0.0267
2003-12-17,0.1602
2003-12-18,0.9597
2003-12-19,4.3042
2003-12-22,5.8481
2003-12-23,-3.0854
2003-12-24,0.9378
2003-12-26,0.0489
2003-12-29,3.1281
2003-12-30,-0.0237
2003-12-31,-1.8488
2004-01-02,2.439
2004-01-05,-1.6266
2004-01-06,1.0784
2004-01-07,-0.3556
2004-01-08,-0.4521
2004-01-09,-1.3145
2004-01-12,1.4531
2004-01-13,1.8143
2004-01-14,-0.2579
2004-01-15,-0.2351
2004-01-16,1.1074
2004-01-20,1.5148000000000001
2004-01-21,-0.8264
2004-01-22,0.5556
2004-01-23,0.4834
2004-01-26,0.5727
2004-01-27,0.1139
2004-01-28,-1.0694
2004-01-29,0.782
2004-01-30,0.5477
2004-02-02,-4.9705
2004-02-03,5.9709
2004-02-04,-1.6227
2004-02-05,0.4582
2004-02-06,-0.2281
2004-02-09,0.2286
2004-02-10,2.1665
2004-02-11,0.1451
2004-02-12,-1.1249
2004-02-13,-1.1377
2004-02-17,2.3245
2004-02-18,-1.7094
2004-02-19,-2.1739
2004-02-20,0.7719
2004-02-23,0.1857
2004-02-24,-0.1854
2004-02-25,0.3018
2004-02-26,1.2266
2004-02-27,-0.8916
2004-03-01,-0.1153
2004-03-02,0.6928
2004-03-03,-0.5046
2004-03-04,0.2766
2004-03-05,-0.5747
2004-03-08,0.0925
2004-03-09,0.4851
2004-03-10,-1.5171999999999999
2004-03-11,-2.591
2004-03-12,1.1742
2004-03-15,-3.1028000000000002
2004-03-16,0.7333
2004-03-17,3.1546
2004-03-18,0.3764
2004-03-19,-2.9295
2004-03-22,-1.7866
2004-03-23,-1.0816
2004-03-24,-1.839
2004-03-25,3.6456
2004-03-26,1.0992
2004-03-29,1.0147
2004-03-30,0.8132
2004-03-31,1.7793999999999999
2004-04-01,-0.5828
2004-04-02,0.891
2004-04-05,2.4866
2004-04-06,-1.7913999999999999
2004-04-07,-0.0231
2004-04-08,-0.4157
2004-04-12,0.3015
2004-04-13,-1.1561
2004-04-14,-1.8713
2004-04-15,-0.4052
2004-04-16,1.7951000000000001
2004-04-19,0.2822
2004-04-20,-1.9695
2004-04-21,1.0763
2004-04-22,2.319
2004-04-23,-1.5957
2004-04-26,-4.9119
2004-04-27,0.346
2004-04-28,-2.8325
2004-04-29,0.8872
2004-04-30,-0.3769
2004-05-03,-0.5044
2004-05-04,-1.6984
2004-05-05,0.9541
2004-05-06,0.1022
2004-05-07,-2.9855
2004-05-10,-2.3409
2004-05-11,4.4437999999999995
2004-05-12,0.3868
2004-05-13,0.2183
2004-05-14,0.2332
2004-05-17,-0.2068
2004-05-18,0.1295
2004-05-19,0.7501
