ticker,ERIE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.4402
2000-01-04,-3.402
2000-01-05,-10.9244
2000-01-06,8.0189
2000-01-07,1.31
2000-01-10,4.3103
2000-01-11,-0.8264
2000-01-12,-0.8333
2000-01-13,2.1008
2000-01-14,-0.823
2000-01-18,0.0
2000-01-19,-0.4149
2000-01-20,-0.4167
2000-01-21,0.4184
2000-01-24,-1.6667
2000-01-25,6.3559
2000-01-26,-3.3865
2000-01-27,-3.5052
2000-01-28,2.1368
2000-01-31,2.0921
2000-02-01,-1.6393
2000-02-02,-3.3333
2000-02-03,3.8792999999999997
2000-02-04,-2.9046
2000-02-07,2.5641
2000-02-08,-1.25
2000-02-09,0.0
2000-02-10,2.1097
2000-02-11,-4.1322
2000-02-14,0.0
2000-02-15,6.4655000000000005
2000-02-16,-5.2632
2000-02-17,2.5641
2000-02-18,-1.25
2000-02-22,0.6329
2000-02-23,1.4675
2000-02-24,1.6529
2000-02-25,0.4065
2000-02-28,-0.4555
2000-02-29,0.8643
2000-03-01,1.0081
2000-03-02,-0.998
2000-03-03,0.0
2000-03-06,-1.6129
2000-03-07,-1.6393
2000-03-08,1.6667
2000-03-09,1.2295
2000-03-10,-1.6194
2000-03-13,-1.2346
2000-03-14,0.2083
2000-03-15,5.1975
2000-03-16,-1.581
2000-03-17,1.2048
2000-03-20,-1.3889
2000-03-21,1.8109
2000-03-22,-0.5929
2000-03-23,0.1988
2000-03-24,0.1984
2000-03-27,-3.7624
2000-03-28,1.6461000000000001
2000-03-29,-0.4049
2000-03-30,3.252
2000-03-31,2.1654
2000-04-03,0.1927
2000-04-04,0.4154
2000-04-05,0.0
2000-04-06,-2.3077
2000-04-07,-1.5748
2000-04-10,-3.6
2000-04-11,2.0747
2000-04-12,0.0
2000-04-13,-4.065
2000-04-14,-0.8475
2000-04-17,0.0
2000-04-18,-1.9231
2000-04-19,-2.8322000000000003
2000-04-20,0.8969
2000-04-24,-0.8889
2000-04-25,0.6726
2000-04-26,3.118
2000-04-27,0.6479
2000-04-28,2.1459
2000-05-01,-5.042
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,1.3274
2000-05-05,-1.31
2000-05-08,1.7699
2000-05-09,-0.4348
2000-05-10,-0.4367
2000-05-11,0.2193
2000-05-12,-2.8446
2000-05-15,0.8446
2000-05-16,-0.3908
2000-05-17,1.1211
2000-05-18,1.1086
2000-05-19,-0.2193
2000-05-22,0.2198
2000-05-23,-0.4386
2000-05-24,0.2203
