ticker,CC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-22,-3.9352
2015-06-23,-10.9086
2015-06-24,-5.2956
2015-06-25,-11.3018
2015-06-26,-0.0667
2015-06-29,3.4713
2015-06-30,3.2258
2015-07-01,3.1875
2015-07-02,0.0
2015-07-06,-2.8468
2015-07-07,-6.5461
2015-07-08,-13.1421
2015-07-09,-9.2934
2015-07-10,-1.2701
2015-07-13,-2.2298
2015-07-14,11.0526
2015-07-15,2.6066000000000003
2015-07-16,0.9238
2015-07-17,-0.5339
2015-07-20,-4.2178
2015-07-21,-0.8807
2015-07-22,-2.7464
2015-07-23,-1.5781
2015-07-24,-4.557
2015-07-27,-4.9514
2015-07-28,5.1163
2015-07-29,7.8761
2015-07-30,-0.4102
2015-07-31,-5.7808
2015-08-03,-2.5641
2015-08-04,-6.297
2015-08-05,-5.015
2015-08-06,17.2122
2015-08-07,-0.8108
2015-08-10,0.8174
2015-08-11,-3.6936999999999998
2015-08-12,-6.2675
2015-08-13,7.6846
2015-08-14,-1.6682000000000001
2015-08-17,3.4873
2015-08-18,-8.7432
2015-08-19,-2.5948
2015-08-20,-1.4344000000000001
2015-08-21,-4.3659
2015-08-24,0.0
2015-08-25,-9.6739
2015-08-26,9.7473
2015-08-27,4.9342
2015-08-28,1.1494
2015-08-31,-0.1033
2015-09-01,-3.1024
2015-09-02,-7.4707
2015-09-03,8.3045
2015-09-04,-4.4728
2015-09-08,1.6722000000000001
2015-09-09,1.9737
2015-09-10,-1.5053999999999998
2015-09-11,-0.9825
2015-09-14,-1.2128
2015-09-15,4.9107
2015-09-16,2.234
2015-09-17,-1.6649
2015-09-18,-7.3016
2015-09-21,4.3379
2015-09-22,-4.9234
2015-09-23,-8.1703
2015-09-24,-5.0125
2015-09-25,-6.8602
2015-09-28,-8.2153
2015-09-29,-4.6296
2015-09-30,4.6926
2015-10-01,1.5455999999999999
2015-10-02,7.7626
2015-10-05,6.7797
2015-10-06,8.5979
2015-10-07,-4.1413
2015-10-08,7.1156
2015-10-09,-4.745
2015-10-12,0.2491
2015-10-13,-8.8199
2015-10-14,-1.7711000000000001
2015-10-15,-1.9417
2015-10-16,-9.6181
2015-10-19,-4.8513
2015-10-20,5.4276
2015-10-21,-2.3401
2015-10-22,1.4377
2015-10-23,3.3071
2015-10-26,-1.6768
2015-10-27,1.7054
2015-10-28,1.5244
2015-10-29,3.7538
2015-10-30,0.2894
2015-11-02,9.6681
2015-11-03,11.5789
2015-11-04,-4.1274
