ticker,FBPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-1.9231
2000-01-07,0.6536
2000-01-10,0.0
2000-01-11,1.2987
2000-01-12,-3.2051
2000-01-13,2.649
2000-01-14,-3.2258
2000-01-20,0.6667
2000-01-21,0.0
2000-01-25,3.9735
2000-01-26,1.2739
2000-01-27,-0.5535
2000-01-28,0.6369
2000-01-31,-3.7975
2000-02-01,-1.3158
2000-02-02,0.0
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,-2.6667
2000-02-14,4.1096
2000-02-15,-2.6316
2000-02-16,1.3514
2000-02-17,-2.6667
2000-02-18,0.6849
2000-02-22,-2.0408
2000-02-23,-1.3889
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-1.4085
2000-02-29,0.7143
2000-03-02,2.1277
2000-03-08,-4.1667
2000-03-13,4.3478
2000-03-14,-4.1667
2000-03-15,0.0
2000-03-16,-2.1739
2000-03-22,7.4074
2000-03-23,0.6897
2000-03-24,-1.3699
2000-03-27,5.5556
2000-03-31,-1.3158
2000-04-04,-2.6667
2000-04-06,0.0
2000-04-07,2.7397
2000-04-10,1.3333
2000-04-12,-2.6316
2000-04-14,-0.6757
2000-04-17,-0.6803
2000-04-18,0.0
2000-04-19,0.0
2000-04-27,1.3699
2000-05-02,0.0
2000-05-03,0.0
2000-05-05,0.0
2000-05-09,0.0
2000-05-11,-2.7027
2000-05-15,2.0833
2000-05-16,-0.6803
2000-05-17,1.0274
2000-05-18,-0.339
2000-05-19,0.0
2000-05-22,2.0408
2000-05-23,0.6667
2000-05-24,1.9868000000000001
2000-05-25,0.0
2000-05-26,3.8961
2000-05-30,-1.875
2000-05-31,-0.6369
2000-06-02,0.0
2000-06-05,1.2821
2000-06-06,3.7975
2000-06-07,1.2195
2000-06-08,-2.4096
2000-06-09,3.0864
2000-06-12,0.0
2000-06-13,0.0
2000-06-14,5.3892
2000-06-15,-3.4091
2000-06-20,1.1764999999999999
2000-06-21,0.0
2000-06-22,2.3256
2000-06-26,-1.1364
2000-06-27,-2.2989
2000-06-28,0.0
2000-06-29,1.1764999999999999
2000-07-05,2.3256
2000-07-06,0.0
2000-07-10,-2.2727
2000-07-11,1.1628
2000-07-12,-2.8736
2000-07-13,-0.5917
2000-07-14,4.7619
2000-07-17,-2.2727
2000-07-18,0.5814
2000-07-20,0.0
2000-07-24,-0.578
2000-07-26,-1.1628
2000-07-27,0.1647
