ticker,FDBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-14,2.4911
2000-02-15,0.3472
2000-02-16,-1.3841
2000-02-17,-1.0526
2000-02-18,1.4184
2000-03-06,-0.8787
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,0.0
2000-04-10,1.4184
2000-04-17,0.0
2000-04-25,-1.3986
2000-05-12,0.0
2000-05-26,4.8128
2000-06-14,1.7006999999999999
2000-06-19,-4.3478
2000-07-19,-3.4965
2000-07-21,3.6231999999999998
2000-07-25,3.8462
2000-07-26,-3.0303
2000-08-07,1.3889
2000-08-21,0.0
2000-08-24,0.0
2000-09-05,1.8933
2000-09-13,-0.6757
2000-09-14,3.4013999999999998
2000-09-20,-0.6579
2000-10-04,-1.3245
2000-10-20,0.0
2000-10-26,0.6711
2000-11-01,0.0
2000-11-13,0.6667
2000-11-14,-1.6556
2000-11-15,0.0
2000-11-20,0.0
2000-11-21,1.0101
2000-11-29,-0.8375
2000-12-06,0.0
2000-12-08,1.3514
2000-12-26,-2.6667
2000-12-29,2.3973
2001-01-02,-2.3411
2001-01-04,0.0
2001-01-08,2.3973
2001-01-09,-2.3411
2001-01-10,0.0
2001-01-16,0.0
2001-01-19,-1.3699
2001-02-05,2.0833
2001-02-07,-2.0408
2001-02-13,2.7778
2001-02-28,-0.1698
2001-03-02,0.0
2001-03-07,0.6803
2001-03-20,0.0
2001-03-21,0.0
2001-03-27,0.0
2001-03-30,-2.7027
2001-04-03,2.7778
2001-04-18,-2.7027
2001-04-23,-1.3889
2001-04-25,0.0
2001-05-01,2.8169
2001-05-07,0.6849
2001-05-09,0.0
2001-05-17,0.0
2001-05-22,-1.3605
2001-06-07,-0.1387
2001-06-27,1.3889
2001-07-18,0.0
2001-08-09,-1.0959
2001-08-20,0.5571
2001-08-21,0.0
2001-08-24,2.4931
2001-08-28,-0.2703
2001-09-19,0.271
2001-09-20,-2.027
2001-09-27,2.069
2001-10-31,-1.7568000000000001
2001-11-01,0.1376
2001-11-02,1.6484
2001-11-12,0.5435
2001-11-13,2.027
2001-12-14,-3.3113
2001-12-19,0.0
2001-12-20,1.3699
2001-12-27,1.3514
2002-01-03,-2.6667
2002-01-08,1.3699
2002-01-29,-0.8108
2002-02-08,-0.545
2002-02-11,1.3699
2002-02-12,0.0
2002-02-28,-0.8152
2002-03-01,1.3699
2002-03-04,-1.3514
2002-03-06,2.7397
2002-05-14,0.0
2002-06-04,-0.7777
2002-06-24,1.3514
2002-08-08,0.0
