ticker,SRNW US Equity
2008-12-02,0.0
2008-12-03,-5.1948
2008-12-04,0.0
2008-12-05,-30.137
2008-12-08,-1.9607999999999999
2008-12-09,40.0
2008-12-10,-7.1429
2008-12-11,-7.6923
2008-12-15,3.3333
2008-12-16,-8.0645
2008-12-17,5.2632
2008-12-18,-5.0
2008-12-19,-3.5088
2008-12-22,3.6364
2008-12-23,-38.5965
2008-12-24,14.2857
2008-12-26,5.0
2008-12-29,23.8095
2009-01-02,-25.0
2009-01-06,30.7692
2009-01-12,-23.5294
2009-01-20,-23.0769
2009-01-21,0.0
2009-01-22,66.6667
2009-01-23,0.0
2009-01-27,-10.0
2009-01-29,11.1111
2009-02-02,-58.0
2009-02-09,0.0
2009-02-11,0.0
2009-02-12,4.7619
2009-02-17,104.5455
2009-02-18,0.0
2009-02-19,-11.1111
2009-02-23,-45.0
2009-02-24,-4.5455
2009-03-02,0.0
2009-03-03,0.0
2009-03-09,0.0
2009-03-11,42.8571
2009-03-25,-23.3333
2009-04-03,52.1739
2009-04-07,0.0
2009-04-08,-28.5714
2009-04-16,-16.0
2009-04-17,4.7619
2009-04-22,-4.5455
2009-04-24,66.6667
2009-04-28,-34.2857
2009-05-06,-21.7391
2009-05-07,0.0
2009-05-08,0.0
2009-05-11,0.0
2009-05-13,55.5556
2009-05-19,-35.7143
2009-05-26,5.5556
2009-05-27,0.0
2009-05-28,0.0
2009-06-01,-26.3158
2009-06-08,-28.5714
2009-06-09,30.0
2009-06-10,0.0
2009-06-23,7.6923
2009-06-25,-21.4286
2009-06-29,-9.0909
2009-06-30,10.0
2009-07-02,0.0
2009-07-06,-18.1818
2009-07-08,0.0
2009-07-09,-22.2222
2009-07-10,0.0
2009-07-13,14.2857
2009-07-14,-25.0
2009-07-15,-16.6667
2009-07-16,70.0
2009-07-17,-41.1765
2009-07-21,20.0
2009-07-24,-33.3333
2009-07-27,-70.0
2009-07-28,125.0
2009-07-29,-7.4074
2009-07-30,20.0
2009-07-31,-3.3333
2009-08-03,3.4483
2009-08-04,16.6667
2009-08-05,100.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,-42.8571
2009-08-13,50.0
2009-08-14,-16.6667
2009-08-18,0.0
2009-08-19,40.0
2009-08-20,-42.8571
2009-08-21,25.0
2009-08-24,-10.0
2009-08-25,0.0
2009-08-27,-13.3333
2009-08-28,-3.8462
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,14.6667
2009-09-03,-12.7907
2009-09-08,6.6667
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-14,12.5
2009-09-15,77.7778
2009-09-16,-43.75
2009-09-17,22.2222
2009-09-18,-0.9091
2009-09-21,-17.4312
2009-09-22,11.1111
2009-09-23,-4.0
2009-09-24,0.0
2009-09-28,27.0833
2009-09-29,0.0
2009-10-02,-18.0328
2009-10-05,50.0
2009-10-06,-6.6667
2009-10-07,-28.5714
2009-10-09,0.0
2009-10-12,-20.0
2009-10-14,0.0
2009-10-15,12.5
2009-10-16,0.0
2009-10-19,22.2222
2009-10-20,9.0909
2009-10-21,8.3333
2009-10-22,-15.3846
2009-10-23,-9.0909
2009-10-26,0.0
2009-11-02,80.0
2009-11-03,11.1111
2009-11-04,0.0
2009-11-06,0.0
2009-11-09,20.0
2009-11-10,0.0
2009-11-11,-50.0
2009-11-18,0.0
2009-11-19,66.6667
2009-11-24,0.0
2009-11-25,-47.5
2009-12-07,-4.7619
2009-12-08,-52.0
2009-12-10,108.3333
2009-12-11,0.0
2009-12-14,0.0
2009-12-18,-6.0
2009-12-21,-36.1702
2009-12-22,16.6667
2009-12-23,0.0
2009-12-28,14.2857
2009-12-30,25.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-06,6.0
2010-01-11,0.0
2010-01-12,3.7736
2010-01-20,-9.0909
2010-01-21,0.0
2010-01-26,40.0
2010-01-27,-28.5714
2010-02-01,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,-20.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-19,-50.0
2010-02-22,150.0
2010-02-26,0.0
2010-03-01,0.0
2010-03-12,-30.0
2010-03-15,14.2857
2010-03-16,-61.7188
2010-03-17,-15.102
2010-03-18,19.2308
2010-03-19,-16.129
2010-03-22,0.0
2010-03-23,0.0
2010-03-25,-6.7308
2010-03-26,7.2165
2010-03-30,30.7692
2010-04-01,0.0
2010-04-05,-35.2941
2010-04-13,9.0909
2010-04-20,-16.6667
2010-04-22,0.0
2010-04-26,-28.125
2010-06-10,0.0
2010-06-16,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-26,-2.6087
2010-07-28,-14.2857
2010-07-30,0.0
2010-08-05,0.0
2010-08-06,-66.6667
2010-08-13,-50.0
2010-08-17,100.0
2010-08-19,-50.0
2010-08-24,12.5
2010-08-25,0.0
2010-09-02,5.5556
2010-09-14,0.0
2010-09-16,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-10-06,0.0
2010-10-13,0.0
2010-10-25,0.0
2010-11-17,0.0
2010-11-26,0.0
2010-12-06,0.0
2010-12-09,0.0
2010-12-20,0.0
2010-12-28,0.0
2010-12-30,0.0
2011-01-05,0.0
2011-01-31,0.0
2011-02-01,-15.7895
2011-02-02,12.5
2011-02-03,0.0
2011-02-15,5.5556
2011-02-28,0.0
2011-03-01,0.0
2011-03-03,68.4211
2011-03-04,100.0
2011-03-07,100.0
2011-03-08,0.0
2011-03-09,-43.75
2011-03-10,147.2222
2011-03-11,34.8315
2011-03-14,40.0
2011-03-15,-52.381
2011-03-16,50.0
2011-03-17,-33.3333
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,-40.0
2011-03-25,25.0
2011-03-29,-6.6667
2011-04-11,0.0
2011-04-12,0.0
2011-04-19,0.0
2011-04-20,-21.4286
2011-04-25,0.0
2011-04-27,0.0
2011-04-29,-9.0909
2011-05-05,-47.5
2011-05-26,-42.8571
2011-05-27,8.3333
2011-06-06,0.0
2011-06-09,207.6923
2011-06-27,-67.5
2011-07-11,0.0
2011-07-12,-7.6923
2011-07-18,0.0
2011-09-08,-33.3333
2011-09-28,18.75
2011-10-20,10.526299999999999
2011-10-26,-9.5238
2011-11-09,0.0
2011-11-10,10.526299999999999
2011-11-14,0.0
2011-11-30,0.0
2011-12-07,0.0
2011-12-22,0.0
2011-12-28,0.0
2011-12-30,0.0
2012-01-04,52.381
2012-01-25,75.0
2012-01-30,42.8571
2012-02-06,-40.0
2012-02-17,-33.3333
2012-02-27,275.0
2012-03-02,-6.6667
2012-03-05,-64.2857
2012-03-19,0.0
2012-04-02,0.0
2012-04-13,0.0
2012-04-16,-15.0
2012-04-18,0.0
2012-05-14,2.9412000000000003
2012-05-15,0.0
2012-05-22,-31.4286
2012-06-06,0.0
2012-06-12,0.0
2012-06-20,-25.0
2012-06-22,-72.2222
2012-06-27,0.0
2012-06-29,3100.0
2012-07-02,0.0
2012-07-03,-70.0
2012-07-13,0.0
2012-08-03,66.6667
2012-08-07,-76.25
2012-08-09,15.7895
2012-08-22,-13.6364
2012-09-10,-5.2632
2012-10-02,0.0
2012-10-19,0.0
2012-10-25,0.0
2012-11-15,0.0
2012-11-21,0.0
2012-11-23,0.0
2012-11-29,0.0
2012-12-12,0.0
2012-12-19,0.0
2012-12-20,0.0
2013-02-28,0.0
2013-03-28,0.0
2013-04-04,772.2222
2013-04-11,-87.8981
2013-06-17,15.7895
2013-07-01,0.0
2013-07-10,0.0
2013-07-24,0.0
2013-08-13,-4.5455
2013-08-19,0.0
2013-09-04,0.0
2013-09-18,0.0
2013-09-20,0.0
2013-09-27,0.0
2013-10-15,0.0
2013-10-31,14.2857
2013-12-23,12.5
2013-12-31,18.5185
2014-01-10,0.0
2014-02-07,-15.625
2014-03-10,0.0
2014-04-15,0.0
2014-06-04,0.0
2014-06-05,196.2963
2014-06-09,200.0
2014-06-23,-40.0
2014-07-10,-11.1111
2014-07-11,0.0
2014-07-14,0.0
2014-07-24,0.0
2014-07-30,-12.5
2014-08-06,-14.2857
2014-08-28,0.0
2014-08-29,0.0
2014-09-30,0.0
2014-10-01,-3.125
2014-10-02,0.0
2014-10-07,-3.2258
2014-10-09,0.0
2014-10-23,-20.0
2014-10-31,0.0
2014-11-05,0.0
2014-12-11,0.0
2014-12-29,11.1111
2014-12-30,0.0
2015-01-07,0.0
2015-01-08,70.0
2015-01-09,0.0
2015-01-22,-29.4118
2015-01-29,0.0
2015-02-11,0.0
2015-02-13,0.0
2015-02-17,-16.6667
2015-03-06,70.0
2015-03-13,-41.1765
2015-04-16,25.0
2015-06-03,-4.0
2015-07-09,-8.3333
2015-07-13,0.0
2015-07-15,0.0
2015-07-20,0.0
2015-08-26,9.0909
2015-09-01,-8.3333
2015-09-08,0.0
2015-09-16,0.0
2015-10-07,0.0
2015-10-09,0.0
2015-10-13,0.0
2015-10-23,-9.0909
2015-12-15,-30.0
2016-01-25,0.0
2016-03-14,0.0
2016-03-15,-10.7143
2016-04-14,0.0
2016-05-05,34.0
2016-07-14,-23.8806
2016-07-18,-1.9607999999999999
2016-08-09,0.0
2016-09-09,0.0
2016-09-26,0.0
2016-10-06,-20.0
2016-10-26,0.0
2016-11-03,0.0
2016-11-11,0.0
2016-11-21,40.0
2016-12-29,-28.5714
2017-01-23,40.0
2017-02-02,-28.5714
2017-02-09,17.5
2017-02-16,17.0213
2017-04-06,0.0
2017-07-19,-27.2727
2017-09-06,-36.0
2017-09-21,6.25
2017-09-27,0.0
2017-10-05,5.8824
2017-11-01,72.2222
2017-11-03,125.8065
2017-11-06,-41.4286
2017-11-07,-2.439
2017-11-10,76.5
2017-11-13,-56.0907
2017-11-15,141.9355
2017-11-21,-56.1333
2017-11-22,51.9757
2017-11-28,41.2
2017-11-29,19.1218
2017-12-05,-10.8205
2017-12-07,5.3333
2017-12-08,0.0
2017-12-14,-24.0506
2017-12-15,103.3333
2017-12-18,-30.3279
2017-12-19,-63.5294
2017-12-20,0.0
2017-12-22,-16.129
2017-12-28,0.0
2017-12-29,87.6923
2018-01-16,-42.418
2018-01-17,-7.4733
2018-01-31,0.0
2018-02-07,-38.4615
2018-03-13,6.25
2018-04-02,0.0
2018-04-25,76.4706
2018-05-17,-33.3333
2018-06-13,-15.0
2018-06-26,0.0
2018-06-28,0.0
2018-08-01,0.0
2018-08-15,0.0
2018-08-24,400.0
2018-08-27,-64.7059
2018-08-28,-33.0
2018-08-30,8.457699999999999
2018-08-31,83.4862
2018-09-05,-37.5
2018-09-06,0.0
2018-09-13,52.0
2018-09-19,-21.0526
2018-10-10,-16.6667
2018-12-20,-12.0
2018-12-27,2.2727
2018-12-28,-11.1111
2019-01-15,0.0
2019-01-18,0.0
2019-01-25,-10.0
2019-01-30,72.2222
2019-02-07,0.0
2019-02-11,29.0323
2019-02-20,25.0
2019-02-25,0.0
2019-03-01,-30.0
2019-03-11,35.7143
2019-03-12,68.4211
2019-03-13,0.0
2019-03-18,11.25
2019-03-19,-4.4944
2019-03-20,0.0
2019-03-25,0.0
2019-03-26,-41.1765
2019-03-29,0.0
2019-04-08,-50.0
2019-04-09,200.0
2019-04-10,-66.6667
2019-04-12,236.0
2019-04-16,-55.3571
2019-04-17,6.6667
2019-04-18,0.0
2019-05-01,-17.5
2019-05-06,0.0
2019-05-14,-9.0909
2019-05-15,0.0
2019-05-16,0.0
2019-05-21,0.0
2019-05-24,8.3333
2019-06-11,-35.3846
2019-06-13,-38.0952
2019-06-14,-7.6923
2019-07-02,25.0
2019-07-05,147.6667
2019-07-10,-43.4724
2019-09-13,0.0
2019-09-17,-4.7619
2019-09-30,-20.0
2019-10-01,-25.0
2019-10-10,0.0
2019-10-16,0.0
2019-10-23,0.0
2019-11-12,58.3333
2019-11-13,0.0
2019-11-14,0.0
2019-12-03,-42.1053
2019-12-13,18.1818
2020-01-06,0.0
2020-01-28,7.6923
2020-02-07,-7.1429
2020-02-25,-15.3846
2020-03-19,0.0
2020-03-20,-9.0909
2020-04-29,0.0
2020-05-11,0.0
2020-06-25,160.0
2020-06-26,15.3846
2020-07-06,-26.6667
2020-07-23,-27.2727
