ticker,OODH US Equity
2013-09-26,-41.1765
2013-09-27,1.0
2013-09-30,68.3168
2013-10-04,-52.9412
2013-10-07,-1.25
2013-10-08,-25.0
2013-10-10,-32.4895
2013-10-11,99.375
2013-10-17,-70.8464
2013-10-18,132.2581
2013-10-21,-44.4444
2013-10-23,-20.0
2013-10-25,233.3333
2013-10-28,30.0
2013-10-29,-23.0769
2013-10-30,-0.3125
2013-10-31,-12.2257
2013-11-01,-2.8571
2013-11-04,-32.3529
2013-11-06,-21.7391
2013-11-07,0.0
2013-11-08,122.2222
2013-11-12,-31.25
2013-11-13,0.0
2013-11-14,80.0
2013-11-15,-39.3939
2013-11-18,0.0
2013-11-20,-50.0
2013-11-21,59.1667
2013-11-25,-37.1728
2013-11-26,59.1667
2013-12-02,-37.1728
2013-12-03,-22.5
2013-12-04,0.0
2013-12-06,60.7527
2013-12-09,-35.786
2013-12-10,0.0
2013-12-12,0.0
2013-12-13,0.0
2013-12-16,0.0
2013-12-18,0.0
2014-01-07,0.0
2014-01-10,0.0
2014-01-17,83.3333
2014-01-22,0.0
2014-01-24,-9.0909
2014-01-31,0.0
2014-02-03,0.0
2014-02-04,50.0
2014-02-05,0.0
2014-02-06,0.0
2014-02-07,-30.0
2014-02-10,0.0
2014-02-13,19.0476
2014-02-14,10.0
2014-02-19,-9.0909
2014-02-20,0.0
2014-02-24,12.0
2014-02-25,-25.0
2014-02-27,9.5238
2014-03-06,0.0
2014-03-07,73.913
2014-03-12,-20.3125
2014-03-17,0.7843
2014-03-19,-22.179
2014-03-24,-20.0
2014-03-25,-5.0
2014-03-26,-7.2368
2014-03-27,121.2766
2014-03-28,-10.2564
2014-03-31,-14.2857
2014-04-01,6.6667
2014-04-02,-6.25
2014-04-04,0.0
2014-04-07,-0.4167
2014-04-08,-33.0544
2014-04-09,-9.375
2014-04-11,-11.7241
2014-04-14,56.25
2014-04-15,-20.0
2014-04-16,39.375
2014-04-17,-14.574
2014-04-21,0.0
2014-04-22,5.5118
2014-04-23,19.403
2014-04-24,-23.3333
2014-04-28,29.8913
2014-04-29,-40.1674
2014-04-30,34.2657
2014-05-01,-16.6667
2014-05-02,20.0
2014-05-05,0.0
2014-05-06,-25.0
2014-05-07,16.6667
2014-05-08,27.9762
2014-05-09,-25.5814
2014-05-12,0.0
2014-05-13,25.0
2014-05-15,-20.0
2014-05-19,5.0
2014-05-20,-9.5238
2014-05-21,31.5789
2014-05-22,0.0
2014-05-29,-20.0
2014-05-30,25.0
2014-06-05,-28.0
2014-06-06,38.8889
2014-06-09,0.0
2014-06-10,-32.0
2014-06-11,5.1471
2014-06-12,-2.0979
2014-06-13,-8.5714
2014-06-16,0.0
2014-06-17,-6.25
2014-06-19,10.0
2014-06-20,2.2727
2014-06-23,-40.7407
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.0
2014-06-30,0.0
2014-07-01,30.0
2014-07-02,-23.0769
2014-07-03,-10.0
2014-07-07,0.0
2014-07-08,22.2222
2014-07-09,-18.1818
2014-07-10,11.1111
2014-07-11,3.75
2014-07-14,-13.253
2014-07-15,0.0
2014-07-16,11.1111
2014-07-18,0.0
2014-07-21,33.75
2014-07-22,-7.4766
2014-07-23,4.0404
2014-07-24,-7.767
2014-07-25,21.0526
2014-07-29,-30.4348
2014-07-30,0.0
2014-07-31,-10.0
2014-08-01,11.1111
2014-08-04,-1.875
2014-08-05,1.9108
2014-08-08,-10.0
2014-08-11,-22.2222
2014-08-12,14.2857
2014-08-25,10.1562
2014-08-27,-9.2199
2014-08-28,-6.25
2014-09-02,6.6667
2014-09-05,12.5
2014-09-09,0.0
2014-09-12,11.1111
2014-09-17,-40.0
2014-09-18,3.125
2014-09-22,29.2929
2014-09-30,-50.0
2014-10-01,40.625
2014-10-03,60.0
2014-10-17,-53.4722
2014-10-21,79.1045
2014-10-23,0.0
2014-10-28,0.0
2014-11-03,6.6667
2014-11-04,-18.75
2014-11-11,7.6923
2014-11-14,-21.4286
2014-11-21,0.0
2014-12-01,0.0
2014-12-03,0.0
2014-12-08,43.1818
2014-12-11,-49.2063
2014-12-12,-7.8125
2014-12-15,-18.6441
2014-12-16,-12.5
2014-12-17,0.0
2014-12-19,14.2857
2015-01-05,-16.6667
2015-01-06,20.0
2015-01-26,33.3333
2015-02-02,0.0
2015-02-09,-25.0
2015-02-10,-33.3333
2015-02-20,0.0
2015-02-23,93.75
2015-02-27,-48.3871
2015-03-02,68.75
2015-03-04,-46.2963
2015-03-09,0.0
2015-03-10,0.0
2015-03-25,10.3448
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-23,-31.25
2015-04-24,0.0
2015-05-18,9.0909
2015-05-21,0.0
2015-06-12,-12.5
2015-06-29,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-08-17,0.0
2015-08-31,0.0
2015-09-29,4.7619
2015-12-03,40.9091
2016-01-08,3.2258
2016-02-04,-34.375
2016-02-23,-23.8095
2016-03-01,25.0
2016-03-03,-20.0
2016-03-15,12.5
2016-03-24,0.0
2016-10-24,0.0
2016-12-02,0.0
2016-12-09,0.0
2016-12-20,77.7778
2017-01-11,-65.625
2017-02-24,336.3636
2017-02-27,-29.1667
2017-02-28,-47.0588
2017-03-02,66.6667
2017-03-03,-3.3333
2017-03-06,93.1034
2017-03-09,0.0
2017-03-10,32.1429
2017-03-15,-31.0811
2017-03-27,-7.8431
2017-04-04,-2.1277
2017-04-06,4.3478
2017-04-07,-29.1667
2017-04-27,0.0
2017-05-09,-11.7647
2017-05-11,70.0
2017-05-31,13.7255
2017-06-06,24.1379
2017-06-07,0.0
2017-06-08,-14.8222
2017-06-22,1.748
2017-06-23,2.5641
2017-06-30,-40.5
2017-07-03,-43.4034
2017-07-06,100.4454
2017-07-07,7.4074
2017-07-10,3.4483
2017-07-11,66.6667
2017-07-12,-58.0
2017-07-31,0.0
2017-08-07,-4.7619
2017-08-09,25.0
2017-09-21,-16.0
2017-10-19,4.7619
2017-11-14,0.0
2017-11-17,0.0
2017-12-12,0.0
2017-12-20,3.1364
2017-12-22,-3.041
2018-01-05,68.1818
2018-01-22,-48.6486
2018-01-23,57.8947
2018-02-01,-16.6667
2018-02-14,132.0
2018-02-20,0.0
2018-02-22,-17.2414
2018-02-23,-45.8333
2018-02-28,15.3846
2018-03-19,3.3333
2018-03-20,-3.2258
2018-03-28,0.0
2018-04-06,33.3333
2018-04-10,-8.0
2018-04-12,-48.3696
2018-04-16,5.2632
2018-04-18,0.0
2018-04-23,40.0
2018-06-12,3.5714
2018-06-15,-10.3448
2018-06-26,-26.9231
2018-08-03,0.0
2018-08-24,26.3158
2018-10-08,-16.6667
2018-10-09,20.0
2018-10-11,0.0
2018-11-05,-29.1667
2018-11-16,-11.7647
2018-11-19,0.0
2018-11-20,100.0
2018-11-21,33.3333
2018-11-23,52.5
2018-11-26,-9.8361
2018-11-27,-38.1818
2018-11-28,-2.9412000000000003
2018-11-29,-9.0909
2018-11-30,0.0
2018-12-03,0.0
2018-12-06,76.6667
2018-12-07,-9.434
2018-12-10,-12.5
2018-12-11,0.0
2018-12-12,0.0
2018-12-14,-14.2857
2018-12-17,-5.5556
2018-12-18,-5.8824
2018-12-19,-3.125
2018-12-20,-3.2258
2019-01-03,106.6667
2019-01-04,30.6452
2019-01-07,-25.9259
2019-01-08,0.0
2019-01-09,8.3333
2019-01-10,21.5385
2019-01-11,-6.3291
2019-01-14,-32.4324
2019-01-16,0.0
2019-01-23,0.0
2019-01-24,-17.8
2019-01-25,-22.3844
2019-01-28,25.0784
2019-02-11,-24.812
2019-02-19,-30.0
2019-02-20,63.5714
2019-03-11,-27.2198
2019-03-20,-16.0
2019-04-08,42.8571
2019-04-09,23.3333
2019-04-23,-3.4595000000000002
2019-05-13,-17.8052
2019-05-14,-25.0681
2019-05-15,68.1818
2019-05-16,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-28,0.0
2019-05-30,-32.4324
2019-06-11,0.0
2019-07-05,-8.0
2019-07-08,117.3913
2019-07-15,-2.0
2019-07-22,0.0
2019-07-24,-24.4898
2019-07-26,2.3784
2019-08-01,-34.0021
2019-08-02,-12.0
2019-08-08,36.3636
2019-08-16,-16.6667
2019-08-26,20.0
2019-08-30,-16.6667
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,20.0
2019-09-20,66.6667
2019-10-01,-20.0
2019-10-04,-45.0
2019-10-15,18.4091
2019-10-30,-4.0307
2019-11-22,42.0
2019-12-19,-29.5775
2019-12-20,0.0
2019-12-23,0.0
2020-02-18,4.0
2020-02-19,-11.538499999999999
2020-02-20,-4.3478
2020-03-03,0.0
2020-03-17,45.4545
2020-04-06,-31.25
2020-04-09,-9.0909
2020-04-24,-20.0
2020-04-30,12.5
2020-05-08,11.1111
2020-06-02,5.0
2020-06-10,0.0
2020-06-12,0.0
2020-06-17,0.0
