ticker,OODH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-08-17,61.5385
2012-08-20,28.5714
2012-08-21,11.1111
2012-08-22,0.0
2012-08-23,0.0
2012-08-28,-10.0
2012-08-29,-25.1852
2012-08-31,-20.7921
2012-09-05,18.75
2012-09-06,-63.1579
2012-09-07,51.4286
2012-09-11,33.9623
2012-09-12,-36.6197
2012-09-13,-22.2222
2012-09-18,-28.5714
2012-09-24,-9.05
2012-09-25,-55.58
2012-09-26,-0.9901
2012-09-27,10.0
2012-09-28,18.1818
2012-10-02,-23.0769
2012-10-15,-25.0
2012-10-16,-46.6667
2012-11-13,237.5
2012-11-16,0.0
2012-11-19,0.0
2012-11-26,0.0
2012-12-13,0.0
2012-12-18,0.0
2013-01-24,0.0
2013-02-14,-74.0741
2013-02-15,328.5714
2013-02-19,-53.3333
2013-02-21,21.4286
2013-02-22,135.2941
2013-02-25,0.0
2013-02-26,-25.0
2013-04-03,-66.6667
2013-04-17,40.0
2013-04-19,28.5714
2013-04-23,0.0
2013-04-25,0.0
2013-04-29,44.4444
2013-04-30,-30.7692
2013-05-01,-5.5556
2013-05-02,0.0
2013-05-06,-29.4118
2013-05-10,200.0
2013-05-30,-44.4444
2013-05-31,-50.0
2013-06-05,100.0
2013-06-06,20.0
2013-06-07,8.3333
2013-06-10,-53.8462
2013-06-13,-66.6667
2013-06-14,150.0
2013-06-17,-20.0
2013-06-18,-25.0
2013-06-19,-50.0
2013-06-20,0.0
2013-06-21,153.3333
2013-06-24,-44.7368
2013-06-25,66.6667
2013-07-09,-14.2857
2013-07-10,0.0
2013-07-11,66.6667
2013-07-22,-20.0
2013-07-26,0.0
2013-07-30,25.0
2013-08-01,-28.0
2013-08-05,177.7778
2013-08-06,-65.0
2013-08-07,14.2857
2013-08-09,37.5
2013-08-12,-27.2727
2013-08-13,-35.0
2013-08-14,112.9808
2013-08-16,-18.7359
2013-08-19,55.5556
2013-08-20,28.5714
2013-08-21,-22.2222
2013-08-22,35.7143
2013-08-23,0.0
2013-08-26,-5.2632
2013-08-28,2.7778
2013-08-29,13.5135
2013-08-30,46.6667
2013-09-03,211.6883
2013-09-04,-68.75
2013-09-05,-26.6667
2013-09-06,36.3636
2013-09-09,-26.6667
2013-09-10,-27.2727
2013-09-11,-12.5
2013-09-12,28.5714
2013-09-13,-5.5556
2013-09-16,-5.8824
2013-09-17,-6.25
2013-09-18,13.3333
2013-09-19,0.0
2013-09-23,0.0
2013-09-24,-11.7647
2013-09-25,13.3333
