ticker,CNST US Equity
2018-12-06,1.1804000000000001
2018-12-07,-0.1667
2018-12-10,-3.172
2018-12-11,-1.2069
2018-12-12,2.4433
2018-12-13,3.4072
2018-12-14,0.1647
2018-12-17,-2.9605
2018-12-18,0.0
2018-12-19,-10.678
2018-12-20,-5.3131
2018-12-21,14.2285
2018-12-24,-17.5439
2018-12-26,-1.7021
2018-12-27,-2.1645
2018-12-28,0.6637
2018-12-31,-11.8681
2019-01-02,9.2269
2019-01-03,5.0228
2019-01-04,15.4348
2019-01-07,14.3126
2019-01-08,12.5206
2019-01-09,0.8785
2019-01-10,2.7576
2019-01-11,-1.4123999999999999
2019-01-14,-4.8711
2019-01-15,-9.1867
2019-01-16,-2.3217
2019-01-17,5.2632
2019-01-18,1.9355
2019-01-22,0.4747
2019-01-23,-2.2047
2019-01-24,7.0853
2019-01-25,0.6015
2019-01-28,-4.3347999999999995
2019-01-29,1.5625
2019-01-30,4.7692
2019-01-31,6.1674
2019-02-01,4.8408999999999995
2019-02-04,15.8311
2019-02-05,6.8337
2019-02-06,-1.1727
2019-02-07,-0.863
2019-02-08,1.741
2019-02-11,3.6364
2019-02-12,3.5088
2019-02-13,14.656
2019-02-14,-1.3913
2019-02-15,5.2028
2019-02-19,-9.3881
2019-02-20,3.4228
2019-02-21,-5.9928
2019-02-22,-9.5147
2019-02-25,13.1441
2019-02-26,-4.1822
2019-02-27,-1.8429
2019-02-28,-0.1976
2019-03-01,3.1683
2019-03-04,-4.2226
2019-03-05,-6.8136
2019-03-06,-8.0645
2019-03-07,2.4561
2019-03-08,17.0091
2019-03-11,-13.0732
2019-03-12,5.9484
2019-03-13,-4.4492
2019-03-14,9.645199999999999
2019-03-15,1.1122
2019-03-18,0.0
2019-03-19,14.0
2019-03-20,-0.8772
2019-03-21,1.6814
2019-03-22,-2.0888
2019-03-25,5.4222
2019-03-26,1.4334
2019-03-27,3.9069000000000003
2019-03-28,7.6
2019-03-29,0.7435
2019-04-01,0.6642
2019-04-02,-3.2258
2019-04-03,-0.9091
2019-04-04,-0.6116
2019-04-05,1.4615
2019-04-08,-1.4405000000000001
2019-04-09,-2.5385
2019-04-10,-0.5525
2019-04-11,-3.7302
2019-04-12,-0.2473
2019-04-15,1.8182
2019-04-16,1.461
2019-04-17,-4.8
2019-04-18,0.0
2019-04-22,3.4454000000000002
2019-04-23,1.0561
2019-04-24,-1.3666
2019-04-25,-1.3855
2019-04-26,-1.2397
2019-04-29,8.7866
2019-04-30,1.1538
2019-05-01,-3.27
2019-05-02,1.022
2019-05-03,3.5019
2019-05-06,-2.2556
2019-05-07,-0.3846
2019-05-08,-3.4749
2019-05-09,-2.08
2019-05-10,-2.8595
2019-05-13,-8.5786
2019-05-14,1.8399
2019-05-15,1.2647
2019-05-16,-1.3381
2019-05-17,-3.8879
2019-05-20,-15.1458
2019-05-21,8.3149
2019-05-22,7.8812999999999995
2019-05-23,-0.0949
2019-05-24,0.095
2019-05-28,-5.1233
2019-05-29,-5.3
2019-05-30,-10.2429
2019-05-31,1.4118
2019-06-03,7.1926
2019-06-04,-3.7879
2019-06-05,1.0124
2019-06-06,1.5590000000000002
2019-06-07,2.193
2019-06-10,5.3648
2019-06-11,3.5642
2019-06-12,-5.8014
2019-06-13,-2.714
2019-06-14,-3.3262
2019-06-17,6.6593
2019-06-18,3.8502
2019-06-19,2.8056
2019-06-20,-3.0214
2019-06-21,2.5126
2019-06-24,-9.3137
2019-06-25,-2.2702999999999998
2019-06-26,4.7566
2019-06-27,6.547
2019-06-28,21.7047
2019-07-01,-12.785
2019-07-02,-5.042
2019-07-03,-0.9833
2019-07-05,-0.1986
2019-07-08,-3.1841
2019-07-09,1.7471999999999999
2019-07-10,0.101
2019-07-11,-0.6054
2019-07-12,-0.203
2019-07-15,0.0
2019-07-16,1.7294
2019-07-17,-3.0
2019-07-18,3.5052
2019-07-19,-3.4861
2019-07-22,1.9607999999999999
2019-07-23,-4.1498
2019-07-24,1.5312000000000001
2019-07-25,-0.26
2019-07-26,3.4411
2019-07-29,-3.4274
2019-07-30,0.7307
2019-07-31,-4.1451
2019-08-01,-1.9459
2019-08-02,-4.2999
2019-08-05,-9.9078
2019-08-06,4.6036
2019-08-07,1.467
2019-08-08,-1.2048
2019-08-09,3.9024
2019-08-12,-8.5681
2019-08-13,0.7702
2019-08-14,-7.3885
2019-08-15,-3.1637
2019-08-16,12.7841
2019-08-19,0.3778
2019-08-20,-3.5132
2019-08-21,3.5111
2019-08-22,-5.402
2019-08-23,-11.2882
2019-08-26,13.024
2019-08-27,-0.3974
2019-08-28,0.3989
2019-08-29,0.1325
2019-08-30,-4.1005
2019-09-03,-1.931
2019-09-04,3.9381
2019-09-05,-2.4356999999999998
2019-09-06,2.9126
2019-09-09,2.2911
2019-09-10,0.7905
2019-09-11,5.4902
2019-09-12,-1.7348
2019-09-13,0.1261
2019-09-16,0.2519
2019-09-17,-1.3819
2019-09-18,-3.3121
2019-09-19,-2.108
2019-09-20,-2.0188
2019-09-23,-5.9066
2019-09-24,-4.3796
2019-09-25,3.8167999999999997
2019-09-26,-3.2353
2019-09-27,-2.2796
2019-09-30,0.4666
2019-10-01,17.4923
2019-10-02,-0.3953
2019-10-03,8.3333
2019-10-04,1.221
2019-10-07,-2.2919
2019-10-08,-3.9506
2019-10-09,0.5141
2019-10-10,3.5806
2019-10-11,7.5309
2019-10-14,9.9885
2019-10-15,22.9645
2019-10-16,5.6876
2019-10-17,0.1606
2019-10-18,2.085
2019-10-21,16.2608
2019-10-22,1.4189
2019-10-23,-5.1965
2019-10-24,-0.4568
2019-10-25,-1.7296
2019-10-28,-3.3045999999999998
2019-10-29,0.7429
2019-10-30,0.5162
2019-10-31,1.3206
2019-11-01,2.3172
2019-11-04,0.0
2019-11-05,4.5294
2019-11-06,90.2505
2019-11-07,13.2384
2019-11-08,-2.8598
2019-11-11,11.2261
2019-11-12,-5.9337
2019-11-13,5.2257
2019-11-14,11.4311
2019-11-15,1.4768
2019-11-18,1.7671999999999999
2019-11-19,2.1706
2019-11-20,2.3494
2019-11-21,-1.3187
2019-11-22,-1.6827999999999999
2019-11-25,0.302
2019-11-26,0.3764
2019-11-27,6.8
2019-11-29,8.9888
2019-12-02,-3.6727
2019-12-03,-2.029
2019-12-04,4.6882
2019-12-05,-7.2826
2019-12-06,2.4619
2019-12-09,-17.2998
2019-12-10,-1.7431999999999999
2019-12-11,1.6333
2019-12-12,8.2848
2019-12-13,0.7677
2019-12-16,14.4997
2019-12-17,4.6352
2019-12-18,-8.4782
2019-12-19,-3.3349
2019-12-20,4.8873999999999995
2019-12-23,4.2028
2019-12-24,0.6357
2019-12-26,7.384
2019-12-27,-5.071
2019-12-30,-0.5128
2019-12-31,1.1813
2020-01-02,-3.2902
2020-01-03,-0.3951
2020-01-06,-8.2195
2020-01-07,-2.0168
2020-01-08,2.1563
2020-01-09,-6.9321
2020-01-10,-2.9124
2020-01-13,1.1415
2020-01-14,-1.8373
2020-01-15,2.4064
2020-01-16,-1.6971
2020-01-17,8.8977
2020-01-21,-3.9512
2020-01-22,-5.358
2020-01-23,-2.2807
2020-01-24,0.5217
2020-01-27,1.6935
2020-01-28,-5.1571
2020-01-29,-0.7647
2020-01-30,-5.3938
2020-01-31,-0.3318
2020-02-03,1.0593
2020-02-04,4.103
2020-02-05,-2.4453
2020-02-06,-0.5603
2020-02-07,3.5884
2020-02-10,-1.8035999999999999
2020-02-11,1.516
2020-02-12,-0.1436
2020-02-13,4.8318
2020-02-14,-1.07
2020-02-18,4.548
2020-02-19,-1.1141
2020-02-20,1.073
2020-02-21,-0.2123
2020-02-24,-0.6649
2020-02-25,-0.7229
2020-02-26,-5.205
2020-02-27,-1.1095
2020-02-28,1.6686
2020-03-02,3.8483
2020-03-03,-0.0272
2020-03-04,2.4802
2020-03-05,-4.8138
2020-03-06,-2.2073
2020-03-09,-10.4
2020-03-10,3.3482
2020-03-11,0.4937
2020-03-12,-4.8204
2020-03-13,-4.4193999999999996
2020-03-16,-19.6085
2020-03-17,-7.3887
2020-03-18,-10.7888
2020-03-19,15.4472
2020-03-20,13.9965
2020-03-23,11.7761
2020-03-24,7.323
2020-03-25,-2.7358000000000002
2020-03-26,8.8021
2020-03-27,-0.5779
2020-03-30,-5.751
2020-03-31,2.0123
2020-04-01,-8.1451
2020-04-02,3.9141
2020-04-03,0.9667
2020-04-06,3.2024
2020-04-07,-4.0307
2020-04-08,8.0
2020-04-09,5.4321
2020-04-13,1.4637
2020-04-14,0.6636
2020-04-15,-2.3789
2020-04-16,-1.9965000000000002
2020-04-17,4.4937000000000005
2020-04-20,6.9381
2020-04-21,-7.7748
2020-04-22,0.6686
2020-04-23,-0.7508
2020-04-24,8.5249
2020-04-27,4.2359
2020-04-28,-2.9321
2020-04-29,-0.1855
2020-04-30,-4.4863
2020-05-01,-0.6392
2020-05-04,6.4056
2020-05-05,5.0736
2020-05-06,12.3343
2020-05-07,8.2183
2020-05-08,1.2966
2020-05-11,0.447
2020-05-12,0.7079
2020-05-13,-7.9333
2020-05-14,-5.3665
2020-05-15,0.5071
2020-05-18,-10.5275
2020-05-19,-4.5117
2020-05-20,-0.698
2020-05-21,-2.7575
2020-05-22,3.2805
2020-05-26,-6.6487
2020-05-27,-3.489
2020-05-28,0.3884
2020-05-29,5.744
2020-06-01,1.4354
2020-06-02,5.3274
2020-06-03,-0.2371
2020-06-04,-0.9242
2020-06-05,-0.3465
2020-06-08,-1.4977
2020-06-09,-3.6112
2020-06-10,-1.9718
2020-06-11,-1.954
2020-06-12,1.1137
2020-06-15,9.3333
2020-06-16,-4.5334
2020-06-17,-11.0525
2020-06-18,-2.123
2020-06-19,-4.8485
2020-06-22,6.5706
2020-06-23,-4.2781
2020-06-24,-1.0516
2020-06-25,0.8303
2020-06-26,-4.1502
2020-06-29,-1.6151
2020-06-30,4.9597999999999995
2020-07-01,-4.0599
2020-07-02,0.5203
2020-07-06,-0.2415
2020-07-07,4.4621
2020-07-08,1.755
2020-07-09,-5.2066
2020-07-10,1.3732
2020-07-13,-4.0298
2020-07-14,0.7763
2020-07-15,-1.5756000000000001
2020-07-16,1.3874
2020-07-17,2.1053
2020-07-20,0.4124
2020-07-21,-2.7379
2020-07-22,-0.2463
2020-07-23,-0.388
2020-07-24,-0.9561
2020-07-27,-3.6109999999999998
2020-07-28,-4.4881
2020-07-29,-0.932
2020-07-30,4.7432
2020-07-31,0.6362
