ticker,NERG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-30,2.0
2010-04-06,-1.9607999999999999
2010-04-28,30.0
2010-05-03,0.0
2010-05-07,0.0
2010-05-10,-1.0
2010-05-12,5.6721
2010-05-13,2.9412000000000003
2010-05-14,0.0
2010-05-17,0.0
2010-05-19,-2.8571
2010-05-20,-33.8235
2010-05-21,0.0
2010-05-24,-1.0
2010-06-09,1.0101
2010-06-25,0.0
2010-06-28,4.4444
2010-06-29,0.0
2010-06-30,4.2553
2010-07-02,0.0
2010-07-06,4.0816
2010-07-07,5.8824
2010-07-08,24.0741
2010-07-09,8.9552
2010-07-12,-1.3699
2010-07-14,4.1667
2010-07-15,5.3333
2010-07-16,5.0475
2010-07-19,0.0151
2010-07-20,0.0
2010-07-21,-9.6386
2010-07-22,9.3333
2010-07-23,-14.6341
2010-07-26,2.4464
2010-07-27,4.5843
2010-07-30,4.0
2010-08-02,-10.2564
2010-08-03,12.857099999999999
2010-08-04,0.0
2010-08-05,0.0
2010-08-11,-8.8608
2010-08-18,-2.7778
2010-08-19,0.0
2010-08-24,-7.1429
2010-08-25,-15.3846
2010-08-26,27.2727
2010-08-27,-28.5714
2010-09-03,-22.0
2010-09-07,-35.8974
2010-09-08,60.0
2010-09-09,27.5
2010-09-10,-31.3725
2010-09-15,2.8571
2010-09-27,25.0
2010-09-28,0.0
2010-09-30,0.0
2010-10-04,13.3333
2010-10-05,0.0
2010-10-29,-11.7647
2010-11-01,6.6667
2010-11-17,0.0
2010-11-18,-6.25
2010-11-29,0.0
2010-11-30,-6.6667
2010-12-01,23.8095
2010-12-03,-26.9231
2010-12-13,7.8947
2010-12-14,-17.0732
2010-12-16,2.9412000000000003
2010-12-17,0.0
2010-12-20,5.7143
2010-12-23,-2.7027
2010-12-27,-2.7778
2010-12-29,0.0
2010-12-30,2.8571
2011-01-07,8.3333
2011-01-10,0.0
2011-01-11,2.5641
2011-01-18,0.0
2011-01-19,0.0
2011-01-31,-17.5
2011-02-22,21.2121
2011-02-23,10.0
2011-02-24,2.2727
2011-02-25,4.4444
2011-02-28,6.383
2011-03-01,-34.0
2011-03-03,51.5152
2011-03-04,6.0
2011-03-07,-5.6604
2011-03-08,60.0
2011-03-09,-16.25
2011-03-10,11.9403
2011-03-11,0.0
2011-03-14,-25.3333
2011-03-21,30.3571
2011-03-22,-38.3562
2011-03-23,0.0
2011-04-04,11.1111
2011-04-05,46.0
2011-04-06,0.0
2011-04-08,-4.1096
2011-04-11,-37.1429
