ticker,GULTU US Equity
2013-10-25,1.7391
2013-10-28,-0.8547
2013-10-29,-0.8621
2013-10-30,4.7826
2013-10-31,0.4149
2013-11-01,0.0
2013-11-04,-0.8264
2013-11-05,-0.4167
2013-11-06,-0.4184
2013-11-07,-1.6806999999999999
2013-11-08,0.0
2013-11-11,-2.9915000000000003
2013-11-12,-1.7621
2013-11-13,1.3453
2013-11-14,0.0
2013-11-15,-0.4425
2013-11-18,-0.8889
2013-11-19,-1.3453
2013-11-20,0.0
2013-11-21,-0.9091
2013-11-22,2.2936
2013-11-25,0.8969
2013-11-26,-2.2222
2013-11-27,-0.9091
2013-11-29,2.2936
2013-12-02,-4.9327
2013-12-03,0.0
2013-12-04,-0.4717
2013-12-05,-1.4218
2013-12-06,1.4423
2013-12-09,2.3697
2013-12-10,-1.8519
2013-12-11,-2.3585
2013-12-12,3.8647
2013-12-13,1.3953
2013-12-16,-4.5872
2013-12-17,2.8846
2013-12-18,0.4673
2013-12-19,1.8605
2013-12-20,-2.2831
2013-12-23,0.0
2013-12-24,-1.8692
2013-12-26,4.7619
2013-12-27,-4.5455
2013-12-30,-0.4762
2013-12-31,-0.4785
2014-01-02,1.4423
2014-01-03,0.9479
2014-01-06,6.5728
2014-01-07,-0.8811
2014-01-08,-2.2222
2014-01-09,4.0909
2014-01-10,0.4367
2014-01-13,-4.3478
2014-01-14,1.8182
2014-01-15,-0.8929
2014-01-16,3.6036
2014-01-17,-0.8696
2014-01-21,-2.193
2014-01-22,6.2780000000000005
2014-01-23,6.3291
2014-01-24,-2.7778
2014-01-27,-2.0408
2014-01-28,0.8333
2014-01-29,3.719
2014-01-30,1.5936
2014-01-31,-1.1764999999999999
2014-02-03,1.1905000000000001
2014-02-04,5.098
2014-02-05,1.8657
2014-02-06,0.7326
2014-02-07,-1.8182
2014-02-10,-0.3704
2014-02-11,2.2305
2014-02-12,-0.7273
2014-02-13,9.8901
2014-02-14,-1.6667
2014-02-18,1.3559
2014-02-19,-4.3478
2014-02-20,4.5455
2014-02-21,0.6689
2014-02-24,-0.3322
2014-02-25,0.6667
2014-02-26,0.3311
2014-02-27,-0.9901
2014-02-28,0.0
2014-03-03,0.0
2014-03-04,0.0
2014-03-05,1.6667
2014-03-06,1.6393
2014-03-07,2.5806
2014-03-10,0.6289
2014-03-11,4.0625
2014-03-12,-1.2012
2014-03-13,-1.5198
2014-03-14,0.0
2014-03-17,-1.5432000000000001
2014-03-18,0.3135
2014-03-19,-1.25
2014-03-20,2.5316
2014-03-21,-1.2346
2014-03-24,0.0
2014-03-25,-1.5625
2014-03-26,1.5873
2014-03-27,-1.875
2014-03-28,0.0
2014-03-31,-2.8662
2014-04-01,-0.9836
2014-04-02,-0.6623
2014-04-03,0.0
2014-04-04,-1.3333
2014-04-07,1.3514
2014-04-08,0.0
2014-04-09,-1.6667
2014-04-10,0.0
2014-04-11,-3.3898
2014-04-14,5.2632
2014-04-15,-1.0
2014-04-16,-0.6734
2014-04-17,0.0
2014-04-21,-3.3898
2014-04-22,-1.4035
2014-04-23,3.2028
2014-04-24,2.4138
2014-04-25,-1.3468
2014-04-28,1.3652
2014-04-29,-0.6734
2014-04-30,-0.339
2014-05-01,0.3401
2014-05-02,-0.339
2014-05-05,-2.0408
2014-05-06,2.4306
2014-05-07,-1.6949
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,0.0
2014-05-13,0.6897
2014-05-14,-0.3425
2014-05-15,-2.4055
2014-05-16,1.0563
2014-05-19,-0.6969
2014-05-20,1.0526
2014-05-21,3.125
2014-05-22,-0.3367
2014-05-23,0.0
2014-05-27,0.0
2014-05-28,0.3378
2014-05-29,-0.6734
2014-05-30,0.339
2014-06-02,-0.3378
2014-06-03,0.678
2014-06-04,-1.6835
2014-06-05,-2.3973
2014-06-06,1.4035
2014-06-09,-1.7301
2014-06-10,-1.0563
2014-06-11,0.7117
2014-06-12,7.7739
2014-06-13,0.0
2014-06-16,1.9672
2014-06-17,1.2862
2014-06-18,-2.5397
2014-06-19,-0.9772
2014-06-20,2.3026
2014-06-23,-3.8585000000000003
2014-06-24,-1.0033
2014-06-25,-2.027
2014-06-26,0.6897
2014-06-27,-9.589
2014-06-30,10.9848
2014-07-01,-5.802
2014-07-02,1.0802
2014-07-03,-1.4271
2014-07-07,-1.0909
2014-07-08,1.1029
2014-07-09,-0.3636
2014-07-10,-1.0949
2014-07-11,0.738
2014-07-14,-3.2967
2014-07-15,-0.3741
2014-07-16,0.3755
2014-07-17,-1.5152
2014-07-18,1.5385
2014-07-21,1.5152
2014-07-22,0.3731
2014-07-23,-4.4656
2014-07-24,0.0049
2014-07-25,0.7782
2014-07-28,-2.3166
2014-07-29,-1.581
2014-07-30,-3.2129
2014-07-31,-0.8351
2014-08-01,-1.6684999999999999
2014-08-04,2.1277
2014-08-05,3.3203
2014-08-06,-1.1972
2014-08-07,-0.8163
2014-08-08,-2.0576
2014-08-11,4.6218
2014-08-12,-3.6145
2014-08-13,0.0
2014-08-14,-0.4167
2014-08-15,0.4184
2014-08-18,-1.25
2014-08-19,0.0
2014-08-20,0.4219
2014-08-21,-0.8403
2014-08-22,-2.1186
2014-08-25,-0.4329
2014-08-26,-0.8696
2014-08-27,0.0
2014-08-28,0.8772
2014-08-29,-0.8696
2014-09-02,0.0
2014-09-03,-1.7544
2014-09-04,6.25
2014-09-05,-1.6806999999999999
2014-09-08,0.9989
2014-09-09,-4.374
2014-09-10,-0.448
2014-09-11,0.0056
2014-09-12,-0.4611
2014-09-15,-0.8763
2014-09-16,0.4505
2014-09-17,-2.2422
2014-09-18,-0.9174
2014-09-19,0.9259
2014-09-22,-4.1284
2014-09-23,-6.2201
2014-09-24,0.5102
2014-09-25,0.5076
2014-09-26,0.0
2014-09-29,-0.3535
2014-09-30,1.3685
2014-10-01,-3.0
2014-10-02,-4.1237
2014-10-03,-0.5376
2014-10-06,-1.0811
2014-10-07,-4.3716
2014-10-08,-2.8571
2014-10-09,-5.2941
2014-10-10,-0.6211
2014-10-13,-6.875
2014-10-14,-6.7114
2014-10-15,5.7554
2014-10-16,8.8435
2014-10-17,-6.875
2014-10-20,5.3690999999999995
2014-10-21,12.1019
2014-10-22,1.1364
2014-10-23,-1.1236
2014-10-24,-4.5455
2014-10-27,4.7619
2014-10-28,-7.9545
2014-10-29,-0.6173
2014-10-30,-1.8634
2014-10-31,1.2658
2014-11-03,-4.375
2014-11-04,-1.3072
2014-11-05,-3.3113
2014-11-06,-1.3699
2014-11-07,-2.0833
2014-11-10,-1.4184
2014-11-11,-2.8777
2014-11-12,-1.4815
2014-11-13,-11.2782
2014-11-14,4.2373
2014-11-17,13.8211
2014-11-18,-8.5714
2014-11-19,5.4688
2014-11-20,2.963
2014-11-21,3.5971
2014-11-24,-2.0833
2014-11-25,0.7092
2014-11-26,4.9296
2014-11-28,-2.6846
2014-12-01,-10.3448
2014-12-02,-3.8462
2014-12-03,-2.0
2014-12-04,3.6734999999999998
2014-12-05,-1.5748
2014-12-08,-9.6
2014-12-09,-2.6549
2014-12-10,-1.8182
2014-12-11,1.8519
2014-12-12,-5.4545
2014-12-15,-0.9615
2014-12-16,1.9417
2014-12-17,4.7619
2014-12-18,0.9091
2014-12-19,4.5045
2014-12-22,-9.4828
2014-12-23,-0.9524
2014-12-24,19.7115
2014-12-26,17.2691
2014-12-29,-8.9041
2014-12-30,-3.0075
2014-12-31,-1.5504
2015-01-02,5.5118
2015-01-05,-1.4925
2015-01-06,-6.8182
2015-01-07,-1.626
2015-01-08,-1.6529
2015-01-09,0.8403
2015-01-12,-3.3333
2015-01-13,-1.7241
2015-01-14,5.2632
2015-01-15,0.0
2015-01-16,-8.3333
2015-01-20,0.9091
2015-01-21,-0.9009
2015-01-22,0.0
2015-01-23,-0.9091
2015-01-26,7.3394
2015-01-27,-1.7094
2015-01-28,-3.4783
2015-01-29,-6.3063
2015-01-30,2.8846
2015-02-02,-4.6729
2015-02-03,-2.9412000000000003
2015-02-04,-0.5051
2015-02-05,-0.5076
2015-02-06,0.0
2015-02-09,3.0612
2015-02-10,-2.9703
2015-02-11,1.0204
2015-02-12,1.0101
2015-02-13,-1.0
2015-02-17,-1.0101
2015-02-18,1.0204
2015-02-19,1.0101
2015-02-20,0.0
2015-02-23,3.0
2015-02-24,-4.6602
2015-02-25,3.8697
2015-02-26,-0.9804
2015-02-27,-0.9901
2015-03-02,-3.0
2015-03-03,0.0
2015-03-04,-3.0928
2015-03-05,2.1277
2015-03-06,-0.013
2015-03-09,0.013
2015-03-10,-2.0833
2015-03-11,-1.0638
2015-03-12,-3.2258
2015-03-13,-3.3333
2015-03-16,-2.2989
2015-03-17,-2.1176
2015-03-18,0.9465
2015-03-19,-7.5086
2015-03-20,-7.9733
2015-03-23,0.0612
2015-03-24,6.0114
2015-03-25,2.86
2015-03-26,-5.5369
2015-03-27,0.0
2015-03-30,-0.9246
2015-03-31,-2.4657999999999998
2015-04-01,1.1236
2015-04-02,4.1667
2015-04-06,-4.0
2015-04-07,-1.3889
2015-04-08,0.0
2015-04-09,-3.5211
2015-04-10,5.0365
2015-04-13,4.2391
2015-04-14,2.6667
2015-04-15,1.3149
2015-04-16,7.6751000000000005
2015-04-17,-4.7619
2015-04-20,0.0
2015-04-21,-0.0156
2015-04-22,-1.2346
2015-04-23,-3.5601000000000003
2015-04-24,2.5923
2015-04-27,-4.0461
2015-04-28,1.65
2015-04-29,1.4183
2015-04-30,3.4678
2015-05-01,-5.0
2015-05-04,10.526299999999999
2015-05-05,2.2024
2015-05-06,-0.9901
2015-05-07,0.0
2015-05-08,-4.7059
2015-05-11,0.9259
2015-05-12,-1.5291000000000001
2015-05-13,1.8401
2015-05-14,0.0229
2015-05-15,0.0
2015-05-18,-0.6098
2015-05-19,-3.4356
2015-05-20,0.3812
2015-05-21,1.7088999999999999
2015-05-22,-2.9247
2015-05-26,-0.3205
2015-05-27,-0.7074
2015-05-28,0.5181
2015-05-29,1.8041
2015-06-01,0.0
2015-06-02,1.2658
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,-2.1719
2015-06-08,0.9423
2015-06-09,1.2658
2015-06-10,-0.625
2015-06-11,-0.6289
2015-06-12,1.2658
2015-06-15,-2.5156
2015-06-16,0.9777
2015-06-17,-2.2222
2015-06-18,0.6494
2015-06-19,-0.6452
2015-06-22,0.414
2015-06-23,-1.0589
2015-06-24,-0.6536
2015-06-25,2.6316
2015-06-26,-2.5641
2015-06-29,-0.6579
2015-06-30,-7.2848
2015-07-01,-8.517900000000001
2015-07-02,1.5030000000000001
2015-07-06,-1.5385
2015-07-07,4.9219
2015-07-08,0.726
2015-07-09,-3.8994999999999997
2015-07-10,-8.461500000000001
2015-07-13,2.521
2015-07-14,-5.5738
2015-07-15,0.7161
2015-07-16,3.426
2015-07-17,-2.0
2015-07-20,-1.3818
2015-07-21,-0.3233
2015-07-22,-5.7093
2015-07-23,-0.7913
2015-07-24,0.4971
2015-07-27,-2.1854
2015-07-28,0.3175
2015-07-29,1.2777
2015-07-30,-1.8519
2015-07-31,-1.8868
2015-08-03,-7.6923
2015-08-04,-6.1849
2015-08-05,-8.9799
2015-08-06,-4.849
2015-08-07,3.8782
2015-08-10,3.6409000000000002
2015-08-11,-5.8797
2015-08-12,1.2178
2015-08-13,-4.25
2015-08-14,-2.0072
2015-08-17,-12.0733
2015-08-18,3.0303
2015-08-19,-7.2978
2015-08-20,-4.8186
2015-08-21,-3.1667
2015-08-24,-5.3356
2015-08-25,0.0
2015-08-26,5.4545
2015-08-27,3.4483
2015-08-28,3.3333
2015-08-31,-3.2258
2015-09-01,11.625
2015-09-02,-5.5244
2015-09-03,-5.1166
2015-09-04,6.6
2015-09-08,3.125
2015-09-09,6.0606
2015-09-10,1.4285999999999999
2015-09-11,-1.4085
2015-09-14,-1.4285999999999999
2015-09-15,-5.7971
2015-09-16,4.6154
2015-09-17,2.9412000000000003
2015-09-18,-2.8571
2015-09-21,-2.5
2015-09-22,-3.4691
2015-09-23,-3.125
2015-09-24,9.6774
2015-09-25,-5.8824
2015-09-28,-12.5
2015-09-29,0.9375
2015-09-30,2.6095
2015-10-01,-2.5862
2015-10-02,2.6549
2015-10-05,10.3448
2015-10-06,-2.6172
2015-10-07,6.8591999999999995
2015-10-08,-3.8664
2015-10-09,-6.2866
2015-10-12,-5.8333
2015-10-13,0.0
2015-10-14,1.0177
2015-10-15,5.1248
2015-10-16,-3.3333
2015-10-19,-1.7241
2015-10-20,3.5088
2015-10-21,1.6949
2015-10-22,-2.1667
2015-10-23,-2.5554
2015-10-26,0.0
2015-10-27,-3.8462
2015-10-28,-2.1818
2015-10-29,-8.9219
2015-10-30,2.0408
2015-11-02,-4.0
2015-11-03,-4.1667
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,1.087
2015-11-09,-13.9785
2015-11-10,10.0
2015-11-11,1.1364
2015-11-12,-1.1236
2015-11-13,-2.2727
2015-11-16,-2.3256
2015-11-17,1.1905000000000001
2015-11-18,3.5294
2015-11-19,-1.1364
2015-11-20,1.092
2015-11-23,-6.7084
2015-11-24,-12.2486
2015-11-25,11.1111
2015-11-27,-2.5
2015-11-30,5.1282
2015-12-01,0.0
2015-12-02,-7.3171
2015-12-03,0.0
2015-12-04,5.2632
2015-12-07,-4.0
2015-12-08,-6.25
2015-12-09,5.5556
2015-12-10,-7.8947
2015-12-11,-2.8571
2015-12-14,-5.8824
2015-12-15,-18.75
2015-12-16,7.6923
2015-12-17,0.0
2015-12-18,0.0
2015-12-21,-4.2857
2015-12-22,11.9403
2015-12-23,23.3333
2015-12-24,-2.1622
2015-12-28,-17.1271
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0833
2016-01-04,3.2473
2016-01-05,5.1613
2016-01-06,1.227
2016-01-07,0.0758
2016-01-08,-0.0757
2016-01-11,-6.0606
2016-01-12,3.2258
2016-01-13,-0.625
2016-01-14,-2.5157
2016-01-15,1.2903
2016-01-19,-2.5478
2016-01-20,-8.4967
2016-01-21,1.6518000000000002
2016-01-22,-7.2464
2016-01-25,3.7879
2016-01-26,0.0
2016-01-27,2.9196999999999997
2016-01-28,0.0
2016-01-29,6.383
2016-02-01,0.0
2016-02-02,-0.6667
2016-02-03,-1.3423
2016-02-04,8.8435
2016-02-05,-1.25
2016-02-08,-3.7975
2016-02-09,0.0
2016-02-10,1.9737
2016-02-11,-9.6774
2016-02-12,3.5714
2016-02-16,-4.8276
2016-02-17,1.4493
2016-02-18,2.8571
2016-02-19,-1.3889
2016-02-22,0.0
2016-02-23,-3.5211
2016-02-24,-23.3577
2016-02-25,-4.7619
2016-02-26,20.0
2016-02-29,-3.3333
2016-03-01,16.3793
2016-03-02,-14.8148
2016-03-03,-4.2391
2016-03-04,4.4268
2016-03-07,6.9565
2016-03-08,-6.4024
2016-03-09,-6.6232
2016-03-10,2.3256
2016-03-11,0.0
2016-03-14,0.0
2016-03-15,-4.5455
2016-03-16,3.3333
2016-03-17,-7.8341
2016-03-18,-9.0
2016-03-21,-1.0989
2016-03-22,-1.7361
2016-03-23,13.0742
2016-03-24,-5.0
2016-03-28,0.0
2016-03-29,-10.526299999999999
2016-03-30,11.7647
2016-03-31,-10.526299999999999
2016-04-01,11.7647
2016-04-04,-2.4342
2016-04-05,-2.8994999999999997
2016-04-06,5.4167
2016-04-07,-26.2187
2016-04-08,14.2857
2016-04-11,0.0
2016-04-12,0.1563
2016-04-13,-0.156
2016-04-14,-3.75
2016-04-15,6.4935
2016-04-18,-6.0976
2016-04-19,5.1948
2016-04-20,4.9383
2016-04-21,-5.8824
2016-04-22,4.7656
2016-04-25,1.4169
2016-04-26,5.8824
2016-04-27,-11.1111
2016-04-28,6.25
2016-04-29,0.0
2016-05-02,5.8824
2016-05-03,0.0
2016-05-04,12.2222
2016-05-05,38.6139
2016-05-06,-21.4286
2016-05-09,-12.7273
2016-05-10,1.0417
2016-05-11,-1.0309
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,9.375
2016-05-18,-9.5238
2016-05-19,0.0
2016-05-20,5.2632
2016-05-23,10.0
2016-05-24,-0.9091
2016-05-25,-21.1009
2016-05-26,23.2558
2016-05-27,-10.3774
2016-05-31,5.2632
2016-06-01,-5.0
2016-06-02,5.2632
2016-06-03,-8.9375
2016-06-06,-0.0686
2016-06-07,7.6923
2016-06-08,0.0
2016-06-09,-3.125
2016-06-10,-10.4674
2016-06-13,-1.1764999999999999
2016-06-14,-4.7619
2016-06-15,-6.25
2016-06-16,6.6667
2016-06-17,0.0
2016-06-20,-5.0
2016-06-21,-3.9474
2016-06-22,0.0
2016-06-23,19.1781
2016-06-24,-13.7931
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,6.6667
2016-06-30,-10.0
2016-07-01,11.1111
2016-07-05,-9.8438
2016-07-06,-4.3328
2016-07-07,-5.7971
2016-07-08,-3.8462
2016-07-11,4.0
2016-07-12,4.6154
2016-07-13,5.8824
2016-07-14,4.5139
2016-07-15,2.99
2016-07-18,0.0
2016-07-19,-3.2258
2016-07-20,-2.6667
2016-07-21,-4.1096
2016-07-22,7.1429
2016-07-25,-2.6667
2016-07-26,1.3699
2016-07-27,0.0
2016-07-28,0.8446
2016-07-29,0.5025
2016-08-01,-4.0
2016-08-02,-1.3889
2016-08-03,2.8169
2016-08-04,-4.1096
2016-08-05,1.9643000000000002
2016-08-08,-0.5254
2016-08-09,3.4331
2016-08-10,-0.5957
2016-08-11,0.0
2016-08-12,2.7397
2016-08-15,-2.6667
2016-08-16,8.2192
2016-08-17,1.2658
2016-08-18,3.75
2016-08-19,7.2289
2016-08-22,9.4101
2016-08-23,0.1284
2016-08-24,-15.8974
2016-08-25,3.6585
2016-08-26,-1.7647
2016-08-29,-16.1677
2016-08-30,0.0
2016-08-31,-5.7143
2016-09-01,1.5152
2016-09-02,9.5149
2016-09-06,-2.5554
2016-09-07,4.8951
2016-09-08,-4.0
2016-09-09,4.1667
2016-09-12,0.0
2016-09-13,6.0833
2016-09-14,-1.9639
2016-09-15,-3.8462
2016-09-16,-5.1667
2016-09-19,1.2302
2016-09-20,4.1667
2016-09-21,-4.0
2016-09-22,3.0382
2016-09-23,-1.3479
2016-09-26,-6.7463999999999995
2016-09-27,2.0147
2016-09-28,0.0898
2016-09-29,-3.1390000000000002
2016-09-30,-2.2222
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,-1.5152
2016-10-07,-4.6154
2016-10-10,0.4032
2016-10-11,-0.4016
2016-10-12,-3.2258
2016-10-13,-0.8333
2016-10-14,-4.2017
2016-10-17,-6.0307
2016-10-18,4.3174
2016-10-19,-3.3557
2016-10-20,-5.3241
2016-10-21,0.0
2016-10-24,3.6675
2016-10-25,-15.0943
2016-10-26,3.3333
2016-10-27,-1.0753
2016-10-28,-11.9565
2016-10-31,0.6173
2016-11-01,-1.8405
2016-11-02,1.25
2016-11-03,-1.2346
2016-11-04,-5.0
2016-11-07,-5.2632
2016-11-08,-1.7361
2016-11-09,-1.7668
2016-11-10,-0.5396
2016-11-11,-9.5841
2016-11-14,-7.2
2016-11-15,-3.4483
2016-11-16,5.3571
2016-11-17,1.6949
2016-11-18,-1.6667
2016-11-21,-1.6949
2016-11-22,0.0
2016-11-23,1.7241
2016-11-25,0.0
2016-11-28,-4.4492
2016-11-29,0.0
2016-11-30,-0.2217
2016-12-01,60.0
2016-12-02,-2.2222
2016-12-05,2.2727
2016-12-06,-11.1111
2016-12-07,74.6875
2016-12-08,-5.5456
2016-12-09,-1.5152
2016-12-12,41.5385
2016-12-13,51.087
2016-12-14,15.1079
2016-12-15,-3.125
2016-12-16,-6.9758
2016-12-19,-20.2427
2016-12-20,8.6957
2016-12-21,3.2
2016-12-22,-3.1008
2016-12-23,16.0
2016-12-27,-3.4483
2016-12-28,0.0
2016-12-29,3.5714
2016-12-30,0.0
2017-01-03,0.6897
2017-01-04,-0.6849
2017-01-05,-6.8966
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,-3.7037
2017-01-13,0.0
2017-01-17,0.0481
2017-01-18,-7.7367
2017-01-19,-8.3333
2017-01-20,0.0
2017-01-23,-4.6591000000000005
2017-01-24,-12.2765
2017-01-25,-2.1739
2017-01-27,-1.1111
2017-01-30,1.1236
2017-01-31,5.5556
2017-02-01,5.2632
2017-02-02,-1.125
2017-02-03,-3.7927
2017-02-06,-0.1314
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,4.2105
2017-02-10,1.0101
2017-02-13,-1.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,-6.0606
2017-02-17,2.1505
2017-02-21,-5.2632
2017-02-22,0.0
2017-02-23,-5.4167
2017-02-24,29.2217
2017-02-27,4.5455
2017-02-28,4.3478
2017-03-01,-0.3125
2017-03-02,3.2393
2017-03-03,5.2632
2017-03-06,-9.1346
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-13,0.0
2017-03-15,-6.9841
2017-03-16,0.0
2017-03-17,0.0
2017-03-20,0.1138
2017-03-21,-0.1136
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,0.0569
2017-03-28,-0.0569
2017-03-30,0.0
2017-03-31,-8.8737
2017-04-03,0.0
2017-04-04,-11.1111
2017-04-05,-3.3708
2017-04-06,-5.814
2017-04-07,-6.1728
2017-04-10,-7.8947
2017-04-11,-20.0
2017-04-12,-3.5714
2017-04-13,-3.7037
2017-04-17,5.7692
2017-04-19,9.0909
2017-04-20,8.3333
2017-04-21,0.0
2017-04-24,7.6923
2017-04-25,0.0
2017-04-26,-7.1429
2017-04-27,7.6923
2017-04-28,3.5714
2017-05-01,-3.4483
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.7143
2017-05-08,-14.8936
2017-05-09,8.3333
2017-05-10,0.1923
2017-05-11,-0.1919
2017-05-12,0.1923
2017-05-15,-0.1919
2017-05-16,15.3846
2017-05-17,0.0
2017-05-18,-2.6667
2017-05-19,0.0
2017-05-22,-4.1096
2017-05-23,-7.1429
2017-05-24,7.6923
2017-05-25,-2.7679
2017-05-26,2.8466
2017-05-30,0.0
2017-05-31,-2.8571
2017-06-01,0.0
2017-06-02,0.0
2017-06-05,0.0
2017-06-06,0.0294
2017-06-07,1.4408
2017-06-08,-1.4493
2017-06-09,0.0
2017-06-12,0.1471
2017-06-13,2.79
2017-06-14,-2.8571
2017-06-15,0.0
2017-06-16,0.0
2017-06-19,0.0
2017-06-20,-1.4706000000000001
2017-06-21,1.4925
2017-06-22,-4.4118
2017-06-23,1.5385
2017-06-26,-3.0303
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,1.5625
2017-07-03,-4.6154
2017-07-05,1.6129
2017-07-06,0.0
2017-07-07,0.7302
2017-07-10,-1.5128
2017-07-11,-11.984
2017-07-12,-3.6539
2017-07-13,3.7736
2017-07-14,9.0909
2017-07-17,-15.0
2017-07-18,0.0
2017-07-19,-0.9804
2017-07-20,4.9505
2017-07-21,0.0
2017-07-24,-3.7736
2017-07-25,0.0
2017-07-26,3.9215999999999998
2017-07-27,-1.8868
2017-07-28,0.1923
2017-07-31,1.7274
2017-08-01,0.0
2017-08-02,1.8868
2017-08-03,-1.8519
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,1.3774
2017-08-11,-0.4281
2017-08-14,0.4673
2017-08-15,0.2791
2017-08-16,-9.0909
2017-08-17,-0.4082
2017-08-18,-3.5861
2017-08-21,0.3826
2017-08-22,-0.487
2017-08-23,-0.2128
2017-08-24,4.4776
2017-08-25,-4.0816
2017-08-29,3.0851
2017-08-30,-2.9928
2017-08-31,1.0638
2017-09-01,3.1579
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,2.0408
2017-09-18,-2.0
2017-09-19,-2.0408
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,-2.0833
2017-09-26,4.2553
2017-09-27,-8.1633
2017-09-28,2.0444
2017-09-29,-2.0035
2017-10-02,4.4444
2017-10-03,-0.9574
2017-10-04,-1.1815
2017-10-05,0.4348
2017-10-06,-0.4329
2017-10-09,0.0
2017-10-10,-2.1739
2017-10-11,-8.3333
2017-10-12,-6.6667
2017-10-13,-2.8571
2017-10-16,-3.7433
2017-10-17,-2.5
2017-10-18,-1.7094
2017-10-19,-1.4783
2017-10-20,-4.3836
2017-10-23,13.8462
2017-10-24,2.7027
2017-10-25,-6.3158
2017-10-26,1.1236
2017-10-27,-14.8667
2017-10-30,23.3333
2017-10-31,-2.7027
2017-11-01,0.0
2017-11-02,8.3333
2017-11-03,-15.3846
2017-11-06,-3.0303
2017-11-07,-7.8125
2017-11-08,-8.4746
2017-11-09,-7.4074
2017-11-10,8.0
2017-11-13,44.4444
2017-11-14,-5.1282
2017-11-15,0.0
2017-11-16,5.4054
2017-11-17,-2.5641
2017-11-20,-10.526299999999999
2017-11-21,0.0
2017-11-22,-2.9412000000000003
