ticker,DEVM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-25,-1.9607999999999999
2008-05-29,2.0
2008-06-03,7.8431
2008-07-01,36.0
2008-07-14,-6.4171
2008-08-11,-17.1429
2008-09-11,-6.8966
2008-10-10,-44.4444
2008-10-27,0.0
2009-02-09,16.6667
2009-04-14,5.7143
2009-04-15,0.0
2009-04-16,2.7027
2009-04-17,0.0
2009-04-22,0.0
2009-05-28,5.2632
2009-06-10,0.0
2009-06-30,0.0
2009-07-08,-5.0
2009-07-30,5.2632
2009-07-31,-0.5
2009-08-20,0.5025
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-31,2.5
2009-09-01,0.0
2009-09-03,0.0
2009-09-04,2.439
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,2.3810000000000002
2009-09-18,-2.3256
2009-09-21,-4.7619
2009-09-22,2.5
2009-09-23,4.878
2009-09-24,-6.9767
2009-09-25,0.0
2009-09-29,0.0
2009-09-30,5.0
2009-10-01,0.0
2009-10-02,2.3810000000000002
2009-10-06,0.0
2009-10-07,0.0
2009-10-09,0.0
2009-10-13,2.3256
2009-10-14,-0.4545
2009-10-15,0.4566
2009-10-16,-2.2727
2009-10-19,2.3256
2009-10-20,0.0
2009-10-21,4.5455
2009-10-22,0.0
2009-10-23,0.0
2009-10-26,0.0
2009-10-27,1.3043
2009-10-30,0.4292
2009-11-02,0.4274
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,2.1277
2009-11-12,-2.0833
2009-11-13,2.1277
2009-11-16,2.0833
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,-0.4082
2009-11-23,0.4098
2009-11-24,1.6327
2009-11-25,0.0
2009-11-30,0.0
2009-12-01,0.4016
2009-12-02,-2.0
2009-12-03,2.0408
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,2.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-14,1.9607999999999999
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,3.8462
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,1.1111
2009-12-31,0.0
2010-01-04,-1.0989
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,-1.8519
