ticker,NAKD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-05,1809.0909
2012-09-20,19.0476
2012-10-24,4.0
2013-01-11,-30.7692
2013-02-12,0.0
2013-02-13,-3.3333
2013-02-15,22.9885
2013-02-19,0.0
2013-02-20,1.8692
2013-02-21,2.7523
2013-02-22,1.7856999999999998
2013-02-25,-0.8772
2013-02-26,1.7699
2013-02-27,-0.8696
2013-02-28,1.7544
2013-03-01,0.8621
2013-03-04,0.0
2013-03-05,1.7094
2013-03-06,0.8403
2013-03-07,0.0
2013-03-08,0.0
2013-03-11,-3.3333
2013-03-12,-14.2241
2013-03-13,8.5427
2013-03-14,2.7778
2013-03-15,-5.4054
2013-03-18,-23.8095
2013-03-19,0.0
2013-03-20,12.5
2013-03-21,0.0
2013-03-22,17.7778
2013-03-25,-5.6604
2013-03-26,10.0
2013-03-27,-0.9091
2013-03-28,5.5046
2013-04-01,-0.8696
2013-04-02,0.8772
2013-04-03,-4.3478
2013-04-04,0.0
2013-04-05,3.6364
2013-04-08,-1.7544
2013-04-09,2.6786
2013-04-10,2.6087
2013-04-11,0.8475
2013-04-12,-1.6806999999999999
2013-04-15,0.8547
2013-04-16,0.8475
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,-1.6806999999999999
2013-04-23,-10.2564
2013-04-24,7.619
2013-04-25,-2.6549
2013-04-26,8.1818
2013-04-29,-1.6806999999999999
2013-04-30,-1.7094
2013-05-01,2.6087
2013-05-02,-0.8475
2013-05-03,1.7094
2013-05-06,0.0
2013-05-07,0.8403
2013-05-08,-4.1667
2013-05-09,-0.8696
2013-05-10,3.5088
2013-05-13,-0.8475
2013-05-14,0.8547
2013-05-15,1.6949
2013-05-16,0.0
2013-05-17,0.0
2013-05-20,2.5
2013-05-21,0.0
2013-05-22,1.626
2013-05-23,0.8
2013-05-24,2.3810000000000002
2013-05-28,-17.8295
2013-05-29,14.1509
2013-05-30,3.3058
2013-05-31,8.0
2013-06-03,-1.4815
2013-06-04,-2.2556
2013-06-05,-3.8462
2013-06-06,4.0
2013-06-07,-2.3077
2013-06-10,-6.2992
2013-06-11,-0.8403
2013-06-12,0.8475
2013-06-13,0.0
2013-06-14,0.8403
2013-06-17,-4.1667
2013-06-18,-6.9565
2013-06-19,0.0
2013-06-21,4.6729
2013-06-24,-6.25
2013-06-25,4.7619
2013-06-26,1.8182
2013-06-27,0.0
2013-06-28,0.0
2013-07-01,3.5714
2013-07-02,1.7241
2013-07-03,-23.7288
