ticker,WGIH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-06,900.0
2000-07-17,0.0
2000-07-26,-90.0
2000-09-21,0.0
2000-12-19,0.0
2000-12-29,0.0
2001-01-09,0.0
2001-04-27,0.0
2001-08-03,0.0
2001-11-29,0.0
2001-12-13,0.0
2002-01-23,0.0
2002-03-07,0.0
2002-08-12,0.0
2002-08-30,0.0
2002-10-31,-87.5
2002-11-04,0.0
2002-12-10,0.0
2003-05-29,0.0
2003-06-13,0.0
2003-10-14,0.0
2004-01-22,0.0
2004-02-05,3900.0
2004-03-22,-97.5
2004-03-24,3900.0
2004-03-29,-97.5
2004-10-07,0.0
2004-11-29,0.0
2005-04-11,3900.0
2005-04-22,0.0
2005-05-27,300.0
2005-06-08,-90.0
2005-07-06,0.0
2005-08-15,0.0
2005-09-09,0.0
2005-10-24,0.0
2006-04-05,350.0
2006-05-15,-77.7778
2006-06-15,0.0
2006-06-19,0.0
2006-06-20,0.0
2006-06-22,0.0
2006-08-10,150.0
2006-09-08,-60.0
2006-09-26,-65.625
2006-10-10,-27.2727
2006-11-15,0.0
2006-11-20,0.0
2006-12-05,0.0
2006-12-12,0.0
2006-12-13,0.0
2006-12-20,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-19,6900.0
2007-01-22,-42.8571
2007-01-23,-25.0
2007-01-25,0.0
2007-01-29,0.0
2007-02-02,0.0
2007-02-06,0.0
2007-02-08,0.0
2007-02-20,0.0
2007-03-12,0.0
2007-03-15,-63.3333
2007-04-04,127.2727
2007-05-04,40.0
2007-05-08,-28.5714
2007-06-11,-19.2
2007-09-10,-40.5941
2007-11-14,0.0
2007-12-11,50.0
2007-12-12,66.6667
2007-12-13,-16.6667
2007-12-14,23.2
2007-12-18,-22.7273
2007-12-21,0.0
2008-01-03,-23.5294
2008-01-09,26.3736
2008-01-11,10.4348
2008-01-14,-20.4724
2008-01-22,3.9604
2008-01-31,28.5714
2008-02-01,3.7037
2008-02-12,-10.7143
2008-02-21,0.0
2008-03-03,19.2
2008-03-27,-32.2148
2008-03-28,46.5347
2008-04-04,-15.5405
2008-04-09,20.0
2008-04-16,10.0
2008-04-18,-3.0303
2008-04-22,9.375
2008-04-24,2.8571
2008-05-01,0.0
2008-05-09,-33.3333
2008-05-12,50.0
2008-06-06,-1.6667
2008-06-13,1.6949
2008-07-07,-43.8889
2008-07-11,48.5149
2008-07-16,0.0
2008-07-18,0.0
2008-07-21,0.0
2008-07-31,-32.6667
2008-08-07,48.5149
