ticker,WGIH US Equity
2008-08-22,32.6667
2008-08-27,-49.2462
2008-08-29,0.0
2008-09-16,0.0
2008-09-26,0.0
2008-10-14,0.0
2008-12-16,-49.505
2008-12-22,0.0
2009-02-04,-86.2745
2009-02-05,-14.2857
2009-04-15,750.0
2009-04-22,-96.0784
2009-04-23,0.0
2009-04-30,10.625
2009-05-21,125.9887
2009-05-29,-78.0
2009-06-01,343.75
2009-06-02,-59.0269
2009-06-09,144.0625
2009-06-10,-59.0269
2009-07-08,0.0
2009-07-20,150.0
2009-07-21,-79.0
2009-07-28,376.1905
2009-08-03,-76.0
2009-08-19,150.0
2009-08-27,-65.0
2009-09-11,42.8571
2009-09-15,97.5
2009-12-17,-66.2447
2010-09-09,0.0
2010-09-30,0.0
2011-06-14,-48.75
2012-09-07,0.0
2012-10-09,-21.9512
2012-10-11,-62.5
2012-10-15,-33.3333
2012-10-16,18.75
2012-10-17,-47.3684
2012-10-18,-40.0
2012-10-19,33.3333
2012-10-22,37.5
2012-10-23,-45.4545
2012-10-24,-16.6667
2012-10-25,-40.0
2012-10-26,0.0
2012-10-31,0.0
2012-11-07,66.6667
2012-11-12,0.0
2012-11-13,-40.0
2012-11-16,233.3333
2012-11-19,-50.0
2012-11-20,20.0
2012-11-21,-50.0
2012-11-26,0.0
2012-11-28,66.6667
2012-11-29,20.0
2012-11-30,-16.6667
2012-12-03,-40.0
2012-12-04,66.6667
2012-12-05,0.0
2012-12-06,-60.0
2012-12-07,0.0
2012-12-10,0.0
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-19,0.0
2012-12-21,0.0
2012-12-27,0.0
2012-12-28,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-24,0.0
2013-02-11,0.0
2013-02-12,0.0
2013-02-26,50.0
2013-02-27,-33.3333
2013-02-28,50.0
2013-03-01,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,-33.3333
2013-03-08,0.0
2013-03-11,50.0
2013-03-12,0.0
2013-03-13,-33.3333
2013-03-14,0.0
2013-03-15,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,0.0
2013-03-28,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,0.0
2013-04-08,0.0
2013-04-09,0.0
2013-04-10,0.0
2013-04-15,0.0
2013-04-17,0.0
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,50.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,-33.3333
2013-05-03,0.0
2013-05-06,0.0
2013-05-07,50.0
2013-05-08,0.0
2013-05-09,0.0
2013-05-10,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,-33.3333
2013-05-16,50.0
2013-05-17,0.0
2013-05-20,-33.3333
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,0.0
2013-05-24,0.0
2013-05-28,0.0
2013-05-29,0.0
2013-05-30,0.0
2013-05-31,0.0
2013-06-03,-20.0
2013-06-04,25.0
2013-06-05,0.0
2013-06-07,0.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-12,0.0
2013-06-14,0.0
2013-06-17,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-28,0.0
2013-07-18,0.0
2013-07-22,0.0
2013-08-01,0.0
2013-08-06,0.0
2013-08-26,0.0
2013-10-07,0.0
2013-11-19,0.0
2013-12-16,0.0
2014-02-21,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-03-03,0.0
2014-03-10,0.0
2014-03-31,0.0
2014-04-02,0.0
2014-04-04,0.0
2014-04-07,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-08-25,0.0
2014-10-03,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-03-31,0.0
2015-11-19,0.0
2016-12-27,0.0
2017-05-02,0.0
2017-05-04,0.0
2017-08-14,-92.0
2017-11-27,900.0
2018-05-07,-90.0
2018-05-30,900.0
2018-05-31,0.0
2018-06-12,-90.0
2018-07-20,900.0
2018-07-23,0.0
2018-08-17,0.0
2018-08-27,-90.0
2019-05-14,-90.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-22,0.0
2019-10-03,0.0
2019-10-18,0.0
2019-11-01,9900.0
2019-12-13,-99.0
2020-01-06,0.0
2020-01-24,0.0
2020-02-18,9900.0
2020-03-10,-99.0
2020-03-13,7400.0004
2020-04-08,-98.6667
2020-04-16,0.0
2020-04-28,0.0
2020-06-17,0.0
2020-07-14,0.0
