ticker,SOLO US Equity
2018-03-13,5.3191
2018-03-14,-1.2121
2018-03-16,0.818
2018-03-19,-7.7079
2018-03-21,8.7912
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,-8.0808
2018-03-27,4.3956
2018-03-28,-4.0
2018-03-29,-1.3158
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,3.3333
2018-04-05,-2.1505
2018-04-06,3.2967
2018-04-09,-2.1277
2018-04-10,-2.1739
2018-04-11,0.4444
2018-04-16,-0.2212
2018-04-17,-0.2217
2018-04-18,-6.6667
2018-04-19,7.381
2018-04-20,-0.2217
2018-04-23,7.7778
2018-04-24,-4.1237
2018-04-25,-3.2258
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,-0.2222
2018-05-03,-4.2316
2018-05-04,-0.2326
2018-05-07,0.2331
2018-05-08,4.186
2018-05-09,-5.1339
2018-05-10,1.1764999999999999
2018-05-14,-3.4884
2018-05-15,0.0
2018-05-16,-24.6988
2018-05-17,4.0
2018-05-18,-4.9231
2018-05-21,0.0
2018-05-22,5.9871
2018-05-23,-1.5267
2018-05-24,0.0
2018-05-25,-0.7752
2018-05-29,2.3437
2018-05-30,-0.7634
2018-05-31,-1.5385
2018-06-01,1.5625
2018-06-05,0.0
2018-06-06,-0.1538
2018-06-07,0.0
2018-06-08,0.0
2018-06-11,-0.6163
2018-06-12,0.0
2018-06-13,0.7752
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,-0.6154
2018-06-19,0.6192
2018-06-21,-0.7692
2018-06-25,-2.3256
2018-06-28,-1.5873
2018-06-29,0.0
2018-07-05,-3.2258
2018-07-06,3.0
2018-07-09,2.7508
2018-07-10,2.6772
2018-07-11,-0.3067
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,-1.8462
2018-07-19,-13.6364
2018-07-20,17.0599
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,-8.5271
2018-07-26,2.5423999999999998
2018-07-27,6.6116
2018-07-30,-0.155
2018-07-31,-6.677
2018-08-01,0.1664
2018-08-02,7.9734
2018-08-03,-1.5385
2018-08-06,-0.7813
2018-08-07,-2.3622
2018-08-08,-3.2258
2018-08-09,-60.0
2018-08-10,15.4167
2018-08-13,17.3285
2018-08-14,20.6154
2018-08-15,-7.9082
2018-08-16,5.1247
2018-08-17,-3.0303
2018-08-20,0.5435
2018-08-21,-2.7027
2018-08-22,0.8333
2018-08-23,0.2066
2018-08-24,-6.7600999999999996
2018-08-27,-8.008
2018-08-28,1.2821
2018-08-29,13.9241
2018-08-30,2.2721999999999998
2018-08-31,-2.2217000000000002
2018-09-04,-8.0556
2018-09-05,-0.3021
2018-09-06,-1.6636
2018-09-07,0.151
2018-09-10,0.0
2018-09-11,-1.2308
2018-09-12,-8.9346
2018-09-13,-13.7931
2018-09-14,4.3651
2018-09-17,4.5626999999999995
2018-09-18,-5.0909
2018-09-19,1.1494
2018-09-20,-8.3333
2018-09-21,6.4463
2018-09-24,-1.972
2018-09-25,-2.9779999999999998
2018-09-26,-0.102
2018-09-27,0.1021
2018-09-28,0.4082
2018-10-01,5.2846
2018-10-02,2.7027
2018-10-03,8.6917
2018-10-04,0.6502
2018-10-05,-3.7801
2018-10-08,0.7857
2018-10-09,-6.095
2018-10-10,-1.5093999999999999
2018-10-11,5.7471
2018-10-12,-5.4348
2018-10-15,0.0
2018-10-16,3.4483
2018-10-17,0.0
2018-10-18,-1.8519
2018-10-19,-1.8868
2018-10-22,-4.2308
2018-10-23,-6.4257
2018-10-24,1.2876
2018-10-25,-6.7797
2018-10-26,-0.9091
2018-10-29,108.7156
2018-10-30,-27.2527
2018-10-31,-3.9275
2018-11-01,17.9245
2018-11-02,-5.8667
2018-11-05,-13.0312
2018-11-06,-16.9381
2018-11-07,-24.3137
2018-11-08,-3.6269
2018-11-09,3.2258
2018-11-12,-3.6458
2018-11-13,-3.2432
2018-11-14,-6.7039
2018-11-15,-12.2754
2018-11-16,-7.8498
2018-11-19,13.3333
2018-11-20,-9.8039
2018-11-21,5.0725
2018-11-23,-0.8345
2018-11-26,3.6233
2018-11-27,-2.6846
2018-11-28,-3.4483
2018-11-29,-1.4285999999999999
2018-11-30,3.6231999999999998
2018-12-03,-6.2937
2018-12-04,-3.8433
2018-12-06,-6.0924
2018-12-07,-0.3306
2018-12-10,-2.1559
2018-12-11,-0.0085
2018-12-12,-1.6865999999999999
2018-12-13,-4.3103
2018-12-14,-3.6036
2018-12-17,12.7103
2018-12-18,11.9403
2018-12-19,0.7407
2018-12-20,-13.2353
2018-12-21,2.5423999999999998
2018-12-24,-21.6529
2018-12-26,7.5949
2018-12-27,12.7451
2018-12-28,-7.8261
2018-12-31,0.4717
2019-01-02,9.8592
2019-01-03,8.1197
2019-01-04,4.3478
2019-01-07,10.6061
2019-01-08,5.1370000000000005
2019-01-09,-2.2476
2019-01-10,-6.0313
2019-01-11,-2.2057
2019-01-14,-1.3707
2019-01-15,-0.9779
2019-01-16,-1.9826000000000001
2019-01-17,-2.2727
2019-01-18,-1.6202
2019-01-22,-4.6568000000000005
2019-01-23,5.0826
2019-01-24,1.6044
2019-01-25,-1.1146
2019-01-28,-3.6712
2019-01-29,11.3278
2019-01-30,-1.4599
2019-01-31,-2.2222
2019-02-01,-0.8712
2019-02-04,-2.1857
2019-02-05,-3.1877
2019-02-06,-2.3485
2019-02-07,1.6529
2019-02-08,-0.813
2019-02-11,2.2705
2019-02-12,8.1991
2019-02-13,220.7407
2019-02-14,11.0855
2019-02-15,-8.7318
2019-02-19,5.0114
2019-02-20,-8.6768
2019-02-21,-1.4252
2019-02-22,-9.1566
2019-02-25,3.183
2019-02-26,6.4267
2019-02-27,4.3478
2019-02-28,-4.6296
2019-03-01,1.2136
2019-03-04,-4.3165
2019-03-05,-0.2506
2019-03-06,-3.2663
2019-03-07,-1.039
2019-03-08,-1.5748
2019-03-11,2.4
2019-03-12,0.0
2019-03-13,-3.3854
2019-03-14,-9.1644
2019-03-15,-1.1869
2019-03-18,-3.003
2019-03-19,5.8824
2019-03-20,24.5614
2019-03-21,14.7887
2019-03-22,-8.7935
2019-03-25,-13.0045
2019-03-26,-3.6082
2019-03-27,-2.1390000000000002
2019-03-28,-2.459
2019-03-29,-0.2801
2019-04-01,2.2472
2019-04-02,3.5714
2019-04-03,-1.3263
2019-04-04,-3.2258
2019-04-05,-1.6667
2019-04-08,-2.5423999999999998
2019-04-09,-1.4493
2019-04-10,-2.6471
2019-04-11,0.6042
2019-04-12,2.4024
2019-04-15,-1.7595
2019-04-16,-0.597
2019-04-17,2.7027
2019-04-18,0.0
2019-04-22,-2.0468
2019-04-23,0.2985
2019-04-24,0.5952
2019-04-25,-2.6627
2019-04-26,-1.2158
2019-04-29,3.3846
2019-04-30,-2.6786
2019-05-01,-0.9174
2019-05-02,-1.8519
2019-05-03,2.8302
2019-05-06,-0.9174
2019-05-07,-2.1605
2019-05-08,-3.1546
2019-05-09,-3.5831
2019-05-10,3.0405
2019-05-13,-5.9016
2019-05-14,-3.1359
2019-05-15,2.1583
2019-05-16,-3.169
2019-05-17,-5.0909
2019-05-20,0.3831
2019-05-21,-0.3817
2019-05-22,-1.9157
2019-05-23,-4.6875
2019-05-24,3.6885
2019-05-28,10.6719
2019-05-29,0.0
2019-05-30,-5.3571
2019-05-31,-2.6414999999999997
2019-06-03,-4.2636
2019-06-04,2.834
2019-06-05,1.5748
2019-06-06,-0.7752
2019-06-07,4.2969
2019-06-10,-3.3708
2019-06-11,-2.7132
2019-06-12,1.992
2019-06-13,3.125
2019-06-14,-3.7879
2019-06-17,1.1811
2019-06-18,3.1128
2019-06-19,6.4151
2019-06-20,-3.9007
2019-06-21,-0.369
2019-06-24,-1.1111
2019-06-25,-1.2584
2019-06-26,-2.8979
2019-06-27,-1.5625
2019-06-28,-0.7937
2019-07-01,-4.0
2019-07-02,-2.0833
2019-07-03,1.3745
2019-07-05,-0.9361
2019-07-08,-0.428
2019-07-09,33.6227
2019-07-10,-6.6879
2019-07-11,-2.3891
2019-07-12,-0.6993
2019-07-15,-0.7042
2019-07-16,-1.7730000000000001
2019-07-17,-1.083
2019-07-18,0.0
2019-07-19,5.1095
2019-07-22,-1.0417
2019-07-23,0.0
2019-07-24,-1.4035
2019-07-25,0.3559
2019-07-26,0.0638
2019-07-29,5.6064
2019-07-30,-2.6846
2019-07-31,-2.4138
2019-08-01,-3.5336
2019-08-02,-4.3956
2019-08-05,-4.2146
2019-08-06,1.6
2019-08-07,-1.5748
2019-08-08,1.2
2019-08-09,-0.7905
2019-08-12,-2.3904
2019-08-13,-2.0408
2019-08-14,-7.5
2019-08-15,-2.2523
2019-08-16,1.8433000000000002
2019-08-19,0.4525
2019-08-20,-0.4505
2019-08-21,7.2398
2019-08-22,-0.4219
2019-08-23,4.2373
2019-08-26,-1.4228
2019-08-27,-1.4433
2019-08-28,0.4184
2019-08-29,2.0833
2019-08-30,-1.6327
2019-09-03,-0.8299
2019-09-04,1.2551999999999999
2019-09-05,-2.4793
2019-09-06,2.1186
2019-09-09,3.3195
2019-09-10,-2.008
2019-09-11,-0.4836
2019-09-12,-2.3968
2019-09-13,-0.4219
2019-09-16,1.2711999999999999
2019-09-17,-1.2551999999999999
2019-09-18,2.1186
2019-09-19,0.9544
2019-09-20,1.5208
2019-09-23,-4.8583
2019-09-24,-1.9149
2019-09-25,-1.9523000000000001
2019-09-26,-1.3274
2019-09-27,-3.0
2019-09-30,-5.8943
2019-10-01,-7.6439
2019-10-02,-6.383
2019-10-03,1.1364
2019-10-04,0.5618
2019-10-07,0.5587
2019-10-08,-2.2222
2019-10-09,0.5682
2019-10-10,-2.2599
2019-10-11,-1.1561
2019-10-14,-1.7544
2019-10-15,7.7381
2019-10-16,-1.6575
2019-10-17,2.2472
2019-10-18,3.8462
2019-10-21,-0.5291
2019-10-22,4.2553
2019-10-23,-2.0408
2019-10-24,0.5208
2019-10-25,-0.5181
2019-10-28,1.5625
2019-10-29,-1.0256
2019-10-30,-1.0363
2019-10-31,-0.5236
2019-11-01,2.1053
2019-11-04,-2.0619
2019-11-05,15.7684
2019-11-06,-4.0735
2019-11-07,-2.8436
2019-11-08,0.9756
2019-11-11,-3.3816
2019-11-12,6.545
2019-11-13,-5.6737
2019-11-14,0.0
2019-11-15,-1.4925
2019-11-18,-0.4091
2019-11-19,-0.6035
2019-11-20,-2.551
2019-11-21,-1.0471
2019-11-22,-3.7037
2019-11-25,3.2967
2019-11-26,-4.7872
2019-11-27,-0.5587
2019-11-29,0.5618
2019-12-02,-1.1173
2019-12-03,1.6949
2019-12-04,3.3333
2019-12-05,-0.5376
2019-12-06,3.2432
2019-12-09,13.6126
2019-12-10,12.4424
2019-12-11,2.8689
2019-12-12,-9.1633
2019-12-13,-0.8772
2019-12-16,-7.9646
2019-12-17,-0.9615
2019-12-18,0.4854
2019-12-19,9.1787
2019-12-20,-0.177
2019-12-23,-3.3688000000000002
2019-12-24,-2.7523
2019-12-26,-0.9434
2019-12-27,1.9048
2019-12-30,6.5421
2019-12-31,-5.7018
2020-01-02,3.7209
2020-01-03,-1.7936999999999999
2020-01-06,0.0
2020-01-07,1.3699
2020-01-08,1.8018
2020-01-09,-3.5398
2020-01-10,-0.4587
2020-01-13,1.8433000000000002
2020-01-14,0.4525
2020-01-15,-1.3514
2020-01-16,10.0457
2020-01-17,-4.5643
2020-01-21,0.8696
2020-01-22,-0.431
2020-01-23,-1.2987
2020-01-24,-3.0702
2020-01-27,-1.3575
2020-01-28,-2.7523
2020-01-29,-0.9434
2020-01-30,-1.9048
2020-01-31,-0.1311
2020-02-03,4.0198
2020-02-04,3.7382999999999997
2020-02-05,-2.2523
2020-02-06,1.3825
2020-02-07,-1.8182
2020-02-10,0.9259
2020-02-11,-1.3761
2020-02-12,-1.3953
2020-02-13,-0.9434
2020-02-14,-1.4285999999999999
2020-02-18,0.0
2020-02-19,2.4154999999999998
2020-02-20,-2.8208
2020-02-21,-1.4659
2020-02-24,-3.4483
2020-02-25,-3.0612
2020-02-26,1.0526
2020-02-27,-1.5625
2020-02-28,1.5873
2020-03-02,-2.6042
2020-03-03,-1.0695000000000001
2020-03-04,0.5405
2020-03-05,-2.6882
2020-03-06,-1.105
2020-03-09,-13.9665
2020-03-10,5.1948
2020-03-11,-4.321
2020-03-12,-34.1935
2020-03-13,7.8431
2020-03-16,-16.0727
2020-03-17,13.7348
2020-03-18,3.8095
2020-03-19,-0.9174
2020-03-20,1.8519
2020-03-23,-6.3636
2020-03-24,4.8544
2020-03-25,7.4074
2020-03-26,-5.1724
2020-03-27,1.8182
2020-03-30,-8.0357
2020-03-31,0.9709
2020-04-01,-4.8077
2020-04-02,-1.5253
2020-04-03,1.4463
2020-04-06,2.1234
2020-04-07,2.9703
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,0.9615
2020-04-14,-1.9048
2020-04-15,-1.9417
2020-04-16,-1.9802
2020-04-17,3.0303
2020-04-20,0.0
2020-04-21,-10.5784
2020-04-22,6.65
2020-04-23,2.5962
2020-04-24,1.2014
2020-04-27,0.5941
2020-04-28,3.3465
2020-04-29,0.8095
2020-04-30,-1.7478
2020-05-01,-4.7981
2020-05-04,2.0099
2020-05-05,-2.4743
2020-05-06,1.5015
2020-05-07,0.0
2020-05-08,2.0204
2020-05-11,-1.9607999999999999
2020-05-12,2.0
2020-05-13,-3.9215999999999998
2020-05-14,1.9388
2020-05-15,1.1011
2020-05-18,0.8812
2020-05-19,-2.2436
2020-05-20,1.4016
2020-05-21,4.9505
2020-05-22,-1.8868
2020-05-26,7.6923
2020-05-27,0.8929
2020-05-28,0.0
2020-05-29,0.885
2020-06-01,0.0
2020-06-02,3.5088
2020-06-03,19.4915
2020-06-04,-13.4752
2020-06-05,11.4754
2020-06-08,21.3235
2020-06-09,53.9394
2020-06-10,-29.1339
2020-06-11,-12.2222
2020-06-12,7.5949
2020-06-15,17.647100000000002
2020-06-16,1.0
2020-06-17,-1.9802
2020-06-18,-6.5657
2020-06-19,-1.0811
2020-06-22,-7.6503
2020-06-23,11.2426
2020-06-24,5.3191
2020-06-25,-3.5354
2020-06-26,-4.1885
2020-06-29,39.8907
2020-06-30,-12.1094
2020-07-01,3.5556
2020-07-02,34.3348
2020-07-06,64.5367
2020-07-07,-19.4175
2020-07-08,13.494
2020-07-09,2.5478
2020-07-10,-8.6957
2020-07-13,-18.3673
2020-07-14,1.3889
2020-07-15,0.274
2020-07-16,-4.918
2020-07-17,-3.4483
2020-07-20,2.3810000000000002
2020-07-21,-4.3605
2020-07-22,3.6474
2020-07-23,0.0
2020-07-24,-3.5191
2020-07-27,-3.3435
2020-07-28,-5.3459
2020-07-29,14.6179
2020-07-30,-5.2174
2020-07-31,-3.3639
