ticker,GPMT US Equity
2017-11-14,1.2528000000000001
2017-11-15,0.6187
2017-11-16,-0.2236
2017-11-17,1.4006
2017-11-20,-1.9889999999999999
2017-11-21,0.1691
2017-11-22,1.5194
2017-11-24,-0.4989
2017-11-27,-0.5014
2017-11-28,0.28
2017-11-29,0.5025
2017-11-30,-0.2778
2017-12-01,0.0557
2017-12-04,0.7795
2017-12-05,-1.4917
2017-12-06,-1.0656
2017-12-07,0.0
2017-12-08,1.3039
2017-12-11,-0.6156
2017-12-12,0.1689
2017-12-13,0.2248
2017-12-14,0.0
2017-12-15,0.9534
2017-12-18,0.9444
2017-12-19,-0.9356
2017-12-20,0.6111
2017-12-21,0.5522
2017-12-22,-0.4393
2017-12-26,0.0552
2017-12-27,0.7718
2017-12-28,-0.7112
2017-12-29,-0.1688
2018-01-02,0.3382
2018-01-03,0.0
2018-01-04,-0.2247
2018-01-05,-0.1126
2018-01-08,0.5073
2018-01-09,-1.29
2018-01-10,-0.625
2018-01-11,0.3431
2018-01-12,-0.1709
2018-01-16,-0.3995
2018-01-17,-0.1146
2018-01-18,0.2295
2018-01-19,0.1717
2018-01-22,-0.3429
2018-01-23,0.0
2018-01-24,-0.2867
2018-01-25,0.2875
2018-01-26,-0.9748
2018-01-29,0.3474
2018-01-30,-0.7501
2018-01-31,0.2326
2018-02-01,-0.6961
2018-02-02,-1.3435000000000001
2018-02-05,-1.1841
2018-02-06,1.3780999999999999
2018-02-07,-0.7092
2018-02-08,-2.5
2018-02-09,0.3053
2018-02-12,1.8868
2018-02-13,0.8961
2018-02-14,0.1184
2018-02-15,2.0106
2018-02-16,0.4638
2018-02-20,-2.1927
2018-02-21,-1.0619
2018-02-22,2.3852
2018-02-23,1.1648
2018-02-26,0.5757
2018-02-27,-1.7172
2018-02-28,-1.8637000000000001
2018-03-01,-0.5341
2018-03-02,0.358
2018-03-05,1.2485
2018-03-06,0.4698
2018-03-07,-0.4091
2018-03-08,-0.4695
2018-03-09,2.0047
2018-03-12,0.8092
2018-03-13,-1.6055000000000001
2018-03-14,0.4079
2018-03-15,-0.5804
2018-03-16,-0.2335
2018-03-19,0.9947
2018-03-20,0.4056
2018-03-21,0.7501
2018-03-22,-0.9164
2018-03-23,-0.7514
2018-03-26,-0.0582
2018-03-27,0.1748
2018-03-28,-0.5236
2018-03-29,-1.0766
2018-04-02,0.5441
2018-04-03,1.0824
2018-04-04,-0.5354
2018-04-05,1.0766
2018-04-06,-0.2367
2018-04-09,1.1269
2018-04-10,0.0587
2018-04-11,-1.1723
2018-04-12,0.3559
2018-04-13,-1.4775
2018-04-16,1.6797
2018-04-17,-0.885
2018-04-18,-0.6548
2018-04-19,-0.3595
2018-04-20,-0.902
2018-04-23,0.7888
2018-04-24,-0.0602
2018-04-25,0.0
2018-04-26,1.0241
2018-04-27,-0.8348
2018-04-30,0.0601
2018-05-01,0.3606
2018-05-02,-0.1796
2018-05-03,-0.7199
2018-05-04,1.8731
2018-05-07,0.7117
2018-05-08,0.1178
2018-05-09,-0.0588
2018-05-10,2.06
2018-05-11,1.7301
2018-05-14,0.0567
2018-05-15,1.1898
2018-05-16,0.0
2018-05-17,0.112
2018-05-18,0.6711
2018-05-21,0.8333
2018-05-22,0.9366
2018-05-23,-0.2183
2018-05-24,0.1641
2018-05-25,-0.4369
2018-05-29,0.2194
2018-05-30,1.0947
2018-05-31,-0.9746
2018-06-01,0.8201
2018-06-04,0.1627
2018-06-05,0.2166
2018-06-06,0.3241
2018-06-07,-0.5924
2018-06-08,0.2709
2018-06-11,0.8104
2018-06-12,-0.4287
2018-06-13,-0.592
2018-06-14,0.6497
2018-06-15,-0.9683
2018-06-18,1.1407
2018-06-19,0.1074
2018-06-20,0.5901
2018-06-21,0.0533
2018-06-22,-1.0661
2018-06-25,0.8621
2018-06-26,-0.3205
2018-06-27,-0.7503
2018-06-28,0.7019
2018-06-29,0.5362
2018-07-02,-0.7084
2018-07-03,0.2195
2018-07-05,0.7667
2018-07-06,0.9783
2018-07-09,0.8611
2018-07-10,0.4269
2018-07-11,0.0
2018-07-12,-0.9033
2018-07-13,0.1609
2018-07-16,-0.6424
2018-07-17,-0.2155
2018-07-18,0.108
2018-07-19,0.3236
2018-07-20,0.0
2018-07-23,-0.6452
2018-07-24,0.1082
2018-07-25,-0.1081
2018-07-26,0.3788
2018-07-27,2.9111000000000002
2018-07-30,-1.2572
2018-07-31,0.7958
2018-08-01,-0.6316
2018-08-02,1.3771
2018-08-03,-0.3135
2018-08-06,0.2621
2018-08-07,-1.2023
2018-08-08,-1.3757
2018-08-09,0.4828
2018-08-10,-0.8542
2018-08-13,0.0539
2018-08-14,1.0226
2018-08-15,-0.3197
2018-08-16,0.0
2018-08-17,-0.0534
2018-08-20,0.4278
2018-08-21,1.2247
2018-08-22,-0.8943
2018-08-23,-0.2654
2018-08-24,0.0
2018-08-27,0.8515
2018-08-28,0.0528
2018-08-29,0.4747
2018-08-30,0.21
2018-08-31,0.2619
2018-09-04,-0.209
2018-09-05,0.8901
2018-09-06,0.1038
2018-09-07,-1.4515
2018-09-10,0.9469
2018-09-11,-0.4169
2018-09-12,-0.2616
2018-09-13,1.0493
2018-09-14,0.0
2018-09-17,-0.2596
2018-09-18,-0.937
2018-09-19,-0.7357
2018-09-20,0.5823
2018-09-21,1.6842000000000001
2018-09-24,-0.6211
2018-09-25,-0.2083
2018-09-26,-0.7307
2018-09-27,0.4206
2018-09-28,0.9424
2018-10-01,-1.0373
2018-10-02,-0.1608
2018-10-03,0.9125
2018-10-04,-0.7447
2018-10-05,-0.6431
2018-10-08,0.8091
2018-10-09,-0.428
2018-10-10,-1.1284
2018-10-11,-1.5760999999999998
2018-10-12,0.4417
2018-10-15,0.6047
2018-10-16,1.8578999999999999
2018-10-17,-0.0536
2018-10-18,-0.5368
2018-10-19,0.5936
2018-10-22,-0.0536
2018-10-23,-1.5030000000000001
2018-10-24,-0.218
2018-10-25,1.0923
2018-10-26,-1.0265
2018-10-29,0.655
2018-10-30,1.5727
2018-10-31,-0.6407
2018-11-01,-0.5911
2018-11-02,0.6486
2018-11-05,0.2685
2018-11-06,1.4462
2018-11-07,-0.792
2018-11-08,0.0532
2018-11-09,0.1596
2018-11-12,-0.5842
2018-11-13,0.8013
2018-11-14,-0.9009
2018-11-15,-1.6042999999999998
2018-11-16,0.8696
2018-11-19,-0.0539
2018-11-20,-0.9704
2018-11-21,1.252
2018-11-23,0.4839
2018-11-26,-0.321
2018-11-27,1.1272
2018-11-28,1.0085
2018-11-29,-0.0525
2018-11-30,-0.3155
2018-12-03,0.4219
2018-12-04,-1.5231
2018-12-06,0.64
2018-12-07,-1.3778000000000001
2018-12-10,-0.3761
2018-12-11,0.7012
2018-12-12,0.5356
2018-12-13,-0.3197
2018-12-14,0.0534
2018-12-17,-1.1752
2018-12-18,0.7568
2018-12-19,-0.4828
2018-12-20,-2.3181
2018-12-21,-0.3863
2018-12-24,-2.0499
2018-12-26,4.6946
2018-12-27,0.1621
2018-12-28,0.6472
2018-12-31,-1.1513
2019-01-02,0.3882
2019-01-03,-0.2762
2019-01-04,2.3269
2019-01-07,1.516
2019-01-08,0.96
2019-01-09,0.6339
2019-01-10,-0.4199
2019-01-11,0.3163
2019-01-14,-0.1576
2019-01-15,0.6316
2019-01-16,-0.6799
2019-01-17,0.7899
2019-01-18,-0.8882
2019-01-22,-0.369
2019-01-23,0.5291
2019-01-24,0.7368
2019-01-25,0.7315
2019-01-28,0.1556
2019-01-29,0.0
2019-01-30,0.3625
2019-01-31,0.7224
2019-02-01,-2.9201
2019-02-04,-0.0528
2019-02-05,-0.2112
2019-02-06,-0.1587
2019-02-07,0.424
2019-02-08,-0.2111
2019-02-11,0.3173
2019-02-12,-0.2109
2019-02-13,0.3698
2019-02-14,0.3158
2019-02-15,-0.1574
2019-02-19,-0.1576
2019-02-20,-0.2632
2019-02-21,0.2639
2019-02-22,0.2105
2019-02-25,-0.0525
2019-02-26,-0.1576
2019-02-27,0.2105
2019-02-28,-0.105
2019-03-01,-0.5258
2019-03-04,-0.0529
2019-03-05,-1.0048
2019-03-06,-0.3739
2019-03-07,-0.7507
2019-03-08,-0.054
2019-03-11,0.2703
2019-03-12,-0.3235
2019-03-13,0.9735
2019-03-14,0.4821
2019-03-15,-0.3731
2019-03-18,0.3745
2019-03-19,-0.533
2019-03-20,-0.3751
2019-03-21,0.4841
2019-03-22,-0.4818
2019-03-25,0.1614
2019-03-26,1.1815
2019-03-27,0.2123
2019-03-28,0.3708
2019-03-29,0.2111
2019-04-01,0.5385
2019-04-02,0.1071
2019-04-03,0.6956
2019-04-04,0.5845
2019-04-05,0.5811
2019-04-08,0.2626
2019-04-09,-0.9429
2019-04-10,0.3173
2019-04-11,0.3163
2019-04-12,0.3678
2019-04-15,-0.1571
2019-04-16,0.5768
2019-04-17,-0.0521
2019-04-18,-0.3652
2019-04-22,0.2618
2019-04-23,0.2089
2019-04-24,0.0521
2019-04-25,-0.1562
2019-04-26,0.626
2019-04-29,-0.311
2019-04-30,0.0
2019-05-01,-0.52
2019-05-02,0.0523
2019-05-03,0.9927
2019-05-06,0.0
2019-05-07,-0.9829
2019-05-08,0.1045
2019-05-09,-0.7829
2019-05-10,1.0521
2019-05-13,-0.937
2019-05-14,1.1035
2019-05-15,-0.2599
2019-05-16,0.3648
2019-05-17,-0.675
2019-05-20,-0.4705
2019-05-21,-0.2626
2019-05-22,-0.4213
2019-05-23,0.0
2019-05-24,1.5865
2019-05-28,-1.1452
2019-05-29,-0.4739
2019-05-30,-0.6349
2019-05-31,-1.0117
2019-06-03,1.1296
2019-06-04,0.9043
2019-06-05,-0.4217
2019-06-06,0.2118
2019-06-07,-0.2113
2019-06-10,0.0529
2019-06-11,-0.0529
2019-06-12,0.2118
2019-06-13,0.0
2019-06-14,0.1057
2019-06-17,-0.1055
2019-06-18,0.2113
2019-06-19,0.4744
2019-06-20,0.4722
2019-06-21,-1.3577
2019-06-24,0.2118
2019-06-25,0.0
2019-06-26,-0.2113
2019-06-27,1.1646
2019-06-28,0.4186
2019-07-01,0.5211
2019-07-02,-0.2592
2019-07-03,0.7796
2019-07-05,0.4744
2019-07-08,-0.3673
2019-07-09,0.316
2019-07-10,0.1575
2019-07-11,0.1048
2019-07-12,0.2618
2019-07-15,0.3655
2019-07-16,0.2081
2019-07-17,-0.1038
2019-07-18,0.0
2019-07-19,-0.5198
2019-07-22,0.3657
2019-07-23,0.5206
2019-07-24,-0.4661
2019-07-25,-0.7284
2019-07-26,0.4717
2019-07-29,-0.2087
2019-07-30,-0.2091
2019-07-31,0.0524
2019-08-01,-0.7853
2019-08-02,-0.3694
2019-08-05,-1.1653
2019-08-06,-0.268
2019-08-07,0.9135
2019-08-08,-0.5325
2019-08-09,0.0
2019-08-12,-1.2848
2019-08-13,0.1085
2019-08-14,-2.4377
2019-08-15,0.8884
2019-08-16,0.8806
2019-08-19,-0.0546
2019-08-20,-0.0546
2019-08-21,0.7646
2019-08-22,-0.7046
2019-08-23,-0.1638
2019-08-26,1.1482
2019-08-27,-0.8108
2019-08-28,0.0
2019-08-29,0.327
2019-08-30,-0.6518
2019-09-03,0.4921
2019-09-04,-0.3808
2019-09-05,0.3823
2019-09-06,0.0544
2019-09-09,1.1419
2019-09-10,-0.1613
2019-09-11,0.5924
2019-09-12,0.0535
2019-09-13,-0.0535
2019-09-16,0.0535
2019-09-17,0.214
2019-09-18,0.0
2019-09-19,0.1068
2019-09-20,0.0533
2019-09-23,-0.3198
2019-09-24,-0.6417
2019-09-25,1.0226
2019-09-26,0.3197
2019-09-27,0.0531
2019-09-30,-0.5308
2019-10-01,-0.1601
2019-10-02,-0.2672
2019-10-03,-0.2193
2019-10-04,0.2198
2019-10-07,0.0
2019-10-08,-0.2741
2019-10-09,-0.6047
2019-10-10,0.2765
2019-10-11,0.6067
2019-10-14,-0.2741
2019-10-15,0.9346
2019-10-16,-0.5447
2019-10-17,0.4929
2019-10-18,0.7084
2019-10-21,0.2165
2019-10-22,0.162
2019-10-23,0.3235
2019-10-24,-0.806
2019-10-25,0.1625
2019-10-28,0.649
2019-10-29,0.4836
2019-10-30,-0.0535
2019-10-31,-0.4815
2019-11-01,0.1075
2019-11-04,0.0
2019-11-05,-0.1074
2019-11-06,-1.6129
2019-11-07,-0.765
2019-11-08,-0.2203
2019-11-11,0.2759
2019-11-12,0.055
2019-11-13,-0.5501
2019-11-14,0.0553
2019-11-15,0.0553
2019-11-18,-0.221
2019-11-19,0.0554
2019-11-20,-0.0553
2019-11-21,-0.1107
2019-11-22,-0.1663
2019-11-25,0.5552
2019-11-26,-0.5522
2019-11-27,0.8329
2019-11-29,0.0551
2019-12-02,-0.1101
2019-12-03,0.0
2019-12-04,0.551
2019-12-05,0.0548
2019-12-06,0.4929
2019-12-09,0.4905
2019-12-10,-0.3796
2019-12-11,-0.4899
2019-12-12,0.2188
2019-12-13,0.5459
2019-12-16,-0.6515
2019-12-17,0.6011
2019-12-18,0.163
2019-12-19,0.4338
2019-12-20,1.1339
2019-12-23,-0.6941
2019-12-24,0.4301
2019-12-26,0.3747
2019-12-27,0.6933
2019-12-30,-0.3178
2019-12-31,-0.1087
2020-01-02,-1.197
2020-01-03,0.0
2020-01-06,0.3855
2020-01-07,-0.3291
2020-01-08,0.0
2020-01-09,-0.1101
2020-01-10,0.9917
2020-01-13,0.7092
2020-01-14,0.1083
2020-01-15,-0.3788
2020-01-16,0.3802
2020-01-17,-0.1082
2020-01-21,0.5959
2020-01-22,-0.3231
2020-01-23,-0.3241
2020-01-24,-0.0542
2020-01-27,-0.3796
2020-01-28,0.4899
2020-01-29,0.0542
2020-01-30,0.1624
2020-01-31,-1.1351
2020-02-03,0.4921
2020-02-04,0.5441
2020-02-05,0.2165
2020-02-06,-0.054
2020-02-07,-0.7023
2020-02-10,-0.5985
2020-02-11,-0.1642
2020-02-12,0.1096
2020-02-13,0.2191
2020-02-14,0.0
2020-02-18,0.6557
2020-02-19,0.5972
2020-02-20,0.8095
2020-02-21,-0.6424
2020-02-24,-1.778
2020-02-25,-3.0719
2020-02-26,0.3396
2020-02-27,-3.9481
2020-02-28,-3.5819
2020-03-02,4.9939
2020-03-03,-1.5081
2020-03-04,-4.0047
2020-03-05,-2.5153
2020-03-06,0.5664
2020-03-09,-10.2003
2020-03-10,2.0906
2020-03-11,-6.5529
2020-03-12,-18.9189
2020-03-13,11.7117
2020-03-16,-30.7258
2020-03-17,-28.1723
2020-03-18,-30.6321
2020-03-19,-2.3364
2020-03-20,1.9139
2020-03-23,-26.9953
2020-03-24,-19.2926
2020-03-25,-10.3586
2020-03-26,202.6667
2020-03-27,-0.1468
2020-03-30,-24.4118
2020-03-31,-1.3618999999999999
2020-04-01,-29.1913
2020-04-02,-18.3844
2020-04-03,-8.8737
2020-04-06,13.8577
2020-04-07,16.447400000000002
2020-04-08,26.8362
2020-04-09,25.167
2020-04-13,-4.6263
2020-04-14,2.7984999999999998
2020-04-15,-8.892900000000001
2020-04-16,-8.3665
2020-04-17,8.2609
2020-04-20,-10.4418
2020-04-21,0.6726
2020-04-22,-5.7905999999999995
2020-04-23,-1.4184
2020-04-24,-2.6379
2020-04-27,5.665
2020-04-28,11.4219
2020-04-29,16.9456
2020-04-30,-10.9123
2020-05-01,-7.0281
2020-05-04,-2.5918
2020-05-05,-1.3304
2020-05-06,-2.0225
2020-05-07,3.4404
2020-05-08,-0.2217
2020-05-11,-1.5556
2020-05-12,12.1896
2020-05-13,-12.6761
2020-05-14,7.8341
2020-05-15,-1.4957
2020-05-18,5.2061
2020-05-19,-0.8247
2020-05-20,7.0686
2020-05-21,-0.5825
2020-05-22,-0.7813
2020-05-26,4.1339
2020-05-27,0.9452
2020-05-28,-4.3071
2020-05-29,-3.7182
2020-06-01,5.0813
2020-06-02,-2.9013999999999998
2020-06-03,14.5418
2020-06-04,13.3913
2020-06-05,15.7975
2020-06-08,26.490099999999998
2020-06-09,-15.6021
2020-06-10,-6.8238
2020-06-11,-16.5113
2020-06-12,11.4833
2020-06-15,3.4335
2020-06-16,0.6916
2020-06-17,0.0
2020-06-18,-1.6484
2020-06-19,-1.8155999999999999
2020-06-22,-3.2717
2020-06-23,8.3824
2020-06-24,-8.9552
2020-06-25,5.9613
2020-06-26,-1.1252
2020-06-29,4.4097
2020-06-30,-2.1798
2020-07-01,-4.039
2020-07-02,-2.3222
2020-07-06,1.7831000000000001
2020-07-07,-3.7956
2020-07-08,-0.607
2020-07-09,-4.4275
2020-07-10,4.1534
2020-07-13,-1.9939
2020-07-14,-2.0344
2020-07-15,9.9042
2020-07-16,-3.1977
2020-07-17,0.3003
2020-07-20,-3.1437
2020-07-21,3.5549
2020-07-22,4.7761
2020-07-23,-1.7094
2020-07-24,-2.6087
2020-07-27,-1.3393
2020-07-28,3.7707
2020-07-29,-0.436
2020-07-30,0.146
2020-07-31,-1.0204
