ticker,NRWS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-24,0.0
2005-08-31,0.0
2005-09-06,26.6667
2005-09-07,-12.6316
2005-09-08,-9.6386
2005-09-09,0.0
2005-09-12,0.0
2005-09-13,16.6667
2005-09-15,8.5714
2005-09-16,-11.5789
2005-09-19,-1.7856999999999998
2005-09-20,0.0
2005-09-22,0.0
2005-09-23,3.0303
2005-09-26,0.0
2005-09-27,-5.8824
2005-09-28,-6.25
2005-09-30,0.0
2005-10-03,0.0
2005-10-06,0.0
2005-10-07,0.0
2005-10-13,0.0
2005-10-14,0.0
2005-10-17,0.0
2005-10-18,0.6667
2005-10-19,-0.6623
2005-10-21,0.0
2005-10-27,-23.3333
2005-10-28,0.0
2005-11-01,0.0
2005-11-04,0.0
2005-11-07,4.3478
2005-11-10,16.6667
2005-11-11,7.1429
2005-11-15,-5.3333
2005-11-16,2.1127
2005-11-18,-3.4483
2005-11-25,3.5714
2005-11-28,-2.7586
2005-11-29,-0.7092
2005-11-30,0.0
2005-12-02,0.0
2005-12-05,0.0
2005-12-06,-1.4285999999999999
2005-12-07,-2.1739
2005-12-08,3.7037
2005-12-12,-4.2857
2005-12-13,-2.9851
2005-12-14,-3.8462
2005-12-15,-4.0
2005-12-21,4.1667
2005-12-22,0.0
2005-12-23,-0.8
2005-12-27,3.2258
2005-12-28,-6.25
2005-12-29,-16.6667
2005-12-30,1.0
2006-01-03,0.0
2006-01-05,0.0
2006-01-06,0.0
2006-01-09,-5.9406
2006-01-10,-5.2632
2006-01-11,0.0
2006-01-12,0.0
2006-01-13,0.0
2006-01-17,0.0
2006-01-18,0.0
2006-01-19,0.0
2006-01-20,1.1111
2006-01-23,1.0989
2006-01-24,-1.087
2006-01-25,-1.0989
2006-01-26,0.0
2006-01-27,1.1111
2006-01-30,-1.0989
2006-01-31,5.5556
2006-02-01,15.7895
2006-02-02,0.0
2006-02-03,9.0909
2006-02-06,4.1667
2006-02-07,-8.0
2006-02-08,-4.3478
2006-02-09,18.1818
2006-02-10,-7.6923
2006-02-13,5.0
2006-02-14,-6.3492
2006-02-15,-6.7797
2006-02-16,-4.5455
2006-02-17,-4.7619
2006-02-21,-10.0
2006-02-22,50.0
2006-02-23,9.6296
2006-02-24,-2.027
2006-02-27,-0.6897
2006-02-28,-4.8611
2006-03-01,-8.7591
2006-03-02,0.0
2006-03-03,4.0
2006-03-06,-0.7692
2006-03-07,-4.6512
2006-03-08,7.3171
2006-03-09,-5.303
2006-03-10,-3.2
