ticker,XYF US Equity
2019-02-11,3.794
2019-02-12,-0.1869
2019-02-13,1.834
2019-02-14,-0.4739
2019-02-15,3.2381
2019-02-19,0.9225
2019-02-20,2.5594
2019-02-21,-6.2389
2019-02-22,8.5551
2019-02-25,23.993
2019-02-26,0.4237
2019-02-27,3.5541
2019-02-28,-0.8516
2019-03-01,-1.8384
2019-03-04,-3.0115
2019-03-05,-2.8777
2019-03-06,-0.4444
2019-03-07,-2.8274
2019-03-08,-2.7565
2019-03-11,8.189
2019-03-12,-7.5691
2019-03-13,-0.6299
2019-03-14,-7.29
2019-03-15,-6.8376
2019-03-18,13.3945
2019-03-19,4.6926
2019-03-20,-4.9459
2019-03-21,-1.1381999999999999
2019-03-22,-1.3158
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,-0.6667
2019-03-28,-3.0201
2019-03-29,-3.1142
2019-04-01,0.3571
2019-04-02,0.5338
2019-04-03,2.6549
2019-04-04,-0.6897
2019-04-05,3.7102
2019-04-08,-7.2402
2019-04-09,0.0918
2019-04-10,-2.3853
2019-04-11,0.5639
2019-04-12,-0.7477
2019-04-15,-2.6365
2019-04-16,4.9691
2019-04-17,-5.6552
2019-04-18,0.7813
2019-04-22,-2.5194
2019-04-23,0.1988
2019-04-24,-0.7937
2019-04-25,-0.2
2019-04-26,-1.2024
2019-04-29,2.8398
2019-04-30,-2.3669000000000002
2019-05-01,-0.8081
2019-05-02,-1.222
2019-05-03,6.8041
2019-05-06,-1.7375
2019-05-07,-1.5716999999999999
2019-05-08,-0.1996
2019-05-09,-2.2
2019-05-10,-0.409
2019-05-13,-2.8747
2019-05-14,3.1712
2019-05-15,10.6557
2019-05-16,-1.1111
2019-05-17,0.5618
2019-05-20,-1.3035
2019-05-21,7.5472
2019-05-22,-0.1754
2019-05-23,-2.9877000000000002
2019-05-24,-4.7101
2019-05-28,-7.7947
2019-05-29,-12.3711
2019-05-30,1.2941
2019-05-31,-0.3484
2019-06-03,-0.6993
2019-06-04,2.8169
2019-06-05,-4.1096
2019-06-06,-7.619
2019-06-07,1.8041
2019-06-10,2.5316
2019-06-11,0.4938
2019-06-12,-4.1769
2019-06-13,-2.5641
2019-06-14,0.0
2019-06-17,1.3158
2019-06-18,0.0
2019-06-19,4.6753
2019-06-20,0.0
2019-06-21,0.9926
2019-06-24,-6.3882
2019-06-25,0.7874
2019-06-26,-2.6042
2019-06-27,-0.2674
2019-06-28,0.5362
2019-07-01,0.8
2019-07-02,-2.1164
2019-07-03,-1.3514
2019-07-05,-1.9178
2019-07-08,-2.2346
2019-07-09,-3.1429
2019-07-10,-2.0649
2019-07-11,-0.9036
2019-07-12,-4.5593
2019-07-15,0.3185
2019-07-16,-4.4444
2019-07-17,0.3322
2019-07-18,-1.9868000000000001
2019-07-19,2.027
2019-07-22,-1.3245
2019-07-23,2.349
2019-07-24,-1.6393
2019-07-25,-4.0
2019-07-26,-2.0833
2019-07-29,0.5319
2019-07-30,-0.1764
2019-07-31,0.7067
2019-08-01,-1.7544
2019-08-02,3.5714
2019-08-05,-1.3793
2019-08-06,1.3986
2019-08-07,-1.3793
2019-08-08,-1.3986
2019-08-09,-3.9007
2019-08-12,-7.7491
2019-08-13,8.0
2019-08-14,1.4815
2019-08-15,-6.2044
2019-08-16,2.3346
2019-08-19,5.7034
2019-08-20,-3.5971
2019-08-21,-0.7463
2019-08-22,-0.7519
2019-08-23,-4.9242
2019-08-26,1.5936
2019-08-27,-1.1764999999999999
2019-08-28,-0.7937
2019-08-29,1.2
2019-08-30,3.9526
2019-09-03,-4.5626999999999995
2019-09-04,0.0
2019-09-05,5.5777
2019-09-06,-0.3774
2019-09-09,24.6212
2019-09-10,-3.9514
2019-09-11,-4.1139
2019-09-12,5.2805
2019-09-13,-4.3887
2019-09-16,1.6393
2019-09-17,-3.2258
2019-09-18,-1.6667
2019-09-19,-3.3898
2019-09-20,-1.7544
2019-09-23,-1.7856999999999998
2019-09-24,-0.7273
2019-09-25,-2.5641
2019-09-26,-1.8797000000000001
2019-09-27,1.1494
2019-09-30,-14.0152
2019-10-01,-3.0837
2019-10-02,-5.4545
2019-10-03,-0.4808
2019-10-04,0.0
2019-10-07,-2.4154999999999998
2019-10-08,-0.495
2019-10-09,-0.995
2019-10-10,2.0101
2019-10-11,-0.4926
2019-10-14,0.495
2019-10-15,1.9704000000000002
2019-10-16,-3.3816
2019-10-17,4.0
2019-10-18,-4.3269
2019-10-21,-3.5176
2019-10-22,-5.2083
2019-10-23,-1.0989
2019-10-24,0.0
2019-10-25,1.6667
2019-10-28,3.8251
2019-10-29,-1.5789
2019-10-30,-1.6042999999999998
2019-10-31,-8.1522
2019-11-01,9.4675
2019-11-04,0.5405
2019-11-05,8.0645
2019-11-06,-6.4677
2019-11-07,-3.7234
2019-11-08,2.7624
2019-11-11,-1.6129
2019-11-12,9.2896
2019-11-13,-9.0
2019-11-14,9.8901
2019-11-15,-3.0
2019-11-18,1.0309
2019-11-19,0.3469
2019-11-20,-5.9386
2019-11-21,-2.7027
2019-11-22,-3.3333
2019-11-25,2.2989
2019-11-26,11.236
2019-11-27,-6.0556
2019-11-29,-4.8438
2019-12-02,6.7797
2019-12-03,-5.8201
2019-12-04,-0.5618
2019-12-05,-3.3898
2019-12-06,3.5088
2019-12-09,7.3446
2019-12-10,0.0
2019-12-11,-2.6316
2019-12-12,-4.3243
2019-12-13,2.8249
2019-12-16,-2.7473
2019-12-17,0.565
2019-12-18,-0.5618
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,2.8249
2019-12-24,-0.5495
2019-12-26,-4.9724
2019-12-27,0.5814
2019-12-30,2.8902
2019-12-31,-5.0562
2020-01-02,3.9290000000000003
2020-01-03,1.3437000000000001
2020-01-06,-1.1236
2020-01-07,-0.6648
2020-01-08,-1.6187
2020-01-09,-2.907
2020-01-10,1.7964
2020-01-13,-1.1764999999999999
2020-01-14,-1.7856999999999998
2020-01-15,3.0303
2020-01-16,-1.1353
2020-01-17,5.3133
2020-01-21,-5.0847
2020-01-22,-1.1905000000000001
2020-01-23,-4.8193
2020-01-24,-3.1646
2020-01-27,-9.1503
2020-01-28,-1.4388
2020-01-29,-2.1898
2020-01-30,-6.7164
2020-01-31,0.8
2020-02-03,6.3492
2020-02-04,0.7463
2020-02-05,-0.7407
2020-02-06,6.7164
2020-02-07,-4.1958
2020-02-10,-3.2117
2020-02-11,15.3846
2020-02-12,-3.5948
2020-02-13,-4.4068
2020-02-14,-4.9645
2020-02-18,-1.4925
2020-02-19,0.0
2020-02-20,12.8788
2020-02-21,-4.698
2020-02-24,-4.9296
2020-02-25,-3.7037
2020-02-26,-1.5385
2020-02-27,-0.7813
2020-02-28,29.9213
2020-03-02,-12.7273
2020-03-03,-7.6389
2020-03-04,0.7519
2020-03-05,-3.7313
2020-03-06,1.5504
2020-03-09,-12.2137
2020-03-10,1.7391
2020-03-11,-3.4188
2020-03-12,-7.9646
2020-03-13,-23.0769
2020-03-16,15.0
2020-03-17,0.0
2020-03-18,-10.8696
2020-03-19,8.5366
2020-03-20,8.9888
2020-03-23,-2.0619
2020-03-24,0.0
2020-03-25,-1.0526
2020-03-26,-1.0638
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,12.9032
2020-04-01,-5.619
2020-04-02,-8.1937
2020-04-03,4.4186
2020-04-06,0.0
2020-04-07,-0.0105
2020-04-08,-1.0422
2020-04-09,0.5106
2020-04-13,0.5504
2020-04-14,-2.1053
2020-04-15,1.6452
2020-04-16,0.4972
2020-04-17,0.0
2020-04-20,2.0947
2020-04-21,-12.3518
2020-04-22,8.2343
2020-04-23,-2.4563
2020-04-24,1.3928
2020-04-27,2.1978
2020-04-28,-3.6989
2020-04-29,0.067
2020-04-30,4.8873
2020-05-01,1.0638
2020-05-04,-10.526299999999999
2020-05-05,1.1764999999999999
2020-05-06,2.314
2020-05-07,0.0
2020-05-08,2.2843999999999998
2020-05-11,0.4444
2020-05-12,-2.6549
2020-05-13,-3.4091
2020-05-14,-5.6471
2020-05-15,-5.2369
2020-05-18,0.0
2020-05-19,-2.6316
2020-05-20,8.1081
2020-05-21,-1.25
2020-05-22,5.0253
2020-05-26,-2.3744
2020-05-27,-1.2346
2020-05-28,-3.75
2020-05-29,-10.4026
2020-06-01,6.6821
2020-06-02,21.7799
2020-06-03,-4.05
2020-06-04,4.6512
2020-06-05,10.6444
2020-06-08,5.4429
2020-06-09,-4.7714
2020-06-10,-3.3003
2020-06-11,-4.8506
2020-06-12,3.2609
2020-06-15,2.6526
2020-06-16,4.5939
2020-06-17,-2.9412000000000003
2020-06-18,3.0303
2020-06-19,-2.952
2020-06-22,-5.0501
2020-06-23,5.3197
2020-06-24,-5.0308
2020-06-25,-3.4145
2020-06-26,1.1454
2020-06-29,-0.4138
2020-06-30,-1.5963
2020-07-01,-9.1444
2020-07-02,0.8438
2020-07-06,-0.5578
2020-07-07,-1.2317
2020-07-08,-1.2224
2020-07-09,27.5
2020-07-10,-4.902
2020-07-13,-2.8969
2020-07-14,-5.7225
2020-07-15,1.1149
2020-07-16,-2.6172
2020-07-17,1.3609
2020-07-20,-1.8841999999999999
2020-07-21,1.5409000000000002
2020-07-22,-0.7928
2020-07-23,-2.968
2020-07-24,-0.2353
2020-07-27,1.2382
2020-07-28,0.1514
2020-07-29,-4.1638
2020-07-30,-0.4854
2020-07-31,-7.3171
