ticker,USMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-20,-2.3810000000000002
2007-03-23,9.7561
2007-03-27,-2.2222
2007-03-28,0.0
2007-03-30,-0.4545
2007-04-05,-4.1096
2007-04-09,0.0
2007-04-10,-2.3810000000000002
2007-04-20,-0.9756
2007-04-23,-0.4926
2007-04-26,0.0
2007-04-30,0.0
2007-05-07,-0.9901
2007-05-18,-5.0
2007-06-20,-4.7368
2007-07-20,0.0
2007-07-24,-6.0773
2007-08-03,-11.7647
2007-08-07,-6.6667
2007-08-09,0.0
2007-08-10,0.0
2007-08-13,0.0
2007-08-14,0.0
2007-08-31,0.0
2007-09-04,0.0
2007-09-05,0.0
2007-09-06,0.0
2007-09-07,0.0
2007-09-24,0.0
2007-11-21,10.7143
2007-12-31,-9.6774
2008-01-15,0.0
2008-01-17,7.1429
2008-01-22,0.0
2008-01-29,13.3333
2008-04-01,5.8824
2008-04-18,0.0
2008-04-29,0.0
2008-05-09,0.0
2008-05-20,-19.4444
2008-05-27,10.3448
2008-05-28,12.5
2008-05-29,8.3333
2008-06-09,-5.1282
2008-06-16,-2.7027
2008-08-05,-8.3333
2008-09-11,-3.0303
2008-10-03,-10.0
2008-10-14,15.9722
2008-11-11,0.0
2008-11-14,-4.1916
2008-11-21,0.0
2008-11-25,-12.5
2008-12-05,10.7143
2008-12-11,-3.2258
2009-03-20,-20.0
2009-03-24,0.0
2009-04-02,16.6667
2009-04-09,0.0
2009-04-17,-14.2857
2009-05-15,-6.6667
2009-06-05,-3.5714
2009-06-09,-16.6667
2009-06-10,18.8889
2009-06-17,-6.5421
2009-07-01,-37.0
2009-07-02,20.634900000000002
2009-07-07,1.3158
2009-07-22,-2.5974
2009-08-04,-13.3333
2009-08-05,-6.1538
2009-08-06,11.4754
2009-08-24,-5.8824
2009-08-28,1.5625
2009-09-15,0.0
2009-09-21,0.0
2009-11-05,115.3846
2010-02-12,-54.2857
2010-02-16,0.0
2010-03-05,-21.875
2010-04-06,-8.0
2010-04-08,17.3913
2010-04-09,-7.4074
2010-04-19,-8.0
2010-04-26,0.0
2010-04-27,-2.1739
2010-05-12,-2.2222
2010-05-17,-40.9091
2010-05-18,50.0
2010-05-25,-7.6923
2010-06-04,0.0
2010-06-14,-8.3333
2010-06-17,9.0909
2010-06-22,5.5556
2010-07-19,-31.5789
2010-08-02,-3.8462
2010-08-03,-12.0
2010-08-04,72.7273
2010-08-05,0.0
2010-08-11,0.0
2010-08-12,-4.7368
