ticker,CAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-21,-0.1111
2019-11-22,-0.1112
2019-11-25,-7.6837
2019-11-26,-1.2063
2019-11-27,0.7326
2019-11-29,0.0
2019-12-02,1.2121
2019-12-03,-2.0359
2019-12-04,-1.3447
2019-12-05,-2.7260999999999997
2019-12-06,-0.6369
2019-12-09,-7.0513
2019-12-10,-9.3793
2019-12-11,-6.0883
2019-12-12,-7.4554
2019-12-13,-8.2312
2019-12-16,-11.2595
2019-12-17,11.6129
2019-12-18,-10.79
2019-12-19,0.432
2019-12-20,2.5806
2019-12-23,10.9015
2019-12-24,7.5614
2019-12-26,-1.9332
2019-12-27,0.8961
2019-12-30,15.9858
2019-12-31,-6.585
2020-01-02,-1.3115
2020-01-03,0.8306
2020-01-06,-3.1301
2020-01-07,-1.0204
2020-01-08,5.1546
2020-01-09,6.0458
2020-01-10,0.0
2020-01-13,-0.7704
2020-01-14,-4.6584
2020-01-15,-8.4691
2020-01-16,2.847
2020-01-17,3.8062
2020-01-21,-5.0
2020-01-22,-8.0702
2020-01-23,-3.0534
2020-01-24,-0.1969
2020-01-27,-1.5779
2020-01-28,1.2024
2020-01-29,12.2772
2020-01-30,3.351
2020-01-31,2.3891
2020-02-03,-7.0
2020-02-04,-8.4229
2020-02-05,-3.3268
2020-02-06,-1.2146
2020-02-07,-6.7623
2020-02-10,0.4396
2020-02-11,-3.7199
2020-02-12,82.7273
2020-02-13,-17.4129
2020-02-14,2.1084
2020-02-18,-15.1917
2020-02-19,-0.6957
2020-02-20,-6.8301
2020-02-21,10.1504
2020-02-24,-3.5836
2020-02-25,-2.6549
2020-02-26,0.0
2020-02-27,-2.5455
2020-02-28,-5.0373
2020-03-02,-0.9823
2020-03-03,-2.7778
2020-03-04,-4.898
2020-03-05,3.6481
2020-03-06,-11.8012
2020-03-09,-20.6573
2020-03-10,1.4793
2020-03-11,13.9942
2020-03-12,-10.2302
2020-03-13,-3.9886
2020-03-16,-14.5401
2020-03-17,-2.4306
2020-03-18,7.1174
2020-03-19,8.6379
2020-03-20,-4.893
2020-03-23,-1.9293
2020-03-24,-3.2787
2020-03-25,1.0169
2020-03-26,2.6846
2020-03-27,-0.3268
2020-03-30,-4.918
2020-03-31,4.8276
2020-04-01,-5.5921
2020-04-02,2.439
2020-04-03,-2.0408
2020-04-06,22.2222
2020-04-07,-0.5682
2020-04-08,0.5714
2020-04-09,-9.0909
2020-04-13,25.9375
2020-04-14,14.1439
2020-04-15,-9.7826
2020-04-16,6.9879999999999995
2020-04-17,5.4054
2020-04-20,-10.8974
2020-04-21,2.3981
2020-04-22,0.2342
2020-04-23,3.5047
2020-04-24,-4.5147
2020-04-27,4.9645
2020-04-28,4.7297
2020-04-29,2.3656
2020-04-30,8.8235
2020-05-01,-11.1969
2020-05-04,0.6522
2020-05-05,1.2959
2020-05-06,7.4627
2020-05-07,15.0794
2020-05-08,1.5516999999999999
2020-05-11,-8.489
2020-05-12,6.308
2020-05-13,4.5375
2020-05-14,-0.3339
2020-05-15,-26.4657
2020-05-18,1.3667
2020-05-19,-1.7978
2020-05-20,-3.8902
2020-05-21,-5.0
2020-05-22,-4.2607
2020-05-26,-12.0419
2020-05-27,-10.7143
2020-05-28,-3.0
2020-05-29,-18.9003
2020-06-01,-10.1695
2020-06-02,17.4528
2020-06-03,-3.2129
2020-06-04,-10.7884
2020-06-05,-1.3953
2020-06-08,0.0
2020-06-09,15.566
2020-06-10,-1.2245
2020-06-11,-12.3967
2020-06-12,-2.8302
2020-06-15,-3.8834999999999997
2020-06-16,2.0202
2020-06-17,-4.4554
2020-06-18,-0.5181
2020-06-19,-1.0417
2020-06-22,10.0
2020-06-23,1.4354
2020-06-24,-8.4906
2020-06-25,-0.1443
2020-06-26,-2.4365
2020-06-29,-2.1164
2020-06-30,2.7027
2020-07-01,-1.0526
2020-07-02,-3.7234
2020-07-06,8.2873
2020-07-07,-7.1429
2020-07-08,7.6923
2020-07-09,-1.5306
2020-07-10,-3.6269
2020-07-13,-3.7634
2020-07-14,2.7933
2020-07-15,4.8913
2020-07-16,-3.6269
2020-07-17,3.2258
2020-07-20,17.7083
2020-07-21,7.0796
2020-07-22,-6.1983
2020-07-23,-6.1674
2020-07-24,12.6761
2020-07-27,4.1667
2020-07-28,3.6
2020-07-29,2.3166
2020-07-30,1.8868
2020-07-31,-7.4074
