ticker,HZNP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-07-28,1.6667
2011-07-29,-1.2022
2011-08-01,0.1106
2011-08-02,0.0
2011-08-03,-0.5525
2011-08-04,0.0
2011-08-05,-0.5556
2011-08-08,-1.6760000000000002
2011-08-09,-4.2045
2011-08-10,-0.949
2011-08-11,-0.8383
2011-08-12,-1.4493
2011-08-15,5.3922
2011-08-16,-2.6744
2011-08-17,1.6726
2011-08-18,0.1175
2011-08-19,-6.338
2011-08-22,-0.8772
2011-08-23,4.0455
2011-08-24,3.0377
2011-08-25,-1.1792
2011-08-26,-3.3413
2011-08-29,-1.6049
2011-08-30,0.3764
2011-08-31,0.0
2011-09-01,1.625
2011-09-02,2.091
2011-09-06,-3.4939999999999998
2011-09-07,1.7603
2011-09-08,7.2261
2011-09-09,-5.492
2011-09-12,-4.3584
2011-09-13,3.6709
2011-09-14,-0.8547
2011-09-15,1.601
2011-09-16,-6.5455
2011-09-19,5.0584
2011-09-20,-0.9877
2011-09-21,-0.0623
2011-09-22,-1.4348
2011-09-23,2.4051
2011-09-26,1.9778
2011-09-27,-0.6061
2011-09-28,-3.5366
2011-09-29,-5.4362
2011-09-30,-6.5508
2011-10-03,-13.1617
2011-10-04,-5.4366
2011-10-05,-2.439
2011-10-06,-1.9643000000000002
2011-10-07,-5.2823
2011-10-10,0.0
2011-10-11,-8.2692
2011-10-12,1.2579
2011-10-13,10.352
2011-10-14,2.8143000000000002
2011-10-17,-8.5766
2011-10-18,4.5908
2011-10-19,6.8702
2011-10-20,6.0714
2011-10-21,22.0539
2011-10-24,4.8276
2011-10-25,-0.9211
2011-10-26,2.9215999999999998
2011-10-27,12.0
2011-10-28,1.3825
2011-10-31,2.1591
2011-11-01,-6.7853
2011-11-02,3.4606
2011-11-03,1.4994
2011-11-04,0.0
2011-11-07,-3.0682
2011-11-08,4.4549
2011-11-09,-14.7026
2011-11-10,4.0789
2011-11-11,4.1719
2011-11-14,-2.0631
2011-11-15,0.9913
2011-11-16,-2.2086
2011-11-17,-0.5019
2011-11-18,-4.1614
2011-11-21,0.0
2011-11-22,-7.6316
2011-11-23,1.567
2011-11-25,-4.4881
2011-11-28,-9.9853
2011-11-29,-2.6101
2011-11-30,-12.7303
2011-12-01,-3.071
2011-12-02,0.198
2011-12-05,-1.1858
2011-12-06,-0.8
2011-12-07,0.0
2011-12-08,0.0
2011-12-09,0.8065
2011-12-12,-5.0
2011-12-13,-2.9474
2011-12-14,3.0369
2011-12-15,0.0
