ticker,EFBI US Equity
2017-12-27,0.5025
2017-12-28,0.0
2017-12-29,1.0625
2018-01-02,-2.4737
2018-01-03,0.0
2018-01-04,-0.1268
2018-01-05,-0.1905
2018-01-08,1.2723
2018-01-09,-0.691
2018-01-10,0.1265
2018-01-11,1.3266
2018-01-12,-0.5611
2018-01-16,-1.3793
2018-01-17,1.4622
2018-01-18,-0.5639
2018-01-19,0.0
2018-01-22,-0.5671
2018-01-23,1.7109999999999999
2018-01-25,-1.4953
2018-01-29,0.7388
2018-01-30,0.0195
2018-02-01,-0.2128
2018-02-02,0.0881
2018-02-05,0.3847
2018-02-06,-0.4458
2018-02-08,0.6132
2018-02-14,-0.8589
2018-02-16,-0.2528
2018-02-20,0.3161
2018-02-23,2.8986
2018-02-26,-3.4293
2018-02-27,0.0
2018-02-28,1.4591
2018-03-01,-0.0006
2018-03-05,0.2
2018-03-06,-1.759
2018-03-07,1.5873
2018-03-08,0.3125
2018-03-09,1.5433
2018-03-12,-0.8142
2018-03-13,-2.1342
2018-03-14,1.1378
2018-03-15,0.125
2018-03-16,1.9351
2018-03-19,-3.0618
2018-03-20,0.3159
2018-03-21,1.0283
2018-03-29,-1.3919000000000001
2018-04-04,-0.1264
2018-04-11,-0.1266
2018-04-12,0.0
2018-04-16,-0.0634
2018-04-17,0.0634
2018-04-18,0.0634
2018-04-19,-0.1267
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,-1.078
2018-04-26,-0.641
2018-04-30,0.0
2018-05-01,0.3871
2018-05-03,-0.2571
2018-05-04,1.6101999999999999
2018-05-07,0.5713
2018-05-09,-1.5763
2018-05-10,0.0
2018-05-11,0.1281
2018-05-14,-0.1919
2018-05-15,2.1795
2018-05-16,1.0038
2018-05-17,-3.0435
2018-05-23,2.4343
2018-05-24,-1.0632
2018-05-29,0.3003
2018-05-30,-0.6145
2018-06-04,-0.0653
2018-06-06,0.0019
2018-06-07,2.4746
2018-06-08,-0.5697
2018-06-13,2.8771
2018-06-14,0.2421
2018-06-15,1.6907999999999999
2018-06-18,-4.7506
2018-06-19,0.0
2018-06-20,-0.0623
2018-06-21,2.8072
2018-06-27,-1.4563
2018-06-28,0.9852
2018-06-29,-0.2884
2018-07-09,-0.4568
2018-07-13,1.1304
2018-07-18,-2.685
2018-07-19,0.3745
2018-07-20,0.4975
2018-07-23,-0.8663
2018-07-24,-1.3733
2018-07-25,1.2658
2018-07-26,0.0006
2018-07-30,-0.0006
2018-07-31,-0.625
2018-08-01,1.4937
2018-08-03,-0.9388
2018-08-07,0.0876
2018-08-08,0.0
2018-08-09,0.8125
2018-08-17,-2.1699
2018-08-27,0.1267
2018-08-29,1.6076000000000001
2018-09-05,-1.0103
2018-09-14,-0.0113
2018-09-17,0.0
2018-09-19,0.5903
2018-09-28,-0.5237
2018-10-01,-0.1327
2018-10-02,-0.8124
2018-10-04,-0.0102
2018-10-08,0.2203
2018-10-10,-0.7166
2018-10-23,-0.6382
2018-11-05,-0.9634
2018-11-06,-0.227
2018-11-09,-0.7475
2018-11-12,0.1965
2018-11-13,4.1366
2018-11-14,-0.8592
2018-11-19,1.2915
2018-11-28,-4.1875
2018-11-30,0.1305
2018-12-03,0.0
2018-12-04,0.6176
2018-12-06,-0.6138
2018-12-11,-5.1459
2018-12-12,3.0213
2018-12-13,1.75
2018-12-14,0.9009
2018-12-17,0.6494
2018-12-18,0.0258
2018-12-19,-0.0252
2018-12-20,0.0
2018-12-21,-1.6135000000000002
2018-12-24,1.6393
2018-12-28,-1.4181
2018-12-31,-0.7212
2019-01-03,-0.6585
2019-01-07,3.5162
2019-01-08,-1.7308
2019-01-09,0.7828
2019-01-10,1.9417
2019-01-14,-1.6762000000000001
2019-01-16,-0.4152
2019-01-17,-0.3352
2019-01-29,0.2609
2019-01-30,0.5834
2019-02-01,0.2871
2019-02-04,0.0354
2019-02-05,0.1286
2019-02-08,0.5138
2019-02-13,0.4473
2019-02-14,-0.3817
2019-02-15,-0.0639
2019-02-20,0.0
2019-02-21,-0.5112
2019-02-22,0.0
2019-02-27,0.1927
2019-03-01,0.0641
2019-03-04,0.0641
2019-03-05,-0.128
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,0.1282
2019-03-11,-0.128
2019-03-12,0.0
2019-03-13,2.5641
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-22,-2.375
2019-03-29,2.1127
2019-04-01,-1.7292
2019-04-03,1.6320000000000001
2019-04-05,-1.3911
2019-04-10,0.2648
2019-04-12,-0.5714
2019-04-16,0.447
2019-04-18,1.6529
2019-04-29,-1.0851
2019-04-30,0.9642
2019-05-01,-0.9957
2019-05-06,0.0
2019-05-07,-0.3163
2019-05-08,-0.0635
2019-05-14,0.014
2019-05-17,0.2863
2019-05-22,0.7767
2019-05-24,-0.9422
2019-06-07,0.1902
2019-06-10,0.5538
2019-06-13,-0.771
2019-06-17,0.222
2019-06-19,0.0
2019-06-28,0.0
2019-07-03,0.0
2019-07-09,0.0
2019-07-10,0.443
2019-07-11,0.6931
2019-07-12,-1.1264
2019-07-15,0.4152
2019-07-16,-0.0983
2019-07-17,0.6309
2019-07-18,-0.6263
2019-07-19,-0.0006
2019-07-22,0.0
2019-07-23,0.3741
2019-07-26,-0.1697
2019-07-29,-0.2034
2019-07-30,0.2038
2019-07-31,-0.2034
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,-0.2524
2019-08-06,-0.3163
2019-08-08,0.2538
2019-08-09,0.8139
2019-08-12,-1.0949
2019-08-16,-0.0267
2019-08-26,1.2698
2019-08-30,0.3135
2019-09-03,0.0
2019-09-04,-0.4419
2019-09-05,-0.0584
2019-09-11,-0.4397
2019-09-12,0.0
2019-09-13,0.6309
2019-09-16,-10.1567
2019-09-17,10.6769
2019-09-18,-0.0631
2019-09-19,0.0631
2019-09-20,3.2787
2019-09-25,-2.3199
2019-10-03,0.0
2019-10-07,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-18,1.5625
2019-10-21,-1.208
2019-10-22,-0.3345
2019-10-25,0.0
2019-10-30,0.0
2019-11-12,0.625
2019-11-14,-0.559
2019-11-15,0.0
2019-11-20,0.0625
2019-11-26,0.563
2019-11-27,1.7833
2019-12-04,-1.9363000000000001
2019-12-06,0.0622
2019-12-09,0.0622
2019-12-10,0.1242
2019-12-11,-0.1241
2019-12-12,-0.6211
2019-12-13,0.625
2019-12-16,0.3
2019-12-18,-0.9184
2019-12-19,0.3125
2019-12-20,3.8006
2019-12-23,-5.7023
2019-12-24,0.191
2019-12-26,0.3812
2019-12-30,0.3165
2019-12-31,0.0
2020-01-02,0.0006
2020-01-03,0.3148
2020-01-06,0.0629
2020-01-09,0.5657
2020-01-14,0.3125
2020-01-15,0.0
2020-01-22,3.4268
2020-01-23,0.0
2020-01-27,0.0
2020-01-31,-1.8072
2020-02-04,0.0613
2020-02-11,0.2452
2020-02-14,1.5291000000000001
2020-02-19,-1.1446
2020-02-26,0.1219
2020-02-27,-0.0609
2020-03-03,0.0
2020-03-05,-0.1218
2020-03-06,-2.439
2020-03-09,-0.9375
2020-03-10,0.0
2020-03-11,0.3155
2020-03-12,-0.6289
2020-03-17,-0.8854
2020-03-19,-0.0006
2020-03-23,-0.3831
2020-03-25,0.3205
2020-03-26,0.0
2020-04-03,-0.3195
2020-04-07,1.6026
2020-04-08,-0.6309
2020-04-09,0.0
2020-04-16,-1.2698
2020-04-17,1.2862
2020-04-20,0.0
2020-04-21,0.3175
2020-04-24,-0.9494
2020-04-28,0.9585
2020-05-01,0.3165
2020-05-07,2.5237
2020-05-12,-1.5385
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.5625
2020-05-18,0.9944
2020-05-22,-2.1538
2020-05-28,2.2013
2020-05-29,0.0615
2020-06-05,-1.599
2020-06-08,0.0
2020-06-12,0.625
2020-06-15,0.0
2020-06-26,1.6199
2020-07-06,0.0
2020-07-07,-0.2452
2020-07-08,-0.1229
2020-07-09,-1.8462
2020-07-17,0.0
2020-07-21,0.3135
2020-07-23,-0.3125
2020-07-28,0.0
2020-07-30,0.3135
2020-07-31,-0.5625
