ticker,SPCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-02,-0.199
2017-10-03,0.1994
2017-10-04,0.099
2017-10-05,-0.0989
2017-10-06,0.3129
2017-10-09,-0.1145
2017-10-10,-0.0988
2017-10-11,-0.1978
2017-10-12,0.2973
2017-10-13,0.0
2017-10-16,0.0988
2017-10-17,0.3949
2017-10-18,0.0
2017-10-19,-0.1967
2017-10-20,0.2956
2017-10-23,0.4912
2017-10-24,0.0978
2017-10-25,-0.1465
2017-10-26,0.0166
2017-10-27,0.2278
2017-10-30,-0.3317
2017-10-31,0.2545
2017-11-01,0.2626
2017-11-02,-0.1841
2017-11-03,0.0
2017-11-06,-0.0098
2017-11-07,0.0098
2017-11-08,0.0
2017-11-09,-0.3902
2017-11-10,0.0979
2017-11-13,0.0881
2017-11-14,-0.2835
2017-11-15,-0.9804
2017-11-16,-0.297
2017-11-17,-0.3476
2017-11-20,-0.5282
2017-11-21,0.1803
2017-11-22,0.0
2017-11-24,0.25
2017-11-27,-0.0499
2017-11-28,-0.1996
2017-11-29,-0.3
2017-11-30,-0.2006
2017-12-01,-0.1015
2017-12-04,-0.2002
2017-12-05,0.2016
2017-12-06,-0.2012
2017-12-07,-0.3024
2017-12-08,-0.2022
2017-12-11,0.304
2017-12-12,0.8081
2017-12-13,-0.3006
2017-12-14,0.804
2017-12-15,-0.1994
2017-12-18,0.4496
2017-12-19,-0.4475
2017-12-20,0.0999
2017-12-21,0.0998
2017-12-22,0.0997
2017-12-26,0.2988
2017-12-27,-0.0497
2017-12-28,-0.149
2017-12-29,0.398
2018-01-02,-0.1982
2018-01-03,-0.0993
2018-01-04,0.0
2018-01-05,0.0994
2018-01-08,0.0
2018-01-09,-0.1986
2018-01-10,0.0995
2018-01-11,0.0
2018-01-12,-0.0994
2018-01-16,0.0995
2018-01-17,-0.2982
2018-01-18,0.1994
2018-01-19,0.0995
2018-01-22,0.1988
2018-01-23,0.0
2018-01-24,-0.1488
2018-01-25,-0.149
2018-01-26,0.0995
2018-01-29,0.0
2018-01-30,-0.0994
2018-01-31,0.0995
2018-02-01,0.0994
2018-02-02,-0.2979
2018-02-05,-0.3984
2018-02-06,-0.1
2018-02-07,0.1001
2018-02-08,0.0
2018-02-09,-0.4
2018-02-12,0.2008
2018-02-13,0.2004
2018-02-14,-0.2
2018-02-15,0.0
2018-02-16,0.2004
2018-02-20,0.1
2018-02-21,-0.0999
2018-02-22,0.2
2018-02-23,0.0
2018-02-26,0.0998
