ticker,UGHL US Equity
2017-11-14,5.6962
2017-11-15,8.3832
2017-11-16,3.3149
2017-11-17,0.0
2017-11-21,0.0
2017-11-27,0.0
2017-11-28,-0.0535
2017-11-29,0.0535
2017-11-30,0.0
2017-12-01,2.1390000000000002
2017-12-04,0.0
2017-12-05,0.5236
2017-12-06,0.9896
2017-12-07,-0.6704
2017-12-08,0.2077
2017-12-11,-6.2176
2017-12-12,7.0718
2017-12-15,0.0413
2017-12-20,-3.6002
2017-12-29,2.1402
2018-01-08,0.5238
2018-01-09,0.0
2018-01-11,-0.469
2018-01-12,0.4607
2018-01-26,-0.4586
2018-02-07,-46.5969
2018-02-08,76.4706
2018-02-13,-11.1111
2018-02-15,11.25
2018-02-21,7.3034
2018-02-23,-0.5236
2018-02-26,-5.2632
2018-02-27,5.5556
2018-02-28,-0.5263
2018-03-01,0.0
2018-03-05,-4.7619
2018-03-07,22.2222
2018-03-08,7.2727
2018-03-09,26.2712
2018-03-12,1.3423
2018-03-13,11.2583
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,0.0
2018-03-20,-39.881
2018-03-21,66.3366
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,11.3095
2018-03-28,2.6738
2018-03-29,0.0
2018-04-02,-3.6458
2018-04-03,0.0
2018-04-04,5.4054
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,2.5641
2018-04-10,0.0
2018-04-11,-5.0
2018-04-12,0.0
2018-04-13,5.2632
2018-04-16,-5.0
2018-04-17,4.7368
2018-04-18,-2.0101
2018-04-19,7.6923
2018-04-20,0.0
2018-04-24,2.3810000000000002
2018-04-25,0.0
2018-04-26,1.8605
2018-04-27,-2.2831
2018-04-30,0.4673
2018-05-01,-0.4651
2018-05-02,-0.4673
2018-05-07,0.0
2018-05-08,0.4695
2018-05-09,-1.8692
2018-05-10,1.9048
2018-05-11,0.4673
2018-05-14,-0.4651
2018-05-15,-12.6168
2018-05-16,17.647100000000002
2018-05-17,6.8182
2018-05-18,4.2553
2018-05-21,20.4082
2018-05-22,10.1695
2018-05-23,-1.8462
2018-05-25,-23.1975
2018-05-29,22.449
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,5.0
2018-06-04,0.0
2018-06-05,-0.3175
2018-06-06,0.3185
2018-06-07,0.0
2018-06-08,0.0
2018-06-11,2.8571
2018-06-12,-5.2469
2018-06-13,4.2345
2018-06-14,-6.25
2018-06-15,8.0
2018-06-18,0.0
2018-06-19,7.4074
2018-06-20,0.0
2018-06-21,4.5977
2018-06-22,1.0989
2018-06-25,0.0
2018-06-26,-3.5326
2018-06-27,0.0
2018-06-28,-4.2254
2018-06-29,8.2353
2018-07-02,-0.8152
2018-07-03,-9.589
2018-07-05,-21.2121
2018-07-06,34.6154
2018-07-09,-5.7143
2018-07-10,-9.697
2018-07-11,9.0604
2018-07-13,10.1538
2018-07-16,-1.8155999999999999
2018-07-17,0.2845
2018-07-18,0.7092
2018-07-19,-8.4507
2018-07-20,4.0
2018-07-24,18.3432
2018-07-25,1.0
2018-07-26,-6.1386
2018-07-27,-3.2173
2018-07-30,0.8174
2018-07-31,-1.3514
2018-08-01,-1.3699
2018-08-02,0.0
2018-08-03,1.3889
2018-08-06,-5.4795
2018-08-07,-8.6957
2018-08-08,-20.634900000000002
2018-08-09,-30.0
2018-08-10,9.7143
2018-08-13,75.5208
2018-08-14,-19.8813
2018-08-15,-1.9259
2018-08-16,0.4532
2018-08-17,0.7519
2018-08-21,-14.1791
2018-08-22,10.8696
2018-08-23,-5.8824
2018-08-24,7.5
2018-08-27,16.2791
2018-08-28,11.6667
2018-08-29,2.9851
2018-08-30,-7.1304
2018-08-31,3.9326
2018-09-04,2.1021
2018-09-05,-7.5882
2018-09-07,-18.8415
2018-09-10,-8.2353
2018-09-11,-2.5641
2018-09-12,0.0
2018-09-13,-2.6316
2018-09-14,-9.9099
2018-09-17,4.5
2018-09-18,-4.3062000000000005
2018-09-19,-5.0
2018-09-20,5.2632
2018-09-21,-19.5
2018-09-24,24.2236
2018-09-25,0.0
2018-09-27,-34.15
2018-09-28,-24.0699
2018-10-01,40.0
2018-10-02,15.7143
2018-10-03,8.0247
2018-10-04,-3.4286
2018-10-05,1.1834
2018-10-08,-0.4678
2018-10-09,2.8202
2018-10-10,-3.4286
2018-10-11,4.7337
2018-10-12,-1.3559
2018-10-16,0.2291
2018-10-17,25.1429
2018-10-18,0.4566
2018-10-19,0.0
2018-10-23,-0.4545
2018-10-25,-9.863
2018-10-26,-0.2026
2018-10-29,-6.0914
2018-10-31,-4.3243
2018-11-01,1.1299
2018-11-02,-1.1173
2018-11-06,0.0
2018-11-07,-13.5593
2018-11-08,4.5752
2018-11-09,10.0
2018-11-12,-11.931799999999999
2018-11-13,2.4516
2018-11-14,-3.0227
2018-11-16,1.5584
2018-11-19,-8.5678
2018-11-20,-2.0979
2018-11-26,-8.5714
2018-11-27,-0.7813
2018-11-28,-13.3858
2018-11-29,5.4545
2018-11-30,-5.1724
2018-12-03,15.0
2018-12-04,-0.3953
2018-12-06,-0.7937
2018-12-07,0.0
2018-12-10,0.8
2018-12-11,-0.7937
2018-12-12,-8.0
2018-12-14,3.4783
2018-12-17,-14.2857
2018-12-18,6.8627
2018-12-19,-0.9174
2018-12-20,-5.5556
2018-12-21,1.9607999999999999
2018-12-24,1.9231
2018-12-28,0.9434
2018-12-31,1.8692
2019-01-02,-6.422
2019-01-03,-2.9412000000000003
2019-01-04,1.0101
2019-01-07,-5.0
2019-01-08,30.5263
2019-01-09,0.0
2019-01-10,-16.129
2019-01-11,-5.7692
2019-01-14,0.0
2019-01-15,-3.0612
2019-01-16,-1.0526
2019-01-17,9.5745
2019-01-18,-5.8252
2019-01-23,2.0619
2019-01-24,1.0101
2019-01-25,3.0
2019-01-28,-7.767
2019-01-29,0.0
2019-01-30,5.2632
2019-01-31,-9.0
2019-02-01,6.5934
2019-02-04,3.0928
2019-02-05,-15.0
2019-02-06,0.0118
2019-02-07,2.3409
2019-02-08,-1.1494
2019-02-11,2.3256
2019-02-12,8.4091
2019-02-13,-9.8532
2019-02-14,0.0116
2019-02-15,2.5462
2019-02-20,-3.6281
2019-02-21,-5.8824
2019-02-22,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,6.25
2019-02-28,-3.5294
2019-03-01,9.7561
2019-03-04,-5.5556
2019-03-07,0.0
2019-03-08,0.0
2019-03-12,0.0
2019-03-14,-8.2471
2019-03-15,1.295
2019-03-20,-49.1139
2019-03-21,84.0796
2019-03-25,-24.3243
2019-03-27,29.6429
2019-03-29,-51.7906
2019-04-01,14.2857
2019-04-02,74.975
2019-04-15,-17.1453
2019-04-16,-5.1561
2019-04-17,0.0
2019-04-22,3.6182
2019-04-23,-12.2653
2019-04-24,-38.0
2019-04-25,45.1613
2019-04-26,-0.4444
2019-04-29,-4.0179
2019-04-30,-27.4302
2019-05-01,-0.6569
2019-05-02,62.129
2019-05-03,39.2758
2019-05-08,-1.4285999999999999
2019-05-09,-38.5507
2019-05-10,99.2925
2019-05-14,-75.1479
2019-05-15,38.0952
2019-05-17,-13.7931
2019-05-20,104.0
2019-05-22,-25.4902
2019-05-23,-34.2105
2019-05-28,0.0
2019-06-04,48.0
2019-06-05,-42.4324
2019-06-13,73.7089
2019-06-27,-42.973
2019-06-28,-0.4739
2019-07-01,42.8571
2019-07-15,-10.0
2019-07-16,-44.4444
2019-07-17,0.0
2019-07-18,46.6667
2019-07-26,-6.8182
2019-08-13,-21.9512
2019-08-14,0.0
2019-08-27,25.0
2019-09-17,-33.75
2019-09-19,1.8868
2019-09-25,62.963
2019-09-26,0.0
2019-09-27,-9.0909
2019-10-03,10.0
2019-10-07,0.0
2019-10-09,20.0
2019-10-11,-1.5152
2019-10-15,53.8462
2019-10-16,0.0
2019-10-21,33.75
2019-10-22,0.0
2019-10-23,2.8037
2019-10-24,-9.0909
2019-10-25,0.0
2019-10-30,8.0
2019-11-05,1.8519
2019-11-08,0.0
2019-11-12,0.0
2019-11-18,-9.0909
2019-11-21,-4.0
2019-11-26,-4.1667
2019-12-23,-2.1739
2019-12-31,-33.3333
2020-01-16,-16.6667
2020-01-31,0.0
2020-02-13,-56.0
2020-02-20,172.7273
2020-02-24,-63.3333
2020-03-18,0.0
2020-03-25,309.0909
2020-03-26,-75.5556
2020-03-30,-27.2727
2020-04-07,100.0
2020-05-21,-53.125
2020-06-03,166.6667
2020-06-08,0.0
2020-07-06,5.0
2020-07-15,-52.381
2020-07-17,0.0
2020-07-21,110.0
