ticker,UGHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-24,-75.1166
2016-10-26,0.0
2016-10-27,0.0
2016-11-01,18.75
2016-11-02,31.5789
2016-11-03,0.0
2016-11-04,-36.0
2016-11-07,12.5
2016-11-08,-11.1111
2016-11-10,15.625
2016-11-15,-10.8108
2016-11-17,12.1212
2016-11-22,1.3514
2016-11-30,0.0
2016-12-12,0.0
2017-01-11,93.6
2017-01-12,-29.7521
2017-01-24,-21.5686
2017-01-31,50.0
2017-02-16,-30.8333
2017-02-21,8.4337
2017-02-27,17.2222
2017-03-07,0.4739
2017-03-09,0.0
2017-03-14,0.0
2017-03-17,-24.5283
2017-03-21,-12.5
2017-03-27,45.7143
2017-04-04,-41.1765
2017-04-24,103.3333
2017-04-27,-39.3443
2017-04-28,0.0
2017-05-10,35.1351
2017-05-12,-28.0
2017-05-22,-2.7778
2017-06-13,-8.5714
2017-06-23,-12.5
2017-06-27,0.0
2017-06-29,-3.5714
2017-07-05,25.0
2017-07-10,-11.1111
2017-07-13,4.3333
2017-07-14,8.147
2017-07-17,-11.3737
2017-07-20,12.5
2017-07-21,0.7407
2017-07-24,-41.1765
2017-07-25,0.0
2017-07-27,-46.5
2017-07-28,-6.5421
2017-07-31,-20.0
2017-08-02,180.0
2017-08-03,-21.875
2017-08-04,37.1429
2017-08-07,-0.4167
2017-08-08,25.523
2017-08-09,6.6667
2017-08-10,6.25
2017-08-11,5.8824
2017-08-14,19.4444
2017-08-15,9.3023
2017-08-16,5.3191
2017-08-17,19.1919
2017-08-18,18.4746
2017-08-21,-14.1631
2017-08-22,16.6667
2017-08-24,-16.4286
2017-08-25,7.1111
2017-08-28,2.9365
2017-08-29,0.7752
2017-08-30,7.6923
2017-08-31,0.0
2017-09-07,14.2857
2017-09-08,0.95
2017-09-11,0.0
2017-09-13,0.2972
2017-09-14,1.2346
2017-09-15,0.0
2017-09-18,1.0976
2017-09-19,-14.3908
2017-09-20,14.2877
2017-09-21,2.3302
2017-09-22,-4.3373
2017-09-25,2.267
2017-09-28,2.2167
2017-09-29,0.0
2017-10-03,-3.3735
2017-10-11,-19.919
2017-10-12,14.9864
2017-10-13,8.3277
2017-10-17,-12.5
2017-10-23,-10.0
2017-10-24,24.2063
2017-10-26,-20.1278
2017-10-27,25.2
2017-10-31,-23.3227
2017-11-01,30.5833
2017-11-02,-2.9994
2017-11-03,-14.776299999999999
2017-11-06,3.443
2017-11-09,16.8806
2017-11-10,1.5196
2017-11-13,-0.6289
