ticker,UNVR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-18,15.4545
2015-06-19,7.2835
2015-06-22,-1.8349
2015-06-23,0.9346
2015-06-24,-3.1481
2015-06-25,0.6883
2015-06-26,0.6077
2015-06-29,-1.8875
2015-06-30,0.1539
2015-07-01,-0.2689
2015-07-02,-0.077
2015-07-06,-2.4287
2015-07-07,0.3951
2015-07-08,-2.1645
2015-07-09,0.2011
2015-07-10,-0.0401
2015-07-13,0.6426
2015-07-14,-0.5986
2015-07-15,0.3212
2015-07-16,-0.3201
2015-07-17,0.4014
2015-07-20,-1.8792
2015-07-21,-0.2445
2015-07-22,0.0817
2015-07-23,0.0
2015-07-24,-0.5714
2015-07-27,-2.9146
2015-07-28,-3.4249
2015-07-29,-3.1086
2015-07-30,8.1789
2015-07-31,-0.1671
2015-08-03,-4.9791
2015-08-04,0.8807
2015-08-05,2.4443
2015-08-06,-0.213
2015-08-07,0.0427
2015-08-10,-0.939
2015-08-11,-2.4128
2015-08-12,-1.9426
2015-08-13,2.7465
2015-08-14,-3.4181
2015-08-17,0.726
2015-08-18,0.7658
2015-08-19,0.6705
2015-08-20,-0.2664
2015-08-21,-1.9144999999999999
2015-08-24,-2.4512
2015-08-25,-1.5821
2015-08-26,1.9858
2015-08-27,2.5498
2015-08-28,0.6781
2015-08-31,1.6614
2015-09-01,-0.6184
2015-09-02,0.5333
2015-09-03,1.9893999999999998
2015-09-04,-2.5141
2015-09-08,1.3784
2015-09-09,-1.4035
2015-09-10,1.7793999999999999
2015-09-11,0.4808
2015-09-14,-1.0874
2015-09-15,-0.1759
2015-09-16,1.3216
2015-09-17,-1.7826
2015-09-18,-8.0567
2015-09-21,-1.9259
2015-09-22,0.0491
2015-09-23,-0.2453
2015-09-24,1.5739999999999998
2015-09-25,-0.8717
2015-09-28,-6.7416
2015-09-29,0.1572
2015-09-30,-5.0732
2015-10-01,-3.3609
2015-10-02,-2.0525
2015-10-05,4.9475999999999996
2015-10-06,0.5546
2015-10-07,0.0552
2015-10-08,3.3076
2015-10-09,3.4152
2015-10-12,-1.032
2015-10-13,-0.8342
2015-10-14,-1.5247000000000002
2015-10-15,1.8153000000000001
2015-10-16,-2.4122
2015-10-19,-0.8598
2015-10-20,1.2466
2015-10-21,-1.4989
2015-10-22,0.8152
2015-10-23,-3.0189
2015-10-26,-0.0556
2015-10-27,0.1112
2015-10-28,-1.6667
2015-10-29,-0.452
2015-10-30,0.227
2015-11-02,3.4541
2015-11-03,4.5977
