ticker,PXHI US Equity
2008-12-05,0.0
2008-12-08,-6.25
2008-12-09,0.0
2008-12-10,-3.3333
2008-12-11,0.0
2008-12-12,0.0
2008-12-15,0.0
2008-12-16,0.0
2008-12-17,-3.4483
2008-12-18,0.0
2008-12-19,-10.7143
2008-12-22,20.0
2008-12-23,-16.6667
2008-12-24,20.0
2008-12-26,-3.3333
2008-12-29,-13.7931
2008-12-30,8.0
2008-12-31,33.3333
2009-01-02,-8.3333
2009-01-05,15.1515
2009-01-07,0.0
2009-01-08,-13.1579
2009-01-09,11.5152
2009-01-12,5.9783
2009-01-13,7.6923
2009-01-14,-2.3810000000000002
2009-01-15,4.878
2009-01-16,6.9767
2009-01-20,-2.1739
2009-01-21,-4.4444
2009-01-22,2.3256
2009-01-23,-9.0909
2009-01-26,-2.5
2009-01-27,-17.9487
2009-01-28,18.75
2009-01-29,15.7895
2009-01-30,-9.0909
2009-02-02,-7.5
2009-02-03,8.1081
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-09,0.0
2009-02-10,-7.5
2009-02-11,-5.4054
2009-02-12,8.5714
2009-02-13,2.6316
2009-02-17,2.5641
2009-02-18,-2.5
2009-02-19,-5.1282
2009-02-20,-5.4054
2009-02-23,-8.5714
2009-02-24,15.625
2009-02-25,-5.4054
2009-02-26,0.0
2009-02-27,11.4286
2009-03-02,-10.2564
2009-03-03,0.0
2009-03-04,0.0
2009-03-06,0.0
2009-03-09,-5.7143
2009-03-10,6.0606
2009-03-11,-2.8571
2009-03-12,-19.1176
2009-03-13,27.2727
2009-03-16,0.0
2009-03-17,-28.5714
2009-03-18,40.0
2009-03-19,0.0
2009-03-20,-11.4286
2009-03-23,29.0323
2009-03-24,0.0
2009-03-25,0.0
2009-03-26,-5.0
2009-03-27,0.0
2009-03-30,-21.0526
2009-03-31,20.0
2009-04-01,-16.6667
2009-04-02,0.0
2009-04-03,13.3333
2009-04-06,5.8824
2009-04-07,2.7778
2009-04-08,-13.5135
2009-04-09,-3.125
2009-04-13,0.0
2009-04-14,12.9032
2009-04-15,-7.1429
2009-04-16,1.5385
2009-04-17,4.5455
2009-04-20,-1.4493
2009-04-21,2.9412000000000003
2009-04-22,17.1429
2009-04-23,-8.5366
2009-04-24,4.0
2009-04-27,7.6923
2009-04-28,2.3810000000000002
2009-04-29,-6.9767
2009-04-30,-7.5
2009-05-01,0.0
2009-05-04,-10.8108
2009-05-05,-4.5455
2009-05-06,7.9365
2009-05-07,-11.7647
2009-05-08,6.6667
2009-05-11,9.375
2009-05-12,-11.4286
2009-05-13,0.0
2009-05-14,-3.2258
2009-05-15,3.3333
2009-05-18,0.0
2009-05-19,6.4516
2009-05-20,-3.9394
2009-05-21,-2.2082
2009-05-22,3.2258
2009-05-26,-6.25
2009-05-27,5.0
2009-05-28,4.7619
2009-05-29,-9.0909
2009-06-01,6.6667
2009-06-02,-6.25
2009-06-03,0.0
2009-06-04,-3.3333
2009-06-05,-3.4483
2009-06-08,3.5714
2009-06-09,-6.8966
2009-06-10,18.5185
2009-06-12,-6.25
2009-06-15,-10.0
2009-06-16,7.4074
2009-06-17,0.0
2009-06-18,-6.8966
2009-06-19,7.4074
2009-06-22,-3.4483
2009-06-23,-14.2857
2009-06-24,16.6667
2009-06-25,0.0
2009-06-26,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,-3.5714
2009-07-06,0.0
2009-07-07,-7.4074
2009-07-08,0.0
2009-07-10,0.0
2009-07-13,-18.0
2009-07-14,19.5122
2009-07-15,0.0
2009-07-16,-18.3673
2009-07-17,22.5
2009-07-20,0.0
2009-07-21,-2.0408
2009-07-22,0.0
2009-07-23,4.1667
2009-07-24,-0.8
2009-07-29,-3.2258
2009-07-30,0.0
2009-07-31,-0.2604
2009-08-03,-3.9164
2009-08-04,0.0
2009-08-05,-8.6957
2009-08-06,-4.7619
2009-08-07,15.0
2009-08-10,-4.3478
2009-08-11,-4.5455
2009-08-12,-4.7619
2009-08-13,-9.5
2009-08-14,0.5525
2009-08-17,9.8901
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-24,-5.0
2009-08-25,-5.2632
2009-08-26,0.0
2009-08-27,2.7778
2009-08-28,4.8649000000000004
2009-08-31,7.732
2009-09-01,-21.0526
2009-09-02,6.0606
2009-09-03,-8.5714
2009-09-04,-0.0781
2009-09-08,25.0977
2009-09-09,0.0
2009-09-10,-25.0
2009-09-11,0.0
2009-09-14,6.6667
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,18.75
2009-09-18,-15.7895
2009-09-21,18.75
2009-09-22,0.0
2009-09-23,-5.2632
2009-09-24,16.6667
2009-09-25,4.7619
2009-09-28,-13.6364
2009-09-29,-2.6316
2009-09-30,-2.7027
2009-10-01,19.4444
2009-10-02,6.9767
2009-10-05,-13.0435
2009-10-06,17.5
2009-10-07,-2.1277
2009-10-08,8.6957
2009-10-09,-2.0
2009-10-12,-2.0408
2009-10-13,-6.25
2009-10-14,2.2222
2009-10-15,-4.3478
2009-10-16,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,-6.8182
2009-10-22,-7.3171
2009-10-23,0.0
2009-10-26,5.2632
2009-10-27,-5.0
2009-10-28,-13.1579
2009-10-29,9.0909
2009-10-30,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,-5.4514
2009-11-05,2.8278
2009-11-06,2.8571
2009-11-09,5.5556
2009-11-10,-5.2632
2009-11-11,22.2222
2009-11-12,-8.806799999999999
2009-11-13,-0.3115
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,-5.0
2009-11-19,5.2632
2009-11-20,17.5
2009-11-23,-6.383
2009-11-24,-4.5455
2009-11-25,0.0
2009-11-27,16.6667
2009-11-30,-2.0408
2009-12-01,-8.3333
2009-12-02,22.7273
2009-12-03,0.0
2009-12-04,-3.7037
2009-12-07,-10.7692
2009-12-08,-0.8621
2009-12-09,4.3478
2009-12-10,0.0
2009-12-11,4.1667
2009-12-14,-11.95
2009-12-15,9.029
2009-12-16,8.3333
2009-12-17,3.8462
2009-12-18,-5.5093
2009-12-21,5.8305
2009-12-22,1.8519
2009-12-23,1.8182
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,3.2143
2009-12-30,5.5363
2009-12-31,1.5984
2010-01-04,-3.1868
2010-01-05,3.3333
2010-01-06,-3.2258
2010-01-07,0.0
2010-01-08,6.6667
2010-01-11,12.5
2010-01-12,-5.5556
2010-01-13,7.3529
2010-01-14,4.1096
2010-01-15,-2.6316
2010-01-19,-5.4054
2010-01-20,2.8571
2010-01-21,-5.5556
2010-01-22,-2.2059
2010-01-25,-9.7744
2010-01-26,-1.6667
2010-01-27,-5.0847
2010-01-28,-1.7856999999999998
2010-01-29,-1.8182
2010-02-01,9.2593
2010-02-02,-1.3559
2010-02-03,9.9656
2010-02-04,7.8125
2010-02-05,1.4493
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,-2.8571
2010-02-11,-17.647100000000002
2010-02-12,0.0
2010-02-16,3.5714
2010-02-17,0.0
2010-02-18,3.4483
2010-02-19,3.3333
2010-02-22,-6.4516
2010-02-23,0.0
2010-02-24,-2.069
2010-02-25,-4.9296
2010-02-26,0.0
2010-03-01,0.0
2010-03-02,-0.3704
2010-03-03,0.3717
2010-03-04,-1.8519
2010-03-05,1.5093999999999999
2010-03-08,-14.4517
2010-03-09,4.2911
2010-03-10,-0.8333
2010-03-11,-12.1849
2010-03-12,2.8708
2010-03-15,-2.3256
2010-03-16,11.9048
2010-03-17,-6.383
2010-03-18,-15.9091
2010-03-19,-2.7027
2010-03-22,5.5556
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,3.6842
2010-03-26,-1.0152
2010-03-29,-0.5128
2010-03-30,1.9651999999999998
2010-03-31,1.1058
2010-04-01,-5.0
2010-04-05,-5.2632
2010-04-06,2.2222
2010-04-07,-2.1739
2010-04-08,0.0
2010-04-09,2.7778
2010-04-12,0.0
2010-04-13,-5.4054
2010-04-14,2.8571
2010-04-15,0.0
2010-04-16,-2.7778
2010-04-19,-2.8571
2010-04-20,-2.9412000000000003
2010-04-21,-3.0303
2010-04-22,1.25
2010-04-23,-1.2346
2010-04-26,0.0
2010-04-27,-6.25
2010-04-28,3.3333
2010-04-29,3.2258
2010-04-30,-6.25
2010-05-03,0.0
2010-05-04,-10.0
2010-05-05,-1.8519
2010-05-06,-6.4151
2010-05-07,20.9677
2010-05-10,-20.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,-10.8333
2010-05-14,2.8037
2010-05-17,-18.1818
2010-05-18,11.1111
2010-05-19,0.0
2010-05-20,-10.0
2010-05-21,-2.2222
2010-05-24,-7.9545
2010-05-25,4.9383
2010-05-26,0.0
2010-05-27,5.8824
2010-05-28,0.0
2010-06-01,-22.2222
2010-06-02,14.2857
2010-06-03,12.5
2010-06-04,16.6667
2010-06-07,0.0
2010-06-08,9.5238
2010-06-09,8.6957
2010-06-10,8.0
2010-06-11,-1.4815
2010-06-14,10.526299999999999
2010-06-15,-25.1701
2010-06-16,6.8182
2010-06-17,-6.383
2010-06-18,6.3636
2010-06-21,-1.7094
2010-06-22,-11.3043
2010-06-23,2.9412000000000003
2010-06-24,4.7619
2010-06-25,-11.818200000000001
2010-06-28,-11.3402
2010-06-29,-18.6047
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,14.2857
2010-07-06,-12.5
2010-07-07,-7.1429
2010-07-08,1.5385
2010-07-09,9.8485
2010-07-12,3.4483
2010-07-13,-6.6667
2010-07-14,-7.1429
2010-07-15,20.0
2010-07-16,0.641
2010-07-19,-18.4713
2010-07-20,3.9063
2010-07-21,-2.2556
2010-07-22,-4.6154
2010-07-23,4.8387
2010-07-26,-13.0769
2010-07-27,-2.6549
2010-07-28,-9.0909
2010-07-29,0.0
2010-07-30,-10.0
2010-08-02,-2.2222
2010-08-03,13.6364
2010-08-04,0.0
2010-08-05,6.0
2010-08-06,-20.7547
2010-08-09,0.0
2010-08-10,-9.5238
2010-08-11,-15.7895
2010-08-12,9.375
2010-08-13,8.5714
2010-08-16,-2.6316
2010-08-17,-5.4054
2010-08-18,0.0
2010-08-19,0.0
2010-08-23,0.0
2010-08-24,14.2857
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,-12.5
2010-08-31,-11.0714
2010-09-01,12.4498
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,-10.0
2010-09-08,-4.7619
2010-09-09,13.3333
2010-09-10,14.7059
2010-09-13,0.0
2010-09-14,-15.3846
2010-09-15,6.0606
2010-09-16,-8.2143
2010-09-17,-3.5019
2010-09-20,12.9032
2010-09-21,-11.4286
2010-09-22,6.4516
2010-09-23,-6.0606
2010-09-24,12.9032
2010-09-27,11.4286
2010-09-28,-15.3846
2010-09-29,0.0
2010-09-30,-9.0909
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,-16.6667
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,18.0
2010-10-12,-15.2542
2010-10-14,12.0
2010-10-15,-32.1429
2010-10-18,42.1053
2010-10-19,-22.2222
2010-10-20,-4.7619
2010-10-21,0.0
2010-10-22,19.375
2010-10-25,13.089
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,-7.4074
2010-11-01,-16.0
2010-11-02,4.7619
2010-11-03,13.6364
2010-11-04,-20.0
2010-11-05,5.0
2010-11-08,-4.7619
2010-11-09,10.0
2010-11-10,-9.0909
2010-11-11,10.0
2010-11-12,4.5455
2010-11-15,2.1739
2010-11-16,-14.8936
2010-11-17,-5.0
2010-11-18,0.0
2010-11-19,17.7632
2010-11-22,-19.5531
2010-11-23,11.1111
2010-11-24,0.0
2010-11-26,0.0
2010-11-29,0.0
2010-11-30,-10.9375
2010-12-01,6.6667
2010-12-02,-5.2632
2010-12-03,8.3333
2010-12-06,2.5641
2010-12-07,5.0
2010-12-09,-4.7619
2010-12-10,0.0
2010-12-13,10.0
2010-12-14,-9.0909
2010-12-15,-10.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-20,11.1111
2010-12-21,-5.0
2010-12-22,5.2632
2010-12-23,-10.0
2010-12-27,5.5556
2010-12-28,0.0
2010-12-29,5.2632
2010-12-30,2.5
2010-12-31,2.439
2011-01-03,0.0
2011-01-05,-4.7619
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-14,-5.0
2011-01-18,5.2632
2011-01-19,0.0
2011-01-24,-10.0
2011-01-25,0.0
2011-01-26,11.1111
2011-01-27,7.5
2011-01-28,-16.2791
2011-01-31,50.0
2011-02-01,0.0
2011-02-02,0.0
2011-02-03,-22.2222
2011-02-04,45.2381
2011-02-07,11.4754
2011-02-09,-26.4706
2011-02-10,4.0
2011-02-14,92.3077
2011-02-15,0.0
2011-02-16,-4.0
2011-02-17,-12.2396
2011-02-18,6.8248999999999995
2011-02-22,-5.5556
2011-02-23,8.2353
2011-02-24,0.0
2011-02-25,2.1739
2011-02-28,0.0
2011-03-01,0.0
2011-03-02,-6.383
2011-03-03,6.8182
2011-03-04,-4.2553
2011-03-07,-6.6667
2011-03-08,-4.7619
2011-03-09,-5.0
2011-03-10,-16.2829
2011-03-11,3.7328
2011-03-14,0.0
2011-03-15,-3.0303
2011-03-16,25.0
2011-03-21,-12.5
2011-03-23,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-03-30,-8.5714
2011-03-31,-6.25
2011-04-01,-6.6667
2011-04-04,0.0
2011-04-05,-17.8571
2011-04-06,-4.3478
2011-04-07,-9.0909
2011-04-08,50.0
2011-04-11,-16.6667
2011-04-12,0.0
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,-4.0
2011-04-18,-14.5833
2011-04-19,-2.439
2011-04-20,24.375
2011-04-21,-23.6181
2011-04-25,5.2632
2011-04-26,15.0
2011-04-28,-13.0435
2011-04-29,21.5625
2011-05-02,-17.7378
2011-05-03,-10.0
2011-05-04,12.1528
2011-05-05,-0.9288
2011-05-06,0.0
2011-05-09,0.0
2011-05-11,0.0
2011-05-12,15.0
2011-05-13,-13.0435
2011-05-16,0.0
2011-05-17,0.0
2011-05-18,0.0
2011-05-19,0.0
2011-05-23,-5.0
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,5.2632
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,-20.0
2011-06-06,0.0
2011-06-07,0.0
2011-06-08,9.375
2011-06-09,-25.7143
2011-06-10,7.6923
2011-06-13,7.1429
2011-06-15,16.6667
2011-06-16,-14.2857
2011-06-20,-13.3333
2011-06-21,0.0
2011-06-24,-15.3846
2011-06-27,4.5455
2011-06-28,1.087
2011-06-29,0.0
2011-07-01,11.828
2011-07-07,0.0
2011-07-08,0.0
2011-07-11,53.8462
2011-07-12,-12.5
2011-07-13,-14.2857
2011-07-18,-22.0833
2011-07-19,-3.2086
2011-07-20,54.6961
2011-07-22,0.0
2011-07-26,20.0
2011-07-27,-28.5714
2011-07-28,0.0
2011-07-29,25.4167
2011-08-02,-3.3223
2011-08-03,-1.0309
2011-08-04,-15.9722
2011-08-05,-0.8264
2011-08-08,-19.1667
2011-08-10,0.0
2011-08-11,0.0
2011-08-12,7.2165
2011-08-16,0.0
2011-08-17,0.0
2011-08-22,0.0
2011-08-23,-23.0769
2011-08-24,30.0
2011-08-25,-7.6923
2011-08-26,4.1667
2011-08-29,12.0
2011-08-30,0.0
2011-08-31,-14.2857
2011-09-01,-8.3333
2011-09-02,45.4545
2011-09-06,-6.25
2011-09-07,-26.6667
2011-09-12,18.1818
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-19,-7.6923
2011-09-20,0.0
2011-09-21,1.0417
2011-09-22,0.0
2011-09-23,0.0
2011-09-29,-8.2474
2011-10-03,0.0
2011-10-04,-1.1236
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,0.0
2011-10-11,0.0
2011-10-12,-9.0909
2011-10-13,1.25
2011-10-14,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,0.0
2011-10-26,0.0
2011-10-27,0.0
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,-1.2346
2011-11-03,-40.0
2011-11-04,150.0
2011-11-07,-53.3333
2011-11-08,28.5714
2011-11-09,11.1111
2011-11-11,-10.0
2011-11-14,0.0
2011-11-15,-22.2222
2011-11-17,28.5714
2011-11-18,0.0
2011-11-22,-22.2222
2011-11-28,-28.5714
2011-11-30,100.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,-20.0
2011-12-06,-12.5
2011-12-07,14.2857
2011-12-08,0.0
2011-12-12,-37.5
2011-12-13,0.0
2011-12-14,40.0
2011-12-15,-25.8929
2011-12-16,15.6627
2011-12-19,-14.5833
2011-12-20,0.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,19.5122
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,-2.0408
2011-12-30,50.0
2012-01-06,0.0
2012-01-12,11.1111
2012-01-13,-30.0
2012-01-17,14.2857
2012-01-18,-12.5
2012-01-23,0.0
2012-01-24,-26.7857
2012-01-25,0.0
2012-01-27,23.1707
2012-01-30,26.7327
2012-01-31,0.0
2012-02-06,0.0
2012-02-07,-29.6875
2012-02-08,42.2222
2012-02-09,-27.3438
2012-02-10,35.4839
2012-02-13,-26.1905
2012-02-15,3.2258
2012-02-23,50.0
2012-02-24,-11.1111
2012-02-28,-12.5
2012-03-01,0.0
2012-03-02,-9.8214
2012-03-06,0.0
2012-03-08,0.0
2012-03-09,0.0
2012-03-12,0.0
2012-03-13,0.0
2012-03-14,-2.9703
2012-03-15,46.9388
2012-03-16,77.7778
2012-03-19,-37.5
2012-03-20,30.0
2012-03-21,-7.6923
2012-03-22,-20.8333
2012-03-23,-5.2632
2012-03-28,-5.5556
2012-03-30,17.647100000000002
2012-04-02,-10.0
2012-04-04,-11.1111
2012-04-09,0.0
2012-04-10,-10.1563
2012-04-12,11.3043
2012-04-13,-10.1563
2012-04-17,25.2174
2012-04-19,0.0
2012-04-20,-20.1389
2012-04-24,-2.6087
2012-04-26,0.0
2012-04-27,-7.1429
2012-05-01,7.6923
2012-05-02,-14.2857
2012-05-03,-3.125
2012-05-04,1.0753
2012-05-07,5.3191
2012-05-08,-14.1414
2012-05-09,0.0
2012-05-10,0.0
2012-05-11,0.0
2012-05-14,12.9412
2012-05-15,16.6667
2012-05-16,-14.2857
2012-05-18,-5.2083
2012-05-21,17.5824
2012-05-22,-17.757
2012-05-23,0.0
2012-05-25,0.0
2012-05-29,0.0
2012-06-04,0.0
2012-06-06,3.4091
2012-06-07,5.4945
2012-06-11,-16.6667
2012-06-18,10.0
2012-06-19,14.3193
2012-06-20,-9.0909
2012-06-21,0.0
2012-06-22,50.0
2012-06-26,22.2222
2012-06-28,-56.3636
2012-06-29,120.8333
2012-07-02,-7.5472
2012-07-05,-46.9388
2012-07-12,35.5769
2012-07-19,10.6383
2012-07-20,-10.2564
2012-07-23,0.0
2012-07-24,14.2857
2012-07-26,0.0
2012-07-27,0.0
2012-07-31,0.0
2012-08-13,0.0
2012-08-16,-37.5
2012-08-21,-2.0
2012-08-27,18.3673
2012-08-28,6.8966
2012-08-31,0.0
2012-09-05,-41.9355
2012-09-06,38.8889
2012-09-10,0.0
2012-09-11,0.0
2012-09-13,20.0
2012-09-18,-33.3333
2012-09-19,0.0
2012-09-20,-19.0
2012-09-24,-1.2346
2012-09-26,48.75
2012-09-27,13.4454
2012-09-28,-38.7731
2012-10-01,7.5992
2012-10-02,-1.6162999999999998
2012-10-03,-20.0
2012-10-08,0.0893
2012-10-09,7.0473
2012-10-10,6.6667
2012-10-12,0.0
2012-10-15,-6.25
2012-10-17,0.0
2012-10-18,6.6667
2012-10-19,-12.5
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,-10.625
2012-10-26,11.8881
2012-10-31,-10.7143
2012-11-02,4.0
2012-11-07,-3.8462
2012-11-08,11.2
2012-11-12,-24.4604
2012-11-13,42.381
2012-11-15,0.3344
2012-11-16,18.6667
2012-11-19,-32.5843
2012-11-20,41.6667
2012-11-26,0.0
2012-11-29,-28.2353
2012-11-30,43.4426
2012-12-03,-20.0
2012-12-12,-10.7143
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,-4.0
2012-12-18,4.1667
2012-12-19,40.0
2012-12-20,-28.5714
2012-12-27,0.0
2012-12-31,44.0
2013-01-07,-52.7778
2013-01-08,17.647100000000002
2013-01-09,70.0
2013-01-10,-11.7647
2013-01-11,-30.0
2013-01-14,14.2857
2013-01-16,-12.5
2013-01-17,42.8571
2013-01-18,0.0
2013-01-28,0.0
2013-02-01,-20.0
2013-02-04,-8.3333
2013-02-05,0.0
2013-02-06,0.0
2013-02-07,0.0
2013-02-08,54.5455
2013-02-12,-23.5294
2013-02-13,15.3846
2013-02-14,0.0
2013-02-15,-16.6667
2013-02-19,20.0
2013-02-22,-16.6667
2013-02-28,20.0
2013-03-01,-16.6667
2013-03-05,0.0
2013-03-08,36.0
2013-03-13,-26.4706
2013-03-15,4.0
2013-03-27,0.0
2013-03-28,23.0769
2013-04-02,-9.375
2013-04-03,0.0
2013-04-04,-12.4138
2013-04-08,6.2992
2013-04-09,-11.1111
2013-04-10,0.0
2013-04-11,-12.5
2013-04-15,-4.7619
2013-04-16,20.0
2013-04-19,-16.6667
2013-04-23,-20.0
2013-04-25,25.0
2013-04-26,0.0
2013-04-29,-30.0
2013-04-30,71.4286
2013-05-08,-16.6667
2013-05-14,-19.0
2013-05-17,14.429
2013-05-22,40.2562
2013-05-28,7.6923
2013-05-30,3.5714
2013-06-04,58.6207
2013-06-07,-13.0435
2013-06-11,0.0
2013-06-12,0.0
2013-06-13,0.0
2013-06-14,5.0
2013-06-17,0.0
2013-06-18,-19.0476
2013-06-19,0.0
2013-06-21,-29.4118
2013-06-25,75.0
2013-07-02,4.7619
2013-07-11,-9.0909
2013-07-15,0.0
2013-07-16,-25.0
2013-07-17,33.3333
2013-07-19,-30.0
2013-07-23,28.5714
2013-07-24,-11.1111
2013-07-31,24.375
2013-08-01,0.5653
2013-08-02,-0.0625
2013-08-12,-15.0
2013-08-13,5.8824
2013-08-15,-22.2222
2013-08-19,7.1429
2013-08-20,-6.6667
2013-08-21,0.0
2013-08-30,65.0
2013-09-06,-35.0649
2013-09-16,20.0
2013-09-17,16.6667
2013-09-19,-19.0476
2013-09-24,-11.7647
2013-09-26,3.6667
2013-09-30,35.0482
2013-10-01,-26.1905
2013-10-03,0.0
2013-10-04,-3.2258
2013-10-07,33.3333
2013-10-09,-30.0
2013-10-10,21.4286
2013-10-11,6.4706
2013-10-14,3.3149
2013-10-15,-25.1337
2013-10-16,71.4286
2013-10-17,4.1667
2013-10-18,50.0
2013-10-21,-17.3333
2013-10-22,-2.5806
2013-10-23,-7.2848
2013-10-24,-3.2143
2013-10-25,-5.9041
2013-10-28,-3.9215999999999998
2013-10-29,10.2041
2013-10-30,-7.4074
2013-10-31,-8.0
2013-11-01,-15.2174
2013-11-04,10.2564
2013-11-05,2.3256
2013-11-06,-4.5455
2013-11-07,0.0
2013-11-08,0.0
2013-11-11,-4.7619
2013-11-12,5.0
2013-11-13,0.0
2013-11-15,4.7619
2013-11-18,4.0341
2013-11-19,-8.2469
2013-11-20,4.7619
2013-11-21,-4.5455
2013-11-22,-4.7619
2013-11-25,-5.0625
2013-11-26,-5.2008
2013-11-27,0.5556
2013-12-02,2.2099
2013-12-03,0.0
2013-12-09,-8.1081
2013-12-10,0.0
2013-12-11,8.8235
2013-12-12,-8.1081
2013-12-13,8.8235
2013-12-16,-10.2703
2013-12-17,26.506
2013-12-18,-11.9048
2013-12-19,13.5135
2013-12-20,-4.7619
2013-12-23,-17.5
2013-12-24,15.1515
2013-12-26,0.0
2013-12-27,10.526299999999999
2013-12-30,-14.2857
2013-12-31,11.1111
2014-01-02,-10.0
2014-01-03,-1.6667
2014-01-06,15.8192
2014-01-07,-2.439
2014-01-08,-17.5
2014-01-09,0.0
2014-01-10,3.0303
2014-01-13,0.0
2014-01-15,11.7647
2014-01-16,23.6842
2014-01-17,-6.383
2014-01-21,15.9091
2014-01-22,4.902
2014-01-23,-12.1495
2014-01-24,17.0213
2014-01-27,8.6061
2014-01-28,-7.3661
2014-01-29,0.0
2014-01-30,-1.2048
2014-01-31,1.2195
2014-02-03,-8.1928
2014-02-04,1.0499
2014-02-05,-1.2987
2014-02-06,5.5263
2014-02-07,4.7382
2014-02-10,-3.3333
2014-02-11,-0.2463
2014-02-12,3.7037
2014-02-13,4.5238
2014-02-14,4.5558
2014-02-18,-1.3072
2014-02-19,-3.9735
2014-02-20,3.4483
2014-02-21,7.5556
2014-02-24,-9.0909
2014-02-25,15.9091
2014-02-26,-0.1961
2014-02-27,-1.7682
2014-02-28,-2.2
2014-03-03,3.4765
2014-03-04,-1.581
2014-03-05,-2.6104000000000003
2014-03-06,6.1856
2014-03-07,-8.5437
2014-03-10,0.0
2014-03-11,5.9448
2014-03-12,1.2024
