ticker,AEHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-18,-0.5556
2007-12-19,0.4469
2007-12-21,-0.4449
2007-12-28,-1.1173
2007-12-31,0.226
2008-01-02,0.0
2008-01-03,0.0
2008-01-08,0.0
2008-01-10,0.2255
2008-01-14,0.1125
2008-01-15,0.5618
2008-01-16,0.5587
2008-01-17,0.0
2008-01-18,0.5556
2008-01-23,-0.9945
2008-01-24,-1.0045
2008-02-04,0.3382
2008-02-05,-0.2247
2008-02-06,0.3378
2008-02-07,1.8406
2008-02-08,-0.5951
2008-02-11,-0.2217
2008-02-14,0.0
2008-02-15,0.0
2008-02-21,0.0
2008-02-29,-0.3333
2008-03-03,0.0
2008-03-04,0.1115
2008-03-05,-0.1114
2008-03-07,-0.223
2008-03-10,-1.1173
2008-03-13,1.1299
2008-03-14,0.2235
2008-03-19,0.3344
2008-03-20,-1.0667
2008-03-24,0.7412
2008-03-26,-0.1115
2008-03-27,-1.2277
2008-03-31,1.6949
2008-04-03,-0.1111
2008-04-07,-0.0355
2008-04-08,-0.1871
2008-04-09,1.3378
2008-04-15,-1.1001
2008-04-16,0.5562
2008-04-18,0.885
2008-04-21,0.0
2008-04-23,-0.1096
2008-04-24,-1.2075
2008-04-25,0.0
2008-04-30,-0.5556
2008-05-01,-0.5587
2008-05-02,0.0
2008-05-05,0.5618
2008-05-06,-0.5587
2008-05-08,0.0
2008-05-09,0.0
2008-05-13,0.0
2008-05-14,1.1236
2008-05-19,0.0
2008-05-20,0.5556
2008-05-21,-1.105
2008-05-22,1.8994
2008-05-23,-1.0526
2008-05-27,-0.266
2008-05-29,0.0
2008-05-30,0.3333
2008-06-02,0.9967
2008-06-03,-0.5482
2008-06-04,0.1103
2008-06-05,0.7709
2008-06-06,-0.765
2008-06-13,-0.1101
2008-06-16,-0.1103
2008-06-17,0.0
2008-06-18,0.1104
2008-06-20,-0.1103
2008-06-23,0.0
2008-06-24,0.3311
2008-06-25,0.6601
2008-06-26,0.4372
2008-06-27,0.1088
2008-06-30,-1.3043
2008-07-01,0.2203
2008-07-02,0.2198
2008-07-03,0.3289
2008-07-07,0.4372
2008-07-08,-0.5441
2008-07-09,0.6565
2008-07-10,0.0
2008-07-11,-0.1087
2008-07-14,-0.2176
2008-07-15,-0.3272
2008-07-17,-0.1094
2008-07-21,0.0
2008-07-22,0.7667
2008-07-30,0.0
2008-07-31,-1.087
2008-08-05,0.5495
2008-08-07,0.5464
2008-08-08,0.5435
2008-08-13,0.0
