ticker,LOVE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-27,49.9375
2018-06-28,-11.088
2018-06-29,-2.7192
2018-07-02,-1.494
2018-07-03,0.7339
2018-07-05,6.5565999999999995
2018-07-06,-3.9198
2018-07-09,1.9924
2018-07-10,-1.1628
2018-07-11,2.3529
2018-07-12,-2.8966
2018-07-13,0.3314
2018-07-16,0.6135
2018-07-17,-1.8761999999999999
2018-07-18,-0.7409
2018-07-19,0.4093
2018-07-20,-0.048
2018-07-23,0.7678
2018-07-24,-1.1905000000000001
2018-07-25,-1.2048
2018-07-26,-2.439
2018-07-27,2.4
2018-07-30,-2.3438
2018-07-31,0.0
2018-08-01,1.0
2018-08-02,-0.7426
2018-08-03,-0.2494
2018-08-06,0.3
2018-08-07,1.3958
2018-08-08,2.0157
2018-08-09,-3.6145
2018-08-10,3.75
2018-08-13,-3.0843
2018-08-14,-0.547
2018-08-15,1.25
2018-08-16,1.3333
2018-08-17,-1.8031000000000001
2018-08-20,-0.1489
2018-08-21,0.5467
2018-08-22,0.7909
2018-08-23,0.4414
2018-08-24,-0.293
2018-08-27,0.0
2018-08-28,-0.7835
2018-08-29,-0.0494
2018-08-30,-2.2716
2018-08-31,4.2951
2018-09-04,-0.436
2018-09-05,2.1898
2018-09-06,-0.2857
2018-09-07,1.0029
2018-09-10,-1.6548
2018-09-11,0.2404
2018-09-12,0.8153
2018-09-13,-4.8525
2018-09-14,0.55
2018-09-17,-0.9448
2018-09-18,0.4016
2018-09-19,2.75
2018-09-20,7.0073
2018-09-21,10.7322
2018-09-24,0.4928
2018-09-25,8.7045
2018-09-26,3.0075
2018-09-27,-3.2847
2018-09-28,-5.7358
2018-10-01,-2.9624
2018-10-02,0.0
2018-10-03,0.9076
2018-10-04,-3.5159000000000002
2018-10-05,1.8643999999999998
2018-10-08,-4.8669
2018-10-09,1.6616
2018-10-10,-3.7849
2018-10-11,-5.1855
2018-10-12,1.9802
2018-10-15,-2.9589
2018-10-16,-1.0958
2018-10-17,5.3468
2018-10-18,-1.1888
2018-10-19,-0.8792
2018-10-22,-1.4939
2018-10-23,-1.4218
2018-10-24,-17.1635
2018-10-25,3.6564
2018-10-26,6.383
2018-10-29,0.0
2018-10-30,0.5789
2018-10-31,-0.3663
2018-11-01,0.0525
2018-11-02,2.8871
2018-11-05,-1.1735
2018-11-06,-1.6520000000000001
2018-11-07,0.8924
2018-11-08,0.5203
2018-11-09,-0.3623
2018-11-12,0.0
2018-11-13,6.2338000000000005
