ticker,LOVE US Equity
2018-11-14,-2.2005
2018-11-15,-0.15
2018-11-16,1.1017
2018-11-19,-0.9906
2018-11-20,-3.0515
2018-11-21,-0.3612
2018-11-23,-0.6214
2018-11-26,-5.3674
2018-11-27,-1.1564
2018-11-28,-0.6685
2018-11-29,-3.9821
2018-11-30,2.3949
2018-12-03,7.9863
2018-12-04,-2.2187
2018-12-06,5.0783
2018-12-07,3.0334
2018-12-10,2.9939999999999998
2018-12-11,1.2112
2018-12-12,-0.0957
2018-12-13,1.5812
2018-12-14,1.3679000000000001
2018-12-17,1.9544000000000001
2018-12-18,8.6262
2018-12-19,0.2521
2018-12-20,-3.6463
2018-12-21,-5.9155999999999995
2018-12-24,4.9931
2018-12-26,1.5412
2018-12-27,2.2984
2018-12-28,1.0598
2018-12-31,-3.7752
2019-01-02,0.2616
2019-01-03,-1.8696000000000002
2019-01-04,0.6203
2019-01-07,4.7556
2019-01-08,1.5973000000000002
2019-01-09,-0.2896
2019-01-10,-0.8299
2019-01-11,3.431
2019-01-14,-6.1489
2019-01-15,-1.681
2019-01-16,2.6304
2019-01-17,-2.3494
2019-01-18,3.2808
2019-01-22,-0.72
2019-01-23,0.0
2019-01-24,-2.5171
2019-01-25,0.2188
2019-01-28,3.5371
2019-01-29,-0.3796
2019-01-30,-1.2701
2019-01-31,2.4013999999999998
2019-02-01,-0.5863
2019-02-04,1.3479
2019-02-05,7.0657
2019-02-06,2.2127
2019-02-07,2.2788
2019-02-08,1.7452999999999999
2019-02-11,5.6569
2019-02-12,-4.2832
2019-02-13,0.8661
2019-02-14,1.6816
2019-02-15,-0.1759
2019-02-19,4.829
2019-02-20,1.7485
2019-02-21,0.5948
2019-02-22,5.9461
2019-02-25,4.3101
2019-02-26,-6.1831
2019-02-27,-1.1407
2019-02-28,-2.9808
2019-03-01,4.6911000000000005
2019-03-04,-3.0925
2019-03-05,-1.3351
2019-03-06,-3.8944
2019-03-07,3.2624
2019-03-08,-0.5653
2019-03-11,1.9731999999999998
2019-03-12,1.6071
2019-03-13,0.8393
2019-03-14,-3.3931
2019-03-15,-0.4307
2019-03-18,-1.6639
2019-03-19,-2.7073
2019-03-20,-0.3826
2019-03-21,-1.0475
2019-03-22,-7.7276
2019-03-25,3.6329000000000002
2019-03-26,2.1033
2019-03-27,4.1923
2019-03-28,-2.0465
2019-03-29,-1.5227
2019-04-01,2.1575
2019-04-02,5.9838000000000005
2019-04-03,0.465
2019-04-04,3.0083
2019-04-05,-2.2144
2019-04-08,0.8533
2019-04-09,-0.8461
2019-04-10,-0.9189
2019-04-11,-0.7287
2019-04-12,0.6006
2019-04-15,-1.8904999999999998
2019-04-16,2.265
2019-04-17,-0.1322
2019-04-18,-2.3502
2019-04-22,-4.4746
2019-04-23,2.5905
2019-04-24,5.1885
2019-04-25,-3.5843
2019-04-26,1.0232
2019-04-29,4.4227
2019-04-30,27.3683
2019-05-01,4.6072
2019-05-02,4.2223
2019-05-03,3.2596
2019-05-06,-1.1724999999999999
2019-05-07,1.1636
2019-05-08,1.3982999999999999
2019-05-09,-4.6486
2019-05-10,1.4696
2019-05-13,-4.6207
2019-05-14,-4.724
2019-05-15,-2.5044
2019-05-16,-2.932
2019-05-17,8.9014
2019-05-20,-4.9337
2019-05-21,-6.8681
2019-05-22,0.2495
2019-05-23,0.4148
2019-05-24,-0.1652
2019-05-28,0.6069
2019-05-29,-2.0839
2019-05-30,0.5041
2019-05-31,0.4458
2019-06-03,1.0818
2019-06-04,1.5093
2019-06-05,3.0008
2019-06-06,-4.9344
2019-06-07,5.3562
2019-06-10,2.8040000000000003
2019-06-11,-23.1456
2019-06-12,-5.2736
2019-06-13,6.8277
2019-06-14,-0.8194
2019-06-17,5.5849
2019-06-18,4.1941
2019-06-19,-5.9778
2019-06-20,-2.2364
2019-06-21,2.451
2019-06-24,2.1372
2019-06-25,-6.777
2019-06-26,-2.8811
2019-06-27,-0.1725
2019-06-28,7.3601
2019-07-01,0.7724
2019-07-02,-4.152
2019-07-03,1.1663000000000001
2019-07-05,-4.0514
2019-07-08,-1.2358
2019-07-09,-4.9357
2019-07-10,-0.9506
2019-07-11,-0.7014
2019-07-12,-1.3383
2019-07-15,-1.9593
2019-07-16,-0.8455
2019-07-17,-1.2016
2019-07-18,-5.1785
2019-07-19,-1.5722
2019-07-22,-5.0862
2019-07-23,0.7086
2019-07-24,3.2982
2019-07-25,-6.3857
2019-07-26,0.5457
2019-07-29,-1.4473
2019-07-30,-3.855
2019-07-31,2.3388999999999998
2019-08-01,-3.4049
2019-08-02,-4.0077
2019-08-05,0.3018
2019-08-06,-3.0592
2019-08-07,-1.552
2019-08-08,-2.2596
2019-08-09,-0.4839
2019-08-12,3.1875
2019-08-13,4.6073
2019-08-14,-6.1061
2019-08-15,-3.9446
2019-08-16,0.3885
2019-08-19,-1.7137
2019-08-20,5.5118
2019-08-21,-1.1194
2019-08-22,1.1320999999999999
2019-08-23,-9.0085
2019-08-26,-1.1716
2019-08-27,-3.7937
2019-08-28,0.1232
2019-08-29,-1.1692
2019-08-30,7.0984
2019-09-03,-4.1279
2019-09-04,-0.9096
2019-09-05,6.1812
2019-09-06,-0.4611
2019-09-09,0.9265
2019-09-10,5.6225000000000005
2019-09-11,15.7523
2019-09-12,-10.9808
2019-09-13,8.0654
2019-09-16,-0.2927
2019-09-17,0.0
2019-09-18,1.1742
2019-09-19,5.4159
2019-09-20,-5.2294
2019-09-23,-0.242
2019-09-24,-8.8792
2019-09-25,-3.6209
2019-09-26,0.1657
2019-09-27,1.5996000000000001
2019-09-30,1.3572
2019-10-01,-3.5886
2019-10-02,-6.6111
2019-10-03,-3.6288
2019-10-04,3.9198
2019-10-07,3.8313
2019-10-08,-3.7757
2019-10-09,-2.7943
2019-10-10,0.367
2019-10-11,6.7642
2019-10-14,0.0571
2019-10-15,1.7684
2019-10-16,3.4753
2019-10-17,3.5753
2019-10-18,1.0983
2019-10-21,0.3621
2019-10-22,2.4742
2019-10-23,0.1006
2019-10-24,0.5276
2019-10-25,-5.9235
2019-10-28,-0.7439
2019-10-29,-0.5353
2019-10-30,-4.8439
2019-10-31,-7.6357
2019-11-01,-1.2247
2019-11-04,1.5499
2019-11-05,3.2967
2019-11-06,-18.0851
2019-11-07,2.7417
2019-11-08,5.1966
2019-11-11,-4.7397
2019-11-12,-1.6118000000000001
2019-11-13,-2.2792
2019-11-14,-3.4257
2019-11-15,4.3774
2019-11-18,2.6753
2019-11-19,-4.1549
2019-11-20,2.241
2019-11-21,-0.0359
2019-11-22,0.7189
2019-11-25,4.1399
2019-11-26,3.2214
2019-11-27,-1.1952
2019-11-29,2.5538
2019-12-02,-3.3421
2019-12-03,-0.4746
2019-12-04,-0.6471
2019-12-05,3.3939
2019-12-06,-0.7958
2019-12-09,-2.2059
2019-12-10,-1.5721
2019-12-11,0.6944
2019-12-12,-18.5517
2019-12-13,-9.0601
2019-12-16,2.8864
2019-12-17,13.4842
2019-12-18,10.2073
2019-12-19,0.0724
2019-12-20,-3.3261
2019-12-23,5.3104
2019-12-24,3.8352
2019-12-26,-1.5732
2019-12-27,3.0577
2019-12-30,-0.6743
2019-12-31,8.9613
2020-01-02,-5.514
2020-01-03,1.154
2020-01-06,1.4993
2020-01-07,-8.6705
2020-01-08,2.6723
2020-01-09,0.3425
2020-01-10,-1.6381999999999999
2020-01-13,-10.2706
2020-01-14,-1.5468
2020-01-15,0.0786
2020-01-16,8.0848
2020-01-17,-7.4074
2020-01-21,6.2745
2020-01-22,-0.2952
2020-01-23,1.1843
2020-01-24,-4.4623
2020-01-27,-3.4455999999999998
2020-01-28,2.3791
2020-01-29,-3.718
2020-01-30,-3.8616
2020-01-31,-5.0209
2020-02-03,-2.0264
2020-02-04,0.7194
2020-02-05,0.1786
2020-02-06,-2.4064
2020-02-07,-1.6438000000000001
2020-02-10,-3.8068999999999997
2020-02-11,2.7992
2020-02-12,-1.0329
2020-02-13,1.9924
2020-02-14,1.7673999999999999
2020-02-18,3.2907
2020-02-19,-3.2743
2020-02-20,4.3916
2020-02-21,-4.0316
2020-02-24,-7.2146
2020-02-25,-12.7953
2020-02-26,-11.2867
2020-02-27,0.5089
2020-02-28,10.0
2020-03-02,2.0713
2020-03-03,-2.8185000000000002
2020-03-04,11.8329
2020-03-05,-9.751
2020-03-06,3.5632
2020-03-09,-9.323
2020-03-10,2.3256
2020-03-11,-12.3206
2020-03-12,-21.2824
2020-03-13,7.279
2020-03-16,-27.6252
2020-03-17,0.4464
2020-03-18,1.1111
2020-03-19,43.956
2020-03-20,-6.7176
2020-03-23,0.3273
2020-03-24,14.0294
2020-03-25,1.5737
2020-03-26,-4.2254
2020-03-27,-1.4706000000000001
2020-03-30,-4.7761
2020-03-31,-8.6207
2020-04-01,-21.6123
2020-04-02,-6.1269
2020-04-03,-1.8648
2020-04-06,-0.9501
2020-04-07,-0.7194
2020-04-08,10.3865
2020-04-09,26.0394
2020-04-13,-1.5625
2020-04-14,14.1093
2020-04-15,-8.8099
2020-04-16,27.2881
2020-04-17,35.1531
2020-04-20,7.8818
2020-04-21,0.8219
2020-04-22,3.3514
2020-04-23,-10.5171
2020-04-24,10.1861
2020-04-27,-0.5333
2020-04-28,1.0724
2020-04-29,19.6286
2020-04-30,-11.8256
2020-05-01,0.8382
2020-05-04,4.8213
2020-05-05,4.5995
2020-05-06,-6.7475000000000005
2020-05-07,2.7641999999999998
2020-05-08,8.307
2020-05-11,20.0877
2020-05-12,-7.056
2020-05-13,-7.6571
2020-05-14,0.7087
2020-05-15,-3.026
2020-05-18,5.4427
2020-05-19,-5.9876000000000005
2020-05-20,0.1464
2020-05-21,0.2924
2020-05-22,0.656
2020-05-26,12.8168
2020-05-27,2.0539
2020-05-28,8.1132
2020-05-29,6.5154
2020-06-01,13.1076
2020-06-02,-16.562
2020-06-03,2.1412
2020-06-04,-3.9093
2020-06-05,5.1887
2020-06-08,10.7063
2020-06-09,13.519
2020-06-10,-4.9063
2020-06-11,-2.4859
2020-06-12,-0.4329
2020-06-15,12.3188
2020-06-16,2.7096999999999998
2020-06-17,-4.3551
2020-06-18,9.5447
2020-06-19,-1.7186
2020-06-22,5.734
2020-06-23,3.3462
2020-06-24,-3.2192
2020-06-25,4.2107
2020-06-26,-1.9188
2020-06-29,3.5741
2020-06-30,-4.7221
2020-07-01,1.1056
2020-07-02,0.4902
2020-07-06,8.0675
2020-07-07,-3.6806
2020-07-08,0.8291
2020-07-09,-4.04
2020-07-10,1.7511
2020-07-13,-11.4244
2020-07-14,6.3249
2020-07-15,1.3997
2020-07-16,1.1503
2020-07-17,0.1137
2020-07-20,0.5301
2020-07-21,8.3239
2020-07-22,5.7371
2020-07-23,-3.2884
2020-07-24,-2.3461
2020-07-27,7.9387
2020-07-28,-5.0323
2020-07-29,4.1101
2020-07-30,4.2741
2020-07-31,-0.5632
