ticker,GRTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.6667
2019-11-12,8.0298
2019-11-13,1.5326
2019-11-14,0.0
2019-11-15,-11.0189
2019-11-18,8.2273
2019-11-19,7.2884
2019-11-20,1.534
2019-11-21,-12.3741
2019-11-22,1.7241
2019-11-25,1.5335
2019-11-26,2.5437
2019-11-27,-2.5581
2019-11-29,-0.3182
2019-12-02,-3.6712
2019-12-03,-0.4143
2019-12-04,-0.1664
2019-12-05,-9.1667
2019-12-06,-0.9174
2019-12-09,-7.4074
2019-12-10,-5.0
2019-12-11,3.3684
2019-12-12,-7.0265
2019-12-13,7.7766
2019-12-16,1.626
2019-12-17,11.8
2019-12-18,18.6941
2019-12-19,2.7129
2019-12-20,0.7337
2019-12-23,0.2913
2019-12-24,-8.4967
2019-12-26,10.1587
2019-12-27,-1.0807
2019-12-30,-3.8602
2019-12-31,-0.303
2020-01-02,5.4711
2020-01-03,3.3862
2020-01-06,1.0453
2020-01-07,7.931
2020-01-08,-3.5144
2020-01-09,-0.6623
2020-01-10,-2.0667
2020-01-13,-3.1314
2020-01-14,5.4111
2020-01-15,-5.2667
2020-01-16,-2.4631
2020-01-17,-3.1746
2020-01-21,-5.5887
2020-01-22,1.4996
2020-01-23,-0.5443
2020-01-24,-0.86
2020-01-27,-7.8076
2020-01-28,13.0026
2020-01-29,5.4504
2020-01-30,-0.2872
2020-01-31,6.8395
2020-02-03,-10.9838
2020-02-04,2.4224
2020-02-05,-1.1086
2020-02-06,1.8685
2020-02-07,-0.7337
2020-02-10,0.9608
2020-02-11,5.2709
2020-02-12,-3.7552
2020-02-13,1.4451
2020-02-14,-0.641
2020-02-18,2.7957
2020-02-19,7.0432
2020-02-20,1.2378
2020-02-21,2.0592
2020-02-24,-7.377
2020-02-25,1.7699
2020-02-26,1.1371
2020-02-27,5.4894
2020-02-28,7.0846
2020-03-02,3.4543
2020-03-03,-5.5461
2020-03-04,-1.9771999999999998
2020-03-05,-5.7457
2020-03-06,-11.1543
2020-03-09,-16.0584
2020-03-10,-2.2609
2020-03-11,-2.758
2020-03-12,-22.5069
2020-03-13,3.4238
2020-03-16,-25.5708
2020-03-17,0.0
2020-03-18,-9.6626
2020-03-19,14.4312
2020-03-20,28.635
2020-03-23,-3.8062
2020-03-24,13.9089
2020-03-25,-2.6316
2020-03-26,2.7027
2020-03-27,-4.9474
2020-03-30,14.2857
2020-03-31,-7.9457
2020-04-01,0.3158
2020-04-02,-0.1049
2020-04-03,-0.2101
2020-04-06,9.6842
2020-04-07,1.4395
2020-04-08,1.7029
2020-04-09,-4.3721
2020-04-13,2.2374
2020-04-14,-0.0951
2020-04-15,0.0
2020-04-16,4.9524
2020-04-17,4.3557
2020-04-20,7.6522
2020-04-21,5.0081
2020-04-22,-4.3846
2020-04-23,5.1488
2020-04-24,-2.3718
2020-04-27,1.8025
2020-04-28,-4.311
2020-04-29,15.9292
2020-04-30,-5.2047
2020-05-01,-9.59
2020-05-04,2.0243
2020-05-05,-12.2222
2020-05-06,4.0687
2020-05-07,4.2572
2020-05-08,-2.5
2020-05-11,0.8547
2020-05-12,-1.2711999999999999
2020-05-13,-7.2103
2020-05-14,1.7576
2020-05-15,0.0
2020-05-18,3.6364
2020-05-19,-0.7018
2020-05-20,6.0071
2020-05-21,-1.3333
2020-05-22,-1.7736
2020-05-26,-4.1273
2020-05-27,-0.0897
2020-05-28,-4.9372
2020-05-29,-1.2276
2020-06-01,-6.0229
2020-06-02,-4.3744
2020-06-03,2.5532
2020-06-04,-1.4523
2020-06-05,2.6316
2020-06-08,-4.6154
2020-06-09,0.1075
2020-06-10,-5.0483
2020-06-11,0.1131
2020-06-12,-1.4689
2020-06-15,3.3257
2020-06-16,2.8857
2020-06-17,0.6472
2020-06-18,-3.7513
2020-06-19,-4.7884
2020-06-22,5.731
2020-06-23,1.2168
2020-06-24,-1.6393
2020-06-25,0.0
2020-06-26,-5.5556
2020-06-29,-4.8235
2020-06-30,-11.7429
2020-07-01,1.1204
2020-07-02,-0.1385
2020-07-06,1.9417
2020-07-07,1.9048
2020-07-08,0.0
2020-07-09,-1.8692
2020-07-10,-2.3129
2020-07-13,2.3677
2020-07-14,7.0748
2020-07-15,9.0216
2020-07-16,-0.3497
2020-07-17,-7.3684
2020-07-20,2.6515
2020-07-21,2.091
2020-07-22,-3.7349
2020-07-23,-1.2516
2020-07-24,-3.4221
2020-07-27,3.4121
2020-07-28,-2.0305
2020-07-29,0.3886
2020-07-30,0.2581
2020-07-31,-10.4247
