ticker,ESSA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-05,1.9525000000000001
2007-04-09,1.1657
2007-04-10,0.0
2007-04-11,-0.7407
2007-04-12,-0.4975
2007-04-13,0.0833
2007-04-16,-0.2222
2007-04-17,0.0558
2007-04-18,0.0
2007-04-19,0.0
2007-04-20,0.0
2007-04-23,-0.7506
2007-04-24,-0.6723
2007-04-25,-1.692
2007-04-26,-0.6024
2007-04-27,-0.1732
2007-04-30,-0.6071
2007-05-01,-0.0873
2007-05-02,0.0
2007-05-03,0.0873
2007-05-04,0.1745
2007-05-07,0.1742
2007-05-08,0.1739
2007-05-09,-0.1736
2007-05-10,0.4337
2007-05-11,0.8669
2007-05-14,-1.6309
2007-05-15,0.0873
2007-05-16,0.2616
2007-05-17,-0.3478
2007-05-18,1.0471
2007-05-21,-0.5181
2007-05-22,0.3472
2007-05-23,-0.4325
2007-05-24,0.0
2007-05-25,-0.5213
2007-05-29,-0.3493
2007-05-30,-0.0876
2007-05-31,0.0877
2007-06-01,-0.0876
2007-06-04,-0.0877
2007-06-05,0.0878
2007-06-06,0.1754
2007-06-07,-0.2627
2007-06-08,-0.0878
2007-06-11,-0.1757
2007-06-12,-0.5282
2007-06-13,0.0885
2007-06-14,-0.5305
2007-06-15,0.0
2007-06-18,1.6
2007-06-19,0.2625
2007-06-20,-0.5236
2007-06-21,0.4386
2007-06-22,-0.4367
2007-06-25,0.4386
2007-06-26,-3.0568
2007-06-27,-0.1802
2007-06-28,0.1805
2007-06-29,-0.4505
2007-07-02,0.362
2007-07-03,-0.3607
2007-07-05,0.0
2007-07-06,0.0905
2007-07-09,0.3617
2007-07-10,-0.6306
2007-07-11,-0.544
2007-07-12,0.3646
2007-07-13,-0.0908
2007-07-16,0.0011
2007-07-17,0.7261
2007-07-18,-1.083
2007-07-19,-0.0912
2007-07-20,0.3653
2007-07-23,-0.546
2007-07-24,-1.3724
2007-07-25,-0.2783
2007-07-26,-0.4651
2007-07-27,2.3364
2007-07-30,-0.3653
2007-07-31,-0.9166
2007-08-01,0.2775
2007-08-02,-0.8303
2007-08-03,-1.0233
2007-08-06,-3.1955
2007-08-07,0.9709
2007-08-08,2.8846
2007-08-09,-1.8692
2007-08-10,-0.9524
2007-08-13,-0.0962
2007-08-14,-0.77
2007-08-15,-0.097
2007-08-16,-0.9709
2007-08-17,2.1569
2007-08-20,0.9597
2007-08-21,3.5171
2007-08-22,0.8253
2007-08-23,-0.4542
2007-08-24,1.7383
