ticker,AMRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-22,1.7
2010-07-23,-1.0816
2010-07-26,-1.2922
2010-07-27,0.7049
2010-07-28,0.0
2010-07-29,1.5
2010-07-30,-1.4778
2010-08-02,1.3
2010-08-03,-1.2833
2010-08-04,0.7
2010-08-05,-0.6951
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.9
2010-08-12,0.1982
2010-08-13,-1.088
2010-08-16,0.3
2010-08-17,0.1994
2010-08-18,0.0
2010-08-19,0.4975
2010-08-20,11.1881
2010-08-23,2.4043
2010-08-24,0.7826
2010-08-25,-0.3451
2010-08-26,-5.1948
2010-08-27,2.7397
2010-08-30,1.6888999999999998
2010-08-31,6.4685
2010-09-01,-2.5452
2010-09-02,3.2013
2010-09-03,5.6327
2010-09-07,-1.7774
2010-09-08,0.7081
2010-09-09,1.9531
2010-09-10,0.613
2010-09-13,6.626
2010-09-14,-1.8571
2010-09-15,-0.655
2010-09-16,-3.6630000000000003
2010-09-17,-1.1407
2010-09-20,-0.3077
2010-09-21,-5.6327
2010-09-22,-3.843
2010-09-23,-2.1259
2010-09-24,2.033
2010-09-27,-2.4183
2010-09-28,3.4031000000000002
2010-09-29,5.4852
2010-09-30,-4.8
2010-10-01,3.3613
2010-10-04,-3.0081
2010-10-05,1.425
2010-10-06,0.7438
2010-10-07,-0.6563
2010-10-08,0.578
2010-10-11,0.6568
2010-10-12,3.752
2010-10-13,1.8082
2010-10-14,-3.0116
2010-10-15,-0.2389
2010-10-18,3.5116
2010-10-19,-1.1565
2010-10-20,0.624
2010-10-21,-3.0233
2010-10-22,0.6395
2010-10-25,1.6680000000000001
2010-10-26,-3.2031
2010-10-27,0.8878
2010-10-28,-1.6
2010-10-29,6.6667
2010-11-01,-5.7165
2010-11-02,2.2635
2010-11-03,-2.7668
2010-11-04,-0.8943
2010-11-05,-2.6250999999999998
2010-11-08,-1.6007
2010-11-09,0.7705
2010-11-10,2.124
2010-11-11,0.416
2010-11-12,-1.1599
2010-11-15,-0.4191
2010-11-16,-2.4411
2010-11-17,3.5375
2010-11-18,2.1667
2010-11-19,0.2447
2010-11-22,5.533
2010-11-23,-0.8481
2010-11-24,1.0886
2010-11-26,-0.3077
2010-11-29,-0.6944
2010-11-30,0.6216
2010-12-01,-0.4633
2010-12-02,0.0776
2010-12-03,1.1628
2010-12-06,1.8391
2010-12-07,-1.8058999999999998
2010-12-08,-1.0728
2010-12-09,0.6971
